hsk_key	source_word	simplified	SI	example_SI	TA	example_TA
5205:有序	有序	有序	ක්‍රමවත්; පිළිවෙළට	ප්‍රේක්ෂකයෝ ක්‍රමවත් ලෙස රැස්වීම් ශාලාවට ඇතුළු වූහ.	ஒழுங்கான; ஒழுங்காக	பார்வையாளர்கள் ஒழுங்காக கூட்ட அரங்கிற்குள் சென்றனர்.
5206:于	于	于	හි; දී; වෙත	රැස්වීම උදෑසන නවයට ආරම්භ වේ.	இல்; அன்று; நோக்கி	கூட்டம் காலை ஒன்பது மணிக்கு தொடங்குகிறது.
5207:余额	余额	余额	ශේෂය; ඉතිරි මුදල	කරුණාකර පළමුව බැංකු කාඩ්පතේ ශේෂය පරීක්ෂා කරන්න.	இருப்பு; மீதித் தொகை	தயவுசெய்து முதலில் வங்கி அட்டையின் இருப்பைச் சரிபாருங்கள்.
5210:预定	预定	预定	වෙන්කරවා ගැනීම; පෙර සැලසුම් කිරීම	මම හෙට රාත්‍රියේ ආසන දැනටමත් වෙන්කරවා ගෙන ඇත.	முன்பதிவு செய்தல்; முன்கூட்டியே ஏற்பாடு செய்தல்	நான் நாளை இரவுக்கான இருக்கைகளை ஏற்கனவே முன்பதிவு செய்துள்ளேன்.
5213:浴室	浴室	浴室	නාන කාමරය	නාන කාමරයේ බිම ටිකක් ලිස්සන සුළුය.	குளியலறை	குளியலறையின் தரை கொஞ்சம் வழுக்கலாக உள்ளது.
5215:原本	原本	原本	මුලින්; ආරම්භයේදී	මම මුලින් සති අන්තයේ බෙයිජිං යාමට සැලසුම් කර තිබුණි.	முதலில்; ஆரம்பத்தில்	நான் முதலில் வார இறுதியில் பெய்ஜிங்கிற்கு செல்ல திட்டமிட்டிருந்தேன்.
5216:原材料	原材料	原材料	අමු ද්‍රව්‍ය	කර්මාන්තශාලාවට ස්ථාවර අමු ද්‍රව්‍ය සැපයුමක් අවශ්‍ය වේ.	மூலப்பொருள்	தொழிற்சாலைக்கு நிலையான மூலப்பொருள் விநியோகம் தேவை.
5224:元宵	元宵	元宵	යුවාන්ෂියාඕ; පහන් උත්සවයේ පැණි සහල් බෝලය	පහන් උත්සව දිනයේ අපි යුවාන්ෂියාඕ කෑවෙමු.	யுவான்ஷியாவ்; விளக்கு விழா இனிப்பு அரிசி உருண்டை	விளக்கு விழா நாளில் நாங்கள் யுவான்ஷியாவ் சாப்பிட்டோம்.
5225:源于	源于	源于	ආරම්භ වීම; මූලය වීම	මෙම සම්ප්‍රදාය පුරාණ උත්සවයකින් ආරම්භ වී ඇත.	தோன்றுதல்; மூலமாக இருத்தல்	இந்த மரபு ஒரு பண்டைய திருவிழாவிலிருந்து தோன்றியது.
5226:远程	远程	远程	දුරස්ථ; දුරකින් සිදු වන	සමාගම දුරස්ථ සම්මුඛ පරීක්ෂණයක් සැලසුම් කළේය.	தொலைநிலை; தூர	நிறுவனம் தொலைநிலை நேர்முகத் தேர்வை ஏற்பாடு செய்தது.
5227:远方	远方	远方	දුර ප්‍රදේශය; ඈත තැන	ඔහු නිතරම ඈත සිටින තම පවුලේ අය සිහි කරයි.	தூர இடம்; தொலைதூரம்	அவர் தொலைதூரத்தில் உள்ள குடும்பத்தினரை அடிக்கடி நினைக்கிறார்.
5229:月光	月光	月光	සඳ එළිය	සඳ එළිය නිහඬ වැව මත වැටුණි.	நிலவொளி	நிலவொளி அமைதியான ஏரியின் மேல் விழுந்தது.
5231:月球	月球	月球	සඳ; චන්ද්‍රයා	විද්‍යාඥයෝ සඳ මතුපිට අධ්‍යයනය කරමින් සිටිති.	நிலா; சந்திரன்	விஞ்ஞானிகள் நிலாவின் மேற்பரப்பை ஆய்வு செய்கிறார்கள்.
5232:乐曲	乐曲	乐曲	සංගීත කෘතිය; සංගීත ඛණ්ඩය	මෙම සංගීත කෘතිය ඉතා සුන්දර ලෙස ඇසේ.	இசை அமைப்பு; இசைப் பகுதி	இந்த இசைப் பகுதி மிகவும் அழகாக ஒலிக்கிறது.
5234:晕车	晕车	晕车	වාහනයේ යන විට අසනීප වීම	ඇයට දිගු බස් ගමන්වලදී පහසුවෙන් වාහන අසනීපය ඇති වේ.	வாகனத்தில் மயக்கம் வருதல்	அவளுக்கு நீண்ட பேருந்து பயணங்களில் எளிதாக வாகன மயக்கம் வரும்.
5235:运送	运送	运送	ප්‍රවාහනය කිරීම; යැවීම	මෙම සැපයුම් ආපදා ප්‍රදේශයට ප්‍රවාහනය කරනු ඇත.	கொண்டு செல்லுதல்; அனுப்புதல்	இந்தப் பொருட்கள் பேரழிவு பகுதிக்கு கொண்டு செல்லப்படும்.
5237:运营	运营	运营	මෙහෙයවීම; ක්‍රියාත්මක කිරීම	මෙම වේදිකාව වෘත්තීය කණ්ඩායමක් විසින් මෙහෙයවනු ලැබේ.	இயக்குதல்; செயல்படுத்துதல்	இந்த தளம் தொழில்முறை குழுவால் இயக்கப்படுகிறது.
5238:杂	杂	杂	මිශ්‍ර; විවිධ	මෙම ලාච්චුවේ විවිධ දේවල් බොහෝ ඇත.	கலந்த; பலவகை	இந்த டிராயரில் பலவகை பொருட்கள் உள்ளன.
5239:灾	灾	灾	විපත; ආපදාව	මෙම විපත ගමට විශාල හානියක් කළේය.	பேரழிவு; அனர்த்தம்	இந்த பேரழிவு கிராமத்திற்கு பெரிய இழப்பை ஏற்படுத்தியது.
5242:灾区	灾区	灾区	ආපදා ප්‍රදේශය	ස්වේච්ඡා සේවකයෝ ආහාර ආපදා ප්‍රදේශයට ගෙන ගියහ.	பேரழிவு பகுதி; அனர்த்தப் பகுதி	தன்னார்வலர்கள் உணவை பேரழிவு பகுதிக்கு கொண்டு சென்றனர்.
5244:再生	再生	再生	නැවත භාවිතයට සැකසීම; පුනර්ජනනය	මෙම ද්‍රව්‍ය නැවත භාවිතයට සකසා භාවිත කළ හැක.	மறுசுழற்சி செய்தல்; மீளுருவாக்கம்	இந்தப் பொருட்களை மறுசுழற்சி செய்து மீண்டும் பயன்படுத்தலாம்.
5246:赞赏	赞赏	赞赏	අගය කිරීම; ප්‍රශංසා කිරීම	ගුරුවරයා ඔහුගේ බැරෑරුම් ආකල්පය අගය කළේය.	பாராட்டுதல்; மதித்தல்	ஆசிரியர் அவரது தீவிரமான அணுகுமுறையைப் பாராட்டினார்.
5247:赞同	赞同	赞同	එකඟ වීම; අනුමත කිරීම	බහුතර සාමාජිකයෝ මෙම තීරණයට එකඟ වෙති.	ஒப்புக்கொள்வது; சம்மதித்தல்	பெரும்பாலான உறுப்பினர்கள் இந்த முடிவை ஒப்புக்கொள்கிறார்கள்.
5248:遭到	遭到	遭到	මුහුණ දීම; ලක් වීම	මෙම සැලැස්මට යම් විරෝධයක් එල්ල විය.	எதிர்கொள்ளுதல்; ஆளாகுதல்	இந்தத் திட்டம் சில எதிர்ப்பை எதிர்கொண்டது.
5251:噪声	噪声	噪声	ඝෝෂාව; කරදරකාරී ශබ්දය	ඉදිකිරීම් ඝෝෂාව අසල්වැසි පදිංචිකරුවන්ට බලපෑවේය.	சத்தம்; இரைச்சல்	கட்டுமான இரைச்சல் அருகிலுள்ள குடியிருப்பாளர்களை பாதித்தது.
5255:炸	炸	炸	පුපුරා යාම	රතිඤ්ඤාව හදිසියේ පුපුරා ගිය අතර සියලු දෙනාම බිය වූහ.	வெடித்தல்	பட்டாசு திடீரென வெடித்ததால் அனைவரும் திடுக்கிட்டனர்.
5256:粘	粘	粘	ඇලවීම; අලවා තැබීම	මැලියම් කඩදාසි එකට ඇලවීය.	ஒட்டுதல்; ஒட்டவைத்தல்	பசை காகிதங்களை ஒன்றாக ஒட்டியது.
5259:占比	占比	占比	අනුපාතය; කොටස	මාර්ගගත විකුණුම් අනුපාතය දැනටමත් අඩකට වඩා ඉක්මවා ඇත.	விகிதம்; பங்கு	ஆன்லைன் விற்பனையின் பங்கு ஏற்கனவே பாதியை கடந்துவிட்டது.
5262:战胜	战胜	战胜	ජය ගැනීම; පරාජය කිරීම	ඔවුහු අවසානයේ සියලු දුෂ්කරතා ජය ගත්හ.	வெல்லுதல்; கடந்து செல்வது	அவர்கள் இறுதியில் அனைத்து சிரமங்களையும் வென்றனர்.
5263:占有	占有	占有	හිමි කර ගැනීම; අත්පත් කර ගැනීම	මෙම සමාගම විශාල වෙළඳපොළ කොටසක් හිමි කරගෙන ඇත.	கைப்பற்றுதல்; உடையிருத்தல்	இந்த நிறுவனம் பெரிய சந்தைப் பங்கைக் கொண்டுள்ளது.
5265:章	章	章	පරිච්ඡේදය; කොටස	කරුණාකර තුන්වන පරිච්ඡේදයේ අන්තර්ගතය කියවන්න.	அதிகாரம்; பகுதி	தயவுசெய்து மூன்றாம் அதிகாரத்தின் உள்ளடக்கத்தை படியுங்கள்.
5268:账单	账单	账单	බිල්පත; ගිණුම් ප්‍රකාශය	සේවකයා බිල්පත මේසය මත තැබුවේය.	பில்; கணக்கு அறிக்கை	பணியாளர் பில்லைக் மேசையின் மீது வைத்தார்.
5269:招	招	招	බඳවා ගැනීම; ආකර්ෂණය කිරීම	සමාගම නව සේවකයන් බඳවා ගනිමින් සිටී.	ஆட்கள் சேர்த்தல்; ஈர்த்தல்	நிறுவனம் புதிய ஊழியர்களை வேலைக்கு எடுக்கிறது.
5271:招生	招生	招生	සිසුන් බඳවා ගැනීම	මෙම පාසල මේ වසරේ සිසුන් පන්සිය දෙනෙකු බඳවා ගැනීමට සැලසුම් කරයි.	மாணவர் சேர்க்கை நடத்துதல்	இந்த பள்ளி இந்த ஆண்டு ஐநூறு மாணவர்களை சேர்க்க திட்டமிடுகிறது.
5272:招手	招手	招手	අත වැනීම	ඇය දුම්රිය ස්ථානයේදී අපට අත වැනුවාය.	கையசைத்தல்	அவள் நிலையத்தில் எங்களுக்கு கையசைத்தாள்.
5274:照明	照明	照明	ආලෝකකරණය	මෙම කාමරයේ ආලෝකකරණය ඉතා හොඳයි.	ஒளியமைப்பு; விளக்கு அமைப்பு	இந்த அறையின் ஒளியமைப்பு மிகவும் நன்றாக உள்ளது.
5276:针	针	针	ඉඳිකටුව; එන්නත	හෙදිය රෝගියාට එන්නතක් ලබා දුන්නාය.	ஊசி; ஊசி மருந்து	செவிலியர் நோயாளிக்கு ஒரு ஊசி போட்டார்.
5280:镇	镇	镇	කුඩා නගරය; සන්සුන් කිරීම	මෙම කුඩා නගරය මුහුදට ආසන්නයි.	சிறுநகரம்; அமைதிப்படுத்துதல்	இந்த சிறுநகரம் கடலுக்கு அருகில் உள்ளது.
5281:阵雨	阵雨	阵雨	හදිසි වැස්ස; වැසි වාරයක්	පස්වරුවේ හදිසි වැසි ඇති විය හැක.	திடீர் மழை; மழைச் சாரல்	மதியம் திடீர் மழை பெய்ய வாய்ப்பு உள்ளது.
5283:争吵	争吵	争吵	රණ්ඩු වීම; වාද කිරීම	ඔවුහු සුළු දෙයක් නිසා රණ්ඩු වීමට පටන් ගත්හ.	சண்டையிடுதல்; வாக்குவாதம்	அவர்கள் சிறிய விஷயத்துக்காக வாக்குவாதம் செய்யத் தொடங்கினர்.
5290:正面	正面	正面	ඉදිරි පැත්ත; ධනාත්මක පැත්ත	කරුණාකර ඡායාරූපයේ ඉදිරි පැත්ත ඉහළට තබන්න.	முன்பக்கம்; நேர்மறை பக்கம்	தயவுசெய்து புகைப்படத்தின் முன்பக்கத்தை மேலே பார்த்தபடி வையுங்கள்.
5299:之所以	之所以	之所以	හේතුව; එසේ වීමට හේතුව	ඔහු ප්‍රමාද වූ හේතුව මාර්ගයේ වාහන තදබදයයි.	காரணம் என்னவென்றால்	அவர் தாமதமானதற்குக் காரணம் வழியில் போக்குவரத்து நெரிசல் இருந்தது.
5303:职员	职员	职员	සේවකයා; කාර්ය මණ්ඩල සාමාජිකයා	සමාගමේ සියලු සේවකයෝ පුහුණුවට සහභාගී වූහ.	ஊழியர்; பணியாளர்	நிறுவன ஊழியர்கள் அனைவரும் பயிற்சியில் கலந்து கொண்டனர்.
5304:职责	职责	职责	වගකීම; රාජකාරිය	වෛද්‍යවරයාගේ වගකීම රෝගීන්ගේ සෞඛ්‍යය ආරක්ෂා කිරීමයි.	கடமை; பொறுப்பு	மருத்துவரின் கடமை நோயாளிகளின் ஆரோக்கியத்தை பாதுகாப்பதாகும்.
5306:只得	只得	只得	වෙනත් විකල්පයක් නැතිව කිරීම	වැස්ස ඉතා තද නිසා අපට ක්‍රියාකාරකම අවලංගු කිරීමට සිදු විය.	வேறு வழியின்றி செய்யுதல்	மழை மிகவும் பலமாக இருந்ததால், நிகழ்ச்சியை ரத்து செய்ய வேண்டியதாகிவிட்டது.
5308:只顾	只顾	只顾	එක දෙයකට පමණක් අවධානය යොමු කිරීම	ඔහු දුරකථනය බැලීමේ පමණක් නිරත වී, මා කතා කළ දේ ඇසුණේ නැත.	ஒன்றில் மட்டும் கவனம் செலுத்துதல்	அவன் கைபேசியைப் பார்ப்பதிலேயே இருந்ததால், நான் பேசியதை கேட்கவில்லை.
5312:制	制	制	නිපදවීම; පද්ධතිය	මෙම ඖෂධය දේශීය ඖෂධ කර්මාන්තශාලාවක් විසින් නිපදවනු ලැබේ.	தயாரித்தல்; முறைமை	இந்த மருந்து உள்ளூர் மருந்துத் தொழிற்சாலையால் தயாரிக்கப்படுகிறது.
5313:至关重要	至关重要	至关重要	අතිශය වැදගත්	නව සේවකයන්ට ආරක්ෂක පුහුණුව අතිශය වැදගත්ය.	மிக முக்கியமான	புதிய ஊழியர்களுக்கு பாதுகாப்புப் பயிற்சி மிக முக்கியமானது.
5316:制品	制品	制品	නිෂ්පාදන; සාදන ලද භාණ්ඩ	මෙම වෙළඳසැල විවිධ ලී නිෂ්පාදන විකුණයි.	தயாரிப்புகள்; உற்பத்திப் பொருட்கள்	இந்த கடை பலவகை மர தயாரிப்புகளை விற்கிறது.
5318:质疑	质疑	质疑	ප්‍රශ්න කිරීම; සැක කිරීම	වාර්තාකරු මෙම වාර්තාවේ දත්ත ප්‍රශ්න කළේය.	கேள்வி எழுப்புதல்; சந்தேகித்தல்	செய்தியாளர் இந்த அறிக்கையின் தரவுகளை கேள்வி எழுப்பினார்.
5320:中等	中等	中等	මධ්‍යම; සාමාන්‍ය	මෙම ඇඳුම මධ්‍යම ප්‍රමාණයේය.	நடுத்தர; சராசரி	இந்த உடை நடுத்தர அளவுடையது.
5324:钟头	钟头	钟头	පැය	අපි පැය දෙකක් බලා සිටියෙමු.	மணி நேரம்	நாங்கள் இரண்டு மணி நேரம் காத்திருந்தோம்.
5327:肿	肿	肿	ඉදිමීම; ඉදිමුණු	ඔහුගේ කකුල් සන්ධිය ඉදිමී ගියේය.	வீங்குதல்; வீங்கிய	அவரது கணுக்கால் வீங்கியது.
5328:中	中	中	දිනීම; වැදීම	ඔහු ත්‍යාගයක් දිනාගෙන කතා කළ නොහැකි තරම් සතුටු විය.	பரிசு அடைதல்; தாக்கப்படுதல்	அவர் பரிசு வென்று பேச முடியாத அளவுக்கு மகிழ்ந்தார்.
5329:种地	种地	种地	ගොවිතැන කිරීම; ඉඩම් වගා කිරීම	සීයා තරුණ කාලයේ ගම්මානයේ ගොවිතැන කරමින් සිටියේය.	விவசாயம் செய்தல்; நிலம் பயிரிடுதல்	தாத்தா இளமையில் கிராமப்புறத்தில் விவசாயம் செய்தார்.
5330:中毒	中毒	中毒	විෂ වීම	නරක් වූ ආහාර විෂ වීමට හේතු විය හැක.	விஷம் ஏறுதல்	கெட்டுப்போன உணவு விஷம் ஏறக் காரணமாகலாம்.
5331:中奖	中奖	中奖	ත්‍යාගයක් දිනා ගැනීම	ඇය ලොතරැයියක් මිලදී ගත් පළමු වතාවේම ත්‍යාගයක් දිනා ගත්තාය.	பரிசு வெல்லுதல்	அவள் லாட்டரி சீட்டு வாங்கிய முதல் முறையிலேயே பரிசு வென்றாள்.
5332:众人	众人	众人	සියලු දෙනා; ජනතාව	පුවත ඇසූ පසු සියලු දෙනාම පුදුම වූහ.	அனைவரும்; கூட்டம்	செய்தியை கேட்ட பிறகு அனைவரும் ஆச்சரியப்பட்டனர்.
5333:中暑	中暑	中暑	උෂ්ණාඝාතය; අධික උණුසුමෙන් අසනීප වීම	කාලගුණය ඉතා උණුසුම් වූ විට වැඩිහිටියන්ට උෂ්ණාඝාතය ඇති වීමට පහසුය.	வெப்பநோய்; வெயிலால் மயக்கம்	காலநிலை மிகவும் சூடாக இருக்கும்போது முதியவர்களுக்கு வெப்பநோய் எளிதில் ஏற்படும்.
5342:珠宝	珠宝	珠宝	ආභරණ	මෙම වෙළඳසැල ආභරණ නිර්මාණය කිරීමේ විශේෂත්වයක් දරයි.	நகை; ஆபரணம்	இந்த கடை நகை வடிவமைப்பில் சிறப்பு பெற்றது.
5343:诸多	诸多	诸多	බොහෝ; නොයෙක්	මෙම ව්‍යාපෘතිය බොහෝ අභියෝගවලට මුහුණ දෙයි.	பல; ஏராளமான	இந்தத் திட்டம் பல சவால்களை எதிர்கொள்கிறது.
5345:主播	主播	主播	වැඩසටහන් ඉදිරිපත් කරන්නා; සජීවී ප්‍රවාහකයා	ඇය මෙම වැඩසටහනේ ඉදිරිපත් කරන්නියයි.	தொகுப்பாளர்; நேரலை வழங்குபவர்	அவள் இந்த நிகழ்ச்சியின் தொகுப்பாளர்.
5348:主角	主角	主角	ප්‍රධාන චරිතය; ප්‍රමුඛ භූමිකාව	මෙම චිත්‍රපටයේ ප්‍රධාන චරිතය වෛද්‍යවරයෙකි.	முக்கிய கதாபாத்திரம்; முன்னணி வேடம்	இந்த திரைப்படத்தின் முக்கிய கதாபாத்திரம் ஒரு மருத்துவர்.
5350:主演	主演	主演	ප්‍රධාන චරිතය රඟපානවා; ප්‍රධාන නළුවා	මෙම වේදිකා නාට්‍යයේ තරුණ නළුවෝ ප්‍රධාන චරිත රඟපාති.	முதன்மை வேடத்தில் நடிப்பது; முன்னணி நடிகர்	இந்த நாடகத்தில் இளம் நடிகர்கள் முதன்மை வேடத்தில் நடிக்கிறார்கள்.
5355:祝愿	祝愿	祝愿	සුභ පතීම; හදවතින් ප්‍රාර්ථනා කිරීම	මම ඔබලාට සතුට හදවතින්ම ප්‍රාර්ථනා කරමි.	வாழ்த்துதல்; மனமார விரும்புதல்	நீங்கள் மகிழ்ச்சியாக இருக்க மனமார வாழ்த்துகிறேன்.
5359:专科	专科	专科	විශේෂිත අංශය; කනිෂ්ඨ විද්‍යාලය	මෙම රෝහලේ ඇස් රෝග සඳහා විශේෂිත බාහිර රෝගී සායනයක් ඇත.	சிறப்பு துறை; ஜூனியர் கல்லூரி	இந்த மருத்துவமனையில் கண் மருத்துவ சிறப்பு வெளிநோயாளர் பிரிவு உள்ளது.
5362:专用	专用	专用	විශේෂ භාවිතයට; වෙන් කළ	මෙම මාර්ගය සේවකයන් සඳහා පමණක් වෙන් කර ඇත.	சிறப்பு பயன்பாட்டுக்கான; ஒதுக்கப்பட்ட	இந்த வழி பணியாளர்களுக்கான பயன்பாட்டிற்கு மட்டுமே ஒதுக்கப்பட்டுள்ளது.
5363:专注	专注	专注	අවධානය යොමු කළ; එකග්‍ර	ඇය පරීක්ෂණ කරන විට ඉතා එකග්‍රව සිටී.	கவனமாக; ஒருமுகப்படுதல்	அவள் பரிசோதனை செய்யும்போது மிகவும் கவனமாக இருக்கிறாள்.
5364:转换	转换	转换	පරිවර්තනය කිරීම; මාරු කිරීම	කරුණාකර ගොනුව PDF ආකෘතියට පරිවර්තනය කරන්න.	மாற்றுதல்; உருமாற்றுதல்	தயவுசெய்து கோப்பை PDF வடிவத்திற்கு மாற்றுங்கள்.
5365:转交	转交	转交	භාර දීම; පවරා දීම	කරුණාකර මෙම ලිපිය කළමනාකරුට භාර දෙන්න.	ஒப்படைத்தல்; மாற்றி கொடுத்தல்	தயவுசெய்து இந்த கடிதத்தை மேலாளரிடம் ஒப்படையுங்கள்.
5367:转身	转身	转身	හැරීම; පිටුපසට හැරීම	ඔහු ශබ්දය ඇසූ වහාම හැරුණේය.	திரும்புதல்; உடலைத் திருப்புதல்	அவன் சத்தம் கேட்டவுடன் உடனே திரும்பினான்.
5370:转动	转动	转动	කරකැවීම; භ්‍රමණය වීම	යන්ත්‍රයේ රෝදය කරකැවීමට පටන් ගත්තේය.	சுழலுதல்; திருப்புதல்	இயந்திரத்தின் சக்கரம் சுழலத் தொடங்கியது.
5374:捉	捉	捉	අල්ලා ගැනීම	ළමයින් මිදුලේ සමනලයන් අල්ලා ගත්හ.	பிடித்தல்; பிடித்து வைத்தல்	குழந்தைகள் முற்றத்தில் பட்டாம்பூச்சிகளைப் பிடித்தனர்.
5378:自来水	自来水	自来水	නළ ජලය	මෙහි නළ ජලය සෘජුවම පානය කළ හැක.	குழாய் நீர்	இங்குள்ள குழாய் நீரை நேரடியாக குடிக்கலாம்.
5379:自律	自律	自律	ස්වයං විනය	ස්වයං විනය පවත්වා ගැනීම අධ්‍යයනයට වැදගත්ය.	சுய ஒழுக்கம்	சுய ஒழுக்கத்தை பேணுவது படிப்பிற்கு முக்கியமானது.
5381:自杀	自杀	自杀	සියදිවි නසා ගැනීම	පුවත් වාර්තා සියදිවි නසා ගැනීමේ සිදුවීම් ඉතා සැලකිල්ලෙන් හැසිරවිය යුතුය.	தற்கொலை	செய்தி அறிக்கைகள் தற்கொலை சம்பவங்களை கவனமாக கையாள வேண்டும்.
5382:自我	自我	自我	ස්වයං; තමන්	සංචාරය ඔහුට තමන්ව වඩා හොඳින් තේරුම් ගැනීමට උපකාර කළේය.	சுயம்; தன்னை	பயணம் அவன் தன்னை மேலும் நன்றாக புரிந்துகொள்ள உதவியது.
5383:自言自语	自言自语	自言自语	තනිවම කතා කිරීම	ඇය පොත් රාක්කය සකස් කරමින් තනිවම කතා කළාය.	தன்னிடமே பேசுதல்	அவள் புத்தக அலமாரியை ஒழுங்குபடுத்திக்கொண்டே தன்னிடமே பேசினாள்.
5385:自助	自助	自助	ස්වයං සේවා	මෙම අවන්හල ස්වයං සේවා උදෑසන ආහාරය සපයයි.	சுய சேவை	இந்த உணவகம் சுய சேவை காலை உணவை வழங்குகிறது.
5388:总计	总计	总计	මුළු එකතුව; එකතුව	මෙම ක්‍රියාකාරකමට මුළු එකතුව දෙසිය දෙනෙක් සහභාගී වූහ.	மொத்தம்; மொத்த எண்ணிக்கை	இந்த நிகழ்வில் மொத்தம் இருநூறு பேர் கலந்து கொண்டனர்.
5391:粽子	粽子	粽子	සොංසි; කොළවල ඔතන ලද සහල් කැවිලි	ඩ්‍රැගන් බෝට් උත්සවයට අපි සොංසි බොහොමයක් සෑදුවෙමු.	சொங்சி; இலைகளில் மடக்கிய அரிசி உருண்டை	டிராகன் படகு திருவிழாவிற்கு நாங்கள் பல சொங்சிகளை செய்தோம்.
5393:足	足	足	ප්‍රමාණවත්; සෑහෙන	මෙම මුදල ටිකට්පතක් මිලදී ගැනීමට ප්‍රමාණවත්ය.	போதுமான; நிறைவான	இந்தத் தொகை டிக்கெட் வாங்க போதுமானது.
5396:阻挡	阻挡	阻挡	අවහිර කිරීම; නවත්වීම	බර හිම වාහන ඉදිරියට යාම අවහිර කළේය.	தடுத்தல்; நிறுத்துதல்	கனமான பனி வாகனங்கள் முன்னே செல்லத் தடை செய்தது.
5399:钻	钻	钻	විදීම; ඇතුළට රිංගා යාම	ළමයා මේසය යටට රිංගා ගියේය.	துளையிடுதல்; உள்ளே நுழைதல்	குழந்தை மேசையின் கீழே நுழைந்தது.
5400:罪	罪	罪	අපරාධය; වරද	ඔහු තම අපරාධය පිළිගත්තේය.	குற்றம்; தவறு	அவன் தனது குற்றத்தை ஒப்புக்கொண்டான்.
