hsk_key	source_word	simplified	PL	example_PL	NL	example_NL	SV	example_SV	NO	example_NO	DA	example_DA	FI	example_FI
1185:发出	发出	发出	wydać; wysłać	Telefon wydał dźwięk.	uitzenden; versturen	De mobiele telefoon maakte een geluid.	ge ifrån sig; skicka ut	Mobiltelefonen gav ifrån sig ett ljud.	sende ut; gi fra seg	Mobiltelefonen ga fra seg en lyd.	udsende; give fra sig	Mobiltelefonen gav en lyd fra sig.	päästää; lähettää	Matkapuhelimesta kuului ääni.
1186:发送	发送	发送	wysłać	Wyślij mi proszę e-mail.	verzenden; sturen	Stuur mij alstublieft de e-mail.	skicka	Skicka mejlet till mig.	sende	Send e-posten til meg.	sende	Send venligst e-mailen til mig.	lähettää	Lähetä sähköposti minulle.
1187:法	法	法	prawo; metoda	Ta metoda jest dość prosta.	wet; methode	Deze methode is vrij eenvoudig.	lag; metod	Den här metoden är ganska enkel.	lov; metode	Denne metoden er ganske enkel.	lov; metode	Denne metode er ret enkel.	laki; menetelmä	Tämä menetelmä on melko yksinkertainen.
1190:烦	烦	烦	zirytowany; kłopotliwy	Ta sprawa bardzo go zirytowała.	geërgerd; lastig	Deze zaak maakte hem erg geïrriteerd.	irriterad; besvärlig	Den här saken gjorde honom mycket irriterad.	irritert; plagsom	Denne saken gjorde ham veldig irritert.	irriteret; besværlig	Denne sag gjorde ham meget irriteret.	ärsyyntynyt; hankala	Tämä asia ärsytti häntä paljon.
1196:房租	房租	房租	czynsz	Czynsz wzrósł w tym miesiącu.	huur	De huur is deze maand gestegen.	hyra	Hyran har gått upp den här månaden.	husleie	Husleien har økt denne måneden.	husleje	Huslejen er steget denne måned.	vuokra	Vuokra nousi tässä kuussa.
1199:费	费	费	opłata; kosztować	Opłata rejestracyjna została już zapłacona.	kosten; vergoeding	Het inschrijfgeld is al betaald.	avgift; kosta	Anmälningsavgiften är redan betald.	avgift; koste	Påmeldingsavgiften er allerede betalt.	gebyr; koste	Tilmeldingsgebyret er allerede betalt.	maksu; maksaa	Ilmoittautumismaksu on jo maksettu.
1200:费用	费用	费用	koszt; wydatki	Koszt podróży nie jest wysoki.	kosten; uitgaven	De reiskosten zijn niet erg hoog.	kostnad; utgifter	Resekostnaden är inte särskilt hög.	kostnad; utgifter	Reisekostnaden er ikke særlig høy.	udgift; omkostning	Rejseudgiften er ikke særlig høj.	kulut; kustannus	Matkan kustannukset eivät ole kovin suuret.
1201:分数	分数	分数	wynik; ocena	Jego wynik z egzaminu jest wysoki.	score; cijfer	Zijn examenscore is hoog.	poäng; betyg	Hans provpoäng är höga.	poengsum; karakter	Eksamensresultatet hans er høyt.	point; karakter	Hans eksamensscore er høj.	pistemäärä; arvosana	Hänen koepistemääränsä on korkea.
1202:分为	分为	分为	podzielić na	Ta klasa jest podzielona na trzy grupy.	verdelen in; opdelen in	Deze klas is verdeeld in drie groepen.	dela in i	Den här klassen delas in i tre grupper.	dele inn i	Denne klassen deles inn i tre grupper.	opdele i	Denne klasse er opdelt i tre grupper.	jakaa osiin	Tämä luokka jaetaan kolmeen ryhmään.
1209:付	付	付	płacić	Zapłaciłem telefonem komórkowym.	betalen	Ik heb met mijn mobiele telefoon betaald.	betala	Jag betalade med mobilen.	betale	Jeg betalte med mobilen.	betale	Jeg betalte med mobilen.	maksaa	Maksoin matkapuhelimella.
1210:父母	父母	父母	rodzice	Jego rodzice mieszkają na północy.	ouders	Zijn ouders wonen in het noorden.	föräldrar	Hans föräldrar bor i norr.	foreldre	Foreldrene hans bor i nord.	forældre	Hans forældre bor i nord.	vanhemmat	Hänen vanhempansa asuvat pohjoisessa.
1211:父女	父女	父女	ojciec i córka	Ten ojciec i córka podróżują razem.	vader en dochter	Deze vader en dochter reizen samen.	far och dotter	Den här fadern och dottern reser tillsammans.	far og datter	Denne faren og datteren reiser sammen.	far og datter	Denne far og datter rejser sammen.	isä ja tytär	Tämä isä ja tytär matkustavat yhdessä.
1216:负责人	负责人	负责人	osoba odpowiedzialna	Osoba odpowiedzialna wyśle wszystkim powiadomienie.	verantwoordelijke; persoon met leiding	De verantwoordelijke stuurt iedereen een bericht.	ansvarig person	Den ansvariga personen skickar ett meddelande till alla.	ansvarlig person	Den ansvarlige sender et varsel til alle.	ansvarlig person	Den ansvarlige sender en meddelelse til alle.	vastuuhenkilö	Vastuuhenkilö lähettää kaikille ilmoituksen.
1217:父子	父子	父子	ojciec i syn	Ten ojciec i syn często biegają w parku.	vader en zoon	Deze vader en zoon gaan vaak hardlopen in het park.	far och son	Den här fadern och sonen springer ofta i parken.	far og sønn	Denne faren og sønnen jogger ofte i parken.	far og søn	Denne far og søn løber ofte i parken.	isä ja poika	Tämä isä ja poika käyvät usein juoksemassa puistossa.
1218:改	改	改	zmienić; poprawić	Popraw proszę ten błąd.	veranderen; corrigeren	Corrigeer alstublieft de fout.	ändra; rätta	Rätta felet, tack.	endre; rette	Kan du rette feilen?	ændre; rette	Ret venligst fejlen.	muuttaa; korjata	Korjaa virhe.
1224:感	感	感	poczucie; uczucie	Ten pokój daje silne poczucie bezpieczeństwa.	gevoel; besef	Deze kamer geeft een sterk gevoel van veiligheid.	känsla; sinne	Det här rummet ger en stark känsla av trygghet.	følelse; sans	Dette rommet gir en sterk trygghetsfølelse.	følelse; sans	Dette rum giver en stærk følelse af sikkerhed.	tunne; aisti	Tämä huone antaa vahvan turvallisuuden tunteen.
1230:感人	感人	感人	wzruszający	Ta historia jest bardzo wzruszająca.	ontroerend	Dit verhaal is erg ontroerend.	rörande	Den här berättelsen är mycket rörande.	rørende	Denne historien er veldig rørende.	rørende	Denne historie er meget rørende.	koskettava	Tämä tarina on hyvin koskettava.
1231:赶上	赶上	赶上	zdążyć; dogonić	W końcu zdążył na ostatni autobus.	halen; inhalen	Hij haalde uiteindelijk de laatste bus.	hinna med; komma ikapp	Han hann till slut med sista bussen.	rekke; ta igjen	Han rakk endelig den siste bussen.	nå; indhente	Han nåede endelig den sidste bus.	ehtiä; saada kiinni	Hän ehti lopulta viimeiseen bussiin.
1235:钢琴	钢琴	钢琴	pianino; fortepian	Ona codziennie ćwiczy grę na fortepianie.	piano; toetsinstrument	Zij oefent elke dag piano.	piano; klaver	Hon övar piano varje dag.	piano; klaver	Hun øver piano hver dag.	klaver; piano	Hun øver klaver hver dag.	piano; kosketinsoitin	Hän harjoittelee pianonsoittoa joka päivä.
1236:高价	高价	高价	wysoka cena	On nie chce kupować drogiego biletu.	hoge prijs	Hij wil geen duur ticket kopen.	högt pris	Han vill inte köpa en dyr biljett.	høy pris	Han vil ikke kjøpe en dyr billett.	høj pris	Han vil ikke købe en dyr billet.	korkea hinta	Hän ei halua ostaa kallista lippua.
1237:高考	高考	高考	gaokao; chiński egzamin wstępny na studia	Wielu uczniów przygotowuje się do gaokao.	gaokao; Chinees toelatingsexamen	Veel leerlingen bereiden zich voor op de gaokao.	gaokao; kinesiskt högskoleprov	Många elever förbereder sig för gaokao.	gaokao; kinesisk opptaksprøve	Mange elever forbereder seg til gaokao.	gaokao; kinesisk optagelseseksamen	Mange elever forbereder sig til gaokao.	gaokao; Kiinan yliopistojen pääsykoe	Monet oppilaat valmistautuvat gaokao-kokeeseen.
1238:高速	高速	高速	duża prędkość; autostrada	Ta droga ekspresowa jest bardzo szeroka.	hoge snelheid; snelweg	Deze snelweg is erg breed.	hög hastighet; motorväg	Den här motorvägen är mycket bred.	høy hastighet; motorvei	Denne motorveien er veldig bred.	høj hastighed; motorvej	Denne motorvej er meget bred.	suuri nopeus; moottoritie	Tämä moottoritie on hyvin leveä.
1239:高温	高温	高温	wysoka temperatura	Wysoka temperatura nie sprzyja długim biegom.	hoge temperatuur	Weer met hoge temperatuur is niet geschikt voor lange afstanden.	hög temperatur	Hög temperatur passar inte för långdistanslöpning.	høy temperatur	Høy temperatur passer ikke for langdistanseløping.	høj temperatur	Høj temperatur egner sig ikke til langdistanceløb.	korkea lämpötila	Korkea lämpötila ei sovi pitkän matkan juoksuun.
1240:高于	高于	高于	być wyżej niż; przewyższać	Tegoroczna cena jest wyższa niż zeszłoroczna.	hoger zijn dan	De prijs van dit jaar is hoger dan die van vorig jaar.	högre än	Årets pris är högre än förra årets.	høyere enn	Prisen i år er høyere enn i fjor.	højere end	Prisen i år er højere end sidste år.	olla korkeampi kuin	Tämän vuoden hinta on korkeampi kuin viime vuoden.
1242:歌声	歌声	歌声	śpiewający głos; głos śpiewu	Z daleka dobiegł piękny śpiew.	zangstem	Uit de verte klonk een mooie zangstem.	sångstämma; sångröst	En vacker sångröst hördes långt bortifrån.	sangstemme	En vakker sangstemme kom langt borte fra.	sangstemme	En smuk sangstemme kom langvejsfra.	lauluääni	Kaunis lauluääni kuului kaukaa.
1243:歌手	歌手	歌手	piosenkarz; piosenkarka	Ten piosenkarz jest bardzo popularny.	zanger; zangeres	Deze zanger is erg populair.	sångare	Den här sångaren är mycket populär.	sanger	Denne sangeren er veldig populær.	sanger	Denne sanger er meget populær.	laulaja	Tämä laulaja on hyvin suosittu.
1245:各地	各地	各地	różne miejsca	Turyści z różnych miejsc przyjeżdżają tutaj.	verschillende plaatsen	Toeristen uit verschillende plaatsen komen hierheen.	olika platser	Turister från olika platser kommer hit.	forskjellige steder	Turister fra forskjellige steder kommer hit.	forskellige steder	Turister fra forskellige steder kommer hertil.	eri paikat; eri alueilta	Turisteja eri alueilta tulee tänne.
1246:各个	各个	各个	każdy; poszczególny	Każda klasa wzięła udział w wydarzeniu.	elk; ieder	Elke klas nam deel aan de activiteit.	varje; var och en	Varje klass deltog i aktiviteten.	hver; hvert	Hver klasse deltok i aktiviteten.	hver; hvert	Hver klasse deltog i aktiviteten.	jokainen; kukin	Jokainen luokka osallistui toimintaan.
1247:各位	各位	各位	wszyscy; każdy z państwa	Nauczyciele, proszę najpierw chwilę odpocząć.	iedereen; geachte aanwezigen	Leraren, rust alstublieft eerst even uit.	alla; kära ni	Lärare, vila först en stund.	alle sammen; kjære dere	Lærere, ta en liten pause først.	alle; kære alle	Lærere, hvil jer venligst lidt først.	kaikki; hyvät kuulijat	Opettajat, levätkää ensin hetki.
1248:各种	各种	各种	różne rodzaje	W supermarkecie są różne owoce.	allerlei; verschillende soorten	De supermarkt heeft allerlei soorten fruit.	olika slags	Det finns olika sorters frukt i snabbköpet.	alle slags; ulike typer	Det finnes ulike typer frukt i supermarkedet.	alle slags; forskellige typer	Der er alle slags frugt i supermarkedet.	erilaisia; monenlaisia	Supermarketissa on monenlaisia hedelmiä.
1249:更加	更加	更加	jeszcze bardziej	Po nauce stał się jeszcze bardziej pewny siebie.	nog meer; sterker	Na het studeren werd hij nog zelfverzekerder.	ännu mer	Efter studierna blev han ännu mer självsäker.	enda mer	Etter å ha studert ble han enda mer selvsikker.	endnu mere	Efter studierne blev han endnu mere selvsikker.	entistä enemmän	Opiskelun jälkeen hänestä tuli entistä itsevarmempi.
1252:公共	公共	公共	publiczny	Przystanek autobusowy jest z przodu.	openbaar	De bushalte is verderop.	offentlig	Busshållplatsen ligger längre fram.	offentlig	Bussholdeplassen ligger foran.	offentlig	Busstoppestedet ligger foran.	julkinen	Bussipysäkki on edessäpäin.
1253:功课	功课	功课	praca szkolna; lekcje	Wieczorem odrabia lekcje w domu.	schoolwerk; lessen	Hij maakt 's avonds thuis zijn schoolwerk.	skolarbete; läxor	Han gör sina läxor hemma på kvällen.	skolearbeid; lekser	Han gjør lekser hjemme om kvelden.	skolearbejde; lektier	Han laver lektier hjemme om aftenen.	koulutyö; läksyt	Hän tekee illalla läksyjä kotona.
1255:公路	公路	公路	droga; autostrada	Ta droga jest bardzo długa.	weg; snelweg	Deze weg is erg lang.	landsväg; motorväg	Den här vägen är mycket lång.	vei; motorvei	Denne veien er veldig lang.	vej; landevej	Denne vej er meget lang.	maantie; tie	Tämä tie on hyvin pitkä.
1258:共	共	共	łącznie; razem	Łącznie kupiliśmy trzy bilety.	totaal; samen	We kochten in totaal drie tickets.	totalt; tillsammans	Vi köpte totalt tre biljetter.	totalt; til sammen	Vi kjøpte til sammen tre billetter.	i alt; tilsammen	Vi købte i alt tre billetter.	yhteensä	Ostimme yhteensä kolme lippua.
1261:购买	购买	购买	kupić; zakupić	Proszę kupić bilety przez internet.	kopen; aanschaffen	Koop de kaartjes alstublieft online.	köpa	Köp biljetterna på nätet.	kjøpe	Kjøp billettene på nettet.	købe	Køb venligst billetterne online.	ostaa	Osta liput verkosta.
1270:观看	观看	观看	oglądać	Uczniowie oglądają mecz.	kijken naar; bekijken	De studenten kijken naar de wedstrijd.	titta på; se	Eleverna tittar på matchen.	se på; betrakte	Studentene ser på kampen.	se på; betragte	Eleverne ser på kampen.	katsoa	Oppilaat katsovat ottelua.
1272:管	管	管	zarządzać; odpowiadać za	Tą sprawą zajmie się on.	beheren; verantwoordelijk zijn voor	Hij zal verantwoordelijk zijn voor deze zaak.	hantera; ansvara för	Han ska ansvara för den här saken.	ha ansvar for; styre	Han skal ha ansvar for denne saken.	styre; have ansvar for	Han tager sig af denne sag.	hoitaa; vastata	Hän hoitaa tämän asian.
1286:寒冷	寒冷	寒冷	zimny; chłodny	Zimna zima wkrótce nadejdzie.	koud; kil	De koude winter komt er bijna aan.	kall; kylig	Den kalla vintern kommer snart.	kald; kjølig	Den kalde vinteren kommer snart.	kold; kølig	Den kolde vinter kommer snart.	kylmä; kolea	Kylmä talvi on pian tulossa.
1291:好好	好好	好好	dobrze; porządnie	Powinieneś dobrze odpocząć.	goed; zorgvuldig	Je moet goed uitrusten.	ordentligt; noga	Du bör vila ordentligt.	godt; skikkelig	Du bør hvile godt.	godt; ordentligt	Du bør hvile dig godt.	kunnolla; hyvin	Sinun pitäisi levätä kunnolla.
1292:好笑	好笑	好笑	zabawny	Ta historia jest naprawdę zabawna.	grappig	Dit verhaal is echt grappig.	rolig; lustig	Den här berättelsen är verkligen rolig.	morsom	Denne historien er virkelig morsom.	sjov	Denne historie er virkelig sjov.	hauska	Tämä tarina on todella hauska.
1295:红包	红包	红包	czerwona koperta	Podczas Święta Wiosny dzieci dostają czerwone koperty.	rode envelop	Kinderen krijgen rode enveloppen tijdens het Lentefeest.	rött kuvert	Barn får röda kuvert under vårfestivalen.	rød konvolutt	Barn får røde konvolutter under vårfestivalen.	rød kuvert	Børn får røde kuverter under forårsfestivalen.	punainen kirjekuori	Lapset saavat kevätjuhlan aikana punaisia kirjekuoria.
1302:话剧	话剧	话剧	sztuka teatralna	Dziś wieczorem idziemy obejrzeć sztukę teatralną.	toneelstuk	We gaan vanavond naar een toneelstuk kijken.	teaterpjäs	Vi ska se en teaterpjäs i kväll.	teaterstykke	Vi skal se et teaterstykke i kveld.	teaterstykke	Vi skal se et teaterstykke i aften.	näytelmä	Menen tänä iltana katsomaan näytelmää.
1304:坏处	坏处	坏处	wada; szkoda	Ten nawyk ma wiele wad.	nadeel; schade	Deze gewoonte heeft veel nadelen.	nackdel; skada	Den här vanan har många nackdelar.	ulempe; skade	Denne vanen har mange ulemper.	ulempe; skade	Denne vane har mange ulemper.	haitta; huono puoli	Tällä tavalla on monia haittoja.
1305:环保	环保	环保	ochrona środowiska	Problemy ochrony środowiska stają się coraz ważniejsze.	milieubescherming	Milieukwesties worden steeds belangrijker.	miljöskydd	Miljöfrågor blir allt viktigare.	miljøvern	Miljøvernspørsmål blir stadig viktigere.	miljøbeskyttelse	Miljøspørgsmål bliver stadig vigtigere.	ympäristönsuojelu	Ympäristönsuojelun kysymykset ovat yhä tärkeämpiä.
1306:换乘	换乘	换乘	przesiadać się	Żeby dotrzeć do następnej stacji, trzeba przesiąść się do metra.	overstappen	Om het volgende station te bereiken, moet je overstappen op de metro.	byta färdmedel	För att komma till nästa station behöver du byta till tunnelbanan.	bytte transportmiddel	For å komme til neste stasjon må du bytte til T-banen.	skifte transportmiddel	For at nå næste station skal du skifte til metroen.	vaihtaa kulkuvälinettä	Päästäksesi seuraavalle asemalle sinun täytyy vaihtaa metroon.
1307:回复	回复	回复	odpowiedzieć	Proszę odpowiedzieć na mój e-mail jak najszybciej.	antwoorden; reageren	Reageer alstublieft zo snel mogelijk op mijn e-mail.	svara	Svara på mitt mejl så snart som möjligt.	svare	Svar på e-posten min så snart som mulig.	svare	Svar venligst på min e-mail hurtigst muligt.	vastata	Vastaa sähköpostiini mahdollisimman pian.
1308:回信	回信	回信	odpisać; list zwrotny	On wciąż nie odpisał.	terugschrijven; antwoordbrief	Hij heeft nog steeds niet teruggeschreven.	skriva tillbaka; svarsbrev	Han har fortfarande inte skrivit tillbaka.	skrive tilbake; svarbrev	Han har fortsatt ikke skrevet tilbake.	skrive tilbage; svarbrev	Han har stadig ikke skrevet tilbage.	vastata kirjeeseen; vastauskirje	Hän ei ole vieläkään vastannut.
1310:会员	会员	会员	członek; członek klubu	Członkowie mogą kupować bilety w niskiej cenie.	lid	Leden kunnen goedkope tickets kopen.	medlem	Medlemmar kan köpa billiga biljetter.	medlem	Medlemmer kan kjøpe billige billetter.	medlem	Medlemmer kan købe billige billetter.	jäsen	Jäsenet voivat ostaa halpoja lippuja.
1311:活	活	活	żywy; żyć	To drzewo wciąż żyje.	levend; leven	Deze boom leeft nog.	levande; leva	Det här trädet lever fortfarande.	levende; leve	Dette treet lever fortsatt.	levende; leve	Dette træ lever stadig.	elävä; elää	Tämä puu on vielä elossa.
1315:货	货	货	towar	Ta partia towaru dotarła dziś.	goederen; waar	Deze partij goederen is vandaag aangekomen.	varor	Den här sändningen varor kom i dag.	varer	Dette varepartiet kom i dag.	varer	Dette parti varer ankom i dag.	tavara	Tämä tavaraerä saapui tänään.
1317:获奖	获奖	获奖	zdobyć nagrodę	On zdobył nagrodę w konkursie.	een prijs winnen	Hij won een prijs in de wedstrijd.	vinna pris	Han vann ett pris i tävlingen.	vinne en pris	Han vant en pris i konkurransen.	vinde en pris	Han vandt en pris i konkurrencen.	voittaa palkinto	Hän voitti palkinnon kilpailussa.
1318:获取	获取	获取	uzyskać; zdobyć	Uczniowie mogą z tego uzyskać informacje.	verkrijgen; krijgen	Leerlingen kunnen hieruit informatie verkrijgen.	få; inhämta	Elever kan få information ur detta.	få; hente	Elever kan hente informasjon fra dette.	få; indhente	Elever kan få oplysninger herfra.	saada; hankkia	Oppilaat voivat saada siitä tietoa.
1320:基本上	基本上	基本上	w zasadzie; zasadniczo	Ten problem został w zasadzie rozwiązany.	in principe; grotendeels	Dit probleem is in principe opgelost.	i grunden; i stort sett	Det här problemet är i stort sett löst.	i hovedsak; stort sett	Dette problemet er i hovedsak løst.	grundlæggende; stort set	Dette problem er stort set løst.	periaatteessa; käytännössä	Tämä ongelma on käytännössä ratkaistu.
1327:既	既	既	zarówno; skoro	On zna zarówno chiński, jak i angielski.	zowel; aangezien	Hij spreekt zowel Chinees als Engels.	både; eftersom	Han kan både kinesiska och engelska.	både; siden	Han kan både kinesisk og engelsk.	både; da	Han kan både kinesisk og engelsk.	sekä; koska	Hän osaa sekä kiinaa että englantia.
1336:加快	加快	加快	przyspieszyć	Proszę przyspieszyć tempo pracy.	versnellen	Versnel alstublieft het werktempo.	snabba upp	Snabba upp arbetstakten.	øke farten; akselerere	Vennligst øk arbeidshastigheten.	fremskynde; sætte tempoet op	Sæt venligst arbejdstempoet op.	nopeuttaa	Nopeuta työn tahtia.
1337:加强	加强	加强	wzmocnić	Szkoła musi wzmocnić zarządzanie bezpieczeństwem.	versterken	De school moet het veiligheidsbeheer versterken.	stärka	Skolan behöver stärka säkerhetshanteringen.	styrke	Skolen må styrke sikkerhetsledelsen.	styrke	Skolen skal styrke sikkerhedsstyringen.	vahvistaa	Koulun täytyy vahvistaa turvallisuuden hallintaa.
1338:加入	加入	加入	dołączyć	On chce dołączyć do drużyny koszykówki.	meedoen; toetreden	Hij wil bij het basketbalteam komen.	gå med i	Han vill gå med i basketlaget.	bli med i	Han vil bli med på basketballaget.	blive medlem af	Han vil gerne være med på basketballholdet.	liittyä	Hän haluaa liittyä koripallojoukkueeseen.
1339:加上	加上	加上	dodać; plus	Po doliczeniu opłaty za usługę razem wychodzi dwieście yuanów.	erbij optellen; plus	Met de servicekosten erbij is het in totaal tweehonderd yuan.	lägga till; plus	Med serviceavgiften tillagd blir det totalt tvåhundra yuan.	legge til; pluss	Med serviceavgiften lagt til blir det totalt to hundre yuan.	lægge til; plus	Med servicegebyret lagt til bliver det i alt to hundrede yuan.	lisätä; plus	Palvelumaksu lisättynä yhteensä tulee kaksisataa yuania.
1342:加油	加油	加油	dopingować; dolać paliwa	Koledzy z klasy wspólnie dopingowali członków drużyny.	aanmoedigen; brandstof toevoegen	De klasgenoten moedigden samen de teamleden aan.	heja på; fylla på bränsle	Klasskamraterna hejade tillsammans på lagmedlemmarna.	heie; fylle drivstoff	Klassekameratene heiet sammen på lagmedlemmene.	hepper; fylde brændstof på	Klassekammeraterne heppede sammen på holdmedlemmerne.	kannustaa; lisätä polttoainetta	Luokkatoverit kannustivat yhdessä joukkueen jäseniä.
1344:家长	家长	家长	rodzic; opiekun	Jutro szkoła zorganizuje zebranie rodziców.	ouder; voogd	De school houdt morgen een ouderbijeenkomst.	förälder; vårdnadshavare	Skolan håller ett föräldramöte i morgon.	forelder; foresatt	Skolen holder foreldremøte i morgen.	forælder; værge	Skolen holder forældremøde i morgen.	vanhempi; huoltaja	Koulu pitää huomenna vanhempainkokouksen.
1347:价钱	价钱	价钱	cena	Cena tego ubrania nie jest wysoka.	prijs	De prijs van dit kledingstuk is niet hoog.	pris	Priset på det här klädesplagget är inte högt.	pris	Prisen på dette plagget er ikke høy.	pris	Prisen på dette stykke tøj er ikke høj.	hinta	Tämän vaatteen hinta ei ole korkea.
1348:假日	假日	假日	święto; dzień wolny	W dni wolne centrum handlowe jest pełne ludzi.	vakantiedag; feestdag	Tijdens feestdagen is het druk in het winkelcentrum.	helgdag; ledig dag	Under helgdagar är köpcentret fullt av folk.	helligdag; fridag	I ferier er kjøpesenteret fullt av folk.	helligdag; fridag	I helligdage er indkøbscentret fyldt med mennesker.	juhlapäivä; vapaapäivä	Lomapäivinä ostoskeskuksessa on paljon ihmisiä.
1349:减	减	减	zmniejszyć; odjąć	Proszę zmniejszyć ilość cukru o połowę.	verminderen; aftrekken	Halveer alstublieft de suiker.	minska; subtrahera	Minska sockret med hälften.	redusere; trekke fra	Reduser sukkeret med halvparten.	reducere; trække fra	Reducer venligst sukkeret til det halve.	vähentää; miinustaa	Vähennä sokeri puoleen.
1350:减轻	减轻	减轻	zmniejszyć; złagodzić	Ćwiczenia mogą zmniejszyć stres.	verminderen; verlichten	Beweging kan stress verminderen.	minska; lätta	Träning kan minska stress.	redusere; lette	Trening kan redusere stress.	mindske; lette	Motion kan mindske stress.	keventää; vähentää	Liikunta voi vähentää stressiä.
1353:健身房	健身房	健身房	siłownia	Po pracy idzie na siłownię.	sportschool	Hij gaat na het werk naar de sportschool.	gym; träningslokal	Han går till träningslokalen efter jobbet.	treningssenter; gym	Han går på treningssenter etter jobb.	fitnesscenter; træningscenter	Han går i træningscenter efter arbejde.	kuntosali	Hän menee töiden jälkeen kuntosalille.
1355:江	江	江	rzeka	Ta rzeka przepływa przez wschodnią część miasta.	rivier	Deze rivier stroomt door het oostelijke deel van de stad.	flod	Den här floden rinner genom stadens östra del.	elv	Denne elven renner gjennom den østlige delen av byen.	flod	Denne flod løber gennem byens østlige del.	joki	Tämä joki virtaa kaupungin itäosan läpi.
1356:将	将	将	będzie; zaraz	On pojedzie do Pekinu na naukę.	zal; op het punt staan	Hij zal naar Beijing gaan om te studeren.	ska; kommer att	Han ska åka till Peking för att studera.	skal; kommer til	Han skal til Beijing for å studere.	skal; vil	Han skal til Beijing for at studere.	tulee; aikoo	Hän lähtee Pekingiin opiskelemaan.
1358:将要	将要	将要	wkrótce; zaraz	Pociąg zaraz wjedzie na stację.	binnenkort; op het punt staan	De trein staat op het punt het station binnen te rijden.	snart; vara på väg att	Tåget är på väg in på stationen.	snart; være i ferd med	Toget er i ferd med å kjøre inn på stasjonen.	snart; være ved at	Toget er ved at køre ind på stationen.	pian; juuri alkamassa	Juna on juuri tulossa asemalle.
1359:奖	奖	奖	nagroda	On otrzymał dużą nagrodę.	prijs; onderscheiding	Hij kreeg een grote prijs.	pris; utmärkelse	Han fick ett stort pris.	pris; utmerkelse	Han fikk en stor pris.	pris; udmærkelse	Han fik en stor pris.	palkinto	Hän sai suuren palkinnon.
1361:奖学金	奖学金	奖学金	stypendium	Ona otrzymała stypendium.	studiebeurs; beurs	Zij kreeg een studiebeurs.	stipendium	Hon fick ett stipendium.	stipend	Hun fikk et stipend.	stipendium	Hun fik et stipendium.	apuraha; stipendi	Hän sai apurahan.
1362:降	降	降	spadać; obniżać	Temperatura nagle mocno spadła.	dalen; verlagen	De temperatuur daalde plotseling sterk.	sjunka; sänka	Temperaturen sjönk plötsligt mycket.	falle; senke	Temperaturen falt plutselig mye.	falde; sænke	Temperaturen faldt pludselig meget.	laskea; alentaa	Lämpötila laski yhtäkkiä paljon.
1364:降价	降价	降价	obniżyć cenę; stanieć	Ten model telefonu zaczął tanieć.	in prijs dalen; prijs verlagen	Dit model mobiele telefoon is in prijs gaan dalen.	sänka priset; bli billigare	Den här mobilmodellen har börjat sjunka i pris.	sette ned prisen; gå ned i pris	Denne mobilmodellen har begynt å gå ned i pris.	sætte prisen ned; falde i pris	Denne mobilmodel er begyndt at falde i pris.	alentaa hintaa; halventua	Tämän puhelinmallin hinta on alkanut laskea.
1366:降温	降温	降温	spadek temperatury; ochłodzić się	Jutro temperatura może spaść.	afkoelen; temperatuurdaling	De temperatuur kan morgen dalen.	kylas ner; temperaturfall	Temperaturen kan sjunka i morgon.	kjøle ned; temperaturfall	Temperaturen kan synke i morgen.	køle ned; temperaturfald	Temperaturen kan falde i morgen.	viilentyä; lämpötilan lasku	Huomenna voi viilentyä.
1369:交警	交警	交警	policja drogowa	Policjant drogowy kieruje ruchem na skrzyżowaniu.	verkeerspolitie	De verkeerspolitie regelt het verkeer op de kruising.	trafikpolis	Trafikpolisen dirigerar trafiken vid korsningen.	trafikkpoliti	Trafikkpolitiet dirigerer trafikken i krysset.	færdselspoliti	Færdselspolitiet dirigerer trafikken i krydset.	liikennepoliisi	Liikennepoliisi ohjaa liikennettä risteyksessä.
1374:教师	教师	教师	nauczyciel; nauczycielka	Ten nauczyciel ma duże doświadczenie.	leraar; docent	Deze leraar heeft veel ervaring.	lärare	Den här läraren har mycket erfarenhet.	lærer	Denne læreren har mye erfaring.	lærer	Denne lærer har meget erfaring.	opettaja	Tällä opettajalla on paljon kokemusta.
1376:教学	教学	教学	nauczanie	Nowa metoda nauczania jest bardzo skuteczna.	onderwijs; lesgeven	De nieuwe onderwijsmethode is erg effectief.	undervisning	Den nya undervisningsmetoden är mycket effektiv.	undervisning	Den nye undervisningsmetoden er veldig effektiv.	undervisning	Den nye undervisningsmetode er meget effektiv.	opetus	Uusi opetusmenetelmä on hyvin tehokas.
1378:叫作	叫作	叫作	nazywać się	To miejsce nazywa się Wschodnie Jezioro.	heten; genoemd worden	Deze plaats heet Oostmeer.	kallas	Den här platsen kallas Östra sjön.	kalles	Dette stedet kalles Østsjøen.	kaldes	Dette sted kaldes Østsøen.	olla nimeltään	Tämän paikan nimi on Itäjärvi.
1383:节假日	节假日	节假日	święta i dni wolne	Podczas świąt trzeba rezerwować bilety z wyprzedzeniem.	feestdagen en vakantiedagen	Als je tijdens feestdagen reist, moet je vooraf tickets boeken.	helgdagar och lediga dagar	När man reser under helgdagar bör man boka biljetter i förväg.	helligdager og fridager	Når man reiser i helligdager, bør man bestille billetter på forhånd.	helligdage og fridage	Når man rejser i helligdage, bør man bestille billetter på forhånd.	juhlapyhät ja vapaapäivät	Juhlapyhinä matkustaessa liput kannattaa varata etukäteen.
