hsk_key	source_word	simplified	SR	example_SR	SL	example_SL	LT	example_LT	LV	example_LV	ET	example_ET	IS	example_IS
2390:高科技	高科技	高科技	visoka tehnologija; visokotehnološki	Proizvodi visoke tehnologije čine život praktičnijim.	visoka tehnologija; visokotehnološki	Visokotehnološki izdelki naredijo življenje priročnejše.	aukštosios technologijos	Aukštųjų technologijų produktai padaro gyvenimą patogesnį.	augstās tehnoloģijas	Augsto tehnoloģiju produkti padara dzīvi ērtāku.	kõrgtehnoloogia	Kõrgtehnoloogilised tooted muudavad elu mugavamaks.	hátækni	Hátæknivörur gera lífið þægilegra.
2391:高效	高效	高效	efikasan; učinkovit	Ova metoda je jednostavna i efikasna.	učinkovit	Ta metoda je preprosta in učinkovita.	efektyvus; našus	Šis metodas yra paprastas ir efektyvus.	efektīvs	Šī metode ir vienkārša un efektīva.	tõhus	See meetod on lihtne ja tõhus.	árangursríkur; skilvirkur	Þessi aðferð er einföld og skilvirk.
2394:歌词	歌词	歌词	stihovi pesme	Veoma mi se sviđaju stihovi ove pesme.	besedilo pesmi	Zelo mi je všeč besedilo te pesmi.	dainos žodžiai	Man labai patinka šios dainos žodžiai.	dziesmas vārdi	Man ļoti patīk šīs dziesmas vārdi.	laulusõnad	Mulle meeldivad selle laulu sõnad väga.	lagatexti	Mér líkar mjög vel við textann í þessu lagi.
2395:歌曲	歌曲	歌曲	pesma	Ova pesma je veoma popularna na internetu.	pesem	Ta pesem je zelo priljubljena na spletu.	daina	Ši daina labai populiari internete.	dziesma	Šī dziesma ir ļoti populāra internetā.	laul	See laul on internetis väga populaarne.	lag	Þetta lag er mjög vinsælt á netinu.
2396:隔	隔	隔	razdvajati; biti odvojen	Moju kuću i školu razdvaja jedna reka.	ločevati; biti narazen	Mojo hišo in šolo ločuje reka.	skirti; būti atskirtam	Mano namus ir mokyklą skiria upė.	atdalīt; būt šķirtiem	Manas mājas un skolu šķir upe.	eraldama; lahus olema	Minu kodu ja kooli eraldab jõgi.	aðskilja; vera á milli	Á milli heimilis míns og skólans er á.
2399:各行各业	各行各业	各行各业	sve struke i delatnosti	Svim strukama su potrebni odgovorni ljudi.	vse panoge in poklici	Vse panoge potrebujejo odgovorne ljudi.	visos sritys ir profesijos	Visoms sritims reikia atsakingų žmonių.	visas nozares un profesijas	Visās nozarēs ir vajadzīgi atbildīgi cilvēki.	kõik tegevusalad ja ametid	Kõigis tegevusalades on vaja vastutustundlikke inimesi.	allar atvinnugreinar og starfsstéttir	Allar atvinnugreinar þurfa ábyrgt fólk.
2405:更换	更换	更换	zameniti; promeniti	Filter klima-uređaja treba redovno menjati.	zamenjati; spremeniti	Filter klimatske naprave je treba redno menjati.	pakeisti; keisti	Oro kondicionieriaus filtrą reikia reguliariai keisti.	nomainīt; mainīt	Gaisa kondicioniera filtrs regulāri jāmaina.	vahetama; asendama	Konditsioneeri filtrit tuleb regulaarselt vahetada.	skipta um; endurnýja	Það þarf að skipta reglulega um síu loftkælisins.
2408:工程	工程	工程	projekat; inženjering	Planirano je da se ovaj projekat završi sledeće godine.	projekt; inženirstvo	Ta projekt naj bi bil končan prihodnje leto.	projektas; inžinerija	Šį projektą planuojama baigti kitais metais.	projekts; inženierija	Šo projektu plānots pabeigt nākamgad.	projekt; inseneritöö	See projekt on plaanis lõpetada järgmisel aastal.	verkefni; verkfræði	Áætlað er að þessu verkefni verði lokið á næsta ári.
2413:公务员	公务员	公务员	državni službenik	Posle diplomiranja položio je ispit za državnu službu.	javni uslužbenec	Po diplomi je opravil izpit za javno službo.	valstybės tarnautojas	Baigęs studijas jis išlaikė valstybės tarnybos egzaminą.	valsts ierēdnis	Pēc absolvēšanas viņš nokārtoja valsts dienesta eksāmenu.	riigiametnik	Pärast lõpetamist sooritas ta riigiteenistuse eksami.	opinber starfsmaður	Eftir útskrift stóðst hann próf fyrir opinbera þjónustu.
2416:工艺	工艺	工艺	zanat; tehnika	Ovaj tradicionalni zanat prenosi se već mnogo godina.	obrt; tehnika	Ta tradicionalna obrt se prenaša že veliko let.	amatas; technika	Šis tradicinis amatas perduodamas jau daugelį metų.	amats; tehnika	Šis tradicionālais amats tiek nodots jau daudzus gadus.	käsitöö; tehnika	See traditsiooniline käsitöö on edasi antud juba palju aastaid.	handverk; tækni	Þetta hefðbundna handverk hefur verið varðveitt í mörg ár.
2419:共享	共享	共享	zajednički deliti	U ovom gradu ima mnogo zajedničkih bicikala za iznajmljivanje.	deliti skupaj	V tem mestu je veliko skupnih koles.	bendrai naudotis	Šiame mieste yra daug bendro naudojimo dviračių.	koplietot	Šajā pilsētā ir daudz koplietošanas velosipēdu.	jagatud kasutuses olema	Selles linnas on palju jagatud jalgrattaid.	deila sameiginlega	Í þessari borg eru mörg sameiginleg reiðhjól.
2422:古	古	古	drevni; star	Ovaj most je sačuvao izgled iz davnih vremena.	starodaven; star	Ta most je ohranil podobo iz davnih časov.	senovinis; senas	Šis tiltas išlaikė senovės išvaizdą.	sens; senatnīgs	Šis tilts saglabājis seno laiku izskatu.	iidne; vana	See sild on säilitanud iidse ilme.	forn; gamall	Þessi brú heldur útlitinu frá fornum tíma.
2423:鼓	鼓	鼓	bubanj	Deca su potrčala kad su čula zvuk bubnja.	boben	Otroci so pritekli, ko so zaslišali zvok bobna.	būgnas	Vaikai pribėgo išgirdę būgno garsą.	bungas	Bērni pieskrēja, kad izdzirdēja bungu skaņu.	trumm	Lapsed jooksid kohale, kui kuulsid trummiheli.	tromma	Börnin hlupu til þegar þau heyrðu hljóðið í trommunni.
2425:古老	古老	古老	drevni; star	Ovaj drevni grad privlači mnogo turista.	starodaven; star	To starodavno mesto privablja veliko turistov.	senovinis; senas	Šis senovinis miestas pritraukia daug turistų.	sens; senatnīgs	Šī senā pilsēta piesaista daudz tūristu.	iidne; vana	See iidne linn meelitab palju turiste.	forn; gamall	Þessi forna borg laðar að sér marga ferðamenn.
2430:怪	怪	怪	čudan; kriviti	Današnje vreme je pomalo čudno.	čuden; kriviti	Današnje vreme je malo čudno.	keistas; kaltinti	Šiandien oras šiek tiek keistas.	dīvains; vainot	Šodien laiks ir mazliet dīvains.	imelik; süüdistama	Tänane ilm on veidi imelik.	undarlegur; kenna um	Veðrið í dag er svolítið undarlegt.
2438:光线	光线	光线	svetlost; osvetljenje	Svetlost u sobi je previše slaba za čitanje.	svetloba; osvetlitev	Svetloba v sobi je pretemna za branje.	šviesa; apšvietimas	Kambario apšvietimas per silpnas skaitymui.	gaisma; apgaismojums	Istabā gaisma ir pārāk vāja lasīšanai.	valgus; valgustus	Toa valgus on lugemiseks liiga hämar.	ljós; lýsing	Lýsingin í herberginu er of dauf til að lesa.
2439:广	广	广	širok; opsežan	Njegova interesovanja su veoma široka.	širok; obsežen	Njegovi interesi so zelo široki.	platus; gausus	Jo interesai labai platūs.	plašs	Viņa intereses ir ļoti plašas.	lai; avar	Tema huvid on väga laiad.	víður; breiður	Áhugamál hans eru mjög fjölbreytt.
2446:贵姓	贵姓	贵姓	vaše poštovano prezime	Smem li da pitam kako se prezivate?	vaš spoštovani priimek	Smem vprašati, kako se pišete?	jūsų garbinga pavardė	Gal galiu paklausti jūsų pavardės?	jūsu godājamais uzvārds	Vai drīkstu jautāt jūsu uzvārdu?	teie austatud perekonnanimi	Tohib küsida teie perekonnanime?	yðar virðulega eftirnafn	Má ég spyrja hvert eftirnafnið yðar er?
2447:柜子	柜子	柜子	ormar; komoda	Svi dokumenti su u ormaru.	omarica; omara	Dokumenti so vsi v omari.	spintelė; spinta	Visi dokumentai yra spintelėje.	skapis	Visi dokumenti ir skapī.	kapp	Kõik dokumendid on kapis.	skápur	Skjölin eru öll í skápnum.
2450:国画	国画	国画	tradicionalno kinesko slikarstvo	Deda voli da slika tradicionalne kineske slike.	tradicionalno kitajsko slikarstvo	Dedek rad slika tradicionalne kitajske slike.	tradicinė kinų tapyba	Senelis mėgsta tapyti tradicinius kinų paveikslus.	tradicionālā ķīniešu glezniecība	Vectēvam patīk gleznot tradicionālās ķīniešu gleznas.	traditsiooniline hiina maalikunst	Vanaisale meeldib maalida traditsioonilisi hiina maale.	hefðbundin kínversk málaralist	Afi hefur gaman af að mála hefðbundnar kínverskar myndir.
2451:国庆	国庆	国庆	Dan državnosti	Za praznik Dana državnosti otišli smo u Hangdžou.	dan državnosti	Med praznikom državnosti smo šli v Hangzhou.	Nacionalinė diena	Per Nacionalinės dienos atostogas vykome į Hangdžou.	Nacionālā diena	Nacionālās dienas brīvdienās mēs devāmies uz Handžou.	rahvuspüha	Rahvuspüha puhkuse ajal käisime Hangzhous.	þjóðhátíðardagur	Í þjóðhátíðardagsfríinu fórum við til Hangzhou.
2461:海外	海外	海外	preko mora; inostranstvo	Ova kompanija ima mnogo klijenata u inostranstvu.	v tujini; čezmorski	To podjetje ima veliko strank v tujini.	užsienyje; užjūryje	Ši įmonė turi daug klientų užsienyje.	ārzemēs; aizjūras	Šim uzņēmumam ir daudz klientu ārzemēs.	ülemeremaad; välismaa	Sellel ettevõttel on palju välismaiseid kliente.	erlendis; handan hafsins	Þetta fyrirtæki á marga viðskiptavini erlendis.
2463:含	含	含	sadržati; držati u ustima	Ovo piće sadrži mnogo šećera.	vsebovati; držati v ustih	Ta pijača vsebuje veliko sladkorja.	turėti sudėtyje; laikyti burnoje	Šiame gėrime yra daug cukraus.	saturēt; turēt mutē	Šis dzēriens satur daudz cukura.	sisaldama; suus hoidma	See jook sisaldab palju suhkrut.	innihalda; halda í munni	Þessi drykkur inniheldur mikinn sykur.
2464:含量	含量	含量	sadržaj; količina sadržaja	Ovo voće ima visok sadržaj vitamina.	vsebnost; količina	Ta sadež ima visoko vsebnost vitaminov.	kiekis; sudėtis	Šiame vaisiuje yra daug vitaminų.	saturs; daudzums	Šim auglim ir augsts vitamīnu saturs.	sisaldus; hulk	Selles puuviljas on kõrge vitamiinisisaldus.	innihald; magn	Þessi ávöxtur hefur hátt vítamíninnihald.
2465:含有	含有	含有	sadržati	Mleko sadrži bogate hranljive materije.	vsebovati	Mleko vsebuje veliko hranil.	turėti; sudėtyje būti	Piene yra daug maistinių medžiagų.	saturēt	Piens satur daudz uzturvielu.	sisaldama	Piim sisaldab rohkesti toitaineid.	innihalda	Mjólk inniheldur mikla næringu.
2466:汗水	汗水	汗水	znoj	Znoj sportiste natopio je odeću.	znoj	Športnikov znoj je premočil oblačila.	prakaitas	Sportininko prakaitas permerkė drabužius.	sviedri	Sportista sviedri izmērcēja drēbes.	higi	Sportlase higi leotas riided läbi.	sviti	Sviti íþróttamannsins bleytti fötin.
2467:行	行	行	delatnost; profesija	U ugostiteljstvu radi deset godina.	panoga; poklic	V gostinski panogi dela že deset let.	sritis; profesija	Jis dešimt metų dirba maitinimo srityje.	nozare; profesija	Viņš desmit gadus strādā ēdināšanas nozarē.	tegevusala; amet	Ta on toitlustusvaldkonnas töötanud kümme aastat.	atvinnugrein; starfsgrein	Hann hefur unnið í veitingageiranum í tíu ár.
2469:好评	好评	好评	pozitivna ocena; dobra recenzija	Ovaj restoran je dobio mnogo pozitivnih recenzija.	pozitivna ocena; dobra recenzija	Ta restavracija je prejela veliko dobrih ocen.	teigiamas atsiliepimas	Šis restoranas sulaukė daug teigiamų atsiliepimų.	laba atsauksme	Šis restorāns ir saņēmis daudz labu atsauksmju.	positiivne arvustus	See restoran on saanud palju positiivseid arvustusi.	jákvæð umsögn	Þessi veitingastaður hefur fengið margar jákvæðar umsagnir.
2470:好运	好运	好运	sreća; dobra sreća	Želim ti sreću na ispitu.	sreča; dobra sreča	Želim ti srečo pri izpitu.	sėkmė	Linkiu tau sėkmės egzamine.	veiksme	Novēlu tev veiksmi eksāmenā.	õnn; hea õnn	Soovin sulle eksamil edu.	gangi þér vel; heppni	Ég óska þér góðs gengis í prófinu.
2471:好转	好转	好转	poboljšati se	Posle lečenja, njegovo stanje je počelo da se poboljšava.	izboljšati se	Po zdravljenju se je njegovo stanje začelo izboljševati.	gerėti	Po gydymo jo būklė pradėjo gerėti.	uzlaboties	Pēc ārstēšanas viņa stāvoklis sāka uzlaboties.	paranema	Pärast ravi hakkas tema seisund paranema.	batna	Eftir meðferð fór ástand hans að batna.
2474:合	合	合	zatvoriti; spojiti; odgovarati	Molim vas, zatvorite knjigu i slušajte me.	zapreti; združiti; ustrezati	Prosimo, zaprite knjigo in me poslušajte.	uždaryti; sujungti; tikti	Prašome užversti knygą ir klausytis manęs.	aizvērt; apvienot; derēt	Lūdzu, aizveriet grāmatu un klausieties mani.	sulgema; ühendama; sobima	Palun pange raamat kinni ja kuulake mind.	loka; sameina; passa	Vinsamlegast lokaðu bókinni og hlustaðu á mig.
2476:盒饭	盒饭	盒饭	obrok u kutiji	U podne smo na stanici kupili obroke u kutiji.	obrok v škatli	Opoldne smo na postaji kupili obroke v škatli.	dėžutėje patiekiamas maistas	Per pietus stotyje nusipirkome pietų dėžutes.	ēdiens kastītē	Pusdienlaikā stacijā nopirkām ēdienu kastītēs.	karbitoit	Keskpäeval ostsime jaamast karbitoitu.	matur í boxi	Í hádeginu keyptum við mat í boxi á stöðinni.
2478:河流	河流	河流	reka	Ova reka prolazi kroz tri grada.	reka	Ta reka teče skozi tri mesta.	upė	Ši upė teka per tris miestus.	upe	Šī upe plūst cauri trim pilsētām.	jõgi	See jõgi läbib kolme linna.	á	Þessi á rennur í gegnum þrjár borgir.
2485:厚度	厚度	厚度	debljina	Debljina ovog stakla je pet milimetara.	debelina	Debelina tega stekla je pet milimetrov.	storis	Šio stiklo storis yra penki milimetrai.	biezums	Šī stikla biezums ir pieci milimetri.	paksus	Selle klaasi paksus on viis millimeetrit.	þykkt	Þykkt þessa glers er fimm millimetrar.
2489:湖	湖	湖	jezero	Pored jezera šeta mnogo ljudi.	jezero	Ob jezeru se sprehaja veliko ljudi.	ežeras	Prie ežero vaikšto daug žmonių.	ezers	Pie ezera pastaigājas daudz cilvēku.	järv	Järve ääres jalutab palju inimesi.	vatn	Margir ganga við vatnið.
2492:互动	互动	互动	interakcija	Interakcija na času čini učenike aktivnijim.	interakcija	Interakcija pri pouku naredi učence bolj dejavne.	sąveika	Sąveika pamokoje daro mokinius aktyvesnius.	mijiedarbība	Mijiedarbība stundā padara skolēnus aktīvākus.	suhtlus; vastastikune mõju	Tunnis toimuv suhtlus muudab õpilased aktiivsemaks.	gagnvirkni	Samskipti í kennslustund gera nemendur virkari.
2493:户外	户外	户外	napolju; na otvorenom	Za vikend smo išli napolje da se penjemo na planinu.	na prostem; zunanji	Ob koncu tedna smo šli na prosto plezat na goro.	lauke; lauko	Savaitgalį išėjome į lauką kopti į kalną.	ārā; brīvā dabā	Nedēļas nogalē devāmies ārā kāpt kalnā.	õues; väljas	Nädalavahetusel läksime õue mäkke ronima.	utandyra; úti	Um helgina fórum við út að klífa fjall.
2494:花费	花费	花费	potrošiti; koštati	Popravka ovog automobila koštala je dosta novca.	porabiti; stati	Popravilo tega avta je stalo kar precej denarja.	išleisti; kainuoti	Šio automobilio remontas kainavo nemažai pinigų.	tērēt; maksāt	Šīs mašīnas remonts izmaksāja diezgan daudz naudas.	kulutama; maksma	Selle auto parandamine maksis üsna palju raha.	eyða; kosta	Það kostaði töluverða peninga að gera við þennan bíl.
2497:化	化	化	topiti se; pretvoriti se	Led se polako topio na suncu.	topiti se; spremeniti se	Led se je na soncu počasi stopil.	tirpti; virsti	Ledas saulėje pamažu ištirpo.	kust; pārvērsties	Ledus saulē lēnām kusa.	sulama; muutuma	Jää sulas päikese käes aeglaselt.	bráðna; breytast í	Ísinn bráðnaði hægt í sólinni.
2498:话费	话费	话费	račun za telefon; kredit za pozive	Moj račun za telefon je ovog meseca malo visok.	telefonski račun; dobroimetje	Moj telefonski račun je ta mesec nekoliko visok.	telefono sąskaita; pokalbių kreditas	Mano telefono sąskaita šį mėnesį šiek tiek didelė.	tālruņa rēķins; zvanu kredīts	Mans tālruņa rēķins šomēnes ir mazliet augsts.	telefonikulu; kõnekrediit	Minu telefonikulu on sel kuul veidi suur.	símareikningur; símainneign	Símareikningurinn minn er svolítið hár í þessum mánuði.
2499:画面	画面	画面	slika; kadar	Ovaj kadar u filmu je veoma dirljiv.	slika; prizor	Ta prizor v filmu je zelo ganljiv.	vaizdas; kadras	Šis filmo kadras labai jaudinantis.	attēls; kadrs	Šis filmas kadrs ir ļoti aizkustinošs.	pilt; kaader	See filmikaader on väga liigutav.	mynd; rammi	Þessi sena í myndinni er mjög hrífandi.
2504:缓慢	缓慢	缓慢	spor; polagan	Stariji čovek hoda prilično sporo.	počasen	Starejši človek hodi precej počasi.	lėtas	Senyvas žmogus eina gana lėtai.	lēns	Vecais cilvēks iet diezgan lēni.	aeglane	Eakas inimene kõnnib üsna aeglaselt.	hægur	Aldraði maðurinn gengur frekar hægt.
2505:黄瓜	黄瓜	黄瓜	krastavac	Hladna salata od krastavca je osvežavajući prilog.	kumara	Hladna kumarična solata je osvežilna priloga.	agurkas	Šaltos agurkų salotos yra gaivus garnyras.	gurķis	Auksti gurķu salāti ir atsvaidzinoša piedeva.	kurk	Külm kurgisalat on värskendav lisand.	gúrka	Köld gúrkusalat er frískandi meðlæti.
2510:灰色	灰色	灰色	siva boja	Nosio je siv kaput.	siva barva	Nosil je siv plašč.	pilka spalva	Jis dėvi pilką paltą.	pelēka krāsa	Viņam mugurā ir pelēks mētelis.	hall värv	Tal on seljas hall mantel.	grár litur	Hann er í grárri kápu.
2514:伙	伙	伙	grupa; družina	Grupa mladih ljudi razgovara na ulazu.	skupina; druščina	Skupina mladih ljudi se pogovarja pri vhodu.	grupė; gauja	Prie įėjimo kalbasi grupė jaunų žmonių.	grupa; bars	Pie ieejas sarunājas jauniešu grupa.	salk; kamp	Rühm noori vestleb sissepääsu juures.	hópur; flokkur	Hópur ungs fólks spjallar við innganginn.
2516:火锅	火锅	火锅	kineski lonac; hot pot	Zimi je veoma prijatno jesti kineski hot pot.	vroči lonec; hot pot	Pozimi je zelo prijetno jesti hot pot.	karštasis puodas	Žiemą valgyti karštąjį puodą labai malonu.	karstais katls	Ziemā ēst karsto katlu ir ļoti patīkami.	hiina kuumpott	Talvel on kuumpotti süüa väga mõnus.	heitur pottur	Á veturna er mjög notalegt að borða heitan pott.
2517:或是	或是	或是	ili	Možeš ići metroom ili taksijem.	ali	Lahko greš z metrojem ali vzameš taksi.	arba	Gali važiuoti metro arba taksi.	vai	Tu vari braukt ar metro vai taksometru.	või	Sa võid minna metrooga või võtta takso.	eða	Þú getur tekið neðanjarðarlestina eða leigubíl.
2518:货物	货物	货物	roba; teret	Skladište je puno robe.	blago; tovor	Skladišče je polno blaga.	prekės; krovinys	Sandėlis pilnas prekių.	preces; krava	Noliktava ir pilna ar precēm.	kaubad; last	Ladu on kaupa täis.	vörur; farmur	Vöruhúsið er fullt af vörum.
2523:机器人	机器人	机器人	robotski uređaj	Ovaj robotski uređaj može da pomaže u dostavi obroka.	robotska naprava	Ta robotska naprava lahko pomaga dostavljati obroke.	robotas	Šis robotas gali padėti pristatyti maistą.	robots	Šis robots var palīdzēt piegādāt maltītes.	robotseade	See robotseade aitab toite kohale viia.	vélmenni	Þetta vélmenni getur hjálpað við að bera út máltíðir.
2525:及	及	及	i; kao i	Sastanak je razmatrao pitanja bezbednosti i usluge.	in; kot tudi	Sestanek je obravnaval varnostna in storitvena vprašanja.	ir; taip pat	Susitikime aptarti saugumo ir paslaugų klausimai.	un; kā arī	Sapulcē apsprieda drošības un pakalpojumu jautājumus.	ja; samuti	Koosolekul arutati ohutuse ja teeninduse küsimusi.	og; ásamt	Fundurinn ræddi öryggis- og þjónustumál.
2526:级	级	级	nivo; razred	On je sada na srednjem nivou kineskog.	stopnja; razred	Zdaj je na srednji stopnji kitajščine.	lygis; klasė	Dabar jo kinų kalbos lygis yra vidutinis.	līmenis; klase	Viņam tagad ir vidējs ķīniešu valodas līmenis.	tase; aste	Ta on nüüd kesktasemel hiina keeles.	stig; bekkur	Hann er nú á miðstigi í kínversku.
2527:集	集	集	epizoda; zbirka	Ovaj dokumentarni film ima ukupno šest epizoda.	epizoda; zbirka	Ta dokumentarec ima skupaj šest epizod.	serija; rinkinys	Šis dokumentinis filmas iš viso turi šešias serijas.	sērija; krājums	Šai dokumentālajai filmai kopā ir sešas sērijas.	osa; kogumik	Selles dokumentaalsarjas on kokku kuus osa.	þáttur; safn	Þessi heimildarmynd er alls í sex þáttum.
2535:急需	急需	急需	hitno trebati	Području pogođenom katastrofom hitno su potrebni hrana i lekovi.	nujno potrebovati	Prizadeto območje nujno potrebuje hrano in zdravila.	skubiai reikėti	Nelaimės zonai skubiai reikia maisto ir vaistų.	steidzami vajadzēt	Katastrofas skartajai zonai steidzami vajadzīga pārtika un zāles.	hädasti vajama	Katastroofipiirkond vajab hädasti toitu ja ravimeid.	vanta bráðlega	Hamfarasvæðið vantar bráðlega mat og lyf.
2538:挤	挤	挤	stiskati se; biti gužva	U metrou je previše ljudi i svi su stisnuti zajedno.	stiskati se; biti gneča	Na metroju je preveč ljudi in vsi so stisnjeni skupaj.	spausti; būti ankšta	Metro per daug žmonių, ir visi susispaudę kartu.	spiesties; būt pārpildītam	Metro ir pārāk daudz cilvēku, un visi spiežas kopā.	trügima; kitsas olema	Metroos on liiga palju inimesi ja kõik on kokku surutud.	þrengja; vera troðfullt	Það eru of margir í neðanjarðarlestinni og allir þrengjast saman.
2539:系	系	系	vezati; zavezati	Molim vas, zavežite pertle pre nego što izađete.	zavezati	Prosimo, zavežite vezalke, preden greste ven.	rišti; užrišti	Prieš išeidami užsiriškite batraiščius.	siet; aizsiet	Lūdzu, pirms iziešanas aizsieniet kurpju auklas.	siduma	Palun siduge enne välja minekut kingapaelad kinni.	binda; reima	Vinsamlegast reimaðu skóna áður en þú ferð út.
2543:纪录片	纪录片	纪录片	dokumentarni film	Ovaj dokumentarni film predstavlja kinesku kulturu čaja.	dokumentarni film	Ta dokumentarec predstavlja kitajsko kulturo čaja.	dokumentinis filmas	Šis dokumentinis filmas pristato kinų arbatos kultūrą.	dokumentālā filma	Šī dokumentālā filma iepazīstina ar Ķīnas tējas kultūru.	dokumentaalfilm	See dokumentaalfilm tutvustab Hiina teekultuuri.	heimildarmynd	Þessi heimildarmynd kynnir kínverska te-menningu.
2544:技能	技能	技能	veština	Učenje nove veštine zahteva vreme.	spretnost; veščina	Učenje nove veščine zahteva čas.	įgūdis	Naujo įgūdžio mokymasis užima laiko.	prasme	Jaunas prasmes apguve prasa laiku.	oskus	Uue oskuse õppimine võtab aega.	færni	Að læra nýja færni tekur tíma.
2546:纪念日	纪念日	纪念日	godišnjica	Danas je deseta godišnjica njihovog venčanja.	obletnica	Danes je deseta obletnica njune poroke.	sukaktis	Šiandien yra jų dešimtosios vestuvių metinės.	gadadiena	Šodien ir viņu desmitā kāzu gadadiena.	aastapäev	Täna on nende kümnes pulma-aastapäev.	afmælisdagur; árshátíð	Í dag er tíu ára brúðkaupsafmælið þeirra.
2548:计算机	计算机	计算机	računar	Škola je kupila novu seriju računara.	računalnik	Šola je kupila novo pošiljko računalnikov.	kompiuteris	Mokykla nupirko naują kompiuterių partiją.	dators	Skola nopirka jaunu datoru partiju.	arvuti	Kool ostis uue partii arvuteid.	tölva	Skólinn keypti nýja lotu af tölvum.
2552:家电	家电	家电	kućni aparat	Ova prodavnica je specijalizovana za kućne aparate.	gospodinjski aparat	Ta trgovina je specializirana za gospodinjske aparate.	buitinis prietaisas	Ši parduotuvė specializuojasi buitinių prietaisų pardavime.	sadzīves elektroierīce	Šis veikals specializējas sadzīves elektroierīču pārdošanā.	kodumasin	See pood on spetsialiseerunud kodumasinatele.	heimilistæki	Þessi búð sérhæfir sig í heimilistækjum.
2554:加热	加热	加热	zagrejati	Hrana se ohladila i treba je ponovo zagrejati.	segreti	Hrana se je ohladila in jo je treba znova segreti.	pašildyti	Maistas atšalo, jį reikia dar kartą pašildyti.	uzsildīt	Ēdiens ir atdzisis, tas vēlreiz jāuzsilda.	soojendama	Toit on külm ja seda tuleb uuesti soojendada.	hita	Maturinn er kaldur og þarf að hita hann aftur.
2555:加深	加深	加深	produbiti	Ovaj razgovor je produbio naše razumevanje.	poglobiti	Ta pogovor je poglobil naše razumevanje.	pagilinti	Šis pokalbis pagilino mūsų supratimą.	padziļināt	Šī saruna padziļināja mūsu izpratni.	süvendama	See vestlus süvendas meie arusaamist.	dýpka	Þetta samtal dýpkaði skilning okkar.
2556:加速	加速	加速	ubrzati	Nova politika će ubrzati razvoj grada.	pospešiti	Nova politika bo pospešila razvoj mesta.	pagreitinti	Nauja politika pagreitins miesto plėtrą.	paātrināt	Jaunā politika paātrinās pilsētas attīstību.	kiirendama	Uus poliitika kiirendab linna arengut.	hraða	Nýja stefnan mun hraða þróun borgarinnar.
2560:架	架	架	okvir; polica; merač	Polica za knjige je puna starih knjiga.	okvir; polica; števnik	Knjižna polica je polna starih knjig.	rėmas; lentyna; skaitiklis	Knygų lentyna pilna senų knygų.	rāmis; plaukts; skaitvārds	Grāmatu plaukts ir pilns ar vecām grāmatām.	raam; riiul; loendussõna	Raamaturiiul on vanu raamatuid täis.	grind; hilla; mælieining	Bókahillan er full af gömlum bókum.
2562:驾照	驾照	驾照	vozačka dozvola	Prošle godine je dobio vozačku dozvolu.	vozniško dovoljenje	Lani je dobil vozniško dovoljenje.	vairuotojo pažymėjimas	Pernai jis gavo vairuotojo pažymėjimą.	vadītāja apliecība	Viņš pērn ieguva vadītāja apliecību.	juhiluba	Ta sai eelmisel aastal juhiloa.	ökuskírteini	Hann fékk ökuskírteinið sitt í fyrra.
2567:剪	剪	剪	seći makazama	Ona je makazama otvorila pakovanje.	rezati s škarjami	S škarjami je odprla embalažo.	kirpti žirklėmis	Ji žirklėmis prakirpo pakuotę.	griezt ar šķērēm	Viņa ar šķērēm pārgrieza iepakojumu.	kääridega lõikama	Ta lõikas pakendi kääridega lahti.	klippa með skærum	Hún klippti umbúðirnar upp með skærum.
2572:建	建	建	izgraditi	Selo planira da izgradi novu školu.	zgraditi	Vas namerava zgraditi novo šolo.	statyti	Kaimas planuoja pastatyti naują mokyklą.	būvēt	Ciemats plāno būvēt jaunu skolu.	ehitama	Küla plaanib ehitada uue kooli.	byggja	Þorpið ætlar að byggja nýjan skóla.
2573:键	键	键	taster; dugme	Jedan taster na tastaturi računara je pokvaren.	tipka; gumb	Ena tipka na računalniški tipkovnici je pokvarjena.	klavišas; mygtukas	Vienas kompiuterio klaviatūros klavišas sugedęs.	taustiņš; poga	Vienam datora tastatūras taustiņam ir bojājums.	klahv; nupp	Üks arvutiklaviatuuri klahv on katki.	lykill; hnappur	Einn takki á tölvulyklaborðinu er bilaður.
2574:渐渐	渐渐	渐渐	postepeno	Nebo je postepeno potamnelo.	postopoma	Nebo se je postopoma stemnilo.	pamažu	Dangus pamažu temo.	pamazām	Debesis pamazām satumsa.	järk-järgult	Taevas läks järk-järgult pimedaks.	smám saman	Himinninn varð smám saman dimmur.
2578:建造	建造	建造	izgraditi; konstruisati	Za izgradnju ovog mosta trebalo je tri godine.	zgraditi; konstruirati	Gradnja tega mostu je trajala tri leta.	pastatyti; konstruoti	Šį tiltą statyti užtruko trejus metus.	uzbūvēt; konstruēt	Šī tilta būvniecība prasīja trīs gadus.	ehitama; rajama	Selle silla ehitamine võttis kolm aastat.	reisa; byggja	Það tók þrjú ár að byggja þessa brú.
2581:讲话	讲话	讲话	govoriti; govor	Rukovodilac govori na bini.	govoriti; govor	Vodja govori na odru.	kalbėti; kalba	Vadovas kalba scenoje.	runāt; runa	Vadītājs runā uz skatuves.	kõnelema; kõne	Juht kõneleb laval.	tala; ræða	Leiðtoginn er að tala á sviðinu.
