source_headword	KN	example_KN
perceive	ಗ್ರಹಿಸು	ಜನರು ಅಪಾಯವನ್ನು ವಿಭಿನ್ನವಾಗಿ ಗ್ರಹಿಸುತ್ತಾರೆ.
perception	ಗ್ರಹಿಕೆ	ಅಪಾಯದ ಬಗ್ಗೆ ಅವನ ಗ್ರಹಿಕೆ ಬದಲಾಯಿತು.
permanently	ಶಾಶ್ವತವಾಗಿ	ಅಂಗಡಿಯು ಶಾಶ್ವತವಾಗಿ ಮುಚ್ಚಲ್ಪಟ್ಟಿತು.
pill	ಮಾತ್ರೆ	ಉಪಹಾರದ ನಂತರ ಒಂದು ಮಾತ್ರೆ ತೆಗೆದುಕೊಳ್ಳಿ.
pity	ವಿಷಾದಕರ	ಇದು ವಿಷಾದಕರ.
placement	ನಿಯೋಜನೆ	ಸೋಫಾವನ್ನು ಇಡುವ ರೀತಿ ಮುಖ್ಯವಾಗಿದೆ.
portion	ಭಾಗ	ಅಕ್ಕಿಯ ಸಣ್ಣ ಭಾಗವನ್ನು ಬಡಿಸಿ.
potentially	ಸಂಭಾವ್ಯವಾಗಿ	ಈ ಬದಲಾವಣೆಯು ಸಂಭಾವ್ಯವಾಗಿ ಉಪಯುಕ್ತವಾಗಿದೆ.
precede	ಮುಂಚಿತವಾಗಿ ಬರು	ಕಪ್ಪು ಮೋಡಗಳು ಸಾಮಾನ್ಯವಾಗಿ ಮಳೆಯ ಮುಂಚೆ ಬರುತ್ತವೆ.
precious	ಬೆಲೆಬಾಳುವ	ಉಂಗುರವು ಬೆಲೆಬಾಳುವಂತಿದೆ.
precise	ನಿಖರ	ಸೂಚನೆಗಳು ನಿಖರವಾಗಿದ್ದವು.
precisely	ನಿಖರವಾಗಿ	ದೂರವನ್ನು ನಿಖರವಾಗಿ ಅಳೆಯಿರಿ.
predictable	ಊಹಿಸಬಹುದಾದ	ಅಂತ್ಯವನ್ನು ಊಹಿಸಬಹುದಾಗಿತ್ತು.
preference	ಆದ್ಯತೆ	ಅವಳು ಚಹಾಕ್ಕೆ ಆದ್ಯತೆ ವ್ಯಕ್ತಪಡಿಸಿದಳು.
pride	ಹೆಮ್ಮೆ	ಮುಗಿಸಿದ ನಂತರ ಅವನಿಗೆ ಹೆಮ್ಮೆಯೆನಿಸಿತು.
primarily	ಪ್ರಾಥಮಿಕವಾಗಿ	ಕೋರ್ಸ್ ಪ್ರಧಾನವಾಗಿ ಆನ್‌ಲೈನ್‌ನಲ್ಲಿದೆ.
principal	ಪ್ರಾಂಶುಪಾಲ	ಪ್ರಾಂಶುಪಾಲರು ಹೊಸ ವಿದ್ಯಾರ್ಥಿಗಳನ್ನು ಸ್ವಾಗತಿಸಿದರು.
prior	ಪೂರ್ವ	ನಮಗೆ ಪೂರ್ವ ಅನುಮೋದನೆಯ ಅಗತ್ಯವಿದೆ.
probability	ಸಂಭವನೀಯತೆ	ಮಳೆಯಾಗುವ ಸಂಭವನೀಯತೆ ಹೆಚ್ಚಾಗಿದೆ.
probable	ಸಂಭವನೀಯ	ಈ ರಾತ್ರಿ ಮಳೆಯಾಗುವ ಸಂಭವವಿದೆ.
proceed	ಮುಂದುವರಿಯಿರಿ	ದಯವಿಟ್ಟು ಮುಂದಿನ ಕೋಣೆಗೆ ಮುಂದುವರಿಯಿರಿ.
programming	ಪ್ರೋಗ್ರಾಮಿಂಗ್	ಪ್ರೋಗ್ರಾಮಿಂಗ್‌ಗೆ ಅಭ್ಯಾಸ ಬೇಕು.
progressive	ಪ್ರಗತಿಪರ	ನೀತಿಯು ಅದರ ಕಾಲಕ್ಕೆ ಪ್ರಗತಿಪರವಾಗಿತ್ತು.
prohibit	ನಿಷೇಧಿಸು	ನಿಯಮಗಳು ಧೂಮಪಾನವನ್ನು ನಿಷೇಧಿಸುತ್ತವೆ.
promising	ಭರವಸೆಯ	ಫಲಿತಾಂಶಗಳು ಭರವಸೆಯಾಯಕವಾಗಿ ಕಾಣುತ್ತವೆ.
promotion	ಬಡ್ತಿ	ಅವಳಿಗೆ ಕೆಲಸದಲ್ಲಿ ಬಡ್ತಿ ಸಿಕ್ಕಿತು.
prompt	ತ್ವರಿತ	ತ್ವರಿತ ಪ್ರತಿಕ್ರಿಯೆಯು ಸಮಯವನ್ನು ಉಳಿಸಿತು.
proportion	ಪ್ರಮಾಣ	ದೊಡ್ಡ ಪ್ರಮಾಣದ ಜನರು ಹೌದು ಎಂದು ಮತ ಚಲಾಯಿಸಿದರು.
protein	ಪ್ರೋಟೀನ್	ಬೀನ್ಸ್ ಪ್ರೋಟೀನ್ ಅನ್ನು ಹೊಂದಿರುತ್ತದೆ.
protester	ಪ್ರತಿಭಟನಾಕಾರ	ಪ್ರತಿಭಟನಾಕಾರನು ನಾಮಫಲಕವನ್ನು ಹಿಡಿದಿದ್ದನು.
psychological	ಮಾನಸಿಕ	ಅಪಘಾತವು ಮಾನಸಿಕ ಒತ್ತಡವನ್ನು ಉಂಟುಮಾಡಿತು.
publicity	ಪ್ರಚಾರ	ಈ ಕಾರ್ಯಕ್ರಮಕ್ಕೆ ಪ್ರಚಾರ ದೊರೆಯಿತು.
publishing	ಪ್ರಕಾಶನ	ಅವಳು ಪ್ರಕಾಶನ ಕ್ಷೇತ್ರದಲ್ಲಿ ಕೆಲಸ ಮಾಡುತ್ತಾಳೆ.
punk	ಪಂಕ್	ಅಲ್ಲಿ ಪಂಕ್ ಸಂಗೀತವು ಜನಪ್ರಿಯವಾಯಿತು.
purely	ಸಂಪೂರ್ಣವಾಗಿ	ಆಯ್ಕೆಯು ಸಂಪೂರ್ಣವಾಗಿ ಪ್ರಾಯೋಗಿಕವಾಗಿತ್ತು.
pursuit	ಅನ್ವೇಷಣೆ	ಅವನು ನ್ಯಾಯಕ್ಕಾಗಿ ತನ್ನ ಅನ್ವೇಷಣೆಯನ್ನು ಮುಂದುವರಿಸಿದನು.
puzzle	ಒಗಟು	ಒಗಟು ಬಿಡಿಸಲು ಒಂದು ಗಂಟೆ ಬೇಕಾಯಿತು.
questionnaire	ಪ್ರಶ್ನಾವಳಿ	ದಯವಿಟ್ಟು ಪ್ರಶ್ನಾವಳಿಯನ್ನು ಪೂರ್ಣಗೊಳಿಸಿ.
racial	ಜನಾಂಗೀಯ	ವರದಿಯು ಜನಾಂಗೀಯ ಅಸಮಾನತೆಯ ಬಗ್ಗೆ ಚರ್ಚಿಸಿದೆ.
racism	ಜನಾಂಗೀಯತೆ	ಜನಾಂಗೀಯತೆಯು ಸಮುದಾಯಗಳಿಗೆ ಹಾನಿ ಮಾಡುತ್ತದೆ.
racist	ಜನಾಂಗೀಯ	ಆ ಕಾಮೆಂಟ್ ಜನಾಂಗೀಯವಾಗಿತ್ತು.
radiation	ವಿಕಿರಣ	ವಿಕಿರಣವು ಜೀವಕೋಶಗಳನ್ನು ಹಾನಿಗೊಳಿಸಬಹುದು.
rail	ಕಂಬಿ	ಮೆಟ್ಟಿಲುಗಳ ಮೇಲಿನ ಕಂಬಿಯನ್ನು ಹಿಡಿದುಕೊಳ್ಳಿ.
random	ಯಾದೃಚ್ಛಿಕ	ಕಂಪ್ಯೂಟರ್ ಯಾದೃಚ್ಛಿಕ ಸಂಖ್ಯೆಯನ್ನು ಆರಿಸಿತು.
rat	ಇಲಿ	ಕಸದ ಬುಟ್ಟಿಗಳ ಹಿಂದೆ ಒಂದು ಇಲಿ ಓಡಿತು.
rating	ರೇಟಿಂಗ್	ಹೋಟೆಲ್ ಹೆಚ್ಚಿನ ರೇಟಿಂಗ್ ಹೊಂದಿದೆ.
reasonably	ತಕ್ಕಮಟ್ಟಿಗೆ	ಕೊಠಡಿಯು ತಕ್ಕಮಟ್ಟಿಗೆ ಸ್ವಚ್ಛವಾಗಿತ್ತು.
rebuild	ಪುನರ್ನಿರ್ಮಾಣ ಮಾಡು	ಅವರು ಸೇತುವೆಯನ್ನು ಪುನರ್ನಿರ್ಮಿಸುತ್ತಾರೆ.
receiver	ರಿಸೀವರ್	ರಿಸೀವರ್ ಚೆಂಡನ್ನು ಹಿಡಿದನು.
recession	ಆರ್ಥಿಕ ಕುಸಿತ	ಆರ್ಥಿಕ ಕುಸಿತವು ಖರ್ಚನ್ನು ಕಡಿಮೆ ಮಾಡಿತು.
reckon	ಭಾವಿಸು	ರೈಲು ತಡವಾಗಿದೆ ಎಂದು ನಾನು ಭಾವಿಸುತ್ತೇನೆ.
recognition	ಮಾನ್ಯತೆ	ಅವಳ ಕೆಲಸಕ್ಕೆ ಮಾನ್ಯತೆ ಸಿಕ್ಕಿತು.
recovery	ಚೇತರಿಕೆ	ಚೇತರಿಕೆಗೆ ಹಲವು ವಾರಗಳು ಬೇಕಾಯಿತು.
recruit	ನೇಮಕಾತಿ ಮಾಡಿಕೊಳ್ಳು	ಕಂಪನಿಯು ಎಂಜಿನಿಯರ್‌ಗಳನ್ನು ನೇಮಿಸಿಕೊಳ್ಳುತ್ತದೆ.
recruitment	ನೇಮಕಾತಿ	ನೇಮಕಾತಿಯು ಮುಂದಿನ ಸೋಮವಾರ ಪ್ರಾರಂಭವಾಗುತ್ತದೆ.
referee	ರೆಫರಿ	ರೆಫರಿ ಪಂದ್ಯವನ್ನು ನಿಲ್ಲಿಸಿದರು.
refugee	ನಿರಾಶ್ರಿತ	ನಿರಾಶ್ರಿತನಿಗೆ ಸುರಕ್ಷಿತ ಮನೆ ಸಿಕ್ಕಿತು.
registration	ನೋಂದಣಿ	ನೋಂದಣಿಯು ಶುಕ್ರವಾರದಂದು ಮುಕ್ತಾಯವಾಗುತ್ತದೆ.
regulate	ನಿಯಂತ್ರಿಸು	ಕಾನೂನು ಹೊರಸೂಸುವಿಕೆಯನ್ನು ನಿಯಂತ್ರಿಸುತ್ತದೆ.
reinforce	ಬಲಪಡಿಸು	ಹೆಚ್ಚುವರಿ ಕಂಬಗಳು ಛಾವಣಿಯನ್ನು ಬಲಪಡಿಸುತ್ತವೆ.
relieve	ಉಪಶಮನ ಮಾಡು	ಔಷಧಿಯು ನೋವನ್ನು ಉಪಶಮನ ಮಾಡಬಹುದು.
relieved	ನಿರಾಳವಾದ	ಕರೆ ಮಾಡಿದ ನಂತರ ಅವಳು ನಿರಾಳಳಾದಳು.
remarkable	ಗಮನಾರ್ಹ	ಆ ಚೇತರಿಕೆ ಗಮನಾರ್ಹವಾಗಿತ್ತು.
remarkably	ಗಮನಾರ್ಹವಾಗಿ	ಅವನು ಗಮನಾರ್ಹವಾಗಿ ಬೇಗನೆ ಚೇತರಿಸಿಕೊಂಡನು.
reporting	ವರದಿಗಾರಿಕೆ	ನಿಖರವಾದ ವರದಿಗಾರಿಕೆ ಮುಖ್ಯವಾಗಿದೆ.
resign	ರಾಜೀನಾಮೆ ನೀಡು	ಮ್ಯಾನೇಜರ್ ನಾಳೆ ರಾಜೀನಾಮೆ ನೀಡಲಿದ್ದಾರೆ.
resolution	ರೆಸಲ್ಯೂಶನ್	ಪರದೆಯು ಹೆಚ್ಚಿನ ರೆಸಲ್ಯೂಶನ್ ಹೊಂದಿದೆ.
restore	ಮರುಸ್ಥಾಪಿಸು	ಕಾರ್ಮಿಕರು ಹಳೆಯ ವರ್ಣಚಿತ್ರವನ್ನು ಪುನರುದ್ಧರಿಸುತ್ತಾರೆ.
restrict	ನಿರ್ಬಂಧಿಸು	ನಿಯಮಗಳು ಪಾರ್ಕಿಂಗ್ ಅನ್ನು ನಿರ್ಬಂಧಿಸುತ್ತವೆ.
restriction	ನಿರ್ಬಂಧ	ನಿರ್ಬಂಧವು ನಾಳೆ ಕೊನೆಗೊಳ್ಳುತ್ತದೆ.
retail	ಚಿಲ್ಲರೆ	ಚಿಲ್ಲರೆ ಮಾರಾಟ ಹೆಚ್ಚಾಗಿದೆ.
retirement	ನಿವೃತ್ತಿ	ಅವಳು ತನ್ನ ನಿವೃತ್ತಿಯನ್ನು ಎಚ್ಚರಿಕೆಯಿಂದ ಯೋಜಿಸಿದಳು.
revenue	ಆದಾಯ	ಟಿಕೆಟ್ ಆದಾಯವು ರಿಪೇರಿಗಳಿಗೆ ಪಾವತಿಸಿತು.
revision	ಪರಿಷ್ಕರಣೆ	ಪರೀಕ್ಷೆಯ ಮೊದಲು ಪರಿಷ್ಕರಣೆಯು ಸಹಾಯ ಮಾಡಿತು.
ridiculous	ಹಾಸ್ಯಾಸ್ಪದ	ಆ ಬೆಲೆ ಹಾಸ್ಯಾಸ್ಪದವಾಗಿತ್ತು.
risky	ಅಪಾಯಕಾರಿ	ಆ ಯೋಜನೆಯು ಅಪಾಯಕಾರಿ ಎಂದು ತೋರಿತು.
rival	ಪ್ರತಿಸ್ಪರ್ಧಿ	ನಮ್ಮ ಪ್ರತಿಸ್ಪರ್ಧಿ ಹೊಸ ಅಂಗಡಿಯನ್ನು ತೆರೆದರು.
rob	ದೋಚು	ಆ ಪುರುಷರು ಬ್ಯಾಂಕ್ ದೋಚಲು ಪ್ರಯತ್ನಿಸಿದರು.
robbery	ದರೋಡೆ	ರಾತ್ರಿ ವೇಳೆ ದರೋಡೆ ನಡೆದಿದೆ.
rocket	ರಾಕೆಟ್	ರಾಕೆಟ್ ಅನ್ನು ಯಶಸ್ವಿಯಾಗಿ ಉಡಾವಣೆ ಮಾಡಲಾಯಿತು.
romance	ಪ್ರಣಯ	ಕಾದಂಬರಿಯು ಪ್ರಣಯವನ್ನು ಒಳಗೊಂಡಿದೆ.
rose	ಗುಲಾಬಿ	ಬೇಲಿಯ ಬಳಿ ಕೆಂಪು ಗುಲಾಬಿ ಬೆಳೆದಿತ್ತು.
roughly	ಸರಿಸುಮಾರು	ಸರಿಸುಮಾರು ಇಪ್ಪತ್ತು ಜನರು ಹಾಜರಿದ್ದರು.
ruin	ಹಾಳುಮಾಡು	ಮಳೆಯು ಪಿಕ್ನಿಕ್ ಅನ್ನು ಹಾಳುಮಾಡಬಹುದು.
satisfaction	ತೃಪ್ತಿ	ಗ್ರಾಹಕರ ತೃಪ್ತಿ ಸುಧಾರಿಸಿದೆ.
scandal	ಹಗರಣ	ಹಗರಣವು ಅವನ ವೃತ್ತಿಜೀವನವನ್ನು ಹಾಳುಮಾಡಿತು.
scare	ಭಯ	ಜೋರಾದ ಶಬ್ದವು ನನಗೆ ಭಯವನ್ನು ಉಂಟುಮಾಡಿತು.
scenario	ಸನ್ನಿವೇಶ	ಕೆಟ್ಟ ಸನ್ನಿವೇಶ ಸಂಭವಿಸುವ ಸಾಧ್ಯತೆ ಕಡಿಮೆ.
scholar	ವಿದ್ವಾಂಸ	ವಿದ್ವಾಂಸರು ಪ್ರಾಚೀನ ಗ್ರಂಥಗಳನ್ನು ಅಧ್ಯಯನ ಮಾಡಿದರು.
scholarship	ವಿದ್ಯಾರ್ಥಿವೇತನ	ಅವಳು ವಿದ್ಯಾರ್ಥಿವೇತನವನ್ನು ಗೆದ್ದಳು.
scratch	ಗೀರು	ಬೆಕ್ಕು ಒಂದು ಗೀರನ್ನು ಮಾಡಿದೆ.
screening	ತಪಾಸಣೆ	ಆಸ್ಪತ್ರೆಯು ಕ್ಯಾನ್ಸರ್ ತಪಾಸಣೆಯನ್ನು ನೀಡುತ್ತದೆ.
seeker	ಅನ್ವೇಷಕ	ಉದ್ಯೋಗಾಕಾಂಕ್ಷಿಯು ಅರ್ಜಿಗಳನ್ನು ಕಳುಹಿಸಿದ್ದಾರೆ.
seminar	ಸೆಮಿನಾರ್	ಸೆಮಿನಾರ್ ಒಂಬತ್ತು ಗಂಟೆಗೆ ಪ್ರಾರಂಭವಾಗುತ್ತದೆ.
settler	ನೆಲೆಸಿಗ	ನೆಲೆಸಿಗರು ಒಂದು ಸಣ್ಣ ಜಮೀನನ್ನು ನಿರ್ಮಿಸಿದರು.
severely	ತೀವ್ರವಾಗಿ	ಬಿರುಗಾಳಿಯು ರಸ್ತೆಗಳನ್ನು ತೀವ್ರವಾಗಿ ಹಾನಿಗೊಳಿಸಿತು.
sexy	ಆಕರ್ಷಕ	ಉಡುಪನ್ನು ಆಕರ್ಷಕವೆಂದು ಪರಿಗಣಿಸಲಾಗಿದೆ.
shocking	ಆಘಾತಕಾರಿ	ಆ ಸುದ್ದಿಯು ಆಘಾತಕಾರಿಯಾಗಿತ್ತು.
shore	ದಡ	ನಾವು ದಡದ ಉದ್ದಕ್ಕೂ ನಡೆದಿದ್ದೇವೆ.
shortage	ಕೊರತೆ	ನಗರವು ನೀರಿನ ಕೊರತೆಯನ್ನು ಎದುರಿಸಿತು.
shortly	ಶೀಘ್ರದಲ್ಲೇ	ಮಧ್ಯಾಹ್ನದ ಸ್ವಲ್ಪ ಹೊತ್ತಿನಲ್ಲಿ ಬಸ್ ಬಂದಿತು.
short-term	ಅಲ್ಪಾವಧಿಯ	ಯೋಜನೆಯು ಅಲ್ಪಾವಧಿಯ ಪ್ರಯೋಜನಗಳನ್ನು ಹೊಂದಿದೆ.
sibling	ಒಡಹುಟ್ಟಿದವರು	ಪ್ರತಿಯೊಬ್ಬ ಒಡಹುಟ್ಟಿದವರಿಗೂ ಉಡುಗೊರೆ ಸಿಕ್ಕಿತು.
signature	ಸಹಿ	ದಯವಿಟ್ಟು ನಿಮ್ಮ ಸಹಿಯನ್ನು ಸೇರಿಸಿ.
significance	ಪ್ರಾಮುಖ್ಯತೆ	ಈ ಆವಿಷ್ಕಾರವು ಹೆಚ್ಚಿನ ಪ್ರಾಮುಖ್ಯತೆಯನ್ನು ಹೊಂದಿದೆ.
skilled	ನುರಿತ	ನುರಿತ ಕಾರ್ಮಿಕರು ಛಾವಣಿಯನ್ನು ರಿಪೇರಿ ಮಾಡಿದರು.
slogan	ಘೋಷಣೆ	ಪ್ರಚಾರದಲ್ಲಿ ಸರಳವಾದ ಘೋಷಣೆಯನ್ನು ಬಳಸಲಾಯಿತು.
so-called	ಎನ್ನಲಾದ	ತಜ್ಞ ಎನ್ನಲಾದ ವ್ಯಕ್ತಿ ತಪ್ಪುಗಳನ್ನು ಮಾಡಿದ್ದಾನೆ.
somehow	ಹೇಗೋ	ಹೇಗೋ, ಕೀಗಳು ಕಣ್ಮರೆಯಾದವು.
sometime	ಯಾವಾಗಲಾದರೂ	ಮುಂದಿನ ವಾರ ಯಾವಾಗಲಾದರೂ ನಮ್ಮನ್ನು ಭೇಟಿ ಮಾಡಿ.
sophisticated	ಅತ್ಯಾಧುನಿಕ	ಸಾಫ್ಟ್‌ವೇರ್ ಅತ್ಯಾಧುನಿಕವಾಗಿದೆ.
spare	ಬಿಡಿ	ನಾವು ಬಿಡಿ ಕೀಯನ್ನು ಇಟ್ಟುಕೊಳ್ಳುತ್ತೇವೆ.
specialize	ಪರಿಣತಿ ಹೊಂದು	ವೈದ್ಯರು ವಿವಿಧ ಕ್ಷೇತ್ರಗಳಲ್ಲಿ ಪರಿಣತಿ ಹೊಂದುತ್ತಾರೆ.
specify	ನಿರ್ದಿಷ್ಟಪಡಿಸು	ದಯವಿಟ್ಟು ನಿಮ್ಮ ಆಗಮನದ ಸಮಯವನ್ನು ನಿರ್ದಿಷ್ಟಪಡಿಸಿ.
spectacular	ಅದ್ಭುತವಾದ	ಪಟಾಕಿಗಳು ಅದ್ಭುತವಾಗಿದ್ದವು.
spectator	ಪ್ರೇಕ್ಷಕ	ಪ್ರತಿಯೊಬ್ಬ ಪ್ರೇಕ್ಷಕರಿಗೂ ಕಾರ್ಯಕ್ರಮದ ವಿವರವನ್ನು ನೀಡಲಾಯಿತು.
speculate	ಊಹಿಸು	ತಜ್ಞರು ಕಾರಣದ ಬಗ್ಗೆ ಊಹಿಸುತ್ತಾರೆ.
speculation	ಊಹಾಪೋಹ	ಲೇಖನವು ಊಹಾಪೋಹಗಳನ್ನು ಪ್ರೋತ್ಸಾಹಿಸಿತು.
spice	ಮಸಾಲೆ	ಒಂದು ಬಾರಿಗೆ ಒಂದು ಮಸಾಲೆಯನ್ನು ಸೇರಿಸಿ.
spill	ಚೆಲ್ಲು	ಜ್ಯೂಸ್ ಚೆಲ್ಲಬೇಡಿ.
spite	ಆದಾಗ್ಯೂ	ಸಮಸ್ಯೆಗಳಿದ್ದರೂ ಅವನು ಯಶಸ್ವಿಯಾದನು.
spoil	ಹಾಳುಮಾಡು	ಅತಿಯಾದ ಉಪ್ಪು ಸೂಪ್ ಅನ್ನು ಹಾಳುಮಾಡಬಹುದು.
spokesman	ವಕ್ತಾರ	ವಕ್ತಾರರು ಪ್ರಶ್ನೆಗಳಿಗೆ ಉತ್ತರಿಸಿದರು.
spokesperson	ವಕ್ತಾರ	ವಕ್ತಾರರು ಹೇಳಿಕೆಯನ್ನು ಓದಿದರು.
spokeswoman	ಮಹಿಳಾ ವಕ್ತಾರರು	ಮಹಿಳಾ ವಕ್ತಾರರು ಪತ್ರಿಕಾಗೋಷ್ಠಿಯನ್ನು ಉದ್ದೇಶಿಸಿ ಮಾತನಾಡಿದರು.
sponsorship	ಪ್ರಾಯೋಜಕತ್ವ	ತಂಡಕ್ಕೆ ಪ್ರಾಯೋಜಕತ್ವದ ಅಗತ್ಯವಿದೆ.
sporting	ಕ್ರೀಡಾ	ನಗರವು ಕ್ರೀಡಾಕೂಟಗಳನ್ನು ಆಯೋಜಿಸುತ್ತದೆ.
stall	ಮಳಿಗೆ	ಮಾರುಕಟ್ಟೆ ಮಳಿಗೆಯು ಹಣ್ಣುಗಳನ್ನು ಮಾರಾಟ ಮಾಡುತ್ತದೆ.
stance	ನಿಲುವು	ಸಚಿವರು ತಮ್ಮ ನಿಲುವನ್ನು ಬದಲಾಯಿಸಿದರು.
starve	ಹಸಿವಿನಿಂದ ಬಳಲು	ಆಹಾರವಿಲ್ಲದೆ, ಪ್ರಾಣಿಗಳು ಹಸಿವಿನಿಂದ ಸಾಯಬಹುದು.
steadily	ಸ್ಥಿರವಾಗಿ	ಕಂಪನಿಯು ಸ್ಥಿರವಾಗಿ ಬೆಳೆಯಿತು.
steam	ಉಗಿ	ಸೂಪ್‌ನಿಂದ ಉಗಿ ಮೇಲಕ್ಕೆ ಬಂತು.
stimulate	ಪ್ರಚೋದಿಸು	ಗಾಢ ಬಣ್ಣಗಳು ಆಸಕ್ತಿಯನ್ನು ಪ್ರಚೋದಿಸಬಹುದು.
