source_headword	KN	example_KN
pop	ಪಾಪ್	ನನಗೆ ಪಾಪ್ ಸಂಗೀತ ಇಷ್ಟ.
population	ಜನಸಂಖ್ಯೆ	ಜನಸಂಖ್ಯೆ ಹೆಚ್ಚುತ್ತಿದೆ.
position	ಸ್ಥಾನ	ನಿನ್ನ ಸ್ಥಾನವನ್ನು ಬದಲಿಸು.
possession	ಸ್ವತ್ತು	ಈ ಉಂಗುರ ನನ್ನ ಸ್ವತ್ತು.
possibility	ಸಾಧ್ಯತೆ	ಮಳೆ ಬರುವ ಸಾಧ್ಯತೆ ಇದೆ.
poster	ಪೋಸ್ಟರ್	ಪೋಸ್ಟರ್ ಅನ್ನು ಗೋಡೆಯ ಮೇಲೆ ಅಂಟಿಸು.
power	ಶಕ್ತಿ	ಕಂಪ್ಯೂಟರ್‌ಗೆ ಶಕ್ತಿ ಬೇಕು.
predict	ಊಹಿಸು	ನಾವು ಹವಾಮಾನವನ್ನು ಊಹಿಸಲು ಸಾಧ್ಯವಿಲ್ಲ.
president	ಅಧ್ಯಕ್ಷ	ಅಧ್ಯಕ್ಷರು ಭಾಷಣ ಮಾಡಿದರು.
prevent	ತಡೆ	ರೋಗವನ್ನು ತಡೆಯಲು ಕೈ ತೊಳೆಯು.
print	ಮುದ್ರಿಸು	ದಾಖಲೆಯನ್ನು ಮುದ್ರಿಸು.
printer	ಮುದ್ರಕ	ಮುದ್ರಕ ಕೆಟ್ಟಿದೆ.
prison	ಕಾರಾಗೃಹ	ಅವನು ಕಾರಾಗೃಹಕ್ಕೆ ಹೋದನು.
prize	ಬಹುಮಾನ	ಅವಳು ಒಂದು ಬಹುಮಾನ ಗೆದ್ದಳು.
process	ಪ್ರಕ್ರಿಯೆ	ಪ್ರಕ್ರಿಯೆಗೆ ಸಮಯ ಬೇಕು.
produce	ಉತ್ಪಾದಿಸು	ಫಾರ್ಮ್‌ಗಳು ಆಹಾರ ಉತ್ಪಾದಿಸುತ್ತವೆ.
professional	ವೃತ್ತಿಪರ	ಅವಳು ವೃತ್ತಿಪರ ನೃತ್ಯಗಾರ್ತಿ.
professor	ಪ್ರಾಧ್ಯಾಪಕ	ಪ್ರಾಧ್ಯಾಪಕರು ಪ್ರಶ್ನೆಗಳಿಗೆ ಉತ್ತರಿಸಿದರು.
profile	ಪ್ರೊಫೈಲ್	ನಿನ್ನ ಪ್ರೊಫೈಲ್ ನವೀಕರಿಸು.
program	ಕಾರ್ಯಕ್ರಮ	ಕಾರ್ಯಕ್ರಮ ಈಗ ಆರಂಭವಾಗುತ್ತದೆ.
progress	ಪ್ರಗತಿ	ನಾವು ಇಂದು ಪ್ರಗತಿ ಸಾಧಿಸಿದೆವು.
promise	ವಚನ	ನಿನ್ನ ವಚನವನ್ನು ಕಾಪಾಡು.
pronounce	ಉಚ್ಚರಿಸು	ದಯವಿಟ್ಟು ಈ ಪದವನ್ನು ಉಚ್ಚರಿಸು.
protect	ರಕ್ಷಿಸು	ನಿನ್ನ ಕಣ್ಣುಗಳನ್ನು ರಕ್ಷಿಸು.
provide	ಒದಗಿಸು	ಅವರು ಉಚಿತ ನೀರು ಒದಗಿಸುತ್ತಾರೆ.
pub	ಮದ್ಯಶಾಲೆ	ನಾವು ಮದ್ಯಶಾಲೆಯಲ್ಲಿ ಭೇಟಿಯಾದೆವು.
public	ಸಾರ್ವಜನಿಕ	ಉದ್ಯಾನ ಸಾರ್ವಜನಿಕರಿಗೆ ತೆರೆದಿದೆ.
publish	ಪ್ರಕಟಿಸು	ಅವರು ಒಂದು ಪತ್ರಿಕೆ ಪ್ರಕಟಿಸುತ್ತಾರೆ.
pull	ಎಳೆ	ಬಾಗಿಲನ್ನು ಎಳೆ.
purpose	ಉದ್ದೇಶ	ಉದ್ದೇಶ ಏನು?
push	ತಳ್ಳಿ	ಬಟನ್ ತಳ್ಳಿ.
quality	ಗುಣಮಟ್ಟ	ಗುಣಮಟ್ಟ ಹೆಚ್ಚು.
quantity	ಪ್ರಮಾಣ	ಪ್ರಮಾಣವನ್ನು ಪರಿಶೀಲಿಸು.
queen	ರಾಣಿ	ರಾಣಿ ಕೈ ಬೀಸಿದರು.
quietly	ನಿಶ್ಶಬ್ದವಾಗಿ	ನಿಶ್ಶಬ್ದವಾಗಿ ಮಾತನಾಡು.
race (competition)	ಓಟ	ಓಟ ಬೇಗ ಆರಂಭವಾಗುತ್ತದೆ.
railway	ರೈಲ್ವೆ	ರೈಲ್ವೆ ಮುಚ್ಚಿದೆ.
raise	ಎತ್ತಿ	ನಿನ್ನ ಕೈ ಎತ್ತಿ.
rate	ದರ	ಹೋಟೆಲ್ ದರ ಹೆಚ್ಚಾಗಿದೆ.
rather	ಸ್ವಲ್ಪ	ನಾನು ಸ್ವಲ್ಪ ದಣಿದಿದ್ದೇನೆ.
reach	ತಲುಪು	ನೀನು ತಗಡನ್ನು ತಲುಪಬಹುದೇ?
react	ಪ್ರತಿಕ್ರಿಯಿಸು	ಅವನು ಹೇಗೆ ಪ್ರತಿಕ್ರಿಯಿಸಿದ?
realize	ಅರಿತುಕೋ	ನಾನು ನನ್ನ ತಪ್ಪನ್ನು ಅರಿತುಕೊಳ್ಳುತ್ತೇನೆ.
receive	ಸ್ವೀಕರಿಸು	ನೀನು ನನ್ನ ಸಂದೇಶವನ್ನು ಸ್ವೀಕರಿಸಿದ್ದೀಯಾ?
recent	ಇತ್ತೀಚಿನ	ಇದು ಇತ್ತೀಚಿನ ಫೋಟೋ.
recently	ಇತ್ತೀಚೆಗೆ	ನಾನು ಇತ್ತೀಚೆಗೆ ಇಲ್ಲಿ ಬದಲಾಯಿಸಿದೆ.
reception	ಸ್ವಾಗತ	ಸ್ವಾಗತ ಸೋಮವಾರ ನಡೆಯುತ್ತದೆ.
recipe	ಪಾಕವಿಧಾನ	ಈ ಪಾಕವಿಧಾನ ಸುಲಭ.
recognize	ಗುರುತಿಸು	ಆ ಹಾಡನ್ನು ನಾನು ಗುರುತಿಸುತ್ತೇನೆ.
recommend	ಶಿಫಾರಸು ಮಾಡು	ನಾನು ಈ ಪುಸ್ತಕವನ್ನು ಶಿಫಾರಸು ಮಾಡುತ್ತೇನೆ.
record	ದಾಖಲೆ	ಪಾವತಿಗಳ ದಾಖಲೆಯನ್ನು ಇಟ್ಟುಕೋ.
recording	ರೆಕಾರ್ಡಿಂಗ್	ರೆಕಾರ್ಡಿಂಗ್ ಸ್ಪಷ್ಟವಾಗಿ ಕೇಳಿಸುತ್ತದೆ.
recycle	ಮರುಬಳಕೆ ಮಾಡು	ಕಾಗದ ಮತ್ತು ಪ್ಲಾಸ್ಟಿಕ್ ಮರುಬಳಕೆ ಮಾಡು.
reduce	ಕಡಿಮೆ ಮಾಡು	ಬಿಸಿಯನ್ನು ಕಡಿಮೆ ಮಾಡು.
refer	ಉಲ್ಲೇಖಿಸು	ಎರಡನೇ ಪುಟವನ್ನು ಉಲ್ಲೇಖಿಸು.
refuse1	ನಿರಾಕರಿಸು	ನಾನು ಸುಳ್ಳು ಹೇಳಲು ನಿರಾಕರಿಸುತ್ತೇನೆ.
region	ಪ್ರದೇಶ	ಈ ಪ್ರದೇಶ ಚಳಿಯಾಗಿದೆ.
regular	ನಿಯಮಿತ	ಅವನು ನಿಯಮಿತ ಗ್ರಾಹಕ.
relationship	ಸಂಬಂಧ	ಅವರ ಸಂಬಂಧ ಬಲವಾಗಿದೆ.
remove	ತೆಗೆದುಹಾಕು	ನಿನ್ನ ಬೂಟುಗಳನ್ನು ತೆಗೆದುಹಾಕು.
repair	ಸರಿಪಡಿಸು	ಸೈಕಲ್ ಅನ್ನು ಇಂದು ಸರಿಪಡಿಸು.
replace	ಬದಲಿಸು	ಹಳೆಯ ಬ್ಯಾಟರಿಯನ್ನು ಬದಲಿಸು.
reply	ಉತ್ತರಿಸು	ದಯವಿಟ್ಟು ಬೇಗ ಉತ್ತರಿಸು.
reporter	ವರದಿಗಾರ	ವರದಿಗಾರ ಟಿಪ್ಪಣಿಗಳು ತೆಗೆದುಕೊಂಡರು.
request	ವಿನಂತಿ	ನಾನು ಒಂದು ವಿನಂತಿ ಮಾಡಿದೆ.
research	ಸಂಶೋಧನೆ	ನಾವು ಸ್ಥಳೀಯ ಇತಿಹಾಸವನ್ನು ಸಂಶೋಧಿಸುತ್ತೇವೆ.
researcher	ಸಂಶೋಧಕ	ಸಂಶೋಧಕ ಡೇಟಾವನ್ನು ಪರಿಶೀಲಿಸಿದರು.
respond	ಪ್ರತಿಕ್ರಿಯಿಸು	ದಯವಿಟ್ಟು ಇಂದು ಪ್ರತಿಕ್ರಿಯಿಸು.
response	ಪ್ರತಿಕ್ರಿಯೆ	ಅವಳ ಪ್ರತಿಕ್ರಿಯೆ ಬೇಗ ಬಂದಿತು.
rest (remaining part)	ಮಿಕ್ಕ ಭಾಗ	ಮಿಕ್ಕ ಭಾಗವನ್ನು ನಂತರ ತಿನ್ನು.
rest (sleep/relax)	ವಿಶ್ರಾಂತಿ	ನಿನಗೆ ವಿಶ್ರಾಂತಿ ಬೇಕು.
review	ಮರುಪರಿಶೀಲಿಸು	ಇಂದು ರಾತ್ರಿ ನಿನ್ನ ಟಿಪ್ಪಣಿಗಳನ್ನು ಮರುಪರಿಶೀಲಿಸು.
ring1	ಉಂಗುರ	ಅವಳು ಚಿನ್ನದ ಉಂಗುರ ಧರಿಸಿದ್ದಳು.
ring2	ಕರೆ ಮಾಡು	ಮಧ್ಯಾಹ್ನ ಊಟದ ನಂತರ ನನಗೆ ಕರೆ ಮಾಡು.
rise	ಏರು	ಬೆಲೆಗಳು ಪ್ರತಿವರ್ಷ ಏರುತ್ತವೆ.
rock (stone)	ಕಲ್ಲು	ಕಲ್ಲು ಭಾರವಾಗಿದೆ.
