hsk_key	source_word	simplified	HI	example_HI	BN	example_BN	TL	example_TL
1270:观看	观看	观看	देखना	छात्र मैच देख रहे हैं।	দেখা	ছাত্ররা ম্যাচ দেখছে।	manood	Nanonood ng laban ang mga estudyante.
1272:管	管	管	संभालना; ज़िम्मेदारी लेना	यह काम वह संभालेगा।	পরিচালনা করা; দায়িত্ব নেওয়া	এই বিষয়টির দায়িত্ব সে নেবে।	pamahalaan; maging responsable	Siya ang mamamahala sa bagay na ito.
1286:寒冷	寒冷	寒冷	ठंडा; कड़ाके की ठंड	ठंडी सर्दी जल्द आने वाली है।	শীতল; ঠান্ডা	ঠান্ডা শীত শিগগিরই আসছে।	malamig	Malapit nang dumating ang malamig na taglamig.
1291:好好	好好	好好	अच्छी तरह; ध्यान से	तुम्हें अच्छी तरह आराम करना चाहिए।	ভালোভাবে; মন দিয়ে	তোমার ভালোভাবে বিশ্রাম নেওয়া উচিত।	nang mabuti	Dapat kang magpahinga nang mabuti.
1292:好笑	好笑	好笑	हास्यास्पद; मज़ेदार	यह कहानी सचमुच मज़ेदार है।	মজার; হাস্যকর	এই গল্পটি সত্যিই মজার।	nakakatawa	Talagang nakakatawa ang kuwentong ito.
1295:红包	红包	红包	लाल लिफाफा	वसंत त्योहार पर बच्चों को लाल लिफाफे मिलते हैं।	লাল খাম	বসন্ত উৎসবে শিশুরা লাল খাম পায়।	pulang sobre	Tumatanggap ng pulang sobre ang mga bata tuwing Spring Festival.
1302:话剧	话剧	话剧	मंच नाटक	हम आज रात मंच नाटक देखने जा रहे हैं।	মঞ্চনাটক	আমরা আজ রাতে মঞ্চনাটক দেখতে যাচ্ছি।	dulang pang-entablado	Manonood kami ng dulang pang-entablado ngayong gabi.
1304:坏处	坏处	坏处	नुकसान; बुरा पक्ष	इस आदत के बहुत नुकसान हैं।	অসুবিধা; ক্ষতি	এই অভ্যাসের অনেক অসুবিধা আছে।	masamang epekto; pinsala	Maraming masamang epekto ang kaugaliang ito.
1305:环保	环保	环保	पर्यावरण संरक्षण	पर्यावरण संरक्षण के मुद्दे लगातार अधिक महत्वपूर्ण हो रहे हैं।	পরিবেশ সুরক্ষা	পরিবেশ সুরক্ষার বিষয়গুলো ক্রমেই আরও গুরুত্বপূর্ণ হচ্ছে।	pangangalaga sa kapaligiran	Lalong nagiging mahalaga ang mga usapin sa pangangalaga sa kapaligiran.
1306:换乘	换乘	换乘	सवारी बदलना	अगले स्टेशन तक पहुंचने के लिए मेट्रो बदलनी होगी।	যান বদল করা	পরের স্টেশনে যেতে মেট্রো বদল করতে হবে।	lumipat ng sakay	Para makarating sa susunod na istasyon, kailangang lumipat sa subway.
1307:回复	回复	回复	उत्तर देना	कृपया मेरे ईमेल का जल्द से जल्द उत्तर दें।	উত্তর দেওয়া	দয়া করে যত দ্রুত সম্ভব আমার ইমেলের উত্তর দিন।	sumagot	Pakisagot ang email ko sa lalong madaling panahon.
1308:回信	回信	回信	लिखकर जवाब देना; जवाबी पत्र	उसने अब तक जवाबी पत्र नहीं लिखा।	চিঠির উত্তর দেওয়া; উত্তরপত্র	সে এখনও চিঠির উত্তর দেয়নি।	sumulat pabalik; liham na sagot	Hindi pa rin siya sumusulat pabalik.
1310:会员	会员	会员	सदस्य	सदस्य कम कीमत वाली टिकट खरीद सकते हैं।	সদস্য	সদস্যরা কম দামের টিকিট কিনতে পারে।	kasapi	Makakabili ng murang tiket ang mga kasapi.
1311:活	活	活	जीवित; जीना	यह पेड़ अभी भी जीवित है।	জীবিত; বাঁচা	এই গাছটি এখনও জীবিত।	buhay; mabuhay	Buhay pa ang punong ito.
1315:货	货	货	माल	यह माल आज पहुंच गया।	মালপত্র	এই চালানটি আজ এসেছে।	kalakal	Dumating ngayon ang mga kalakal na ito.
1317:获奖	获奖	获奖	पुरस्कार जीतना	उसने प्रतियोगिता में पुरस्कार जीता।	পুরস্কার পাওয়া	সে প্রতিযোগিতায় পুরস্কার পেয়েছে।	makakuha ng gantimpala	Nakakuha siya ng gantimpala sa paligsahan.
1318:获取	获取	获取	प्राप्त करना	छात्र इससे जानकारी प्राप्त कर सकते हैं।	অর্জন করা; পাওয়া	ছাত্ররা এখান থেকে তথ্য পেতে পারে।	kumuha; makakuha	Makakakuha ng impormasyon ang mga estudyante mula rito.
1320:基本上	基本上	基本上	मूल रूप से	यह समस्या मूल रूप से हल हो गई है।	মূলত	এই সমস্যাটি মূলত সমাধান হয়েছে।	sa kabuuan	Sa kabuuan, nalutas na ang problemang ito.
1327:既	既	既	दोनों; चूंकि	वह चीनी भी बोल सकता है और अंग्रेज़ी भी।	উভয়ই; যেহেতু	সে চীনা ও ইংরেজি দুটোই বলতে পারে।	kapwa; dahil	Marunong siya kapwa ng Tsino at Ingles.
1336:加快	加快	加快	तेज़ करना	कृपया काम की गति तेज़ कीजिए।	দ্রুত করা	দয়া করে কাজের গতি বাড়ান।	pabilisin	Pakibilisan ang takbo ng trabaho.
1337:加强	加强	加强	मज़बूत करना	स्कूल को सुरक्षा प्रबंधन मज़बूत करना होगा।	জোরদার করা	স্কুলকে নিরাপত্তা ব্যবস্থাপনা জোরদার করতে হবে।	palakasin	Kailangang palakasin ng paaralan ang pamamahala sa seguridad.
1338:加入	加入	加入	शामिल होना	वह बास्केटबॉल टीम में शामिल होना चाहता है।	যোগ দেওয়া	সে বাস্কেটবল দলে যোগ দিতে চায়।	sumali	Gusto niyang sumali sa koponan ng basketbol.
1339:加上	加上	加上	जोड़ना; समेत	सेवा शुल्क जोड़ने पर कुल दो सौ युआन हैं।	যোগ করা; সহ	সেবা ফি যোগ করলে মোট দুইশো ইউয়ান।	idagdag; kasama	Idagdag ang bayad sa serbisyo, kabuuan ay dalawang daang yuan.
1342:加油	加油	加油	हौसला बढ़ाना; ईंधन डालना	सहपाठी मिलकर टीम सदस्यों का हौसला बढ़ा रहे हैं।	উৎসাহ দেওয়া; জ্বালানি ভরা	সহপাঠীরা একসঙ্গে দলের সদস্যদের উৎসাহ দিচ্ছে।	palakasin ang loob; maglagay ng gasolina	Sabay-sabay na pinalalakas ng mga kaklase ang loob ng mga kasapi ng koponan.
1344:家长	家长	家长	अभिभावक	कल स्कूल अभिभावक बैठक करेगा।	অভিভাবক	আগামীকাল স্কুলে অভিভাবক সভা হবে।	magulang; tagapag-alaga	Magdaraos ang paaralan ng pulong ng mga magulang bukas.
1347:价钱	价钱	价钱	कीमत	इस कपड़े की कीमत ज़्यादा नहीं है।	দাম	এই পোশাকটির দাম বেশি নয়।	presyo	Hindi mataas ang presyo ng damit na ito.
1348:假日	假日	假日	छुट्टी का दिन	छुट्टियों में मॉल में बहुत लोग होते हैं।	ছুটির দিন	ছুটির দিনে শপিং মলে অনেক লোক থাকে।	araw ng pahinga	Maraming tao sa mall tuwing araw ng pahinga.
1349:减	减	减	कम करना; घटाना	कृपया चीनी आधी कम कर दीजिए।	কমানো; বিয়োগ করা	দয়া করে চিনি অর্ধেক কমান।	bawasan	Pakibawasan ng kalahati ang asukal.
1350:减轻	减轻	减轻	घटाना; हल्का करना	व्यायाम तनाव कम कर सकता है।	কমানো; হালকা করা	ব্যায়াম চাপ কমাতে পারে।	gumaan; bawasan	Makababawas ng stress ang ehersisyo.
1353:健身房	健身房	健身房	व्यायामशाला	वह काम के बाद व्यायामशाला जाता है।	ব্যায়ামাগার	সে কাজের পর ব্যায়ামাগারে যায়।	pasilidad pang-ehersisyo	Pumupunta siya sa pasilidad pang-ehersisyo pagkatapos ng trabaho.
1355:江	江	江	नदी	यह नदी शहर के पूर्वी भाग से बहती है।	নদী	এই নদী শহরের পূর্ব অংশ দিয়ে বয়ে যায়।	ilog	Dumadaloy ang ilog na ito sa silangang bahagi ng lungsod.
1356:将	将	将	होगा; जाने वाला है	वह पढ़ने के लिए बीजिंग जाएगा।	হবে; করতে যাচ্ছে	সে পড়তে বেইজিং যাবে।	ay; malapit nang	Pupunta siya sa Beijing para mag-aral.
1358:将要	将要	将要	जल्द ही होगा	रेलगाड़ी जल्द ही स्टेशन में प्रवेश करेगी।	শিগগিরই হবে	ট্রেনটি শিগগিরই স্টেশনে ঢুকবে।	malapit nang	Malapit nang pumasok sa istasyon ang tren.
1359:奖	奖	奖	पुरस्कार	उसे एक बड़ा पुरस्कार मिला।	পুরস্কার	সে একটি বড় পুরস্কার পেয়েছে।	gantimpala	Nakatanggap siya ng malaking gantimpala.
1361:奖学金	奖学金	奖学金	छात्रवृत्ति	उसे छात्रवृत्ति मिली।	বৃত্তি	সে বৃত্তি পেয়েছে।	iskolarship	Nakatanggap siya ng iskolarship.
1362:降	降	降	गिरना; कम होना	तापमान अचानक बहुत गिर गया।	নামা; কমা	তাপমাত্রা হঠাৎ অনেক কমে গেছে।	bumaba	Biglang bumaba nang husto ang temperatura.
1364:降价	降价	降价	कीमत घटाना	इस मोबाइल मॉडल की कीमत घटनी शुरू हो गई है।	দাম কমানো	এই মোবাইল মডেলের দাম কমতে শুরু করেছে।	magbaba ng presyo	Nagsimula nang bumaba ang presyo ng modelong ito ng cellphone.
1366:降温	降温	降温	ठंडा होना; तापमान गिरना	कल तापमान गिर सकता है।	তাপমাত্রা কমা	আগামীকাল তাপমাত্রা কমতে পারে।	pagbaba ng temperatura	Maaaring bumaba ang temperatura bukas.
1369:交警	交警	交警	यातायात पुलिस	यातायात पुलिस चौराहे पर यातायात नियंत्रित कर रही है।	ট্রাফিক পুলিশ	ট্রাফিক পুলিশ মোড়ে যান চলাচল নিয়ন্ত্রণ করছে।	pulis trapiko	Inaayos ng pulis trapiko ang daloy ng sasakyan sa sangandaan.
1374:教师	教师	教师	शिक्षक	यह शिक्षक बहुत अनुभवी है।	শিক্ষক	এই শিক্ষক খুব অভিজ্ঞ।	guro	Maraming karanasan ang gurong ito.
1376:教学	教学	教学	शिक्षण	नई शिक्षण पद्धति बहुत प्रभावी है।	শিক্ষাদান	নতুন শিক্ষাদান পদ্ধতি খুব কার্যকর।	pagtuturo	Mabisa ang bagong paraan ng pagtuturo.
1378:叫作	叫作	叫作	कहलाना	इस जगह को पूर्व झील कहा जाता है।	নামে পরিচিত হওয়া	এই জায়গাটিকে পূর্ব হ্রদ বলা হয়।	tawagin	Ang lugar na ito ay tinatawag na Silangang Lawa.
1383:节假日	节假日	节假日	त्योहार और छुट्टियां	त्योहारों में यात्रा से पहले टिकट बुक कर लेना चाहिए।	ছুটির দিন ও উৎসব	ছুটির দিনে ভ্রমণের আগে টিকিট বুক করা উচিত।	mga pista opisyal	Kapag naglalakbay tuwing pista opisyal, dapat magpareserba ng tiket nang maaga.
1387:今后	今后	今后	आगे से	आगे से मैं और अधिक मेहनत करूंगा।	এখন থেকে	এখন থেকে আমি আরও বেশি পরিশ্রম করব।	mula ngayon	Mula ngayon, lalo pa akong magsisikap.
1388:仅	仅	仅	केवल	यह गतिविधि केवल सदस्यों के लिए खुली है।	শুধু	এই কার্যক্রম শুধু সদস্যদের জন্য খোলা।	lamang	Bukas lamang sa mga kasapi ang gawaing ito.
1390:仅仅	仅仅	仅仅	सिर्फ; मात्र	उसने सिर्फ दस मिनट लगाए।	শুধু; মাত্র	সে মাত্র দশ মিনিট ব্যবহার করেছে।	lamang; basta	Sampung minuto lamang ang ginamit niya.
1392:进入	进入	进入	प्रवेश करना	कृपया कतार बनाकर हॉल में प्रवेश करें।	প্রবেশ করা	দয়া করে সারি দিয়ে হলে প্রবেশ করুন।	pumasok	Pumila para pumasok sa bulwagan.
1401:景点	景点	景点	पर्यटन स्थल	यह पर्यटन स्थल बहुत लोकप्रिय है।	দর্শনীয় স্থান	এই দর্শনীয় স্থানটি খুব জনপ্রিয়।	pasyalan	Sikat na pasyalan ang lugar na ito.
1402:景区	景区	景区	पर्यटन क्षेत्र	पर्यटन क्षेत्र के प्रवेश द्वार पर बहुत पर्यटक हैं।	পর্যটন এলাকা	পর্যটন এলাকার প্রবেশপথে অনেক পর্যটক আছে।	pook-pasyalan	Maraming turista sa pasukan ng pook-pasyalan.
1408:就是	就是	就是	यही; ठीक	यही मेरा स्कूल है।	ঠিক এটাই	এটাই ঠিক আমার স্কুল।	eksakto; iyon mismo	Ito mismo ang paaralan ko.
1411:举例	举例	举例	उदाहरण देना	शिक्षक ने उसे समझाने के लिए उदाहरण देने को कहा।	উদাহরণ দেওয়া	শিক্ষক তাকে ব্যাখ্যার জন্য উদাহরণ দিতে বললেন।	magbigay ng halimbawa	Pinakiusapan siya ng guro na magbigay ng halimbawa para ipaliwanag.
1413:聚	聚	聚	इकट्ठा होना	दोस्त सप्ताहांत में साथ इकट्ठा होते हैं।	জড়ো হওয়া	বন্ধুরা সপ্তাহান্তে একসঙ্গে জড়ো হয়।	magtipon	Nagtitipon ang magkakaibigan tuwing katapusan ng linggo.
1414:聚餐	聚餐	聚餐	साथ भोजन करना	हम आज रात साथ भोजन करेंगे।	একসঙ্গে খাওয়া	আমরা আজ রাতে একসঙ্গে খাব।	salo-salo	Magkakasalo kami sa pagkain ngayong gabi.
1418:剧院	剧院	剧院	रंगमंच; नाटकघर	नाटकघर के दरवाजे पर बहुत लोग कतार में हैं।	থিয়েটার	থিয়েটারের দরজায় অনেক লোক সারি দিয়ে দাঁড়িয়ে আছে।	teatro	Maraming tao ang nakapila sa pasukan ng teatro.
1421:烤	烤	烤	सेंकना; भूनना	वह रोटी सेंक रहा है।	সেঁকা; ভাজা	সে রুটি সেঁকছে।	maghurno; mag-ihaw	Naghuhurno siya ng tinapay.
1423:考生	考生	考生	परीक्षार्थी	परीक्षार्थियों को पहचान पत्र लाना होगा।	পরীক্ষার্থী	পরীক্ষার্থীদের পরিচয়পত্র আনতেই হবে।	kandidato sa pagsusulit	Kailangang magdala ng pagkakakilanlan ang mga kandidato sa pagsusulit.
1425:科技	科技	科技	विज्ञान और तकनीक	तकनीक जीवन को अधिक सुविधाजनक बनाती है।	বিজ্ঞান ও প্রযুক্তি	প্রযুক্তি জীবনকে আরও সুবিধাজনক করে।	agham at teknolohiya	Ginagawang mas maginhawa ng teknolohiya ang buhay.
1427:咳	咳	咳	खांसना	ज़ुकाम होने के बाद वह लगातार खांस रहा है।	কাশি দেওয়া	সর্দি হওয়ার পর থেকে সে ক্রমাগত কাশছে।	umubo	Patuloy siyang umuubo mula nang sipunin siya.
1432:客气	客气	客气	विनम्र; औपचारिक	आप बहुत विनम्र हैं।	ভদ্র; সৌজন্যপূর্ণ	আপনি খুব ভদ্র।	magalang	Masyado kang magalang.
1433:课堂	课堂	课堂	कक्षा	कक्षा में सब बहुत गंभीर हैं।	ক্লাস; শ্রেণিকক্ষ	ক্লাসে সবাই খুব মনোযোগী।	silid-aralan; klase	Seryoso ang lahat sa klase.
1440:口语	口语	口语	बोली जाने वाली भाषा	उसकी बोली जाने वाली चीनी तेज़ी से सुधर रही है।	কথ্য ভাষা	তার কথ্য চীনা দ্রুত উন্নত হচ্ছে।	pasalitang wika	Mabilis umunlad ang pasalita niyang Tsino.
1442:快餐	快餐	快餐	जल्दी मिलने वाला खाना	दोपहर को हमने जल्दी मिलने वाला खाना खाया।	দ্রুত খাবার	দুপুরে আমরা দ্রুত খাবার খেয়েছি।	mabilisang pagkain	Kumain kami ng mabilisang pagkain sa tanghali.
1443:快递	快递	快递	त्वरित पार्सल	मेरा पार्सल अभी तक नहीं पहुंचा।	দ্রুত পার্সেল	আমার পার্সেল এখনও আসেনি।	mabilis na padala	Hindi pa dumarating ang mabilis na padala ko.
1444:快速	快速	快速	तेज़	यह एक तेज़ रास्ता है।	দ্রুত	এটি একটি দ্রুত পথ।	mabilis	Mabilis na daanan ito.
1448:垃圾	垃圾	垃圾	कचरा	कृपया कचरा डिब्बे में डालिए।	আবর্জনা	দয়া করে আবর্জনা বালতিতে ফেলুন।	basura	Ilagay ang basura sa basurahan.
1456:老家	老家	老家	पैतृक घर; गृह नगर	वसंत त्योहार पर वह अपने गृह नगर लौटता है।	নিজের গ্রাম; পৈতৃক বাড়ি	বসন্ত উৎসবে সে নিজের গ্রামে ফিরে যায়।	bayan ng pinagmulan	Umuwi siya sa bayan ng pinagmulan tuwing Spring Festival.
1457:老年	老年	老年	बुढ़ापा; वृद्धावस्था	बुज़ुर्गों को भी व्यायाम की ज़रूरत होती है।	বার্ধক্য	বয়স্ক মানুষেরও ব্যায়াম দরকার।	katandaan; matatandang taon	Kailangan din ng matatanda ang ehersisyo.
1458:老是	老是	老是	हमेशा; बार-बार	वह हमेशा चाबी लाना भूल जाता है।	সবসময়; বারবার	সে সবসময় চাবি আনতে ভুলে যায়।	palagi	Palagi niyang nakakalimutang dalhin ang mga susi.
1467:例子	例子	例子	उदाहरण	शिक्षक ने फिर एक उदाहरण दिया।	উদাহরণ	শিক্ষক আবার একটি উদাহরণ দিলেন।	halimbawa	Nagbigay muli ng isang halimbawa ang guro.
1471:凉	凉	凉	ठंडा हो चुका	यह चाय का कप पहले ही ठंडा हो चुका है।	ঠান্ডা	এই চায়ের কাপটি ইতিমধ্যে ঠান্ডা হয়ে গেছে।	malamig	Lumamig na ang tasang ito ng tsaa.
1472:量	量	量	मापना	नर्स बच्चे का तापमान माप रही है।	মাপা	নার্স শিশুর তাপমাত্রা মাপছেন।	sukatin	Sinusukat ng nars ang temperatura ng bata.
1475:列	列	列	सूची बनाना; पंक्ति	कृपया नामों की सूची बना दीजिए।	তালিকা করা; সারি	দয়া করে নামগুলো তালিকা করুন।	ilista; hanay	Pakilista ang mga pangalan.
1476:零下	零下	零下	शून्य से नीचे	आज सुबह तापमान शून्य से पांच डिग्री नीचे था।	শূন্যের নিচে	আজ সকালে তাপমাত্রা শূন্যের পাঁচ ডিগ্রি নিচে ছিল।	mas mababa sa sero	Kaninang umaga, limang digri mas mababa sa sero ang temperatura.
1477:零花钱	零花钱	零花钱	जेब खर्च	उसने अपना जेब खर्च बचा लिया।	খরচের টাকা	সে নিজের খরচের টাকা জমিয়েছে।	baong pera	Inipon niya ang baong pera niya.
1480:另	另	另	दूसरा; अलग से	कृपया कोई दूसरा समय चुनिए।	অন্য; আলাদা করে	দয়া করে অন্য একটি সময় বেছে নিন।	iba; hiwalay	Pumili ng ibang oras.
1483:流	流	流	बहना	छोटी नदी गांव के किनारे बहती है।	বয়ে যাওয়া	ছোট নদীটি গ্রামের পাশ দিয়ে বয়ে যায়।	dumadaloy	Dumadaloy ang maliit na ilog sa gilid ng nayon.
1485:留下	留下	留下	छोड़ना; रुकना	कृपया अपना फोन नंबर छोड़ दीजिए।	রেখে যাওয়া; থাকা	দয়া করে আপনার ফোন নম্বর রেখে যান।	iwan; manatili	Pakiwan ang numero ng telepono mo.
1487:路过	路过	路过	पास से गुजरना	पुस्तकालय के पास से गुजरते समय मैंने एक किताब खरीदी।	পাশ দিয়ে যাওয়া	বইয়ের দোকানের পাশ দিয়ে যাওয়ার সময় আমি একটি বই কিনেছি।	dumaan	Nakabili ako ng libro nang dumaan ako sa tindahan ng libro.
1488:旅馆	旅馆	旅馆	सराय; छोटा होटल	यह सराय स्टेशन के बहुत पास है।	সরাইখানা; হোটেল	এই সরাইখানাটি স্টেশনের খুব কাছে।	tuluyan	Malapit sa istasyon ang tuluyang ito.
1489:旅客	旅客	旅客	यात्री	यात्री विमान में चढ़ने के लिए कतार में हैं।	যাত্রী	যাত্রীরা বিমানে ওঠার জন্য সারিতে দাঁড়িয়েছে।	manlalakbay; pasahero	Nakapila ang mga pasahero para sumakay.
1493:落	落	落	गिरना	पत्ते सड़क पर गिर गए।	পড়ে যাওয়া	পাতাগুলো রাস্তায় পড়েছে।	mahulog	Nahulog ang mga dahon sa daan.
1498:毛衣	毛衣	毛衣	स्वेटर	यह स्वेटर बहुत गर्म है।	সোয়েটার	এই সোয়েটারটি খুব উষ্ণ।	panglamig na damit	Mainit ang panglamig na damit na ito.
1500:美	美	美	सुंदर	यहां का दृश्य बहुत सुंदर है।	সুন্দর	এখানকার দৃশ্য খুব সুন্দর।	maganda	Maganda ang tanawin dito.
1501:美好	美好	美好	सुंदर; सुखद	सब लोग सुखद जीवन की आशा करते हैं।	সুন্দর; সুখী	সবাই সুন্দর জীবনের আশা করে।	maganda; mabuti	Umaasa ang lahat sa magandang buhay.
1502:美景	美景	美景	सुंदर दृश्य	पहाड़ का सुंदर दृश्य भुलाया नहीं जा सकता।	সুন্দর দৃশ্য	পাহাড়ের সুন্দর দৃশ্য ভোলার নয়।	magandang tanawin	Hindi malilimutan ang magandang tanawin sa bundok.
1504:美食	美食	美食	स्वादिष्ट भोजन	यहां बहुत-सा स्थानीय स्वादिष्ट भोजन है।	সুস্বাদু খাবার	এখানে অনেক স্থানীয় সুস্বাদু খাবার আছে।	masarap na pagkain	Maraming masarap na pagkaing lokal dito.
1510:面试	面试	面试	साक्षात्कार	वह कल सुबह साक्षात्कार में जाएगा।	সাক্ষাৎকার	সে আগামীকাল সকালে সাক্ষাৎকারে যাবে।	panayam	Dadalo siya sa panayam bukas ng umaga.
1513:末	末	末	अंत	जून के अंत में स्कूल की छुट्टी शुरू होती है।	শেষ	জুনের শেষে স্কুলে ছুটি শুরু হয়।	dulo; katapusan	Nagsisimula ang bakasyon sa paaralan sa katapusan ng Hunyo.
1514:母女	母女	母女	मां और बेटी	यह मां और बेटी साथ यात्रा कर रही हैं।	মা ও মেয়ে	এই মা ও মেয়ে একসঙ্গে ভ্রমণ করছে।	ina at anak na babae	Magkasamang naglalakbay ang ina at anak na babae.
1516:母子	母子	母子	मां और बेटा	यह मां और बेटा दक्षिण में रहते हैं।	মা ও ছেলে	এই মা ও ছেলে দক্ষিণে থাকে।	ina at anak na lalaki	Nakatira sa timog ang ina at anak na lalaki.
1519:目的地	目的地	目的地	गंतव्य	हमारा गंतव्य बीजिंग है।	গন্তব্য	আমাদের গন্তব্য বেইজিং।	patutunguhan	Beijing ang patutunguhan namin.
1522:南部	南部	南部	दक्षिणी भाग	इस देश का दक्षिणी भाग बहुत गर्म है।	দক্ষিণ অংশ	এই দেশের দক্ষিণ অংশ খুব উষ্ণ।	timog na bahagi	Mainit ang timog na bahagi ng bansang ito.
1524:男士	男士	男士	पुरुष; सज्जन	पुरुषों का शौचालय बाईं ओर है।	পুরুষ; ভদ্রলোক	পুরুষদের শৌচাগার বাম দিকে।	lalaki; ginoo	Nasa kaliwa ang palikuran ng mga lalaki.
1526:难忘	难忘	难忘	अविस्मरणीय	यह यात्रा बहुत अविस्मरणीय थी।	অবিস্মরণীয়	এই ভ্রমণটি খুব অবিস্মরণীয় ছিল।	hindi malilimutan	Hindi malilimutan ang paglalakbay na ito.
1527:男性	男性	男性	पुरुष; पुरुष संबंधी	इस गतिविधि में पुरुषों और महिलाओं दोनों का स्वागत है।	পুরুষ; পুরুষজাতীয়	এই কার্যক্রমে পুরুষ ও নারী উভয়ই অংশ নিতে পারে।	lalaki; panglalaki	Tinatanggap sa gawaing ito ang mga lalaki at babae.
1530:内心	内心	内心	मन के भीतर; भावनाएं	मन ही मन वह वास्तव में बहुत घबराया हुआ है।	অন্তর; অনুভূতি	মনের ভেতরে সে আসলে খুব নার্ভাস।	kalooban; damdamin	Sa loob-loob niya, talagang kinakabahan siya.
1531:能否	能否	能否	क्या हो सकता है	कृपया बताइए, क्या मैं पहले से पंजीकरण कर सकता हूं?	পারবে কি না	দয়া করে বলুন, আগে নিবন্ধন করা যাবে কি?	maaari ba	Maaari ba akong magparehistro nang maaga?
1532:能够	能够	能够	सक्षम होना	वह स्वतंत्र रूप से काम पूरा कर सकता है।	পারা	সে স্বাধীনভাবে কাজ শেষ করতে পারে।	makaya; magawa	Kaya niyang tapusin ang trabaho nang mag-isa.
1535:年底	年底	年底	साल का अंत	कंपनी साल के अंत में साथ भोजन करेगी।	বছরের শেষ	কোম্পানি বছরের শেষে একসঙ্গে খাওয়ার আয়োজন করবে।	katapusan ng taon	Magdaraos ang kompanya ng salo-salo sa katapusan ng taon.
1539:女性	女性	女性	महिला; स्त्री संबंधी	इस दुकान में बहुत-सी महिला ग्राहक हैं।	নারী; মহিলা	এই দোকানে অনেক নারী গ্রাহক আছে।	babae; pambabae	Maraming babaeng mamimili sa tindahang ito.
1543:排	排	排	कतार लगाना; पंक्ति	सब लोग दरवाजे पर कतार में खड़े हैं।	সারি দেওয়া; সারি	সবাই দরজায় সারিতে দাঁড়িয়ে আছে।	pumila; hanay	Nakapila ang lahat sa may pinto.
1544:牌	牌	牌	पट्टिका; कार्ड; ब्रांड	दरवाजे की पट्टिका पर काम का समय लिखा है।	সাইনবোর্ড; কার্ড; ব্র্যান্ড	দরজার সাইনবোর্ডে খোলার সময় লেখা আছে।	karatula; kard; tatak	Nakasulat sa karatula sa pinto ang oras ng pagbubukas.
1546:排球	排球	排球	वॉलीबॉल	हम दोपहर में वॉलीबॉल खेलेंगे।	ভলিবল	আমরা বিকেলে ভলিবল খেলব।	bolang lambatan	Maglalaro kami ng bolang lambatan mamayang hapon.
1547:牌子	牌子	牌子	ब्रांड; निशान	इस ब्रांड के बैग बहुत लोकप्रिय हैं।	ব্র্যান্ড; সাইন	এই ব্র্যান্ডের ব্যাগ খুব জনপ্রিয়।	tatak; karatula	Sikat ang mga bag ng tatak na ito.
1560:葡萄酒	葡萄酒	葡萄酒	अंगूरी शराब	रात के खाने में उन्होंने थोड़ी अंगूरी शराब पी।	আঙুরের মদ	রাতের খাবারে তারা একটু আঙুরের মদ খেয়েছে।	alak na ubas	Uminom sila ng kaunting alak na ubas sa hapunan.
1562:普通	普通	普通	साधारण; आम	यह एक साधारण भोजनालय है।	সাধারণ	এটি একটি সাধারণ রেস্তোরাঁ।	karaniwan	Karaniwang restawran ito.
1564:期	期	期	अवधि; चरण	यह पाठ्यक्रम तीन चरणों में बांटा गया है।	পর্ব; সময়কাল	এই কোর্সটি তিনটি পর্বে ভাগ করা হয়েছে।	yugto; panahon	Nahahati ang kursong ito sa tatlong yugto.
1565:期末	期末	期末	सत्र का अंत	सत्रांत परीक्षा जल्द आने वाली है।	সেমিস্টারের শেষ	সেমিস্টারের শেষের পরীক্ষা শিগগিরই আসছে।	katapusan ng termino	Malapit na ang pagsusulit sa katapusan ng termino.
1566:期中	期中	期中	मध्य सत्र	मध्य सत्र परीक्षा अगले सप्ताह है।	মধ্য সেমিস্টার	মধ্য সেমিস্টারের পরীক্ষা আগামী সপ্তাহে।	gitnang termino	Sa susunod na linggo ang pagsusulit sa gitnang termino.
1569:起到	起到	起到	भूमिका निभाना; असर डालना	इस गतिविधि ने बहुत अच्छा असर डाला।	ভূমিকা রাখা; প্রভাব ফেলা	এই কার্যক্রমটি খুব ভালো প্রভাব ফেলেছে।	gumanap ng papel; magkaroon ng bisa	May napakagandang bisa ang gawaing ito.
1570:气	气	气	हवा; गैस	साइकिल के टायर में हवा नहीं है।	বায়ু; গ্যাস	সাইকেলের টায়ারে বাতাস নেই।	hangin; gas	Walang hangin ang gulong ng bisikleta.
1572:汽水	汽水	汽水	गैस वाला पेय	बच्चों को गैस वाला पेय पीना पसंद है।	সোডা পানীয়	শিশুরা সোডা পানীয় খেতে ভালোবাসে।	inuming may bula	Gustong uminom ng inuming may bula ang mga bata.
1573:气温	气温	气温	हवा का तापमान	आज का तापमान कल से अधिक है।	বায়ুর তাপমাত্রা	আজকের তাপমাত্রা গতকালের চেয়ে বেশি।	temperatura ng hangin	Mas mataas ang temperatura ngayon kaysa kahapon.
1574:千克	千克	千克	किलोग्राम	चावल की यह बोरी पांच किलोग्राम वज़न की है।	কিলোগ্রাম	এই চালের বস্তার ওজন পাঁচ কিলোগ্রাম।	kilogramo	Limang kilogramo ang bigat ng sako ng bigas na ito.
1577:前方	前方	前方	आगे	आगे एक चौराहा है।	সামনে	সামনে একটি মোড় আছে।	sa unahan	May sangandaan sa unahan.
