source_headword	KN	example_KN
disagree	ಒಪ್ಪದಿರು	ನಾನು ಆ ಯೋಚನೆಯನ್ನು ಒಪ್ಪುವುದಿಲ್ಲ.
disappear	ಅದೃಶ್ಯವಾಗು	ಸೂರ್ಯ ಬೇಗ ಅದೃಶ್ಯವಾಗುತ್ತಾನೆ.
disaster	ವಿಪತ್ತು	ಚಂಡಮಾರುತ ಒಂದು ವಿಪತ್ತು ಆಗಿತ್ತು.
discover	ಕಂಡುಹಿಡಿ	ಅವರು ಹೊಸ ದ್ವೀಪವನ್ನು ಕಂಡುಹಿಡಿಯುತ್ತಾರೆ.
discovery	ಕಂಡುಹಿಡಿತ	ಕಂಡುಹಿಡಿತ ವಿಜ್ಞಾನವನ್ನು ಬದಲಿಸಿತು.
discussion	ಚರ್ಚೆ	ಚರ್ಚೆ ಬೇಗ ಮುಗಿಯಿತು.
disease	ರೋಗ	ಈ ರೋಗ ಗಂಭೀರವಾಗಿದೆ.
distance	ದೂರ	ದೂರ ಚಿಕ್ಕದು.
divorced	ವಿಚ್ಛೇದಿತ	ಅವಳ ಪೋಷಕರು ವಿಚ್ಛೇದಿತರಾಗಿದ್ದಾರೆ.
document	ದಾಖಲೆ	ಈ ದಾಖಲೆಯನ್ನು ಈಗ ಉಳಿಸು.
double	ಎರಡು ಪಟ್ಟು	ನನಗೆ ಎರಡು ಪಟ್ಟು ಕೊಠಡಿ ಬೇಕು.
download	ಡೌನ್‌ಲೋಡ್ ಮಾಡು	ಇಂದು ಅಪ್ಲಿಕೇಶನ್ ಡೌನ್‌ಲೋಡ್ ಮಾಡು.
drama	ನಾಟಕ	ನಾಟಕ ಇಂದು ರಾತ್ರಿ ಆರಂಭವಾಗುತ್ತದೆ.
drawing	ಚಿತ್ರ ಬಿಡಿಸುವುದು	ಅವಳ ಚಿತ್ರ ಬಿಡಿಸುವುದು ಸುಂದರವಾಗಿದೆ.
dream	ಕನಸು	ನನಗೆ ವಿಚಿತ್ರ ಕನಸು ಬಂತು.
driving	ಚಾಲನೆ	ರಾತ್ರಿ ಚಾಲನೆ ಕಷ್ಟ.
drop	ಬಿಡು	ಗಾಜನ್ನು ಬಿಡಬೇಡ.
drug	ಔಷಧಿ	ಔಷಧಿ ಅವನಿಗೆ ಸಹಾಯ ಮಾಡಿತು.
dry	ಒಣ	ತುವಾಲು ಒಣವಾಗಿದೆ.
earn	ಸಂಪಾದಿಸು	ನಾನು ಕೆಲಸದಲ್ಲಿ ಹಣ ಸಂಪಾದಿಸುತ್ತೇನೆ.
earth	ಭೂಮಿ	ಭೂಮಿ ಗೋಳಾಕಾರವಾಗಿದೆ.
easily	ಸುಲಭವಾಗಿ	ಅವಳು ಸುಲಭವಾಗಿ ಕಲಿಯುತ್ತಾಳೆ.
education	ಶಿಕ್ಷಣ	ಶಿಕ್ಷಣ ಮುಖ್ಯವಾಗಿದೆ.
effect	ಪರಿಣಾಮ	ಪರಿಣಾಮ ಸ್ಪಷ್ಟವಾಗಿತ್ತು.
either	ಯಾವುದಾದರೂ	ಯಾವುದಾದರೂ ಉತ್ತರ ಸರಿ.
electric	ವಿದ್ಯುತ್	ಈ ಕಾರು ವಿದ್ಯುತ್‌ನಿಂದ ಓಡುತ್ತದೆ.
electrical	ವಿದ್ಯುತ್ ಸಂಬಂಧಿತ	ವಿದ್ಯುತ್ ವ್ಯವಸ್ಥೆ ಸುರಕ್ಷಿತವಾಗಿದೆ.
electricity	ವಿದ್ಯುತ್	ಇಲ್ಲಿ ವಿದ್ಯುತ್ ದುಬಾರಿಯಾಗಿದೆ.
electronic	ಎಲೆಕ್ಟ್ರಾನಿಕ್	ಈ ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಟಿಕೆಟ್ ಕೆಲಸ ಮಾಡುತ್ತದೆ.
employ	ಉದ್ಯೋಗಕ್ಕೆ ತೆಗೆದುಕೋ	ಅವರು ಐದು ಜನರನ್ನು ಉದ್ಯೋಗಕ್ಕೆ ತೆಗೆದುಕೊಳ್ಳುತ್ತಾರೆ.
employee	ಉದ್ಯೋಗಿ	ಉದ್ಯೋಗಿ ಕಷ್ಟಪಟ್ಟು ಕೆಲಸ ಮಾಡುತ್ತಾನೆ.
employer	ಉದ್ಯೋಗದಾತ	ನನ್ನ ಉದ್ಯೋಗದಾತ ನ್ಯಾಯವಾಗಿದ್ದಾರೆ.
empty	ಖಾಲಿ	ಕೊಠಡಿ ಖಾಲಿಯಾಗಿದೆ.
ending	ಅಂತ್ಯ	ಅಂತ್ಯ ಆಶ್ಚರ್ಯಕರವಾಗಿತ್ತು.
energy	ಶಕ್ತಿ	ಇಂದು ನನಗೆ ಶಕ್ತಿ ಇಲ್ಲ.
engine	ಎಂಜಿನ್	ಎಂಜಿನ್ ಜೋರಾಗಿದೆ.
engineer	ಎಂಜಿನಿಯರ್	ಎಂಜಿನಿಯರ್ ಸೇತುವೆಯನ್ನು ಸರಿಪಡಿಸಿದನು.
enormous	ಅಪಾರ	ಕಟ್ಟಡ ಅಪಾರವಾಗಿದೆ.
enter	ಪ್ರವೇಶಿಸು	ಕೊಠಡಿಗೆ ಮೌನವಾಗಿ ಪ್ರವೇಶಿಸು.
environment	ಪರಿಸರ	ಪರಿಸರವನ್ನು ರಕ್ಷಿಸು.
equipment	ಉಪಕರಣ	ಈ ಉಪಕರಣ ದುಬಾರಿಯಾಗಿದೆ.
error	ದೋಷ	ನಾನು ಒಂದು ದೋಷ ಕಂಡೆ.
especially	ವಿಶೇಷವಾಗಿ	ನನಗೆ ಈ ಹಾಡು ವಿಶೇಷವಾಗಿ ಇಷ್ಟ.
essay	ಪ್ರಬಂಧ	ಇಂದು ರಾತ್ರಿ ಒಂದು ಪ್ರಬಂಧ ಬರೆಯು.
everyday	ದೈನಂದಿನ	ಇದು ದೈನಂದಿನ ಆಂಗ್ಲ.
everywhere	ಎಲ್ಲೆಡೆ	ಹೂಗಳು ಎಲ್ಲೆಡೆ ಬೆಳೆಯುತ್ತವೆ.
evidence	ಸಾಕ್ಷ್ಯ	ಸಾಕ್ಷ್ಯ ಸ್ಪಷ್ಟವಾಗಿದೆ.
exact	ನಿಖರವಾದ	ನಿಖರವಾದ ಸಂಖ್ಯೆಯನ್ನು ಕೊಡು.
exactly	ನಿಖರವಾಗಿ	ಅದು ನಿಖರವಾಗಿ ಸರಿಯಾಗಿದೆ.
excellent	ಅತ್ಯುತ್ತಮ	ನಿನ್ನ ಕೆಲಸ ಅತ್ಯುತ್ತಮವಾಗಿದೆ.
except	ಹೊರತುಪಡಿಸಿ	ನನ್ನನ್ನು ಹೊರತುಪಡಿಸಿ ಎಲ್ಲರೂ ಬಂದರು.
exist	ಇರು	ಈ ವಿಳಾಸ ಇದೆಯೇ?
expect	ನಿರೀಕ್ಷಿಸು	ನಾನು ನಾಳೆ ಮಳೆ ನಿರೀಕ್ಷಿಸುತ್ತೇನೆ.
experience	ಅನುಭವ	ನನಗೆ ಮಕ್ಕಳೊಂದಿಗೆ ಅನುಭವ ಇದೆ.
experiment	ಪ್ರಯೋಗ	ಪ್ರಯೋಗ ಚೆನ್ನಾಗಿ ಕೆಲಸ ಮಾಡಿತು.
expert	ತಜ್ಞ	ಸಹಾಯಕ್ಕಾಗಿ ತಜ್ಞನನ್ನು ಕೇಳು.
explanation	ವಿವರಣೆ	ಅವಳ ವಿವರಣೆ ಸ್ಪಷ್ಟವಾಗಿತ್ತು.
express	ವ್ಯಕ್ತಪಡಿಸು	ದಯವಿಟ್ಟು ನಿನ್ನ ಅಭಿಪ್ರಾಯವನ್ನು ವ್ಯಕ್ತಪಡಿಸು.
expression	ಅಭಿವ್ಯಕ್ತಿ	ಈ ಅಭಿವ್ಯಕ್ತಿ ಸಾಮಾನ್ಯವಾಗಿದೆ.
extreme	ತೀವ್ರ	ಬಿಸಿ ತೀವ್ರವಾಗಿತ್ತು.
extremely	ತುಂಬಾ	ಇದು ತುಂಬಾ ಚಳಿಯಾಗಿದೆ.
factor	ಕಾರಣಾಂಶ	ವೆಚ್ಚ ಒಂದು ಕಾರಣಾಂಶ.
factory	ಕಾರ್ಖಾನೆ	ಕಾರ್ಖಾನೆ ಐದು ಗಂಟೆಗೆ ಮುಚ್ಚುತ್ತದೆ.
fail	ವಿಫಲವಾಗು	ನಾನು ವಿಫಲವಾಗಲಿಲ್ಲ.
fair	ನ್ಯಾಯವಾದ	ಬೆಲೆ ನ್ಯಾಯವಾಗಿದೆ.
fan	ಪಂಖಾ	ಪಂಖಾವನ್ನು ಆನ್ ಮಾಡು.
farming	ಕೃಷಿ	ಕೃಷಿ ಕಠಿಣ ಕೆಲಸ.
fashion	ಫ್ಯಾಷನ್	ಫ್ಯಾಷನ್ ಪ್ರತಿವರ್ಷ ಬದಲಾಗುತ್ತದೆ.
fear	ಭಯ	ಭಯ ಜನರನ್ನು ನಿಲ್ಲಿಸಬಹುದು.
feature	ವೈಶಿಷ್ಟ್ಯ	ಈ ಫೋನ್‌ಗೆ ಉಪಯುಕ್ತ ವೈಶಿಷ್ಟ್ಯ ಇದೆ.
feed	ಆಹಾರ ಕೊಡು	ಈಗ ಬೆಕ್ಕಿಗೆ ಆಹಾರ ಕೊಡು.
female	ಹೆಣ್ಣು	ಹೆಣ್ಣು ಕ್ರೀಡಾಪಟು ಗೆದ್ದಳು.
fiction	ಕಲ್ಪಿತ ಸಾಹಿತ್ಯ	ಅವಳು ರಾತ್ರಿ ಕಲ್ಪಿತ ಸಾಹಿತ್ಯ ಓದುತ್ತಾಳೆ.
field	ಕ್ಷೇತ್ರ	ಕ್ಷೇತ್ರ ಹಸಿರಾಗಿದೆ.
fight	ಹೋರಾಡು	ಅವರು ತುಂಬಾ ಹೆಚ್ಚು ಹೋರಾಡುತ್ತಾರೆ.
figure	ಆಕೃತಿ; ಚಿತ್ರ	ಆಕೃತಿಯನ್ನು ನೋಡು.
finally	ಕೊನೆಗೆ	ನಾವು ಕೊನೆಗೆ ಮನೆ ತಲುಪಿದೆವು.
finger	ಬೆರಳು	ನನ್ನ ಬೆರಳು ನೋಯುತ್ತಿದೆ.
firstly	ಮೊದಲು	ಮೊದಲು, ಪ್ರಶ್ನೆಯನ್ನು ಓದು.
fishing	ಮೀನುಗಾರಿಕೆ	ಮೀನುಗಾರಿಕೆ ಇಲ್ಲಿ ಜನಪ್ರಿಯವಾಗಿದೆ.
fit	ಸರಿಹೊಂದು	ಈ ಬೂಟುಗಳು ಚೆನ್ನಾಗಿ ಸರಿಹೊಂದುತ್ತವೆ.
fix	ಸರಿಪಡಿಸು	ಮುರಿದ ಕುರ್ಚಿಯನ್ನು ಸರಿಪಡಿಸು.
flu	ಜ್ವರ	ನನಗೆ ಜ್ವರ ಇದೆ.
flying	ಹಾರಾಟ	ಹಾರಾಟ ವೇಗವಾಗಿದೆ.
focus	ಗಮನಕೊಡು	ಈ ಕೆಲಸದ ಮೇಲೆ ಗಮನಕೊಡು.
following	ಕೆಳಗಿನ	ಕೆಳಗಿನ ವಾಕ್ಯವನ್ನು ಓದು.
foreign	ವಿದೇಶಿ	ಅವಳು ವಿದೇಶಿ ಭಾಷೆ ಮಾತನಾಡುತ್ತಾಳೆ.
forest	ಕಾಡು	ಕಾಡು ಮೌನವಾಗಿದೆ.
fork	ಫೋರ್ಕ್	ಫೋರ್ಕ್ ಬಳಸು.
formal	ಔಪಚಾರಿಕ	ಈ ಪತ್ರ ಔಪಚಾರಿಕವಾಗಿದೆ.
fortunately	ಅದೃಷ್ಟವಶಾತ್	ಅದೃಷ್ಟವಶಾತ್, ಯಾರೂ ಗಾಯಗೊಂಡಿಲ್ಲ.
forward	ಮುಂದಕ್ಕೆ	ನಿಧಾನವಾಗಿ ಮುಂದಕ್ಕೆ ಚಲಿಸು.
fresh	ತಾಜಾ	ರೊಟ್ಟಿ ತಾಜಾವಾಗಿದೆ.
