source_headword	KN	example_KN
draft	ಕರಡು	ದಯವಿಟ್ಟು ಕರಡನ್ನು ಪರಿಶೀಲಿಸಿ.
drag	ಎಳೆ	ಮೇಜನ್ನು ಎಳೆಯಬೇಡಿ.
dramatic	ನಾಟಕೀಯ	ಫಲಿತಾಂಶಗಳು ನಾಟಕೀಯವಾಗಿದ್ದವು.
edit	ಸಂಪಾದಿಸು	ಅವಳು ಲೇಖನವನ್ನು ಸಂಪಾದಿಸಿದಳು.
edition	ಆವೃತ್ತಿ	ಈ ಆವೃತ್ತಿಯು ಹೊಸ ಫೋಟೋಗಳನ್ನು ಒಳಗೊಂಡಿದೆ.
efficient	ದಕ್ಷ	ವ್ಯವಸ್ಥೆಯು ದಕ್ಷವಾಗಿದೆ.
elderly	ವಯಸ್ಸಾದ	ವಯಸ್ಸಾದ ನಿವಾಸಿಗಳಿಗೆ ಬೆಂಬಲ ಬೇಕು.
elect	ಚುನಾಯಿಸು	ಮತದಾರರು ಹೊಸ ಮಂಡಳಿಯನ್ನು ಚುನಾಯಿಸುತ್ತಾರೆ.
elsewhere	ಬೇರೆಡೆ	ನಾವು ಸಹಾಯಕ್ಕಾಗಿ ಬೇರೆಡೆ ನೋಡಿದೆವು.
emerge	ಹೊರಹೊಮ್ಮು	ಮಧ್ಯರಾತ್ರಿಯ ನಂತರ ವಿವರಗಳು ಹೊರಹೊಮ್ಮಿದವು.
emotional	ಭಾವನಾತ್ಮಕ	ಭಾಷಣವು ಭಾವನಾತ್ಮಕವಾಗಿತ್ತು.
emphasis	ಒತ್ತು	ಸುರಕ್ಷತೆಗೆ ಒತ್ತು ನೀಡಿ.
emphasize	ಒತ್ತು ನೀಡು	ಶಿಕ್ಷಕರು ದೈನಂದಿನ ಅಭ್ಯಾಸಕ್ಕೆ ಒತ್ತು ನೀಡುತ್ತಾರೆ.
enable	ಸಕ್ರಿಯಗೊಳಿಸು	ಆಪ್ ತ್ವರಿತ ಪಾವತಿಗಳನ್ನು ಸಕ್ರಿಯಗೊಳಿಸುತ್ತದೆ.
encounter	ಎದುರಿಸು	ನಾವು ಭಾರೀ ಟ್ರಾಫಿಕ್ ಅನ್ನು ಎದುರಿಸಿದೆವು.
engage	ತೊಡಗಿಸಿಕೊಳ್ಳು	ಈ ಕೋರ್ಸ್ ವಯಸ್ಕ ಕಲಿಯುವವರನ್ನು ತೊಡಗಿಸಿಕೊಳ್ಳುತ್ತದೆ.
enhance	ಹೆಚ್ಚಿಸು	ಬೆಳಕು ಕೋಣೆಯ ಅಂದವನ್ನು ಹೆಚ್ಚಿಸುತ್ತದೆ.
enquiry	ವಿಚಾರಣೆ	ವಿಚಾರಣೆಯು ಮೂರು ತಿಂಗಳ ಕಾಲ ನಡೆಯಿತು.
ensure	ಖಚಿತಪಡಿಸು	ನಿಖರತೆಯನ್ನು ಖಚಿತಪಡಿಸಲು ಎರಡು ಬಾರಿ ಪರಿಶೀಲಿಸಿ.
enthusiasm	ಉತ್ಸಾಹ	ಅವಳ ಉತ್ಸಾಹವು ಗುಂಪನ್ನು ಪ್ರೋತ್ಸಾಹಿಸಿತು.
enthusiastic	ಉತ್ಸಾಹಭರಿತ	ಸ್ವಯಂಸೇವಕರು ಉತ್ಸಾಹಭರಿತರಾಗಿದ್ದರು.
entire	ಇಡೀ	ಇಡೀ ಗ್ರಾಮವು ವಿದ್ಯುತ್ ಕಳೆದುಕೊಂಡಿತು.
entirely	ಸಂಪೂರ್ಣವಾಗಿ	ಕಥೆಯು ಸಂಪೂರ್ಣವಾಗಿ ಸುಳ್ಳು.
establish	ಸ್ಥಾಪಿಸು	ಅವರು ಸ್ಪಷ್ಟ ನಿಯಮಗಳನ್ನು ಸ್ಥಾಪಿಸಿದರು.
estate	ಎಸ್ಟೇಟ್	ಈ ಎಸ್ಟೇಟ್ ಹಲವಾರು ಹೊಲಗಳನ್ನು ಒಳಗೊಂಡಿದೆ.
estimate	ಅಂದಾಜು ಮಾಡು	ನಾವು ಹತ್ತು ಸಾವಿರ ಸಂದರ್ಶಕರನ್ನು ಅಂದಾಜು ಮಾಡುತ್ತೇವೆ.
ethical	ನೈತಿಕ	ಈ ನಿರ್ಧಾರವು ನೈತಿಕ ಪ್ರಶ್ನೆಗಳನ್ನು ಹುಟ್ಟುಹಾಕಿತು.
evaluate	ಮೌಲ್ಯಮಾಪನ ಮಾಡು	ತಜ್ಞರು ವಿನ್ಯಾಸವನ್ನು ಮೌಲ್ಯಮಾಪನ ಮಾಡುತ್ತಾರೆ.
evil	ದುಷ್ಟ	ರಾಜನು ದುಷ್ಟಶಕ್ತಿಗಳಿಗೆ ಹೆದರುತ್ತಿದ್ದನು.
examination	ಪರೀಕ್ಷೆ	ಪರೀಕ್ಷೆಯು ಒಂದು ಗಂಟೆ ಕಾಲ ನಡೆಯಿತು.
excuse	ನೆಪ	ಆ ನೆಪವು ದುರ್ಬಲವಾಗಿ ತೋರಿತು.
executive	ಕಾರ್ಯನಿರ್ವಾಹಕ	ಕಾರ್ಯನಿರ್ವಾಹಕರು ಒಪ್ಪಂದವನ್ನು ಅನುಮೋದಿಸಿದರು.
existence	ಅಸ್ತಿತ್ವ	ಅವರ ಅಸ್ತಿತ್ವವು ಯಾರಿಗೂ ತಿಳಿದಿರಲಿಲ್ಲ.
expectation	ನಿರೀಕ್ಷೆ	ಬಿಡುಗಡೆಗೆ ಮುಂಚಿತವಾಗಿ ನಿರೀಕ್ಷೆ ಹೆಚ್ಚಾಗಿತ್ತು.
expense	ಖರ್ಚು	ಪ್ರಯಾಣವು ನಮ್ಮ ಅತಿದೊಡ್ಡ ಖರ್ಚು.
exploration	ಅನ್ವೇಷಣೆ	ಬಾಹ್ಯಾಕಾಶ ಅನ್ವೇಷಣೆ ಮಕ್ಕಳನ್ನು ಪ್ರೇರೇಪಿಸುತ್ತದೆ.
expose	ಬಹಿರಂಗಪಡಿಸು	ಲೇಖನವು ಭ್ರಷ್ಟಾಚಾರವನ್ನು ಬಹಿರಂಗಪಡಿಸಿತು.
extend	ವಿಸ್ತರಿಸು	ಅವರು ಗಡುವನ್ನು ವಿಸ್ತರಿಸಿದರು.
extent	ವ್ಯಾಪ್ತಿ	ನಾವು ಅದರ ವ್ಯಾಪ್ತಿಯನ್ನು ನಂತರ ತಿಳಿದುಕೊಂಡೆವು.
external	ಬಾಹ್ಯ	ಬಾಹ್ಯ ಒತ್ತಡವು ಅವರ ಮೇಲೆ ಪ್ರಭಾವ ಬೀರಿತು.
extraordinary	ಅಸಾಧಾರಣ	ಅವಳು ಗುಣಮುಖಳಾದದ್ದು ಅಸಾಧಾರಣವಾಗಿತ್ತು.
facility	ಸೌಲಭ್ಯ	ಈ ಕೇಂದ್ರವು ಜೂನ್‌ನಲ್ಲಿ ಪ್ರಾರಂಭವಾಯಿತು.
failure	ವೈಫಲ್ಯ	ವೈಫಲ್ಯವು ಅವನಿಗೆ ತಾಳ್ಮೆಯನ್ನು ಕಲಿಸಿತು.
faith	ನಂಬಿಕೆ	ಅವಳು ಅವನ ಮೇಲೆ ನಂಬಿಕೆ ಇಟ್ಟಿದ್ದಳು.
fault	ತಪ್ಪು	ಅಪಘಾತವು ನನ್ನ ತಪ್ಪಾಗಿತ್ತು.
feather	ಗರಿ	ದಿಂಬಿನಿಂದ ಒಂದು ಗರಿ ಕೆಳಗೆ ಬಿತ್ತು.
fee	ಶುಲ್ಕ	ಶುಲ್ಕದಲ್ಲಿ ಮಧ್ಯಾಹ್ನದ ಊಟವೂ ಸೇರಿದೆ.
feedback	ಪ್ರತಿಕ್ರಿಯೆ	ಪ್ರತಿಕ್ರಿಯೆಯು ಕೋರ್ಸ್ ಅನ್ನು ಸುಧಾರಿಸಲು ಸಹಾಯ ಮಾಡಿತು.
fellow	ಸಹ	ಸಹ ಕಾರ್ಮಿಕರು ಅವಳನ್ನು ಬೆಂಬಲಿಸಿದರು.
finance	ಹಣಕಾಸು	ಬ್ಯಾಂಕ್ ವಿಸ್ತರಣೆಗೆ ಹಣಕಾಸು ಒದಗಿಸುತ್ತದೆ.
finding	ಆವಿಷ್ಕಾರ	ಈ ಶೋಧವು ಸಂಶೋಧಕರನ್ನು ಅಚ್ಚರಿಗೊಳಿಸಿತು.
firm	ಸಂಸ್ಥೆ	ಸಂಸ್ಥೆಯು ಹೊಸ ಸಿಬ್ಬಂದಿಯನ್ನು ನೇಮಿಸಿಕೊಂಡಿತು.
flame	ಜ್ವಾಲೆ	ಒಂದು ಸಣ್ಣ ಜ್ವಾಲೆ ಕಾಣಿಸಿಕೊಂಡಿತು.
flash	ಮಿಂಚು	ಒಂದು ಮಿಂಚು ಆಕಾಶವನ್ನು ಬೆಳಗಿಸಿತು.
flexible	ಹೊಂದಿಕೊಳ್ಳುವ	ವೇಳಾಪಟ್ಟಿಯು ಹೊಂದಿಕೊಳ್ಳುವಂತಿದೆ.
float	ತೇಲು	ಎಲೆಗಳು ನೀರಿನ ಮೇಲೆ ತೇಲುತ್ತವೆ.
folding	ಮಡಚುವ	ಅವನು ಮಡಚುವ ಕುರ್ಚಿಯನ್ನು ಕೊಂಡೊಯ್ದನು.
forgive	ಕ್ಷಮಿಸು	ನೀವು ಅವನನ್ನು ಕ್ಷಮಿಸಬಲ್ಲಿರಾ?
former	ಮಾಜಿ	ಮಾಜಿ ಮೇಯರ್ ಹಿಂದಿರುಗಿದರು.
fortune	ಸಂಪತ್ತು	ಅವರು ಅಪಾರ ಸಂಪತ್ತನ್ನು ಕಳೆದುಕೊಂಡರು.
found	ಸ್ಥಾಪಿಸು	ಅವರು ಸಣ್ಣ ದತ್ತಿ ಸಂಸ್ಥೆಯನ್ನು ಸ್ಥಾಪಿಸಿದರು.
freedom	ಸ್ವಾತಂತ್ರ್ಯ	ಸ್ವಾತಂತ್ರ್ಯಕ್ಕೆ ಜವಾಬ್ದಾರಿಯ ಅಗತ್ಯವಿದೆ.
frequency	ಆವರ್ತನ	ಚಳಿಗಾಲದಲ್ಲಿ ಆವರ್ತನವು ಹೆಚ್ಚಾಯಿತು.
fully	ಸಂಪೂರ್ಣವಾಗಿ	ಹೋಟೆಲ್ ಸಂಪೂರ್ಣವಾಗಿ ಕಾಯ್ದಿರಿಸಲಾಗಿದೆ.
fund	ನಿಧಿ	ಈ ನಿಧಿಯು ಸ್ಥಳೀಯ ಶಾಲೆಗಳನ್ನು ಬೆಂಬಲಿಸುತ್ತದೆ.
fundamental	ಮೂಲಭೂತ	ಇಲ್ಲಿ ಗೌರವವು ಮೂಲಭೂತವಾಗಿದೆ.
funding	ನಿಧಿಸಹಾಯ	ನಿಧಿಸಹಾಯವು ಕಳೆದ ವರ್ಷ ಕೊನೆಗೊಂಡಿತು.
furthermore	ಇದಲ್ಲದೆ	ಇದಲ್ಲದೆ, ವೆಚ್ಚಗಳು ಹೆಚ್ಚಾಗುತ್ತಿವೆ.
gain	ಗಳಿಸು / ಲಾಭ	ವಿದ್ಯಾರ್ಥಿಗಳು ಬೇಗನೆ ಆತ್ಮವಿಶ್ವಾಸವನ್ನು ಗಳಿಸುತ್ತಾರೆ.
gang	ಗ್ಯಾಂಗ್	ಒಂದು ಗ್ಯಾಂಗ್ ರಸ್ತೆಯನ್ನು ನಿಯಂತ್ರಿಸಿತು.
generate	ಉತ್ಪಾದಿಸು	ಸೌರ ಫಲಕಗಳು ವಿದ್ಯುತ್ ಉತ್ಪಾದಿಸುತ್ತವೆ.
genre	ಪ್ರಕಾರ	ಹಾಸ್ಯವು ಅವಳ ನೆಚ್ಚಿನ ಪ್ರಕಾರವಾಗಿದೆ.
govern	ನಿಯಂತ್ರಿಸು	ಕಾನೂನುಗಳು ಸಾರ್ವಜನಿಕ ವೆಚ್ಚವನ್ನು ನಿಯಂತ್ರಿಸುತ್ತವೆ.
grab	ಹಿಡಿದುಕೊಳ್ಳು	ಅವನು ನನ್ನ ತೋಳನ್ನು ಹಿಡಿದುಕೊಂಡನು.
gradually	ಕ್ರಮೇಣ	ನೋವು ಕ್ರಮೇಣ ಮಾಯವಾಯಿತು.
grand	ಭವ್ಯವಾದ	ಹೋಟೆಲ್ ಭವ್ಯವಾದ ಪ್ರವೇಶದ್ವಾರವನ್ನು ಹೊಂದಿದೆ.
grant	ಅನುದಾನ	ಅನುದಾನವು ಉಪಕರಣಗಳಿಗೆ ಹಣ ಪಾವತಿಸಿತು.
guarantee	ಖಾತರಿ	ಟಿಕೆಟ್ ಪ್ರವೇಶವನ್ನು ಖಾತರಿಪಡಿಸುತ್ತದೆ.
handle	ನಿಭಾಯಿಸು	ಅವಳು ದೂರುಗಳನ್ನು ಶಾಂತವಾಗಿ ನಿಭಾಯಿಸಿದಳು.
harm	ಹಾನಿ	ಧೂಮಪಾನವು ಆರೋಗ್ಯಕ್ಕೆ ಹಾನಿ ಮಾಡಬಹುದು.
harmful	ಹಾನಿಕಾರಕ	ಆ ರಾಸಾಯನಿಕವು ಹಾನಿಕಾರಕವಾಗಿದೆ.
hearing	ಶ್ರವಣ	ಅವಳ ಶ್ರವಣ ಸಾಮರ್ಥ್ಯ ಸುಧಾರಿಸಿತು.
heaven	ಸ್ವರ್ಗ	ಅವರು ಮೇಲಿರುವ ಸ್ವರ್ಗವನ್ನು ಕಲ್ಪಿಸಿಕೊಂಡರು.
heel	ಹಿಮ್ಮಡಿ	ಅವನ ಹಿಮ್ಮಡಿ ತುಂಬಾ ನೋಯುತ್ತಿತ್ತು.
hell	ನರಕ	ಆ ಪ್ರವಾಸ ನರಕವಾಗಿತ್ತು.
hesitate	ಹಿಂಜರಿಯು	ಕೇಳಲು ಹಿಂಜರಿಯಬೇಡಿ.
hollow	ಟೊಳ್ಳಾದ	ಮರದ ಒಳಭಾಗವು ಟೊಳ್ಳಾಗಿತ್ತು.
holy	ಪವಿತ್ರ	ಅವರು ಪವಿತ್ರ ಸ್ಥಳಕ್ಕೆ ಭೇಟಿ ನೀಡಿದರು.
honour	ಗೌರವ	ಅವರು ಗೌರವಕ್ಕಾಗಿ ಹೋರಾಡಿದರು.
household	ಮನೆ	ಪ್ರತಿ ಮನೆಗೂ ನೀರು ಸಿಕ್ಕಿತು.
housing	ವಸತಿ	ವಸತಿ ವೆಚ್ಚಗಳು ಹೆಚ್ಚಾಗುತ್ತಲೇ ಇವೆ.
humorous	ಹಾಸ್ಯಮಯ	ಅವನ ಕಥೆ ಹಾಸ್ಯಮಯವಾಗಿತ್ತು.
humour	ಹಾಸ್ಯ	ಹಾಸ್ಯವು ಒತ್ತಡವನ್ನು ಕಡಿಮೆ ಮಾಡಲು ಸಹಾಯ ಮಾಡಿತು.
hunting	ಬೇಟೆ	ಇಲ್ಲಿ ಬೇಟೆಯಾಡುವುದನ್ನು ನಿಷೇಧಿಸಲಾಗಿದೆ.
illustrate	ವಿವರಿಸು	ಉದಾಹರಣೆಗಳು ನಿಯಮವನ್ನು ವಿವರಿಸುತ್ತವೆ.
illustration	ಚಿತ್ರ	ಚಿತ್ರವು ಪ್ರಕ್ರಿಯೆಯನ್ನು ತೋರಿಸುತ್ತದೆ.
imagination	ಕಲ್ಪನೆ	ಮಕ್ಕಳು ಕಲ್ಪನೆಯನ್ನು ಮುಕ್ತವಾಗಿ ಬಳಸುತ್ತಾರೆ.
impatient	ಅಸಹನೆ	ಚಾಲಕರು ಅಸಹನೆಗೊಂಡರು.
imply	ಸೂಚಿಸು	ಅವನ ಮೌನವು ಒಪ್ಪಿಗೆಯನ್ನು ಸೂಚಿಸಬಹುದು.
impose	ವಿಧಿಸು	ನ್ಯಾಯಾಲಯವು ದಂಡವನ್ನು ವಿಧಿಸಿತು.
impress	ಮೆಚ್ಚಿಸು	ಅವಳ ಧೈರ್ಯವು ಎಲ್ಲರನ್ನೂ ಮೆಚ್ಚಿಸಿತು.
impressed	ಪ್ರಭಾವಿತರಾದ	ಅವಳ ಕೆಲಸದಿಂದ ನಾನು ಪ್ರಭಾವಿತನಾದೆ.
inch	ಇಂಚು	ಅದನ್ನು ಒಂದು ಇಂಚು ಎಡಕ್ಕೆ ಸರಿಸಿ.
incident	ಘಟನೆ	ಈ ಘಟನೆಯು ಕಾಳಜಿಯನ್ನು ಉಂಟುಮಾಡಿತು.
income	ಆದಾಯ	ಅವರ ಆದಾಯ ನಿಧಾನವಾಗಿ ಹೆಚ್ಚಾಯಿತು.
increasingly	ದಿನೇ ದಿನೇ	ವಸತಿಯು ದಿನೇ ದಿನೇ ದುಬಾರಿಯಾಗುತ್ತಿದೆ.
industrial	ಕೈಗಾರಿಕಾ	ಪಟ್ಟಣವು ಕೈಗಾರಿಕಾ ಬೇರುಗಳನ್ನು ಹೊಂದಿದೆ.
infection	ಸೋಂಕು	ಸೋಂಕು ಬೇಗನೆ ಹರಡಿತು.
inform	ತಿಳಿಸು	ದಯವಿಟ್ಟು ಮ್ಯಾನೇಜರ್‌ಗೆ ತಿಳಿಸಿ.
initial	ಆರಂಭಿಕ	ಆರಂಭಿಕ ವೆಚ್ಚವು ಹೆಚ್ಚಾಗಿತ್ತು.
initially	ಆರಂಭದಲ್ಲಿ	ಆರಂಭದಲ್ಲಿ ಯಾರೂ ಅವನನ್ನು ನಂಬಲಿಲ್ಲ.
initiative	ಉಪಕ್ರಮ	ಅವಳು ಹೊಸ ಉಪಕ್ರಮವನ್ನು ಪ್ರಾರಂಭಿಸಿದಳು.
inner	ಒಳಗಿನ	ಒಳಗಿನ ಬಾಗಿಲು ಮುಚ್ಚಲ್ಪಟ್ಟಿತ್ತು.
insight	ಒಳನೋಟ	ವರದಿಯು ಉಪಯುಕ್ತ ಒಳನೋಟವನ್ನು ನೀಡುತ್ತದೆ.
insist	ಒತ್ತಾಯಿಸು	ಅವರು ಸುರಕ್ಷತಾ ತಪಾಸಣೆಗೆ ಒತ್ತಾಯಿಸುತ್ತಾರೆ.
inspire	ಪ್ರೇರೇಪಿಸು	ಅವಳ ಕಥೆಯು ಇತರರನ್ನು ಪ್ರೇರೇಪಿಸಬಹುದು.
install	ಸ್ಥಾಪಿಸು	ಅವರು ಹೊಸ ಹೀಟರ್ ಅನ್ನು ಸ್ಥಾಪಿಸಿದರು.
instance	ನಿದರ್ಶನ	ಇದು ಒಂದು ಸ್ಪಷ್ಟ ನಿದರ್ಶನವಾಗಿದೆ.
