hsk_key	source_word	simplified	TR	example_TR	SW	example_SW	AZ	example_AZ	UZ	example_UZ
3921:动听	动听	动听	kulağa hoş gelen	Onun şarkı söylemesi çok hoş geliyor.	ya kupendeza kusikia	Sauti yake ya kuimba inapendeza sana kusikia.	qulağa xoş gələn	Onun oxumaq səsi çox xoşdur.	eshitishga yoqimli	Uning qo‘shiq aytish ovozi juda yoqimli.
3924:都市	都市	都市	metropol; büyük şehir	Şanghay modern bir metropoldür.	jiji kubwa; mji wa kisasa	Shanghai ni jiji kubwa la kisasa.	metropolis; böyük şəhər	Şanxay müasir böyük şəhərdir.	metropolis; katta shahar	Shanxay zamonaviy katta shahardir.
3925:毒	毒	毒	zehir; zehirli	Bu tür yılan zehirlidir.	sumu; yenye sumu	Aina hii ya nyoka ina sumu.	zəhər; zəhərli	Bu növ ilan zəhərlidir.	zahar; zaharli	Bu turdagi ilon zaharli.
3926:渡	渡	渡	geçmek; feribotla geçirmek	Bu nehri tekneyle geçtik.	kuvuka; kuvusha	Tulivuka mto huu kwa mashua.	keçmək; bərə ilə keçirmək	Biz bu çayı qayıqla keçdik.	kechib o‘tmoq; paromda o‘tkazmoq	Biz bu daryodan qayiqda kechib o‘tdik.
3928:短缺	短缺	短缺	kıtlık; eksiklik	Bu şehirde kışın su sıkıntısı olur.	upungufu; uhaba	Jiji hili lina upungufu wa maji wakati wa baridi.	çatışmazlıq; qıtlıq	Bu şəhərdə qışda su çatışmazlığı olur.	tanqislik; yetishmovchilik	Bu shaharda qishda suv tanqisligi bo‘ladi.
3930:对接	对接	对接	bağlamak; koordine etmek	İki sistem birbirine bağlanıyor.	kuunganisha; kuratibu	Mifumo miwili inaunganishwa.	birləşdirmək; əlaqələndirmək	İki sistem bir-birinə qoşulur.	ulamoq; muvofiqlashtirmoq	Ikki tizim bir-biriga ulanmoqda.
3936:多才多艺	多才多艺	多才多艺	çok yetenekli	Çok yetenekli; hem resim yapabiliyor hem piyano çalabiliyor.	mwenye vipaji vingi	Ana vipaji vingi; anaweza kuchora na kupiga piano.	çox istedadlı	O, çox istedadlıdır; həm rəsm çəkir, həm də piano çalır.	ko‘p qobiliyatli	U ko‘p qobiliyatli: rasm chiza oladi va pianino chala oladi.
3938:多媒体	多媒体	多媒体	multimedya; çoklu ortam	Sınıfta multimedya ekipmanı var.	midia anuwai	Darasani kuna vifaa vya midia anuwai.	multimedia; çoxlu media	Sinifdə multimedia avadanlığı var.	multimedia; ko‘p vositali	Sinfda multimedia jihozlari bor.
3940:多元	多元	多元	çeşitli; çoğulcu	Okul, çeşitli kültürel değişimleri teşvik ediyor.	tofauti tofauti; wa aina nyingi	Shule inahimiza mabadilishano ya tamaduni tofauti.	müxtəlif; çoxşaxəli	Məktəb müxtəlif mədəniyyət mübadiləsini təşviq edir.	xilma-xil; ko‘p yo‘nalishli	Maktab xilma-xil madaniy almashinuvni rag‘batlantiradi.
3941:夺	夺	夺	kapmak; zorla almak	Son saniyede topu kaptı.	kunyakua; kuchukua kwa nguvu	Alinyakua mpira katika sekunde ya mwisho.	ələ keçirmək; zorla almaq	O, son saniyədə topu ələ keçirdi.	tortib olmoq; egallamoq	U oxirgi soniyada to‘pni olib qo‘ydi.
3942:夺取	夺取	夺取	ele geçirmek; kazanmak	Sporcu şampiyonluğu kazanmak için çok çalıştı.	kutwaa; kushinda	Mwanariadha alijitahidi kushinda ubingwa.	ələ keçirmək; qazanmaq	İdmançı çempionluğu qazanmaq üçün çox çalışdı.	qo‘lga kiritmoq; yutmoq	Sportchi chempionlikni qo‘lga kiritish uchun astoydil harakat qildi.
3943:躲避	躲避	躲避	kaçınmak; sıyrılmak	Yayalar aniden bastıran sağanak yağmurdan kaçtı.	kukwepa; kuepuka	Watembea kwa miguu walikwepa mvua kubwa ya ghafla.	yayınmaq; qaçmaq	Piyadalar qəfil yağan güclü yağışdan qaçdılar.	qochmoq; chap bermoq	Piyodalar birdan yoqqan kuchli yomg‘irdan qochishdi.
3946:儿科	儿科	儿科	pediatri; çocuk hastalıkları bölümü	Bu hastanenin pediatri bölümü çok ünlüdür.	idara ya watoto; tiba ya watoto	Idara ya watoto ya hospitali hii inajulikana sana.	pediatriya; uşaq xəstəlikləri	Bu xəstəxananın pediatriya şöbəsi çox məşhurdur.	pediatriya; bolalar bo‘limi	Bu shifoxonaning pediatriya bo‘limi juda mashhur.
3949:发病	发病	发病	hastalık baş göstermek	Bu hastalık genellikle ilkbaharda ortaya çıkar.	kuanza kuugua; ugonjwa kujitokeza	Ugonjwa huu kwa kawaida hujitokeza wakati wa masika.	xəstəlik başlamaq; xəstələnmək	Bu xəstəlik adətən yazda başlayır.	kasallik boshlanmoq	Bu kasallik odatda bahorda boshlanadi.
3951:发电	发电	发电	elektrik üretmek	Rüzgâr türbinleri elektrik üretmek için kullanılabilir.	kuzalisha umeme	Mitambo ya upepo inaweza kutumiwa kuzalisha umeme.	elektrik istehsal etmək	Külək turbinləri elektrik istehsalı üçün istifadə oluna bilər.	elektr ishlab chiqarmoq	Shamol turbinalari elektr ishlab chiqarish uchun ishlatilishi mumkin.
3953:发放	发放	发放	dağıtmak; vermek	Okul yarın yeni ders kitaplarını dağıtacak.	kusambaza; kutoa	Shule itasambaza vitabu vipya vya kiada kesho.	paylamaq; vermək	Məktəb sabah yeni dərslikləri paylayacaq.	tarqatmoq; bermoq	Maktab ertaga yangi darsliklarni tarqatadi.
3954:发光	发光	发光	parlamak; ışık saçmak	Bu küçük böcekler geceleri ışık saçar.	kung'aa; kutoa mwanga	Wadudu hawa wadogo hutoa mwanga usiku.	parlamaq; işıq saçmaq	Bu kiçik həşəratlar gecə işıq saçır.	yoritmoq; nur sochmoq	Bu kichik hasharotlar tunda nur sochadi.
3959:法定	法定	法定	yasal; kanuni	Yasal tatillerde herkes dinlenebilir.	kisheria; wa sheria	Kila mtu anaweza kupumzika katika sikukuu za kisheria.	qanuni; hüquqi	Qanuni bayramlarda hamı istirahət edə bilər.	qonuniy; rasmiy	Qonuniy bayramlarda hamma dam olishi mumkin.
3960:法官	法官	法官	hâkim	Hâkim kararı açıkladı.	hakimu	Hakimu alitangaza hukumu.	hakim	Hakim hökmü elan etdi.	sudya	Sudya hukmni e’lon qildi.
3961:法规	法规	法规	yasa ve yönetmelikler	Şirketler çevre yönetmeliklerine uymak zorundadır.	sheria na kanuni	Kampuni lazima zifuate kanuni za mazingira.	qanun və qaydalar	Şirkətlər ekoloji qaydalara əməl etməlidir.	qonun-qoidalar	Korxonalar ekologik qonun-qoidalarga rioya qilishi kerak.
3968:犯	犯	犯	işlemek; ihlal etmek	Ciddi bir hata yaptı.	kufanya; kuvunja	Alifanya kosa kubwa.	etmək; pozmaq	O, ciddi bir səhv etdi.	qilmoq; buzmoq	U jiddiy xato qildi.
3969:方方面面	方方面面	方方面面	her yön; tüm alanlar	Bu reform toplumun her yönünü etkiliyor.	nyanja zote; kila upande	Mageuzi haya yanaathiri nyanja zote za jamii.	hər tərəf; bütün aspektlər	Bu islahat cəmiyyətin bütün aspektlərinə təsir edir.	har jihat; barcha tomonlar	Bu islohot jamiyatning barcha tomonlariga ta’sir qiladi.
3973:房价	房价	房价	konut fiyatları	Bu şehirde konut fiyatları çok yüksek.	bei za nyumba	Bei za nyumba katika jiji hili ni za juu.	ev qiymətləri; mənzil qiymətləri	Bu şəhərdə ev qiymətləri çox yüksəkdir.	uy-joy narxlari	Bu shaharda uy-joy narxlari juda baland.
3975:访谈	访谈	访谈	röportaj; görüşme yapmak	Muhabir yazarla röportaj yapıyor.	mahojiano; kufanya mahojiano	Mwandishi wa habari anafanya mahojiano na mwandishi.	müsahibə; müsahibə almaq	Jurnalist yazıçı ilə müsahibə aparır.	intervyu; suhbat	Muxbir yozuvchi bilan intervyu qilmoqda.
3977:放飞	放飞	放飞	salmak; uçurmak	Çocuklar çimenlikte uçurtma uçuruyor.	kuachia; kurusha	Watoto wanarusha taiti kwenye nyasi.	buraxmaq; uçurtmaq	Uşaqlar otluqda uçurtma uçurdurlar.	uchirib yubormoq; qo‘yib yubormoq	Bolalar maysazorda varrak uchiryapti.
3978:飞速	飞速	飞速	hızla; çok hızlı	Teknoloji hızla gelişiyor.	kwa kasi; kwa haraka sana	Teknolojia inaendelea kwa kasi.	sürətlə; yüksək sürətlə	Texnologiya sürətlə inkişaf edir.	jadal; yuqori tezlikda	Texnologiya jadal rivojlanmoqda.
3979:肥	肥	肥	şişman; verimli	Bu toprak çok verimli, sebze yetiştirmeye uygun.	nene; yenye rutuba	Ardhi hii ina rutuba, inafaa kupanda mboga.	kök; münbit	Bu torpaq çox münbitdir, tərəvəz əkməyə uyğundur.	semiz; unumdor	Bu yer juda unumdor, sabzavot ekishga mos.
3980:肥胖	肥胖	肥胖	obez; obezite	Obezite sağlık risklerini artırır.	unene kupita kiasi; unene	Unene kupita kiasi huongeza hatari za kiafya.	piylənmiş; piylənmə	Piylənmə sağlamlıq risklərini artırır.	semizlik; semiz	Semizlik sog‘liq xavfini oshiradi.
3983:肺炎	肺炎	肺炎	zatürre	Doktor onun zatürre olduğunu söyledi.	nimonia; homa ya mapafu	Daktari alisema ana nimonia.	sətəlcəm	Həkim onun sətəlcəm olduğunu dedi.	zotiljam	Shifokor unda zotiljam borligini aytdi.
3984:分工	分工	分工	iş bölümü	Takım üyeleri arasında iş bölümü çok net.	mgawanyo wa kazi	Mgawanyo wa kazi kati ya wanachama wa timu uko wazi sana.	əmək bölgüsü; iş bölgüsü	Komanda üzvləri arasında iş bölgüsü çox aydındır.	mehnat taqsimoti; ish taqsimoti	Jamoa a’zolari o‘rtasida ish taqsimoti juda aniq.
3985:分级	分级	分级	derecelendirmek; seviyelere ayırmak	Bu materyaller zorluğa göre seviyelere ayrılmalı.	kupanga kwa madaraja; kuainisha kwa kiwango	Nyenzo hizi zinahitaji kuainishwa kulingana na ugumu.	dərəcələndirmək; səviyyəyə görə ayırmaq	Bu materiallar çətinliyinə görə dərəcələndirilməlidir.	darajalamoq; tasniflamoq	Bu materiallarni qiyinligiga qarab darajalash kerak.
3986:分期	分期	分期	taksitle; aşamalar halinde	Taksitle ödemeyi seçti.	kwa awamu; kwa malipo ya sehemu	Alichagua kulipa kwa awamu.	hissə-hissə; mərhələlərlə	O, hissə-hissə ödəməyi seçdi.	bo‘lib-bo‘lib; bosqichma-bosqich	U bo‘lib-bo‘lib to‘lashni tanladi.
3988:氛围	氛围	氛围	atmosfer; hava	Ofisteki hava çok rahat.	mazingira; hali ya mahali	Mazingira ya ofisini ni tulivu.	atmosfer; mühit	Ofisdəki mühit çox rahatdır.	muhit; atmosfera	Ofisdagi muhit juda erkin.
3989:粉	粉	粉	toz; un; pembe	Bu tozla kek yapılabilir.	unga; poda; rangi ya waridi	Unga huu unaweza kutumika kutengeneza keki.	toz; un; çəhrayı	Bu tozdan tort hazırlamaq olar.	kukuni; un; pushti	Bu kukundan tort tayyorlash mumkin.
3993:风力	风力	风力	rüzgâr gücü; rüzgâr şiddeti	Bugün deniz kıyısında rüzgâr çok kuvvetli.	nguvu ya upepo; nishati ya upepo	Leo upepo ni mkali sana kando ya bahari.	külək gücü; külək enerjisi	Bu gün dəniz kənarında külək çox güclüdür.	shamol kuchi; shamol energiyasi	Bugun dengiz bo‘yida shamol juda kuchli.
3995:风雨	风雨	风雨	rüzgâr ve yağmur; zorluklar	Rüzgâr ve yağmur ne kadar şiddetli olursa olsun, zamanında vardı.	upepo na mvua; shida	Hata upepo na mvua vilipokuwa vikali, alifika kwa wakati.	külək və yağış; çətinliklər	Külək və yağış nə qədər güclü olsa da, o vaxtında çatdı.	shamol-yomg‘ir; qiyinchiliklar	Shamol-yomg‘ir qanchalik kuchli bo‘lmasin, u vaqtida yetib keldi.
3998:服	服	服	ikna olmak; boyun eğmek	Herkes onun yeteneğine ikna oldu.	kukubali; kuridhika	Kila mtu anakubali uwezo wake.	inandırılmaq; boyun əymək	Hamı onun bacarığına inanır.	tan olmoq; bo‘ysunmoq	Hamma uning qobiliyatini tan oladi.
3999:浮	浮	浮	yüzmek; su üstünde durmak	Yapraklar suyun yüzeyinde yüzüyor.	kuelea	Majani yanaelea juu ya uso wa maji.	üzmək; səthdə qalmaq	Yarpaqlar suyun səthində üzür.	suzib yurmoq; qalqib turmoq	Barglar suv yuzasida suzib yuribdi.
4004:服用	服用	服用	ilaç kullanmak	Lütfen ilacı talimatlara göre kullanın.	kutumia dawa; kunywa dawa	Tafadhali tumia dawa kulingana na maelekezo.	dərman qəbul etmək	Zəhmət olmasa, dərmanı təlimata uyğun qəbul edin.	dori qabul qilmoq	Iltimos, dorini ko‘rsatmaga muvofiq qabul qiling.
4010:负面	负面	负面	olumsuz	Bu haber olumsuz bir etki yarattı.	hasi	Habari hii ilileta athari hasi.	mənfi	Bu xəbər mənfi təsir yaratdı.	salbiy	Bu xabar salbiy ta’sir ko‘rsatdi.
4013:该2	该2	该	söz konusu; bu	Söz konusu proje zaten sona erdi.	hii; iliyotajwa	Mradi huo tayari umemalizika.	həmin; bu	Həmin layihə artıq başa çatıb.	mazkur; ushbu	Mazkur loyiha allaqachon tugagan.
4014:改编	改编	改编	uyarlamak; yeniden yazmak	Bu film bir romandan uyarlanmıştır.	kurekebisha; kuandika upya	Filamu hii imetokana na riwaya.	uyğunlaşdırmaq; yenidən yazmaq	Bu film romandan uyğunlaşdırılıb.	moslashtirmoq; qayta yozmoq	Bu film romandan moslashtirilgan.
4015:改造	改造	改造	dönüştürmek; yenilemek	Eski fabrika kütüphaneye dönüştürüldü.	kubadilisha; kukarabati	Kiwanda cha zamani kilibadilishwa kuwa maktaba.	dəyişdirmək; təmir edib yeniləmək	Köhnə zavod kitabxanaya çevrildi.	o‘zgartirmoq; ta’mirlamoq	Eski zavod kutubxonaga aylantirildi.
4016:概率	概率	概率	olasılık; ihtimal	Başarı olasılığı pek yüksek değil.	uwezekano	Uwezekano wa kufaulu si mkubwa sana.	ehtimal	Uğur ehtimalı o qədər də yüksək deyil.	ehtimollik	Muvaffaqiyat ehtimoli unchalik yuqori emas.
4017:肝	肝	肝	karaciğer	Çok fazla alkol içmek karaciğere zarar verebilir.	ini	Kunywa pombe nyingi kunaweza kuharibu ini.	qaraciyər	Çox spirtli içki içmək qaraciyərə zərər verə bilər.	jigar	Spirtli ichimlikni juda ko‘p ichish jigarga zarar yetkazishi mumkin.
4024:赶忙	赶忙	赶忙	acele etmek; hemen	Zili duyunca hemen koşarak dışarı çıktı.	kuharakisha; kwa haraka	Aliposikia kengele, alikimbia haraka nje.	tələsmək; tez	Zəngi eşidəndə o tez çölə qaçdı.	shoshilmoq; darhol	Qo‘ng‘iroqni eshitib, u shoshilib tashqariga yugurdi.
4027:钢笔	钢笔	钢笔	dolma kalem	Mektubu dolma kalemle yazıyor.	kalamu ya wino	Anaandika barua kwa kalamu ya wino.	mürəkkəbli qələm	O, məktubu mürəkkəbli qələmlə yazır.	peroli ruchka	U xatni peroli ruchka bilan yozadi.
4030:高层	高层	高层	üst düzey; yüksek katlı	Şirketin üst yönetimi yeni stratejiyi tartışıyor.	ngazi ya juu; jengo refu	Uongozi wa juu wa kampuni unajadili mkakati mpya.	yüksək səviyyə; hündürmərtəbəli	Şirkətin rəhbərliyi yeni strategiyanı müzakirə edir.	yuqori daraja; baland qavatli	Kompaniya rahbariyati yangi strategiyani muhokama qilmoqda.
4032:高等	高等	高等	yüksek; ileri	Yükseköğrenim görüyor.	ya juu; ya hali ya juu	Anapata elimu ya juu.	ali; yüksək	O, ali təhsil alır.	oliy; yuqori	U oliy ta’lim olmoqda.
4033:高端	高端	高端	üst segment; lüks	Bu mağaza ağırlıklı olarak üst segment telefonlar satıyor.	ya kiwango cha juu; ghali	Duka hili hasa huuza simu za kiwango cha juu.	yüksək səviyyəli; bahalı	Bu dükan əsasən yüksək səviyyəli telefonlar satır.	yuqori darajali; qimmat	Bu do‘kon asosan yuqori darajali telefonlar sotadi.
4036:高手	高手	高手	usta; uzman	Satrançta ustadır.	mtaalamu; bingwa	Yeye ni bingwa wa mchezo wa chess.	usta; mahir adam	O, şahmatda ustadır.	usta; mohir kishi	U shaxmatda usta.
4037:高新技术	高新技术	高新技术	yüksek ve yeni teknoloji; ileri teknoloji	Bu şirket ileri teknoloji üzerine araştırma yapıyor.	teknolojia ya hali ya juu na mpya	Kampuni hii hufanya utafiti maalumu wa teknolojia ya hali ya juu.	yüksək və yeni texnologiya	Bu şirkət yüksək və yeni texnologiyaları araşdırır.	yuqori va yangi texnologiya	Bu kompaniya yuqori va yangi texnologiyalarni tadqiq qiladi.
4038:高原	高原	高原	plato	Çinghay-Tibet Platosu'nda hava nispeten incedir.	nyanda za juu	Hewa katika Nyanda za Juu za Qinghai-Tibet ni nyepesi kiasi.	yayla; plato	Qinghai-Tibet yaylasında hava nisbətən seyrəkdir.	plato; yassi tog‘lik	Qinghai-Tibet platosida havo nisbatan siyrak.
4040:稿子	稿子	稿子	taslak; müsvedde	Lütfen taslağı editöre gönderin.	rasimu; muswada	Tafadhali mtumie mhariri muswada.	qaralama; əlyazma	Zəhmət olmasa, yazını redaktora göndərin.	qoralama; qo‘lyozma	Iltimos, qoralamani muharrirga yuboring.
4042:歌唱	歌唱	歌唱	şarkı söylemek	Çocuklar sahnede şarkı söylüyor.	kuimba	Watoto wanaimba jukwaani.	mahnı oxumaq	Uşaqlar səhnədə mahnı oxuyurlar.	qo‘shiq aytmoq	Bolalar sahnada qo‘shiq aytmoqda.
4050:公	公	公	ortak; kamusal	Yemek yerken lütfen ortak servis çubuklarını kullanın.	ya umma; ya pamoja	Unapokula, tafadhali tumia vijiti vya pamoja vya kuhudumia chakula.	ictimai; ümumi	Yemək yeyərkən zəhmət olmasa ümumi çubuqlardan istifadə edin.	umumiy; jamoat	Ovqatlanayotganda umumiy cho‘plardan foydalaning.
4051:宫	宫	宫	saray	Bu saray çok iyi korunmuş.	ikulu; kasri	Kasri hili limehifadhiwa vizuri.	saray	Bu saray yaxşı qorunub saxlanılıb.	saroy	Bu saroy yaxshi saqlangan.
4052:公安	公安	公安	kamu güvenliği; polis	Polisler olay yerine hızla ulaştı.	usalama wa umma; polisi	Maafisa wa usalama wa umma walifika eneo la tukio haraka.	ictimai təhlükəsizlik; polis	Polis əməkdaşları hadisə yerinə tez çatdılar.	jamoat xavfsizligi; politsiya	Jamoat xavfsizligi xodimlari voqea joyiga tez yetib keldi.
4053:工地	工地	工地	şantiye	Şantiyenin yanı çok gürültülü.	eneo la ujenzi	Karibu na eneo la ujenzi kuna kelele nyingi.	tikinti sahəsi	Tikinti sahəsinin yanı çox səs-küylüdür.	qurilish maydoni	Qurilish maydoni yonida juda shovqin.
4054:工夫	工夫	工夫	zaman; emek	Kaligrafiyi iyi öğrenmek emek ister.	muda; juhudi	Kujifunza kaligrafia vizuri kunahitaji juhudi.	vaxt; zəhmət	Xəttatlığı yaxşı öyrənmək üçün zəhmət çəkmək lazımdır.	vaqt; kuch	Xattotlikni yaxshi o‘rganish kuch talab qiladi.
4062:工序	工序	工序	iş süreci; işlem adımı	Bu işlem adımının makineyle tamamlanması gerekiyor.	utaratibu wa kazi; mchakato	Hatua hii ya kazi inahitaji kukamilishwa na mashine.	iş proseduru; proses	Bu iş mərhələsi maşınla tamamlanmalıdır.	ish jarayoni; texnologik bosqich	Bu jarayonni mashina bajarishi kerak.
4063:公益	公益	公益	kamu yararı; hayır işi	Sık sık kamu yararı etkinliklerine katılır.	manufaa ya umma; kazi za jamii	Mara nyingi hushiriki shughuli za manufaa ya umma.	ictimai fayda; xeyriyyə işi	O, tez-tez ictimai faydalı tədbirlərdə iştirak edir.	jamoat foydasi; xayriya	U tez-tez jamoat foydasi tadbirlarida qatnashadi.
4064:供应	供应	供应	sağlamak; tedarik etmek	Bu şirket taze sebze tedarik ediyor.	kusambaza; kutoa	Kampuni hii husambaza mboga safi.	təchiz etmək; təmin etmək	Bu şirkət təzə tərəvəz təmin edir.	ta’minlamoq; yetkazib bermoq	Bu kompaniya yangi sabzavot yetkazib beradi.
4067:公众	公众	公众	kamu; halk	Bu haber hızla halkın dikkatini çekti.	umma	Habari hii ilivutia haraka umakini wa umma.	ictimaiyyət; xalq	Bu xəbər tezliklə ictimaiyyətin diqqətini çəkdi.	jamoatchilik; xalq	Bu xabar tezda jamoatchilik e’tiborini tortdi.
4071:沟	沟	沟	hendek; kanal	Yağmur suyu yol kenarındaki hendeğe aktı.	mtaro; mfereji	Maji ya mvua yaliingia kwenye mtaro kando ya barabara.	xəndək; kanal	Yağış suyu yol kənarındakı xəndəyə axdı.	ariq; kanal	Yomg‘ir suvi yo‘l chetidagi ariqqa oqdi.
4072:构造	构造	构造	inşa etmek; yapı	Öğretmen bu köprünün yapısını açıkladı.	kujenga; muundo	Mwalimu alieleza muundo wa daraja hili.	qurmaq; quruluş	Müəllim bu körpünün quruluşunu izah etdi.	qurmoq; tuzilma	O‘qituvchi bu ko‘prikning tuzilishini tushuntirdi.
4076:古迹	古迹	古迹	tarihi eser; tarihi yer	Turistler yerel tarihi yerleri gezdi.	eneo la kihistoria	Watalii walitembelea maeneo ya kihistoria ya eneo hilo.	tarixi abidə; tarixi yer	Turistlər yerli tarixi abidələri ziyarət etdilər.	tarixiy obida; tarixiy joy	Sayyohlar mahalliy tarixiy joylarni ziyorat qildi.
4078:古人	古人	古人	eski insanlar; antik çağ insanları	Eski insanlar yıldızlı gökyüzünü çok erken gözlemledi.	watu wa kale	Watu wa kale waliangalia anga lenye nyota tangu zamani.	qədim insanlar	Qədim insanlar ulduzlu səmanı çox erkən müşahidə edirdilər.	qadimgi odamlar	Qadimgi odamlar yulduzli osmonni juda erta kuzatgan.
4079:股市	股市	股市	borsa	Bugün borsa çok dalgalandı.	soko la hisa	Soko la hisa limeyumba sana leo.	fond bazarı	Bu gün fond bazarında böyük dalğalanma oldu.	fond bozori	Bugun fond bozori juda o‘zgaruvchan bo‘ldi.
4082:顾	顾	顾	ilgilenmek; düşünmek	İşi çok yoğun, dinlenmeye vakit ayıramıyor.	kujali; kuzingatia	Ana kazi nyingi sana, hawezi kujali kupumzika.	qayğısına qalmaq; nəzərə almaq	O, işdə çox məşğuldur, istirahət etməyə vaxt tapa bilmir.	qaramoq; hisobga olmoq	U ish bilan juda band, dam olishga ulgurolmaydi.
4086:拐	拐	拐	dönmek; kaçırmak	Öndeki kavşaktan sağa dön.	kugeuka; kuteka nyara	Geuka kulia kwenye makutano yaliyo mbele.	dönmək; oğurlamaq	Qarşıdakı yol ayrıcında sağa dön.	burilmoq; o‘g‘irlab ketmoq	Oldindagi chorrahada o‘ngga buriling.
4089:关爱	关爱	关爱	ilgilenmek; şefkat göstermek	Toplum yaşlılara özen göstermeli.	kujali; kuonyesha huruma	Jamii inapaswa kuwajali wazee.	qayğı göstərmək; maraqlanmaq	Cəmiyyət yaşlılara qayğı göstərməlidir.	g‘amxo‘rlik qilmoq; e’tibor bermoq	Jamiyat keksalarga g‘amxo‘rlik qilishi kerak.
4093:关联	关联	关联	ilişkili olmak; bağlantı	Bu iki sorun birbiriyle ilişkili.	kuhusiana; uhusiano	Masuala haya mawili yanahusiana.	əlaqəli olmaq; əlaqə	Bu iki məsələ bir-biri ilə əlaqəlidir.	bog‘liq bo‘lmoq; aloqa	Bu ikki masala bir-biri bilan bog‘liq.
4094:观赏	观赏	观赏	seyretmek; takdir etmek	Turistler göl kenarında gün batımını seyretti.	kutazama; kufurahia	Watalii walitazama machweo kando ya ziwa.	seyr etmək; qiymətləndirmək	Turistlər göl kənarında gün batımını seyr etdilər.	tomosha qilmoq; qadrlamoq	Sayyohlar ko‘l bo‘yida quyosh botishini tomosha qildi.
4095:官员	官员	官员	yetkili; görevli	Bu yetkili muhabirin sorularını yanıtladı.	afisa; kiongozi	Afisa huyu alijibu maswali ya mwandishi wa habari.	məmur; rəsmi şəxs	Bu məmur jurnalistin suallarını cavablandırdı.	amaldor; rasmiy shaxs	Bu amaldor muxbirning savollariga javob berdi.
4096:管道	管道	管道	boru hattı; boru	İşçiler yeraltı boru hattını kontrol ediyor.	bomba; njia ya bomba	Wafanyakazi wanakagua mabomba ya chini ya ardhi.	boru kəməri; boru	Fəhlələr yeraltı boru kəmərini yoxlayırlar.	quvur; quvur liniyasi	Ishchilar yer osti quvurlarini tekshiryapti.
4099:归	归	归	ait olmak; dönmek	Bu kitap kütüphaneye aittir.	kuwa mali ya; kurudi	Kitabu hiki ni mali ya maktaba.	aid olmaq; qayıtmaq	Bu kitab kitabxanaya məxsusdur.	tegishli bo‘lmoq; qaytmoq	Bu kitob kutubxonaga tegishli.
4106:贵重	贵重	贵重	değerli; kıymetli	Lütfen değerli eşyaları kasaya koyun.	yenye thamani; ya bei	Tafadhali weka vitu vya thamani kwenye sefu.	qiymətli; dəyərli	Zəhmət olmasa, qiymətli əşyaları seyfə qoyun.	qimmatbaho; qadrli	Iltimos, qimmatbaho buyumlarni seyfga qo‘ying.
4107:棍	棍	棍	sopa; çubuk	Çadırı bir sopayla destekledi.	fimbo; kijiti	Alitumia fimbo kusimamisha hema.	çubuq; dəyənək	O, çadırı bir çubuqla dirədi.	tayoq; novda	U chodirni tayoq bilan tirab qo‘ydi.
4108:国宝	国宝	国宝	ulusal hazine	Pandalar birçok kişi tarafından ulusal hazine olarak görülür.	hazina ya taifa	Panda huchukuliwa na watu wengi kuwa hazina ya taifa.	milli sərvət	Pandalar bir çox insan tərəfindən milli sərvət sayılır.	milliy boylik	Pandalar ko‘pchilik tomonidan milliy boylik deb qaraladi.
4109:国产	国产	国产	yerli üretim	Bu araba yerli üretim bir markadır.	iliyotengenezwa nchini	Gari hili ni chapa iliyotengenezwa nchini.	yerli istehsal	Bu maşın yerli istehsal brendidir.	mahalliy ishlab chiqarilgan	Bu mashina mahalliy ishlab chiqarilgan brend.
4110:国歌	国歌	国歌	ulusal marş	Maçtan önce herkes birlikte ulusal marşı söyledi.	wimbo wa taifa	Kabla ya mechi, wote waliimba wimbo wa taifa pamoja.	dövlət himni; milli himn	Oyundan əvvəl hamı birlikdə dövlət himnini oxudu.	davlat madhiyasi; milliy madhiya	Musobaqadan oldin hamma birga davlat madhiyasini kuyladi.
4111:国旗	国旗	国旗	ulusal bayrak	Okulun kapısında ulusal bayrak asılı.	bendera ya taifa	Bendera ya taifa imening'inizwa kwenye lango la shule.	dövlət bayrağı; milli bayraq	Məktəbin qapısında dövlət bayrağı asılıb.	davlat bayrog‘i; milliy bayroq	Maktab darvozasida davlat bayrog‘i osilgan.
4112:国情	国情	国情	ulusal koşullar	Politika yaparken ülkenin koşulları dikkate alınmalı.	hali ya nchi; mazingira ya taifa	Kutunga sera kunapaswa kuzingatia hali ya nchi.	milli şərait; ölkə reallığı	Siyasət hazırlayarkən ölkənin milli şəraiti nəzərə alınmalıdır.	milliy sharoit; mamlakat holati	Siyosat ishlab chiqishda mamlakat sharoitini hisobga olish kerak.
4115:过后	过后	过后	sonra; ardından	Yağmurdan sonra hava çok ferahladı.	baadaye; baada ya	Baada ya mvua, hewa ilikuwa safi.	sonra; ardınca	Yağışdan sonra hava çox təmiz idi.	keyin; so‘ng	Yomg‘irdan keyin havo juda musaffo bo‘ldi.
4116:过时	过时	过时	modası geçmiş; güncel değil	Bu tasarım artık modası geçmiş.	imepitwa na wakati; si ya kisasa	Muundo huu tayari umepitwa na wakati.	köhnəlmiş; dəbdən düşmüş	Bu dizayn artıq köhnəlib.	eskirgan; zamondan qolgan	Bu dizayn allaqachon eskirgan.
