hsk_key	source_word	simplified	gloss	example_zh	example_pinyin	example_en
3984:分工	分工	分工	division of labor	团队成员分工很明确。	Tuán duì chéng yuán fēngōng hěn míng què.	The division of labor among team members is very clear.
3985:分级	分级	分级	to grade; classify by level	这些资料需要按难度分级。	Zhè xiē zī liào xū yào àn nán dù fēnjí.	These materials need to be graded by difficulty.
3986:分期	分期	分期	by installments; in stages	他选择分期付款。	Tā xuǎn zé fēnqī fù kuǎn.	He chose to pay in installments.
3988:氛围	氛围	氛围	atmosphere	办公室的氛围很轻松。	Bàn gōng shì de fēnwéi hěn qīng sōng.	The atmosphere in the office is relaxed.
3989:粉	粉	粉	powder; flour; pink	这种粉可以做蛋糕。	Zhè zhǒng fěn kě yǐ zuò dàn gāo.	This kind of powder can be used to make cakes.
3993:风力	风力	风力	wind force; wind power	今天海边风力很大。	Jīn tiān hǎi biān fēnglì hěn dà.	The wind force by the sea is strong today.
3995:风雨	风雨	风雨	wind and rain; hardships	风雨再大，他也按时到达。	Fēngyǔ zài dà, tā yě àn shí dào dá.	No matter how heavy the wind and rain, he arrived on time.
3998:服	服	服	to be convinced; submit	大家都服他的能力。	Dà jiā dōu fú tā de néng lì.	Everyone is convinced by his ability.
3999:浮	浮	浮	to float	树叶浮在水面上。	Shù yè fú zài shuǐ miàn shang.	The leaves float on the surface of the water.
4004:服用	服用	服用	to take medicine	请按说明服用药物。	Qǐng àn shuō míng fúyòng yào wù.	Please take the medicine according to the instructions.
4010:负面	负面	负面	negative	这条新闻带来了负面影响。	Zhè tiáo xīn wén dài lái le fùmiàn yǐng xiǎng.	This news brought a negative impact.
4013:该2	该2	该	this; the said	该项目已经结束。	Gāi xiàng mù yǐ jīng jié shù.	This project has already ended.
4014:改编	改编	改编	to adapt; rewrite	这部电影改编自小说。	Zhè bù diàn yǐng gǎibiān zì xiǎo shuō.	This film was adapted from a novel.
4015:改造	改造	改造	to transform; renovate	旧工厂被改造成图书馆。	Jiù gōng chǎng bèi gǎizào chéng tú shū guǎn.	The old factory was transformed into a library.
4016:概率	概率	概率	probability	成功的概率并不高。	Chéng gōng de gàilǜ bìng bù gāo.	The probability of success is not high.
4017:肝	肝	肝	liver	喝酒太多会伤肝。	Hē jiǔ tài duō huì shāng gān.	Drinking too much alcohol can harm the liver.
4024:赶忙	赶忙	赶忙	to hurry; hastily	听到铃声，他赶忙跑出去。	Tīng dào líng shēng, tā gǎnmáng pǎo chū qù.	When he heard the bell, he hurriedly ran out.
4027:钢笔	钢笔	钢笔	fountain pen	他用钢笔写信。	Tā yòng gāngbǐ xiě xìn.	He writes letters with a fountain pen.
4030:高层	高层	高层	senior level; high-rise	公司高层正在讨论新战略。	Gōng sī gāocéng zhèng zài tǎo lùn xīn zhàn lüè.	The company's senior management is discussing a new strategy.
4032:高等	高等	高等	higher; advanced	他正在接受高等教育。	Tā zhèng zài jiē shòu gāoděng jiào yù.	He is receiving higher education.
4033:高端	高端	高端	high-end	这家店主要销售高端手机。	Zhè jiā diàn zhǔ yào xiāo shòu gāoduān shǒu jī.	This store mainly sells high-end mobile phones.
4036:高手	高手	高手	expert; skilled person	他是下棋的高手。	Tā shì xià qí de gāoshǒu.	He is an expert at chess.
4037:高新技术	高新技术	高新技术	high and new technology	这家公司专门研究高新技术。	Zhè jiā gōng sī zhuān mén yán jiū gāoxīn jìshù.	This company specializes in high and new technology.
4038:高原	高原	高原	plateau	青藏高原空气比较稀薄。	Qīng Zàng gāoyuán kōng qì bǐ jiào xī bó.	The air on the Qinghai-Tibet Plateau is relatively thin.
4040:稿子	稿子	稿子	draft; manuscript	请把稿子发给编辑。	Qǐng bǎ gǎozi fā gěi biān jí.	Please send the manuscript to the editor.
4042:歌唱	歌唱	歌唱	to sing	孩子们在舞台上歌唱。	Hái zi men zài wǔ tái shang gēchàng.	The children are singing on the stage.
4050:公	公	公	public; communal	吃饭时请使用公筷。	Chī fàn shí qǐng shǐ yòng gōng kuài.	Please use communal serving chopsticks when eating.
4051:宫	宫	宫	palace	这座宫保存得很好。	Zhè zuò gōng bǎo cún de hěn hǎo.	This palace is well preserved.
4052:公安	公安	公安	public security; police	公安人员很快赶到现场。	Gōng'ān rén yuán hěn kuài gǎn dào xiàn chǎng.	Public security officers quickly arrived at the scene.
4053:工地	工地	工地	construction site	工地旁边很吵。	Gōngdì páng biān hěn chǎo.	It is noisy next to the construction site.
4054:工夫	工夫	工夫	time; effort	学好书法需要下工夫。	Xué hǎo shū fǎ xū yào xià gōngfu.	Learning calligraphy well requires effort.
4062:工序	工序	工序	work procedure; process	这道工序需要机器完成。	Zhè dào gōngxù xū yào jī qì wán chéng.	This work procedure needs to be completed by machine.
4063:公益	公益	公益	public welfare	他经常参加公益活动。	Tā jīng cháng cān jiā gōngyì huó dòng.	He often participates in public welfare activities.
4064:供应	供应	供应	to supply; provide	这家公司供应新鲜蔬菜。	Zhè jiā gōng sī gōngyìng xīn xiān shū cài.	This company supplies fresh vegetables.
4067:公众	公众	公众	the public	这个消息很快引起公众关注。	Zhè ge xiāo xi hěn kuài yǐn qǐ gōngzhòng guān zhù.	This news quickly attracted public attention.
4071:沟	沟	沟	ditch; channel	雨水流进了路边的沟。	Yǔ shuǐ liú jìn le lù biān de gōu.	Rainwater flowed into the ditch by the road.
4072:构造	构造	构造	to construct; structure	老师解释了这座桥的构造。	Lǎo shī jiě shì le zhè zuò qiáo de gòuzào.	The teacher explained the structure of this bridge.
4076:古迹	古迹	古迹	historical site	游客们参观了当地古迹。	Yóu kè men cān guān le dāng dì gǔjì.	The tourists visited local historical sites.
4078:古人	古人	古人	ancient people	古人很早就观察星空。	Gǔrén hěn zǎo jiù guān chá xīng kōng.	Ancient people observed the starry sky very early.
4079:股市	股市	股市	stock market	今天股市波动很大。	Jīn tiān gǔshì bō dòng hěn dà.	The stock market fluctuated greatly today.
4082:顾	顾	顾	to look after; consider	他工作太忙，顾不上休息。	Tā gōng zuò tài máng, gù bu shàng xiū xi.	He is too busy with work to take care of resting.
4086:拐	拐	拐	to turn; abduct	前面路口向右拐。	Qián miàn lù kǒu xiàng yòu guǎi.	Turn right at the intersection ahead.
4089:关爱	关爱	关爱	to care for; show concern	社会应该关爱老人。	Shè huì yīng gāi guān'ài lǎo rén.	Society should care for the elderly.
4093:关联	关联	关联	to relate; connection	这两个问题彼此关联。	Zhè liǎng gè wèn tí bǐ cǐ guānlián.	These two issues are related to each other.
4094:观赏	观赏	观赏	to watch; appreciate	游客在湖边观赏日落。	Yóu kè zài hú biān guānshǎng rì luò.	The tourists watched the sunset by the lake.
4095:官员	官员	官员	official	这位官员回答了记者的问题。	Zhè wèi guānyuán huí dá le jì zhě de wèn tí.	This official answered the reporter's questions.
4096:管道	管道	管道	pipeline; pipe	工人正在检查地下管道。	Gōng rén zhèng zài jiǎn chá dì xià guǎndào.	Workers are inspecting the underground pipeline.
4099:归	归	归	to belong to; return to	这本书归图书馆所有。	Zhè běn shū guī tú shū guǎn suǒ yǒu.	This book belongs to the library.
4106:贵重	贵重	贵重	valuable; precious	请把贵重物品放进保险箱。	Qǐng bǎ guìzhòng wù pǐn fàng jìn bǎo xiǎn xiāng.	Please put valuable items in the safe.
4107:棍	棍	棍	stick; rod	他用一根棍支起了帐篷。	Tā yòng yì gēn gùn zhī qǐ le zhàng peng.	He used a stick to prop up the tent.
4108:国宝	国宝	国宝	national treasure	熊猫被很多人看作国宝。	Xióng māo bèi hěn duō rén kàn zuò guóbǎo.	Pandas are regarded by many people as a national treasure.
4109:国产	国产	国产	domestically produced	这辆车是国产品牌。	Zhè liàng chē shì guóchǎn pǐn pái.	This car is a domestically produced brand.
4110:国歌	国歌	国歌	national anthem	比赛前大家一起唱国歌。	Bǐ sài qián dà jiā yì qǐ chàng guógē.	Before the match, everyone sang the national anthem together.
4111:国旗	国旗	国旗	national flag	学校门口挂着国旗。	Xué xiào mén kǒu guà zhe guóqí.	The national flag hangs at the school gate.
4112:国情	国情	国情	national conditions	制定政策要考虑本国国情。	Zhì dìng zhèng cè yào kǎo lǜ běn guó guóqíng.	Making policy should consider the country's national conditions.
4115:过后	过后	过后	afterwards; after	雨过后，空气很清新。	Yǔ guòhòu, kōng qì hěn qīng xīn.	After the rain, the air was fresh.
4116:过时	过时	过时	outdated; out of date	这种设计已经过时了。	Zhè zhǒng shè jì yǐ jīng guòshí le.	This design is already outdated.
4117:海内外	海内外	海内外	at home and abroad	这所大学吸引了海内外学生。	Zhè suǒ dà xué xī yǐn le hǎi nèiwài xué sheng.	This university attracts students from home and abroad.
4118:海岸	海岸	海岸	coast; seashore	我们沿着海岸散步。	Wǒ men yán zhe hǎi'àn sàn bù.	We walked along the coast.
4120:海面	海面	海面	sea surface	夕阳照在海面上。	Xī yáng zhào zài hǎimiàn shang.	The sunset shone on the sea surface.
4121:海域	海域	海域	sea area; waters	这片海域适合捕鱼。	Zhè piàn hǎiyù shì hé bǔ yú.	This sea area is suitable for fishing.
4122:害	害	害	harm; to harm	吸烟会害身体。	Xī yān huì hài shēn tǐ.	Smoking harms the body.
4123:寒冬	寒冬	寒冬	cold winter	寒冬里，街上行人很少。	Hándōng lǐ, jiē shang xíng rén hěn shǎo.	In the cold winter, there are few pedestrians on the street.
4126:旱灾	旱灾	旱灾	drought disaster	旱灾影响了当地农业。	Hànzāi yǐng xiǎng le dāng dì nóng yè.	The drought disaster affected local agriculture.
4128:毫不	毫不	毫不	not at all	他面对困难毫不退缩。	Tā miàn duì kùn nan háobù tuì suō.	He did not back down at all in the face of difficulties.
4131:毫升	毫升	毫升	milliliter	这瓶药每次服用十毫升。	Zhè píng yào měi cì fú yòng shí háoshēng.	Take ten milliliters of this medicine each time.
4132:好不	好不	好不	very; quite	节日的街上好不热闹。	Jié rì de jiē shang hǎobù rè nao.	The street was very lively during the holiday.
4133:好感	好感	好感	good feeling; favorable impression	第一次见面，他就对她有好感。	Dì yī cì jiàn miàn, tā jiù duì tā yǒu hǎogǎn.	After their first meeting, he had a favorable impression of her.
4134:好容易	好容易	好容易	with great difficulty	他好容易才买到票。	Tā hǎoróngyì cái mǎi dào piào.	He managed to buy a ticket only with great difficulty.
4136:好学	好学	好学	eager to learn	这个学生聪明又好学。	Zhè ge xué sheng cōng ming yòu hàoxué.	This student is smart and eager to learn.
4144:黑暗	黑暗	黑暗	dark; darkness	停电后，房间里一片黑暗。	Tíng diàn hòu, fáng jiān lǐ yí piàn hēi'àn.	After the power outage, the room was completely dark.
4146:狠	狠	狠	ruthless; harsh	他说话有点狠。	Tā shuō huà yǒu diǎn hěn.	He speaks a little harshly.
4149:衡量	衡量	衡量	to measure; weigh	不能只用成绩衡量一个学生。	Bù néng zhǐ yòng chéng jì héngliáng yí gè xué sheng.	You cannot measure a student only by grades.
4150:宏大	宏大	宏大	grand; vast	这个计划目标宏大。	Zhè ge jì huà mù biāo hóngdà.	This plan has grand goals.
4153:后期	后期	后期	later stage	项目后期需要更多资金。	Xiàng mù hòuqī xū yào gèng duō zī jīn.	The later stage of the project needs more funding.
4154:后人	后人	后人	later generations; descendants	这本书影响了很多后人。	Zhè běn shū yǐng xiǎng le hěn duō hòurén.	This book influenced many later generations.
4155:后退	后退	后退	to move backward; retreat	听到警报，大家立刻后退。	Tīng dào jǐng bào, dà jiā lì kè hòutuì.	After hearing the alarm, everyone immediately moved backward.
4156:后者	后者	后者	the latter	两个方案都不错，但后者更便宜。	Liǎng gè fāng àn dōu bú cuò, dàn hòuzhě gèng pián yi.	Both plans are good, but the latter is cheaper.
4159:胡子	胡子	胡子	beard; mustache	他的胡子已经白了。	Tā de húzi yǐ jīng bái le.	His beard has already turned white.
4160:户	户	户	household; family unit	这个村子有三百户人家。	Zhè ge cūn zi yǒu sān bǎi hù rén jiā.	This village has three hundred households.
4161:互助	互助	互助	to help each other	邻居之间应该互助。	Lín jū zhī jiān yīng gāi hùzhù.	Neighbors should help each other.
4162:花朵	花朵	花朵	flower; blossom	春天花朵开满了公园。	Chūn tiān huāduǒ kāi mǎn le gōng yuán.	In spring, flowers bloom throughout the park.
4164:滑冰	滑冰	滑冰	to ice-skate	她从小就学习滑冰。	Tā cóng xiǎo jiù xué xí huábīng.	She has learned ice-skating since childhood.
4165:滑行	滑行	滑行	to glide; slide	飞机在跑道上缓慢滑行。	Fēi jī zài pǎo dào shang huǎn màn huáxíng.	The plane slowly taxied along the runway.
4166:滑雪	滑雪	滑雪	to ski	冬天我们去北方滑雪。	Dōng tiān wǒ men qù běi fāng huáxuě.	In winter, we go north to ski.
4172:怀	怀	怀	arms; bosom; to cherish	她怀里抱着一只小猫。	Tā huái lǐ bào zhe yì zhī xiǎo māo.	She held a kitten in her arms.
4176:环	环	环	ring; loop	钥匙挂在一个金属环上。	Yào shi guà zài yí gè jīn shǔ huán shang.	The key hangs on a metal ring.
4178:患	患	患	to suffer from illness	他患有高血压，需要定期检查。	Tā huàn yǒu gāo xuè yā, xū yào dìng qī jiǎn chá.	He suffers from high blood pressure and needs regular checkups.
4181:黄	黄	黄	yellow; Huang surname	黄是中国常见的姓。	Huáng shì Zhōng guó cháng jiàn de xìng.	Huang is a common Chinese surname.
4187:回头	回头	回头	to turn back; later	他回头看了一眼。	Tā huítóu kàn le yì yǎn.	He turned back and glanced once.
4188:汇	汇	汇	to remit; converge	请把钱汇到这个账户。	Qǐng bǎ qián huì dào zhè ge zhàng hù.	Please remit the money to this account.
4190:绘画	绘画	绘画	to paint; painting	她从小喜欢绘画。	Tā cóng xiǎo xǐ huān huìhuà.	She has liked painting since childhood.
4191:会见	会见	会见	to meet with	校长会见了来访的代表。	Xiào zhǎng huìjiàn le lái fǎng de dài biǎo.	The principal met with the visiting representatives.
4192:汇款	汇款	汇款	to remit money; remittance	我上午已经汇款给你了。	Wǒ shàng wǔ yǐ jīng huìkuǎn gěi nǐ le.	I already remitted the money to you this morning.
4194:混	混	混	to mix; get by	不要把不同颜色的衣服混在一起洗。	Bú yào bǎ bù tóng yán sè de yī fu hùn zài yì qǐ xǐ.	Do not mix clothes of different colors together when washing.
4200:火灾	火灾	火灾	fire disaster	火灾发生后，居民很快撤离。	Huǒzāi fā shēng hòu, jū mín hěn kuài chè lí.	After the fire broke out, residents evacuated quickly.
4202:货车	货车	货车	truck; freight vehicle	货车把水果送到市场。	Huòchē bǎ shuǐ guǒ sòng dào shì chǎng.	The truck delivered the fruit to the market.
4203:击败	击败	击败	to defeat	他们在决赛中击败了强队。	Tā men zài jué sài zhōng jībài le qiáng duì.	They defeated a strong team in the final.
4205:机动车	机动车	机动车	motor vehicle	这条路禁止机动车通行。	Zhè tiáo lù jìn zhǐ jīdòngchē tōng xíng.	Motor vehicles are prohibited from passing on this road.
4214:机制	机制	机制	mechanism; system	公司建立了新的奖励机制。	Gōng sī jiàn lì le xīn de jiǎng lì jīzhì.	The company established a new reward mechanism.
4217:急救	急救	急救	first aid; emergency treatment	他学过基本急救知识。	Tā xué guo jī běn jíjiù zhī shi.	He has learned basic first-aid knowledge.
4220:极为	极为	极为	extremely; very	这次任务极为重要。	Zhè cì rèn wu jíwéi zhòng yào.	This task is extremely important.
4227:技艺	技艺	技艺	skill; craft	这位老人保存了传统技艺。	Zhè wèi lǎo rén bǎo cún le chuán tǒng jìyì.	This elderly person has preserved a traditional craft.
4228:夹	夹	夹	to clip; put between	请把照片夹在文件里。	Qǐng bǎ zhào piàn jiā zài wén jiàn lǐ.	Please clip the photo inside the document.
4229:加倍	加倍	加倍	to double; redouble	考试前他加倍努力。	Kǎo shì qián tā jiābèi nǔ lì.	Before the exam, he doubled his efforts.
4231:家家户户	家家户户	家家户户	every household	春节时家家户户都贴春联。	Chūn Jié shí jiājiāhùhù dōu tiē chūn lián.	During Spring Festival, every household puts up couplets.
4233:家居	家居	家居	home living; household furnishings	这家店销售家居用品。	Zhè jiā diàn xiāo shòu jiājū yòng pǐn.	This store sells home goods.
4235:加以	加以	加以	to carry out; apply	这个问题需要加以解决。	Zhè ge wèn tí xū yào jiāyǐ jiě jué.	This issue needs to be addressed.
4236:家园	家园	家园	home; homeland	他们一起保护自己的家园。	Tā men yì qǐ bǎo hù zì jǐ de jiāyuán.	They protect their home together.
4237:加重	加重	加重	to aggravate; increase	熬夜会加重疲劳。	Áo yè huì jiāzhòng pí láo.	Staying up late will increase fatigue.
4240:尖	尖	尖	sharp; pointed	这支铅笔的尖断了。	Zhè zhī qiān bǐ de jiān duàn le.	The tip of this pencil broke.
4242:监测	监测	监测	to monitor	工作人员正在监测空气质量。	Gōng zuò rén yuán zhèng zài jiāncè kōng qì zhì liàng.	Staff are monitoring air quality.
4248:艰辛	艰辛	艰辛	hard; arduous	创业的过程十分艰辛。	Chuàng yè de guò chéng shí fēn jiānxīn.	The process of starting a business is very arduous.
4251:检测	检测	检测	to test; inspect	工程师检测了机器的温度。	Gōng chéng shī jiǎncè le jī qì de wēn dù.	The engineer tested the machine's temperature.
4253:简介	简介	简介	brief introduction	请先读一下课程简介。	Qǐng xiān dú yí xià kè chéng jiǎnjiè.	Please read the course introduction first.
4254:减弱	减弱	减弱	to weaken; reduce	夜里风力逐渐减弱。	Yè lǐ fēng lì zhú jiàn jiǎnruò.	The wind gradually weakened at night.
4255:减压	减压	减压	to reduce pressure; relieve stress	运动可以帮助减压。	Yùn dòng kě yǐ bāng zhù jiǎnyā.	Exercise can help relieve stress.
4258:箭	箭	箭	arrow	箭飞向远处的靶子。	Jiàn fēi xiàng yuǎn chù de bǎ zi.	The arrow flew toward the distant target.
4263:建筑物	建筑物	建筑物	building; structure	这座建筑物有一百年历史。	Zhè zuò jiànzhùwù yǒu yì bǎi nián lì shǐ.	This building has a history of one hundred years.
4265:讲解	讲解	讲解	to explain; give a presentation	导游正在讲解古城的历史。	Dǎo yóu zhèng zài jiǎngjiě gǔ chéng de lì shǐ.	The guide is explaining the history of the ancient city.
4266:奖牌	奖牌	奖牌	medal	她在比赛中获得了金色奖牌。	Tā zài bǐ sài zhōng huò dé le jīn sè jiǎngpái.	She won a gold medal in the competition.
4267:奖品	奖品	奖品	prize	活动结束后会发奖品。	Huó dòng jié shù hòu huì fā jiǎngpǐn.	Prizes will be given after the activity ends.
4268:酱	酱	酱	sauce; paste	面条里加一点酱更好吃。	Miàn tiáo lǐ jiā yì diǎn jiàng gèng hǎo chī.	Adding a little sauce to the noodles makes them tastier.
4270:胶带	胶带	胶带	tape	请用胶带把箱子封好。	Qǐng yòng jiāodài bǎ xiāng zi fēng hǎo.	Please seal the box with tape.
4273:焦虑	焦虑	焦虑	anxious; anxiety	考试前他感到很焦虑。	Kǎo shì qián tā gǎn dào hěn jiāolǜ.	He felt very anxious before the exam.
4275:交谈	交谈	交谈	to talk; converse	他们在咖啡馆里交谈了很久。	Tā men zài kā fēi guǎn lǐ jiāotán le hěn jiǔ.	They talked for a long time in the cafe.
4276:郊外	郊外	郊外	suburbs; outskirts	周末我们去郊外散步。	Zhōu mò wǒ men qù jiāowài sàn bù.	On the weekend, we went for a walk in the outskirts.
4278:脚印	脚印	脚印	footprint	雪地上留下了脚印。	Xuě dì shang liú xià le jiǎoyìn.	Footprints were left in the snow.
4279:较为	较为	较为	relatively; comparatively	这个方法较为简单。	Zhè ge fāng fǎ jiàowéi jiǎn dān.	This method is relatively simple.
4281:结	结	结	to bear; form; tie	树上结了很多果子。	Shù shang jiē le hěn duō guǒ zi.	The tree bore many fruits.
4285:街头	街头	街头	street; street corner	街头有很多小吃摊。	Jiētóu yǒu hěn duō xiǎo chī tān.	There are many snack stalls on the street.
4287:节能	节能	节能	to save energy	这台空调非常节能。	Zhè tái kōng tiáo fēi cháng jiénéng.	This air conditioner saves a lot of energy.
4288:结尾	结尾	结尾	ending; conclusion	故事的结尾很温暖。	Gù shi de jiéwěi hěn wēn nuǎn.	The ending of the story is very warm.
4292:解	解	解	to solve; untie	他很快解出了这道题。	Tā hěn kuài jiě chū le zhè dào tí.	He quickly solved this problem.
4293:解答	解答	解答	to answer; explain	老师耐心解答学生的问题。	Lǎo shī nài xīn jiědá xué sheng de wèn tí.	The teacher patiently answered the students' questions.
4294:解读	解读	解读	to interpret; analyze	专家解读了新的政策。	Zhuān jiā jiědú le xīn de zhèng cè.	The expert interpreted the new policy.
4296:解说	解说	解说	to narrate; explain	他为纪录片解说。	Tā wèi jì lù piàn jiěshuō.	He narrates the documentary.
4300:金额	金额	金额	amount of money	请确认付款金额。	Qǐng què rèn fù kuǎn jīn'é.	Please confirm the payment amount.
4301:金牌	金牌	金牌	gold medal	她终于赢得了金牌。	Tā zhōng yú yíng dé le jīnpái.	She finally won the gold medal.
4302:金钱	金钱	金钱	money; wealth	金钱不能买到真正的友谊。	Jīnqián bù néng mǎi dào zhēn zhèng de yǒu yì.	Money cannot buy true friendship.
4305:金子	金子	金子	gold	这枚戒指是金子做的。	Zhè méi jiè zhi shì jīnzi zuò de.	This ring is made of gold.
4306:尽	尽	尽	to use up; exhaust	他尽了最大努力。	Tā jìn le zuì dà nǔ lì.	He did his utmost.
4308:进度	进度	进度	progress; schedule	项目进度比计划快。	Xiàng mù jìndù bǐ jì huà kuài.	The project progress is faster than planned.
4311:近视	近视	近视	nearsighted; myopic	他从小学开始近视。	Tā cóng xiǎo xué kāi shǐ jìnshì.	He has been nearsighted since primary school.
4313:精美	精美	精美	exquisite; fine	这本画册印刷得很精美。	Zhè běn huà cè yìn shuā de hěn jīngměi.	This picture album is printed very exquisitely.
4315:惊人	惊人	惊人	astonishing; amazing	他的进步速度惊人。	Tā de jìn bù sù dù jīngrén.	The speed of his progress is astonishing.
4321:精准	精准	精准	precise; accurate	这个系统可以精准定位。	Zhè ge xì tǒng kě yǐ jīngzhǔn dìngwèi.	This system can locate things precisely.
4324:景观	景观	景观	landscape; view	酒店窗外的景观很美。	Jiǔ diàn chuāng wài de jǐngguān hěn měi.	The view outside the hotel window is beautiful.
4325:景象	景象	景象	scene; sight	雨后的城市呈现出新的景象。	Yǔ hòu de chéng shì chéng xiàn chū xīn de jǐngxiàng.	The city after the rain showed a new scene.
4327:净	净	净	clean; only	这间屋子打扫得很净。	Zhè jiān wū zi dǎ sǎo de hěn jìng.	This room has been cleaned very well.
4333:酒水	酒水	酒水	drinks; alcoholic beverages	饭店不允许自带酒水。	Fàn diàn bù yǔn xǔ zì dài jiǔshuǐ.	The restaurant does not allow customers to bring their own drinks.
4334:就读	就读	就读	to study at a school	她目前就读于北京大学。	Tā mù qián jiùdú yú Běi jīng Dà xué.	She is currently studying at Peking University.
4336:救命	救命	救命	to save a life; help	关键时刻，医生救命了。	Guān jiàn shí kè, yī shēng jiùmìng le.	At the critical moment, the doctor saved a life.
4337:就算	就算	就算	even if	就算下雨，我们也要出发。	Jiùsuàn xià yǔ, wǒ men yě yào chū fā.	Even if it rains, we will set out.
4338:救援	救援	救援	to rescue; relief	救援队已经到达灾区。	Jiùyuán duì yǐ jīng dào dá zāi qū.	The rescue team has already arrived in the disaster area.
4339:救灾	救灾	救灾	disaster relief	政府组织人员救灾。	Zhèng fǔ zǔ zhī rén yuán jiùzāi.	The government organized personnel for disaster relief.
4340:救助	救助	救助	to help; rescue	基金会救助了很多困难家庭。	Jī jīn huì jiùzhù le hěn duō kùn nan jiā tíng.	The foundation helped many families in difficulty.
4341:局1	局1	局	game; round	这局棋他赢了。	Zhè jú qí tā yíng le.	He won this game of chess.
4342:局2	局2	局	bureau; office	他去税务局办手续。	Tā qù shuì wù jú bàn shǒu xù.	He went to the tax bureau to handle procedures.
4343:菊花	菊花	菊花	chrysanthemum	秋天公园里开满菊花。	Qiū tiān gōng yuán lǐ kāi mǎn júhuā.	In autumn, chrysanthemums bloom throughout the park.
4348:聚集	聚集	聚集	to gather; assemble	人群在广场上聚集。	Rén qún zài guǎng chǎng shang jùjí.	The crowd gathered in the square.
4351:捐款	捐款	捐款	to donate money; donation	很多人向灾区捐款。	Hěn duō rén xiàng zāi qū juānkuǎn.	Many people donated money to the disaster area.
4352:捐赠	捐赠	捐赠	to donate	企业捐赠了一批电脑。	Qǐ yè juānzèng le yì pī diàn nǎo.	The company donated a batch of computers.
4358:军人	军人	军人	soldier; military person	那位军人帮助老人过马路。	Nà wèi jūnrén bāng zhù lǎo rén guò mǎ lù.	That soldier helped the elderly person cross the road.
4360:卡片	卡片	卡片	card	她在卡片上写了祝福。	Tā zài kǎpiàn shang xiě le zhù fú.	She wrote her wishes on the card.
4361:开创	开创	开创	to create; pioneer	这项技术开创了新的时代。	Zhè xiàng jì shù kāichuàng le xīn de shí dài.	This technology created a new era.
4362:开关	开关	开关	switch	门口的开关坏了。	Mén kǒu de kāiguān huài le.	The switch by the door is broken.
4363:开启	开启	开启	to open; start	会议开启了新的合作机会。	Huì yì kāiqǐ le xīn de hé zuò jī huì.	The meeting opened new opportunities for cooperation.
4364:开设	开设	开设	to open; set up	学校开设了中文课程。	Xué xiào kāishè le Zhōng wén kè chéng.	The school opened a Chinese course.
4365:开头	开头	开头	beginning; start	文章开头写得很吸引人。	Wén zhāng kāitóu xiě de hěn xī yǐn rén.	The beginning of the article is written very attractively.
4369:看得起	看得起	看得起	to think highly of	他努力工作，希望别人看得起他。	Tā nǔ lì gōng zuò, xī wàng bié rén kàndeqǐ tā.	He works hard and hopes others will think highly of him.
4370:看好	看好	看好	to be optimistic about	投资者看好这个行业。	Tóu zī zhě kànhǎo zhè ge háng yè.	Investors are optimistic about this industry.
4371:看似	看似	看似	to seem; apparently	这个问题看似简单，其实很复杂。	Zhè ge wèn tí kànsì jiǎn dān, qí shí hěn fù zá.	This problem seems simple but is actually complex.
4372:看中	看中	看中	to take a liking to; choose	他看中了一套小房子。	Tā kànzhòng le yí tào xiǎo fáng zi.	He took a liking to a small apartment.
4373:看重	看重	看重	to value; attach importance to	公司很看重员工的能力。	Gōng sī hěn kànzhòng yuán gōng de néng lì.	The company values employees' abilities.
4374:康复	康复	康复	to recover; rehabilitation	手术后他恢复得很好，很快康复了。	Shǒu shù hòu tā huī fù de hěn hǎo, hěn kuài kāngfù le.	After surgery, he recovered well and soon regained his health.
4379:科	科	科	department; subject	他挂了内科的号。	Tā guà le nèi kē de hào.	He registered for the internal medicine department.
4380:科幻	科幻	科幻	science fiction	这部科幻电影很受欢迎。	Zhè bù kēhuàn diàn yǐng hěn shòu huān yíng.	This science fiction film is very popular.
4382:科普	科普	科普	popular science	老师给学生做了一场科普讲座。	Lǎo shī gěi xué sheng zuò le yì chǎng kēpǔ jiǎng zuò.	The teacher gave the students a popular science lecture.
4387:客车	客车	客车	passenger bus	客车早上七点发车。	Kèchē zǎo shang qī diǎn fā chē.	The passenger bus departs at seven in the morning.
4389:肯	肯	肯	to be willing	他肯花时间帮助别人。	Tā kěn huā shí jiān bāng zhù bié rén.	He is willing to spend time helping others.
4391:空地	空地	空地	open space; vacant land	孩子们在空地上踢球。	Hái zi men zài kòngdì shang tī qiú.	The children are playing soccer on the open space.
4393:口感	口感	口感	taste; mouthfeel	这种面包口感很软。	Zhè zhǒng miàn bāo kǒugǎn hěn ruǎn.	This bread has a very soft texture.
4394:口号	口号	口号	slogan	大家一起喊出口号。	Dà jiā yì qǐ hǎn chū kǒuhào.	Everyone shouted the slogan together.
4399:酷	酷	酷	cool; fashionable	这件外套看起来很酷。	Zhè jiàn wài tào kàn qǐ lái hěn kù.	This coat looks very cool.
4401:夸奖	夸奖	夸奖	to praise	老师夸奖了他的进步。	Lǎo shī kuājiǎng le tā de jìn bù.	The teacher praised his progress.
4404:快捷	快捷	快捷	fast; convenient	网上付款非常快捷。	Wǎng shàng fù kuǎn fēi cháng kuàijié.	Online payment is very fast and convenient.
4405:款	款	款	style; model	这款手机卖得很好。	Zhè kuǎn shǒu jī mài de hěn hǎo.	This model of phone sells very well.
