hsk_key	source_word	simplified	KA	example_KA	HY	example_HY
3941:夺	夺	夺	წართმევა; ხელში ჩაგდება	მან ბოლო წამს ბურთი ხელში ჩაიგდო.	խլել; գրավել	Նա վերջին վայրկյանին գնդակը խլեց։
3942:夺取	夺取	夺取	მოპოვება; ხელში ჩაგდება	სპორტსმენი ჩემპიონობის მოსაპოვებლად ბევრს შრომობდა.	նվաճել; գրավել	Մարզիկը ջանասիրաբար աշխատեց չեմպիոնությունը նվաճելու համար։
3943:躲避	躲避	躲避	თავის არიდება; გაქცევა	ქვეითებმა მოულოდნელ ძლიერ წვიმას თავი აარიდეს.	խուսափել; փախչել	Հետիոտները խուսափեցին հանկարծակի տեղացած ուժեղ անձրևից։
3946:儿科	儿科	儿科	პედიატრია; ბავშვთა განყოფილება	ამ საავადმყოფოს პედიატრია ცნობილია.	մանկաբուժություն	Այս հիվանդանոցի մանկաբուժության բաժինը հայտնի է։
3949:发病	发病	发病	დაავადების გამოვლენა	ეს დაავადება ჩვეულებრივ გაზაფხულზე ვლინდება.	հիվանդությունը սկսվել	Այս հիվանդությունը սովորաբար գարնանն է սկսվում։
3951:发电	发电	发电	ელექტროენერგიის წარმოება	ქარის ტურბინები ელექტროენერგიის წარმოებისთვის გამოიყენება.	էլեկտրաէներգիա արտադրել	Քամու տուրբինները կարող են էլեկտրաէներգիա արտադրել։
3953:发放	发放	发放	დარიგება; გაცემა	სკოლა ხვალ ახალ სახელმძღვანელოებს დაარიგებს.	բաժանել; տրամադրել	Դպրոցը վաղը նոր դասագրքեր կբաժանի։
3954:发光	发光	发光	ნათება; შუქის გამოსხივება	ეს პატარა მწერები ღამით ანათებენ.	լուսարձակել; փայլել	Այս փոքր միջատները գիշերը լույս են արձակում։
3959:法定	法定	法定	კანონით დადგენილი	კანონით დადგენილ დღესასწაულებზე ყველას შეუძლია დაისვენოს.	օրինական; օրենքով սահմանված	Օրենքով սահմանված տոներին բոլորը կարող են հանգստանալ։
3960:法官	法官	法官	მოსამართლე	მოსამართლემ განაჩენი გამოაცხადა.	դատավոր	Դատավորը հայտարարեց վճիռը։
3961:法规	法规	法规	კანონები და რეგულაციები	კომპანიებმა გარემოსდაცვითი რეგულაციები უნდა დაიცვან.	օրենքներ և կանոնակարգեր	Ձեռնարկությունները պետք է պահպանեն բնապահպանական կանոնակարգերը։
3968:犯	犯	犯	ჩადენა; დარღვევა	მან სერიოზული შეცდომა დაუშვა.	կատարել; խախտել	Նա լուրջ սխալ թույլ տվեց։
3969:方方面面	方方面面	方方面面	ყველა მხარე; ყველა ასპექტი	ეს რეფორმა საზოგადოების ყველა მხარეზე ახდენს გავლენას.	բոլոր կողմերը; բոլոր ոլորտները	Այս բարեփոխումը ազդում է հասարակության բոլոր ոլորտների վրա։
3973:房价	房价	房价	საცხოვრებლის ფასები	ამ ქალაქში საცხოვრებლის ფასები ძალიან მაღალია.	բնակարանների գներ	Այս քաղաքում բնակարանների գները շատ բարձր են։
3975:访谈	访谈	访谈	ინტერვიუ; გასაუბრება	ჟურნალისტი მწერალთან ინტერვიუს ატარებს.	հարցազրույց	Լրագրողը գրողի հետ հարցազրույց է վարում։
3977:放飞	放飞	放飞	გაშვება; აფრენა	ბავშვები ბალახზე ფრანებს უშვებენ.	բաց թողնել; թռցնել	Երեխաները խոտի վրա օդապարիկներ են թռցնում։
3978:飞速	飞速	飞速	ელვის სისწრაფით; სწრაფად	ტექნოლოგია სწრაფად ვითარდება.	արագորեն; մեծ արագությամբ	Տեխնոլոգիան արագորեն զարգանում է։
3979:肥	肥	肥	მსუქანი; ნაყოფიერი	ეს მიწა ნაყოფიერია და ბოსტნეულის მოსაყვანად გამოდგება.	գեր; բերրի	Այս հողը բերրի է և հարմար է բանջարեղեն աճեցնելու համար։
3980:肥胖	肥胖	肥胖	სიმსუქნე; ჭარბწონიანობა	სიმსუქნე ჯანმრთელობის რისკებს ზრდის.	գիրություն; գերություն	Գիրությունը մեծացնում է առողջական ռիսկերը։
3983:肺炎	肺炎	肺炎	პნევმონია	ექიმმა თქვა, რომ მას პნევმონია ჰქონდა.	թոքաբորբ	Բժիշկն ասաց, որ նա թոքաբորբ ունի։
3984:分工	分工	分工	სამუშაოს განაწილება	გუნდის წევრებს შორის სამუშაოს განაწილება ძალიან მკაფიოა.	աշխատանքի բաժանում	Թիմի անդամների աշխատանքի բաժանումը շատ հստակ է։
3985:分级	分级	分级	დონეებად დაყოფა; კლასიფიკაცია	ეს მასალები სირთულის მიხედვით უნდა დაიყოს.	մակարդակներով դասակարգել	Այս նյութերը պետք է դասակարգվեն ըստ դժվարության։
3986:分期	分期	分期	განვადებით; ეტაპობრივად	მან განვადებით გადახდა აირჩია.	մաս-մաս; փուլերով	Նա ընտրեց մաս-մաս վճարել։
3988:氛围	氛围	氛围	ატმოსფერო; გარემო	ოფისის ატმოსფერო ძალიან მშვიდია.	մթնոլորտ	Գրասենյակի մթնոլորտը շատ հանգիստ է։
3989:粉	粉	粉	ფხვნილი; ფქვილი; ვარდისფერი	ამ ფხვნილით ნამცხვრის მომზადება შეიძლება.	փոշի; ալյուր; վարդագույն	Այս փոշուց կարելի է տորթ պատրաստել։
3993:风力	风力	风力	ქარის ძალა; ქარის ენერგია	დღეს ზღვისპირას ქარი ძალიან ძლიერია.	քամու ուժ; քամու էներգիա	Այսօր ծովափին քամու ուժը շատ մեծ է։
3995:风雨	风雨	风雨	ქარ-წვიმა; სირთულეები	ქარ-წვიმა რაც უნდა ძლიერი ყოფილიყო, ის დროულად მივიდა.	քամի ու անձրև; դժվարություններ	Քամին ու անձրևը որքան էլ ուժեղ լինեին, նա ժամանակին հասավ։
3998:服	服	服	დარწმუნება; მორჩილება	ყველა მის უნარს აღიარებს.	համոզվել; ենթարկվել	Բոլորը համոզված են նրա կարողությունների մեջ։
3999:浮	浮	浮	ტივტივი	ფოთლები წყლის ზედაპირზე ტივტივებს.	լողալ; ծփալ	Տերևները լողում են ջրի մակերեսին։
4004:服用	服用	服用	წამლის მიღება	გთხოვთ, წამალი ინსტრუქციის მიხედვით მიიღოთ.	դեղ ընդունել	Խնդրում եմ դեղը ընդունեք ցուցումների համաձայն։
4010:负面	负面	负面	უარყოფითი	ამ ამბავმა უარყოფითი გავლენა მოიტანა.	բացասական	Այս լուրը բացասական ազդեցություն բերեց։
4013:该2	该2	该	აღნიშნული; ეს	აღნიშნული პროექტი უკვე დასრულდა.	նշված; տվյալ	Նշված նախագիծը արդեն ավարտվել է։
4014:改编	改编	改编	ადაპტირება; გადამუშავება	ეს ფილმი რომანის მიხედვით არის გადაღებული.	հարմարեցնել; վերամշակել	Այս ֆիլմը վեպի հիման վրա է նկարահանվել։
4015:改造	改造	改造	გარდაქმნა; განახლება	ძველი ქარხანა ბიბლიოთეკად გადააკეთეს.	վերափոխել; վերանորոգել	Հին գործարանը վերափոխվեց գրադարանի։
4016:概率	概率	概率	ალბათობა	წარმატების ალბათობა მაღალი არ არის.	հավանականություն	Հաջողության հավանականությունը բարձր չէ։
4017:肝	肝	肝	ღვიძლი	ზედმეტი ალკოჰოლის დალევა ღვიძლს აზიანებს.	լյարդ	Շատ ալկոհոլ խմելը կարող է վնասել լյարդը։
4024:赶忙	赶忙	赶忙	სასწრაფოდ; ჩქარა	ზარის გაგონებისთანავე ის სასწრაფოდ გარეთ გავარდა.	շտապել; հապճեպ	Զանգի ձայնը լսելով՝ նա շտապ դուրս վազեց։
4027:钢笔	钢笔	钢笔	კალამი; მელნის კალამი	ის წერილებს მელნის კალმით წერს.	ինքնահոս գրիչ	Նա նամակներ է գրում ինքնահոս գրիչով։
4030:高层	高层	高层	მაღალი რგოლი; მაღალსართულიანი	კომპანიის მაღალი რგოლი ახალ სტრატეგიას განიხილავს.	բարձր ղեկավարություն; բարձրահարկ	Ընկերության բարձր ղեկավարությունը քննարկում է նոր ռազմավարությունը։
4032:高等	高等	高等	უმაღლესი; მოწინავე	ის უმაღლეს განათლებას იღებს.	բարձրագույն; առաջադեմ	Նա բարձրագույն կրթություն է ստանում։
4033:高端	高端	高端	მაღალი კლასის	ეს მაღაზია ძირითადად მაღალი კლასის მობილურ ტელეფონებს ყიდის.	բարձրակարգ	Այս խանութը հիմնականում բարձրակարգ բջջային հեռախոսներ է վաճառում։
4036:高手	高手	高手	ოსტატი; გამოცდილი ადამიანი	ის ჭადრაკის ოსტატია.	վարպետ; հմուտ մարդ	Նա շախմատի վարպետ է։
4037:高新技术	高新技术	高新技术	მაღალი და ახალი ტექნოლოგიები	ეს კომპანია მაღალი და ახალი ტექნოლოგიების კვლევაზე მუშაობს.	բարձր և նոր տեխնոլոգիաներ	Այս ընկերությունը մասնագիտանում է բարձր և նոր տեխնոլոգիաների ուսումնասիրության մեջ։
4038:高原	高原	高原	ზეგანი	ცინხაი-ტიბეტის ზეგანზე ჰაერი შედარებით თხელია.	բարձրավանդակ	Ցինհայ-Տիբեթյան բարձրավանդակում օդը համեմատաբար նոսր է։
4040:稿子	稿子	稿子	ხელნაწერი; მონახაზი	გთხოვთ, ხელნაწერი რედაქტორს გაუგზავნოთ.	ձեռագիր; սևագիր	Խնդրում եմ ձեռագիրը ուղարկեք խմբագրին։
4042:歌唱	歌唱	歌唱	სიმღერა	ბავშვები სცენაზე მღერიან.	երգել	Երեխաները բեմում երգում են։
4050:公	公	公	საერთო; საზოგადოებრივი	ჭამისას, გთხოვთ, საერთო ჩხირები გამოიყენოთ.	հասարակական; ընդհանուր	Ուտելիս խնդրում եմ օգտագործեք ընդհանուր սպասարկման փայտիկներ։
4051:宫	宫	宫	სასახლე	ეს სასახლე კარგად არის შენახული.	պալատ	Այս պալատը լավ է պահպանվել։
4052:公安	公安	公安	საზოგადოებრივი უსაფრთხოება; პოლიცია	პოლიციის თანამშრომლები შემთხვევის ადგილზე მალე მივიდნენ.	հանրային անվտանգություն; ոստիկանություն	Հանրային անվտանգության աշխատակիցները արագ հասան դեպքի վայր։
4053:工地	工地	工地	სამშენებლო მოედანი	სამშენებლო მოედნის გვერდით ხმაურია.	շինհրապարակ	Շինհրապարակի կողքին աղմկոտ է։
4054:工夫	工夫	工夫	დრო; ძალისხმევა	კალიგრაფიის კარგად სწავლას ძალისხმევა სჭირდება.	ժամանակ; ջանք	Կալիգրաֆիան լավ սովորելու համար ջանք է պետք։
4062:工序	工序	工序	სამუშაო პროცესი; ეტაპი	ამ სამუშაო პროცესს მანქანა სჭირდება.	աշխատանքային գործընթաց; փուլ	Այս աշխատանքային փուլը պետք է մեքենայով կատարվի։
4063:公益	公益	公益	საზოგადოებრივი კეთილდღეობა	ის ხშირად მონაწილეობს საზოგადოებრივი კეთილდღეობის ღონისძიებებში.	հանրային բարօրություն	Նա հաճախ մասնակցում է հանրային բարօրության միջոցառումներին։
4064:供应	供应	供应	მიწოდება; მომარაგება	ეს კომპანია ახალ ბოსტნეულს ამარაგებს.	մատակարարել	Այս ընկերությունը թարմ բանջարեղեն է մատակարարում։
4067:公众	公众	公众	საზოგადოება	ამ ამბავმა სწრაფად მიიქცია საზოგადოების ყურადღება.	հանրություն	Այս լուրը արագ գրավեց հանրության ուշադրությունը։
4071:沟	沟	沟	თხრილი; არხი	წვიმის წყალი გზის პირას თხრილში ჩავიდა.	փոս; առու	Անձրևաջուրը հոսեց ճանապարհի կողքի առվի մեջ։
4072:构造	构造	构造	აგებულება; კონსტრუქცია	მასწავლებელმა ამ ხიდის აგებულება ახსნა.	կառուցվածք; կառուցել	Ուսուցիչը բացատրեց այս կամրջի կառուցվածքը։
4076:古迹	古迹	古迹	ისტორიული ძეგლი	ტურისტებმა ადგილობრივი ისტორიული ძეგლები მოინახულეს.	պատմական հուշարձան	Զբոսաշրջիկները այցելեցին տեղական պատմական հուշարձաններ։
4078:古人	古人	古人	ძველი ადამიანები; წინაპრები	ძველი ადამიანები ვარსკვლავიან ცას ძალიან ადრე აკვირდებოდნენ.	հին մարդիկ; նախնիներ	Հին մարդիկ շատ վաղ էին դիտում աստղազարդ երկինքը։
4079:股市	股市	股市	საფონდო ბაზარი	დღეს საფონდო ბაზარზე დიდი მერყეობა იყო.	ֆոնդային շուկա	Այսօր ֆոնդային շուկայում մեծ տատանումներ եղան։
4082:顾	顾	顾	ზრუნვა; გათვალისწინება	ის იმდენად დაკავებულია, რომ დასვენებაზე ზრუნვას ვერ ახერხებს.	հոգ տանել; հաշվի առնել	Նա աշխատանքով այնքան զբաղված է, որ հանգստի մասին հոգ տանել չի հասցնում։
4086:拐	拐	拐	მობრუნება; მოტაცება	წინ მდებარე გზაჯვარედინზე მარჯვნივ მოუხვიეთ.	թեքվել; առևանգել	Առջևի խաչմերուկում աջ թեքվեք։
4089:关爱	关爱	关爱	ზრუნვა; ყურადღების გამოჩენა	საზოგადოებამ მოხუცებზე უნდა იზრუნოს.	հոգատարություն ցուցաբերել; խնամել	Հասարակությունը պետք է հոգ տանի տարեցների մասին։
4093:关联	关联	关联	კავშირი; დაკავშირება	ეს ორი საკითხი ერთმანეთთან არის დაკავშირებული.	կապ; առնչվել	Այս երկու հարցերը միմյանց հետ կապված են։
4094:观赏	观赏	观赏	ყურება; დატკბობა	ტურისტები ტბის პირას მზის ჩასვლას უყურებდნენ.	դիտել; վայելել	Զբոսաշրջիկները լճի ափին դիտում էին մայրամուտը։
4095:官员	官员	官员	მოხელე; ოფიციალური პირი	ამ მოხელემ ჟურნალისტის კითხვებს უპასუხა.	պաշտոնյա	Այս պաշտոնյան պատասխանեց լրագրողի հարցերին։
4096:管道	管道	管道	მილი; მილსადენი	მუშები მიწისქვეშა მილსადენს ამოწმებენ.	խողովակաշար; խողովակ	Աշխատողները ստուգում են ստորգետնյա խողովակաշարը։
4099:归	归	归	ეკუთვნის; დაბრუნება	ეს წიგნი ბიბლიოთეკას ეკუთვნის.	պատկանել; վերադառնալ	Այս գիրքը պատկանում է գրադարանին։
4106:贵重	贵重	贵重	ძვირფასი; ფასეული	გთხოვთ, ძვირფასი ნივთები სეიფში ჩადოთ.	թանկարժեք; արժեքավոր	Խնդրում եմ թանկարժեք իրերը դրեք պահարանում։
4107:棍	棍	棍	ჯოხი; ღერო	მან კარავი ერთი ჯოხით გაამაგრა.	փայտ; ձող	Նա վրանը մի փայտով հենեց։
4108:国宝	国宝	国宝	ეროვნული საგანძური	ბევრი ადამიანი პანდას ეროვნულ საგანძურად მიიჩნევს.	ազգային գանձ	Շատերը պանդային ազգային գանձ են համարում։
4109:国产	国产	国产	ადგილობრივი წარმოების	ეს მანქანა ადგილობრივი წარმოების ბრენდია.	տեղական արտադրության	Այս մեքենան տեղական արտադրության ապրանքանիշ է։
4110:国歌	国歌	国歌	ეროვნული ჰიმნი	მატჩის წინ ყველამ ერთად ეროვნული ჰიმნი იმღერა.	ազգային օրհներգ	Խաղից առաջ բոլորը միասին երգեցին ազգային օրհներգը։
4111:国旗	国旗	国旗	ეროვნული დროშა	სკოლის ჭიშკართან ეროვნული დროშა კიდია.	ազգային դրոշ	Դպրոցի մուտքի մոտ ազգային դրոշն է կախված։
4112:国情	国情	国情	ქვეყნის მდგომარეობა; ეროვნული პირობები	პოლიტიკის შემუშავებისას ქვეყნის პირობები უნდა გაითვალისწინონ.	երկրի պայմաններ; ազգային իրավիճակ	Քաղաքականություն մշակելիս պետք է հաշվի առնել երկրի պայմանները։
4115:过后	过后	过后	შემდეგ	წვიმის შემდეგ ჰაერი ძალიან სუფთა იყო.	հետո	Անձրևից հետո օդը շատ թարմ էր։
4116:过时	过时	过时	მოძველებული	ეს დიზაინი უკვე მოძველებულია.	հնացած	Այս դիզայնը արդեն հնացած է։
4117:海内外	海内外	海内外	ქვეყანაში და საზღვარგარეთ	ეს უნივერსიტეტი სტუდენტებს როგორც ქვეყნიდან, ისე საზღვარგარეთიდან იზიდავს.	երկրում և արտերկրում	Այս համալսարանը գրավում է ուսանողների թե երկրից, թե արտերկրից։
4118:海岸	海岸	海岸	სანაპირო	ჩვენ სანაპიროს გასწვრივ გავისეირნეთ.	ծովափ; ափ	Մենք քայլեցինք ծովափի երկայնքով։
4120:海面	海面	海面	ზღვის ზედაპირი	მზის ჩასვლის შუქი ზღვის ზედაპირზე ეცემოდა.	ծովի մակերես	Մայրամուտը լուսավորում էր ծովի մակերեսը։
4121:海域	海域	海域	ზღვის ტერიტორია; წყლები	ეს ზღვის ტერიტორია თევზაობისთვის შესაფერისია.	ծովային տարածք; ջրեր	Այս ծովային տարածքը հարմար է ձկնորսության համար։
4122:害	害	害	ზიანი; ზიანის მიყენება	მოწევა სხეულს აზიანებს.	վնաս; վնասել	Ծխելը վնասում է մարմնին։
4123:寒冬	寒冬	寒冬	ცივი ზამთარი	ცივ ზამთარში ქუჩაში ცოტა გამვლელია.	ցուրտ ձմեռ	Ցուրտ ձմռանը փողոցում քիչ հետիոտներ կան։
4126:旱灾	旱灾	旱灾	გვალვით გამოწვეული კატასტროფა	გვალვამ ადგილობრივ სოფლის მეურნეობაზე იმოქმედა.	երաշտի աղետ	Երաշտը ազդեց տեղական գյուղատնտեսության վրա։
4128:毫不	毫不	毫不	სულაც არა; არანაირად	სირთულეების წინაშე ის სულაც არ იხევს უკან.	բոլորովին ոչ	Դժվարությունների առաջ նա բոլորովին չի նահանջում։
4131:毫升	毫升	毫升	მილილიტრი	ამ წამლის ყოველ ჯერზე ათი მილილიტრი მიიღეთ.	միլիլիտր	Այս դեղից յուրաքանչյուր անգամ ընդունեք տասը միլիլիտր։
4132:好不	好不	好不	ძალიან; საკმაოდ	დღესასწაულზე ქუჩა ძალიან ხმაურიანი და ხალისიანი იყო.	շատ; բավականին	Տոնի օրերին փողոցը շատ աշխույժ էր։
4133:好感	好感	好感	კარგი შთაბეჭდილება; სიმპათია	პირველი შეხვედრის შემდეგ მას ქალზე კარგი შთაბეჭდილება დარჩა.	լավ տպավորություն; համակրանք	Առաջին հանդիպումից հետո նա նրա նկատմամբ համակրանք զգաց։
4134:好容易	好容易	好容易	დიდი სირთულით	მან ბილეთი დიდი სირთულით იყიდა.	մեծ դժվարությամբ	Նա միայն մեծ դժվարությամբ կարողացավ տոմս գնել։
4136:好学	好学	好学	სწავლის მოყვარული	ეს სტუდენტი ჭკვიანი და სწავლის მოყვარულია.	սովորելու ձգտող	Այս աշակերտը խելացի է և սովորելու ձգտող։
4144:黑暗	黑暗	黑暗	სიბნელე; ბნელი	დენის გათიშვის შემდეგ ოთახი მთლიანად დაბნელდა.	մութ; խավար	Հոսանքի անջատումից հետո սենյակը ամբողջությամբ մութ դարձավ։
4146:狠	狠	狠	მკაცრი; დაუნდობელი	ის ცოტა მკაცრად ლაპარაკობს.	կոպիտ; անողոք	Նա մի քիչ կոպիտ է խոսում։
4149:衡量	衡量	衡量	გაზომვა; შეფასება	მოსწავლის შეფასება მხოლოდ ნიშნებით არ შეიძლება.	չափել; գնահատել	Չի կարելի աշակերտին գնահատել միայն գնահատականներով։
4150:宏大	宏大	宏大	დიდი; მასშტაბური	ამ გეგმას მასშტაბური მიზნები აქვს.	վիթխարի; մեծածավալ	Այս ծրագրի նպատակները վիթխարի են։
4153:后期	后期	后期	შემდგომი ეტაპი	პროექტის შემდგომ ეტაპს მეტი დაფინანსება სჭირდება.	հետագա փուլ	Նախագծի հետագա փուլում ավելի շատ ֆինանսավորում է պետք։
4154:后人	后人	后人	შემდგომი თაობები; შთამომავლები	ამ წიგნმა ბევრ შემდგომ თაობაზე მოახდინა გავლენა.	հետագա սերունդներ; ժառանգներ	Այս գիրքը ազդել է շատ հետագա սերունդների վրա։
4155:后退	后退	后退	უკან დახევა	სიგნალის გაგონებისთანავე ყველამ უკან დაიხია.	հետ գնալ; նահանջել	Ազդանշանը լսելուց հետո բոլորը անմիջապես հետ գնացին։
4156:后者	后者	后者	მეორე; უკანასკნელი	ორივე გეგმა კარგია, მაგრამ მეორე უფრო იაფია.	վերջինս	Երկու տարբերակն էլ լավն են, բայց վերջինը ավելի էժան է։
4159:胡子	胡子	胡子	წვერი; ულვაში	მისი წვერი უკვე გათეთრდა.	մորուք; բեղ	Նրա մորուքը արդեն սպիտակել է։
4160:户	户	户	ოჯახი; კომლი	ამ სოფელში სამასი კომლია.	տնային տնտեսություն; ընտանիք	Այս գյուղում երեք հարյուր ընտանիք կա։
4161:互助	互助	互助	ურთიერთდახმარება	მეზობლებმა ერთმანეთს უნდა დაეხმარონ.	փոխօգնություն	Հարևանները պետք է միմյանց օգնեն։
4162:花朵	花朵	花朵	ყვავილი	გაზაფხულზე პარკი ყვავილებით ივსება.	ծաղիկ	Գարնանը այգին լցվում է ծաղիկներով։
4164:滑冰	滑冰	滑冰	ციგურაობა	ის ბავშვობიდან სწავლობს ციგურაობას.	սահել սառույցի վրա	Նա մանկուց սովորում է սահել սառույցի վրա։
4165:滑行	滑行	滑行	სრიალი; ნელა მოძრაობა	თვითმფრინავი ასაფრენ ბილიკზე ნელა მოძრაობდა.	սահել; դանդաղ ընթացել	Ինքնաթիռը դանդաղ սահում էր թռիչքուղու վրա։
4166:滑雪	滑雪	滑雪	თხილამურებით სრიალი	ზამთარში ჩრდილოეთში თხილამურებით სასრიალოდ მივდივართ.	դահուկ քշել	Ձմռանը մենք գնում ենք հյուսիս դահուկ քշելու։
4172:怀	怀	怀	მკერდი; გულში ტარება	მას ხელში პატარა კნუტი ეჭირა.	գիրկ; սրտում պահել	Նա գրկում մի փոքրիկ կատու էր պահում։
4176:环	环	环	რგოლი; წრე	გასაღები მეტალის რგოლზე კიდია.	օղակ; շրջան	Բանալին կախված է մետաղական օղակից։
4178:患	患	患	ავად ყოფნა; დაავადებული ყოფნა	მას მაღალი წნევა აქვს და რეგულარულად მოწმდება.	հիվանդությամբ տառապել; հիվանդ լինել	Նա բարձր ճնշում ունի և պարբերաբար ստուգվում է։
4181:黄	黄	黄	ყვითელი; გვარი ჰუანი	ჰუანი ჩინეთში გავრცელებული გვარია.	դեղին; Հուան ազգանուն	Հուանը Չինաստանում տարածված ազգանուն է։
4187:回头	回头	回头	შემობრუნება; მოგვიანებით	მან უკან მოიხედა.	հետ նայել; հետո	Նա հետ նայեց մի պահ։
4188:汇	汇	汇	გადარიცხვა; თავმოყრა	გთხოვ, თანხა ამ ანგარიშზე გადარიცხო.	գումար փոխանցել; միաձուլվել	Խնդրում եմ գումարը փոխանցիր այս հաշվին։
4190:绘画	绘画	绘画	ხატვა; მხატვრობა	მას ბავშვობიდან უყვარს ხატვა.	նկարչություն; նկարել	Նա մանկուց սիրում է նկարել։
4191:会见	会见	会见	შეხვედრა; მიღება	დირექტორი ჩამოსულ წარმომადგენლებს შეხვდა.	հանդիպել; ընդունել	Տնօրենը հանդիպեց այցելած ներկայացուցիչներին։
4192:汇款	汇款	汇款	ფულის გადარიცხვა; გადარიცხული თანხა	დილით ფული უკვე გადმოგირიცხე.	դրամական փոխանցում; գումար փոխանցել	Առավոտյան գումարն արդեն փոխանցել եմ քեզ։
4194:混	混	混	შერევა; ერთმანეთში არევა	სხვადასხვა ფერის ტანსაცმელი ერთად არ გარეცხო.	խառնել; իրար խառնել	Տարբեր գույնի հագուստը միասին մի լվա։
4200:火灾	火灾	火灾	ხანძარი	ხანძრის შემდეგ მოსახლეობა სწრაფად გაიყვანეს.	հրդեհ	Հրդեհից հետո բնակիչները արագ տարհանվեցին։
4202:货车	货车	货车	სატვირთო მანქანა	სატვირთო მანქანამ ხილი ბაზარში მიიტანა.	բեռնատար մեքենա	Բեռնատարը մրգերը հասցրեց շուկա։
4203:击败	击败	击败	დამარცხება	ფინალში მათ ძლიერი გუნდი დაამარცხეს.	պարտության մատնել	Նրանք եզրափակիչում հաղթեցին ուժեղ թիմին։
4205:机动车	机动车	机动车	ძრავიანი სატრანსპორტო საშუალება	ამ გზაზე ძრავიანი ტრანსპორტის მოძრაობა აკრძალულია.	մեխանիկական տրանսպորտային միջոց	Այս ճանապարհով մեխանիկական տրանսպորտային միջոցների անցնելն արգելված է։
4214:机制	机制	机制	მექანიზმი; სისტემა	კომპანიამ ახალი წახალისების სისტემა შექმნა.	մեխանիզմ; համակարգ	Ընկերությունը ստեղծեց խրախուսման նոր համակարգ։
4217:急救	急救	急救	პირველი დახმარება; გადაუდებელი დახმარება	მან პირველი დახმარების ძირითადი წესები იცის.	առաջին օգնություն; շտապ օգնություն	Նա սովորել է առաջին օգնության հիմնական կանոնները։
4220:极为	极为	极为	უკიდურესად; ძალიან	ეს დავალება ძალიან მნიშვნელოვანია.	չափազանց; շատ	Այս առաջադրանքը չափազանց կարևոր է։
4227:技艺	技艺	技艺	ხელობა; ოსტატობა	ამ მოხუცმა ტრადიციული ხელობა შემოინახა.	հմտություն; արհեստ	Այս տարեց մարդը պահպանել է ավանդական արհեստը։
4228:夹	夹	夹	ჩამაგრება; შორის მოთავსება	გთხოვ, ფოტო საბუთებში ჩაამაგრო.	ամրացնել; մեջտեղում դնել	Խնդրում եմ լուսանկարը ամրացրու փաստաթղթերի մեջ։
4229:加倍	加倍	加倍	გაორმაგება; ძალის გაძლიერება	გამოცდის წინ მან ძალისხმევა გააორმაგა.	կրկնապատկել; ավելացնել	Քննությունից առաջ նա կրկնապատկեց իր ջանքերը։
4231:家家户户	家家户户	家家户户	ყოველი ოჯახი; ყველა ოჯახი	გაზაფხულის დღესასწაულზე ყოველი ოჯახი სადღესასწაულო წარწერებს აკრავს.	յուրաքանչյուր ընտանիք; բոլոր տները	Գարնան տոնին յուրաքանչյուր ընտանիք տոնական գրություններ է փակցնում։
4233:家居	家居	家居	სახლის ყოფა; სახლის ნივთები	ეს მაღაზია სახლის ნივთებს ყიდის.	տնային կենցաղ; տան իրեր	Այս խանութը տան իրեր է վաճառում։
4235:加以	加以	加以	განხორციელება; გამოყენება	ამ პრობლემას გადაწყვეტა სჭირდება.	իրականացնել; կիրառել	Այս խնդիրը պետք է լուծել։
4236:家园	家园	家园	სახლი; სამშობლო	ისინი ერთად იცავენ თავიანთ სახლს.	օջախ; հայրենիք	Նրանք միասին պաշտպանում են իրենց օջախը։
4237:加重	加重	加重	დამძიმება; გაძლიერება	ღამის გათევა დაღლილობას ამძიმებს.	ծանրացնել; սաստկացնել	Գիշերը չքնելը սաստկացնում է հոգնածությունը։
4240:尖	尖	尖	წვეტიანი; წვერი	ამ ფანქრის წვერი გატყდა.	սուր; ծայր	Այս մատիտի ծայրը կոտրվեց։
4242:监测	监测	监测	მონიტორინგი; დაკვირვება	თანამშრომლები ჰაერის ხარისხს აკვირდებიან.	մշտադիտարկել; հետևել	Աշխատակիցները մշտադիտարկում են օդի որակը։
4248:艰辛	艰辛	艰辛	მძიმე; ძნელი	ბიზნესის დაწყება ძალიან რთული პროცესი იყო.	դժվար; ծանր	Գործ սկսելու գործընթացը շատ դժվար էր։
4251:检测	检测	检测	შემოწმება; ტესტირება	ინჟინერმა მანქანის ტემპერატურა შეამოწმა.	ստուգել; թեստավորել	Ինժեները ստուգեց սարքի ջերմաստիճանը։
4253:简介	简介	简介	მოკლე აღწერა; შესავალი	გთხოვ, ჯერ კურსის მოკლე აღწერა წაიკითხო.	կարճ ներկայացում; ներածություն	Խնդրում եմ նախ կարդա դասընթացի կարճ ներկայացումը։
4254:减弱	减弱	减弱	შესუსტება; შემცირება	ღამით ქარი თანდათან შესუსტდა.	թուլանալ; նվազել	Գիշերը քամին աստիճանաբար թուլացավ։
4255:减压	减压	减压	წნევის შემცირება; სტრესის მოხსნა	ვარჯიში სტრესის მოხსნაში გეხმარება.	ճնշումը նվազեցնել; սթրեսը թեթևացնել	Մարզանքը կարող է օգնել սթրեսը թեթևացնել։
4258:箭	箭	箭	ისარი	ისარი შორეულ სამიზნესკენ გაფრინდა.	նետ	Նետը թռավ դեպի հեռավոր թիրախը։
