source_headword	LO	example_LO
compelling	ໜ້າເຊື່ອຖື	ສາລະຄະດີໄດ້ສ້າງຂໍ້ສະເໜີທີ່ໜ້າເຊື່ອຖື.
compensate	ຊົດເຊີຍ	ບໍລິສັດຈະຊົດເຊີຍລູກຄ້າທີ່ໄດ້ຮັບຜົນກະທົບ.
compensation	ຄ່າຊົດເຊີຍ	ຄົນງານໄດ້ຮຽກຮ້ອງຄ່າຊົດເຊີຍທີ່ຍຸត្តិທຳ.
competence	ຄວາມສາມາດ	ການທົດສອບວັດແທກຄວາມສາມາດທາງວິຊາຊີບ.
competent	ມີຄວາມສາມາດ	ລາວແມ່ນວິສະວະກອນທີ່ມີຄວາມສາມາດ.
compile	ລວບລວມ	ນັກຄົ້ນຄວ້າລວບລວມຂໍ້ມູນຈາກໂຮງໝໍ.
complement	ເສີມ	ເຫຼົ້າແວັງຈະເສີມອາຫານຄາບນີ້.
complexity	ຄວາມສັບສົນ	ໂຄງການມີຄວາມສັບສົນທີ່ບໍ່ຄາດຄິດ.
compliance	ການປະຕິບັດຕາມ	ການກວດສອບໄດ້ກວດເບິ່ງການປະຕິບັດຕາມກົດໝາຍ.
complication	ອາການແຊກຊ້ອນ	ການຜ່າຕັດມີອາການແຊກຊ້ອນໜຶ່ງ.
comply	ປະຕິບັດຕາມ	ບໍລິສັດຕ້ອງປະຕິບັດຕາມກົດລະບຽບ.
composition	ບົດເພງ	ບົດເພງປະກອບມີໄວໂອລິນແລະເປຍໂນ.
compromise	ການປະນີປະນອມ	ການປະນີປະນອມເຮັດໃຫ້ທັງສອງຝ່າຍພໍໃຈ.
compute	ຄິດໄລ່	ໂປຣແກຣມສາມາດຄິດໄລ່ຍອດລວມໄດ້.
conceal	ປິດບັງ	ລາວພະຍາຍາມປິດບັງຄວາມເສຍຫາຍ.
concede	ຍອມຮັບ	ລັດຖະມົນຕີປະຕິເສດທີ່ຈະຍອມຮັບຄວາມພ່າຍແພ້.
conceive	ຄິດອອກ	ພວກເຂົາບໍ່ສາມາດຄິດອອກແຜນການທີ່ດີກວ່າ.
conception	ແນວຄວາມຄິດ	ຮູບເງົາໄດ້ປ່ຽນແນວຄວາມຄິດຂອງຂ້ອຍກ່ຽວກັບປະຫວັດສາດ.
concession	ການຜ່ອນຜັນ	ບໍລິສັດໄດ້ສະເໜີການຜ່ອນຜັນໜຶ່ງຢ່າງ.
condemn	ປະນາມ	ຜູ້ນຳປະນາມການໂຈມຕີຢ່າງເປີດເຜີຍ.
confer	ມອບໃຫ້	ລາງວັນຈະມອບກຽດຕິຍົດໃຫ້.
confession	ການສາລະພາບ	ການສາລະພາບຂອງລາວເຮັດໃຫ້ສານປະຫຼາດໃຈ.
configuration	ການຕັ້ງຄ່າ	ການຕັ້ງຄ່າຄວບຄຸມການເຂົ້າເຖິງເຄືອຂ່າຍ.
confine	ຈຳກັດ	ກົດລະບຽບຈຳກັດໝາໄວ້ໃນເຂດນີ້.
confirmation	ການຢືນຢັນ	ພວກເຮົາໄດ້ຮັບການຢືນຢັນທາງອີເມວ.
confront	ປະເຊີນໜ້າ	ລາວຕັດສິນໃຈປະເຊີນໜ້າກັບບັນຫາ.
confrontation	ການປະເຊີນໜ້າກັນ	ການປະເຊີນໜ້າກັນໄດ້ສິ້ນສຸດລົງໂດຍບໍ່ມີຄວາມຮຸນແຮງ.
congratulate	ຊົມເຊີຍ	ຂ້ອຍໂທໄປຊົມເຊີຍນ້ອງສາວຂອງຂ້ອຍ.
congregation	ປະຊາຄົມ	ປະຊາຄົມໄດ້ຮ້ອງເພງນຳກັນ.
congressional	ຂອງລັດຖະສະພາ	ການພິຈາລະນາຄະດີຂອງລັດຖະສະພາໃຊ້ເວລາຫຼາຍຊົ່ວໂມງ.
conquer	ເອົາຊະນະ	ທີມງານຫວັງວ່າຈະເອົາຊະນະຕະຫຼາດ.
conscience	ຈິດສຳນຶກ	ຈິດສຳນຶກຂອງລາວຈະບໍ່ຍອມໃຫ້ມີການຕົວະ.
consciousness	ສະຕິ	ອຸບັດຕິເຫດມີຜົນກະທົບຕໍ່ສະຕິຂອງລາວ.
consecutive	ຕິດຕໍ່ກັນ	ລາວຊະນະສາມການແຂ່ງຂັນຕິດຕໍ່ກັນ.
consensus	ຄວາມເຫັນດີເຫັນພ້ອມ	ຄະນະກຳມະການບັນລຸຄວາມເຫັນດີເຫັນພ້ອມຢ່າງໄວວາ.
consent	ການຍິນຍອມ	ຕ້ອງການການຍິນຍອມເປັນລາຍລັກອັກສອນ.
conserve	ອະນຸລັກ	ພວກເຮົາປະຢັດນ້ຳໃນຊ່ວງລະດູແລ້ງ.
consistency	ຄວາມສະໝ່ຳສະເໝີ	ຄວາມສະໝ່ຳສະເໝີມີຄວາມສຳຄັນໃນການສຶກສາພາສາ.
consolidate	ລວມເຂົ້າກັນ	ບໍລິສັດຈະລວມສອງຫ້ອງການເຂົ້າກັນ.
constituency	ເຂດເລືອກຕັ້ງ	ຜູ້ສະໝັກໄດ້ໄປຢ້ຽມຢາມທຸກເຂດເລືອກຕັ້ງ.
constitute	ປະກອບເປັນ	ແມ່ຍິງປະກອບເປັນເຄິ່ງໜຶ່ງຂອງຄະນະກຳມະການ.
constitution	ລັດຖະທຳມະນູນ	ລັດຖະທຳມະນູນຮັບປະກັນសິດທິໃນການປາກເວົ້າ.
constitutional	ຕາມລັດຖະທຳມະນູນ	ສານໄດ້ທົບທວນຄືນສິດທິຕາມລັດຖະທຳມະນູນ.
constraint	ຂໍ້ຈຳກັດ	ຂໍ້ຈຳກັດດ້ານງົບປະມານໄດ້ຈຳກັດໂຄງການ.
consultation	ການປຶກສາຫາລື	ການປຶກສາຫາລືໃຊ້ເວລາສອງອາທິດ.
contemplate	ພິຈາລະນາ	ລາວຢຸດເພື່ອນຳໄປພິຈາລະນາຂໍ້ສະເໜີ.
contempt	ຄວາມດູຖູກ	ລາວໄດ້ສະແດງຄວາມດູຖູກຕໍ່ກົດລະບຽບ.
contend	ແຂ່ງຂັນ	ຫຼາຍບໍລິສັດແຂ່ງຂັນກັນເພື່ອເອົາສັນຍາ.
contender	ຜູ້ເຂົ້າແຂ່ງຂັນ	ລາວແມ່ນຜູ້ເຂົ້າແຂ່ງຂັນທີ່ແຂງແກ່ນ.
content2	ພໍໃຈ	ລາວຮູ້ສຶກພໍໃຈກັບຜົນໄດ້ຮັບ.
contention	ຂໍ້ໂຕ້ແຍ້ງ	ຂໍ້ໂຕ້ແຍ້ງຫຼັກແມ່ນກ່ຽວຂ້ອງກັບການສະໜອງທຶន.
continually	ຢ່າງຕໍ່ເນື່ອງ	ລະບົບກວດສອບຂໍ້ຜິດພາດຢ່າງຕໍ່ເນື່ອງ.
contractor	ຜູ້ຮັບເໝົາ	ຜູ້ຮັບເໝົາໄດ້ສ້ອມແປງຫຼັງຄາ.
contradiction	ຄວາມຂັດແย้ง	ຄຳຖະແຫຼງຂອງລາວມີຄວາມຂັດແຍ້ງກັນ.
contrary	ກົງກັນຂ້າມ	ຫຼັກຖານທີ່ກົງກັນຂ້າມໄດ້ປ່ຽນແປງຄະດີ.
contributor	ຜູ້ປະກອບສ່ວນ	ລາວເປັນຜູ້ປະກອບສ່ວນເປັນປະຈຳ.
conversion	ການປ່ຽນແປງ	ການປ່ຽນແປງໄດ້ປ່ຽນເງິນໂດລາເປັນເງິນເອີໂຣ.
convict	ຕັດສິນລົງໂທດ	ຄະນະຕຸລາການອາດຈະຕັດສິນລົງໂທດຜູ້ຕ້ອງສົງໄສ.
conviction	ການຕັດສິນລົງໂທດ	ການຕັດສິນລົງໂທດຂອງລາວເຮັດໃຫ້ປະຊາຊົນຕົກໃຈ.
cooperate	ຮ່ວມມື	ກະລຸນາໃຫ້ຄວາມຮ່ວມມືກັບການສືບສວນ.
cooperative	ໃຫ້ຄວາມຮ່ວມມື	ພະນັກງານໃຫ້ຄວາມຮ່ວມມືແລະສະຫງົບ.
coordinate	ປະສານງານ	ພວກເຂົາປະສານງານການຈັດສົ່ງທຸກໆເຊົ້າ.
coordination	ການປະສານງານ	ການປະສານງານທີ່ດີຊ່ວຍປະຢັດເວລາ.
coordinator	ຜູ້ປະສານງານ	ຜູ້ປະສານງານໄດ້ມອບໝາຍແຕ່ລະໜ້າທີ່.
cop	ຕຳຫຼວດ	ຕຳຫຼວດຄົນໜຶ່ງຢືນຢູ່ທາງນອກສະຖານີ.
copper	ທອງແດງ	ທໍ່ແມ່ນເຮັດດ້ວຍທອງແດງ.
copyright	ລິຂະສິດ	ຮູບພາບຖືກປົກປ້ອງດ້ວຍລິຂະສິດ.
correction	ການແກ້ໄຂ	ຄູໄດ້ເຮັດການແກ້ໄຂໜຶ່ງຄັ້ງ.
correlate	ກ່ຽວຂ້ອງກັນ	ຄວາມຄຽດສູງສາມາດກ່ຽວຂ້ອງກັບການເຈັບປ່ວຍ.
correlation	ຄວາມສຳພັນ	ການສຶກສາພົບເຫັນຄວາມສຳພັນທີ່ແຂງແກ່ນ.
correspond	ກົງກັບ	ຕົວເລກເຫຼົ່ານີ້ກົງກັບປ້າຍຊື່.
correspondence	ການຕິດຕໍ່ສື່ສານ	ການຕິດຕໍ່ສື່ສານຂອງພວກເຂົາແກ່ຍາວເປັນເວລາຫຼາຍປີ.
correspondent	ນັກຂ່າວ	ນັກຂ່າວໄດ້ລາຍງານຈາກໄຄໂຣ.
corresponding	ທີ່ກົງກັນ	ແຕ່ລະປຸ່ມມີແສງໄຟທີ່ກົງກັນ.
corrupt	ສໍ້ລາດບັງຫຼວງ	ເຈົ້າໜ້າທີ່ສໍ້ລາດບັງຫຼວງໄດ້ຮັບເງິນ.
corruption	ການສໍ້ລາດບັງຫຼວງ	ການສໍ້ລາດບັງຫຼວງເຮັດໃຫ້ຄວາມໄວ້ວາງໃຈຂອງປະຊາຊົນຫຼຸດລົງ.
costly	ລາຄາແພງ	ຂໍ້ຜິດພາດນັ້ນເຮັດໃຫ້ທີມຕ້ອງເສຍຄ່າໃຊ້ຈ່າຍຫຼາຍ.
councillor	ສະມາຊິກສະພາທ້ອງຖິ່ນ	ສະມາຊິກສະພາທ້ອງຖິ່ນໄດ້ຕອບຄຳຖາມຂອງປະຊາຊົນ.
counselling	ການໃຫ້ຄຳປຶກສາ	ລາວໄດ້ຮັບການໃຫ້ຄຳປຶກສາຫຼັງຈາກອຸບັດຕິເຫດ.
counsellor	ທີ່ປຶກສາ	ທີ່ປຶກສາໄດ້ຊ່ວຍເຫຼືອນັກຮຽນໃໝ່.
counter (argue against)	ໂຕ້ແຍ້ງ	ລາວພະຍາຍາມໂຕ້ແຍ້ງຂໍ້ອ້າງຂອງລາວ.
counterpart	ຄູ່ຮ່ວມຕຳແໜ່ງ	ລາວໄດ້ພົບກັບຄູ່ຮ່ວມຕຳແໜ່ງຊາວຢີ່ປຸ່ນຂອງລາວ.
countless	ນັບບໍ່ຖ້ວນ	ອາສາສະໝັກນັບບໍ່ຖ້ວນໄດ້ເຂົ້າຮ່ວມການຄົ້ນຫາ.
coup	ລັດຖະປະຫານ	ການລັດຖະປະຫານໄດ້ປົດປະທານາທິບໍດີອອກ.
courtesy	ມາລະຍາດ	ລາວໄດ້ຂອບໃຈພວກເຂົາສຳລັບມາລະຍາດຂອງພວກເຂົາ.
