source_headword	MY	example_MY
faction	ဂိုဏ်းဂဏ	အဖွဲ့တစ်ဖွဲ့က ခေါင်းဆောင်ကို ဆန့်ကျင်ခဲ့သည်။
faculty	မဟာဌာန	မဟာဌာနက အဆိုပြုချက်ကို အတည်ပြုခဲ့သည်။
fade	မှေးမှိန်သွားသည်	ဆေးရောင်သည် နေရောင်တွင် မှေးမှိန်သွားလိမ့်မည်။
fairness	တရားမျှတမှု	ပြိုင်ပွဲတိုင်းတွင် တရားမျှတမှုက အရေးကြီးသည်။
fatal	သေစေနိုင်သော	ယာဉ်တိုက်မှုကြောင့် သေစေလောက်သော ဒဏ်ရာများ ရရှိခဲ့သည်။
fate	ကံကြမ္မာ	သူ၏ ကံကြမ္မာကို မည်သူမျှ မသိခဲ့ကြပေ။
favourable	အဆင်ပြေသော	ပြန်လည်သုံးသပ်ချက်သည် ကောင်းမွန်သည်။
feat	အောင်မြင်မှု	ထိုတောင်ထိပ်ကို တက်ခြင်းသည် ကြီးမားသော အောင်မြင်မှုတစ်ခု ဖြစ်သည်။
feminist	အမျိုးသမီးဝါဒီ	အမျိုးသမီးဝါဒီ လှုပ်ရှားမှုသည် အများပြည်သူ ဆွေးနွေးငြင်းခုံမှုကို ပြောင်းလဲစေခဲ့သည်။
fibre	အမျှင်ဓာတ်	ဤပေါင်မုန့်တွင် အမျှင်ဓာတ် အပိုပါဝင်သည်။
fierce	ပြင်းထန်သော	ပြင်းထန်သော မုန်တိုင်းကြောင့် အမိုးများ ပျက်စီးခဲ့သည်။
film-maker	ရုပ်ရှင်ဖန်တီးသူ	ရုပ်ရှင်ဖန်တီးသူသည် နောက်ပိုင်းတွင် မေးခွန်းများကို ဖြေကြားခဲ့သည်။
filter	ရေစစ်	ရေစစ်သည် လေထဲမှ ဖုန်မှုန့်များကို ဖယ်ရှားပေးသည်။
fine	ဒဏ်ငွေ	ကုမ္ပဏီသည် ဒဏ်ငွေ ပေးဆောင်ခဲ့သည်။
firearm	သေနတ်	ရဲအရာရှိသည် ခိုးယူခံရသော သေနတ်တစ်လက်ကို ပြန်လည်ရရှိခဲ့သည်။
fit	အံကိုက်	ဖိနပ်အသစ်များသည် အံကိုက်ဖြစ်နေသည်။
fixture	အမြဲတမ်းတပ်ဆင်ထားသောအရာ	မီးအိမ်သည် အမြဲတမ်းတပ်ဆင်ထားသောအရာဖြစ်သည်။
flaw	ချို့ယွင်းချက်	ဒီဇိုင်းတွင် ကြီးမားသော ချို့ယွင်းချက်တစ်ခုရှိသည်။
flawed	ချို့ယွင်းနေသော	ချို့ယွင်းနေသောလေ့လာမှုသည် မှားယွင်းသောရလဒ်များကိုပေးခဲ့သည်။
flee	ထွက်ပြေးသည်	မိသားစုများသည် တိုက်ပွဲမှ ထွက်ပြေးခဲ့ရသည်။
fleet	လေယာဉ်အုပ်	လေကြောင်းလိုင်းသည် ၎င်း၏လေယာဉ်အုပ်ကို အသစ်လဲလှယ်ခဲ့သည်။
flesh	အသား	ဆူးက သူ၏အသားကို စူးသွားသည်။
flexibility	ပျော့ပြောင်းမှု	အဝေးမှအလုပ်လုပ်ခြင်းသည် ပိုမိုပျော့ပြောင်းမှုကို ပေးသည်။
flourish	ဖွံ့ဖြိုးတိုးတက်သည်	အသေးစားစီးပွားရေးလုပ်ငန်းများသည် ဤနေရာတွင် ဖွံ့ဖြိုးတိုးတက်နိုင်သည်။
fluid	အရည်	လေ့ကျင့်ခန်းလုပ်ပြီးနောက် အရည်များများသောက်ပါ။
footage	ရုပ်သံမှတ်တမ်း	ရုပ်သံမှတ်တမ်းတွင် ယာဉ်တိုက်မှုအား ပြသထားသည်။
foreigner	နိုင်ငံခြားသား	ဖောင်တွင် သင်သည် နိုင်ငံခြားသား ဟုတ်မဟုတ် မေးထားသည်။
forge	တည်ဆောက်သည်	၎င်းတို့သည် မဟာမိတ်အသစ်တစ်ခုကို ကြိုးစားတည်ဆောက်ခဲ့သည်။
formula	ဖော်မြူလာ	ဖော်မြူလာသည် ပြဿနာကို ဖြေရှင်းပေးခဲ့သည်။
formulate	ပုံဖော်သည်	သိပ္ပံပညာရှင်များသည် သီအိုရီအသစ်တစ်ခုကို ပုံဖော်ကြသည်။
forth	ရှေ့သို့	မြစ်က လှေကို ရှေ့သို့သယ်ဆောင်သွားသည်။
forthcoming	လာမည့်	လာမည့်အစီရင်ခံစာသည် အရာအားလုံးကို ရှင်းပြပါလိမ့်မည်。
foster	မြေတောင်မြှောက်ပေးသည်	အစီအစဉ်သည် လွတ်လပ်မှုကို မြေတောင်မြှောက်ပေးသည်။
fragile	ကျိုးပဲ့လွယ်သော	ကျိုးပဲ့လွယ်သောပန်းအိုးကို ဂရုတစိုက်ကိုင်တွယ်ရန် လိုအပ်သည်။
franchise	ဖရန်ချိုက်	စားသောက်ဆိုင်သည် ကမ္ဘာလုံးဆိုင်ရာ ဖရန်ချိုက်တစ်ခု ဖြစ်လာသည်။
frankly	ပွင့်ပွင့်လင်းလင်းပြောရလျှင်	ပွင့်ပွင့်လင်းလင်းပြောရလျှင် ကျွန်ုပ်တို့ အချိန်ပိုလိုသည်။
frustrated	စိတ်ပျက်သော	အလုပ်သမားများသည် နှောင့်နှေးမှုကြောင့် စိတ်ပျက်ခဲ့ကြသည်။
frustrating	စိတ်ပျက်စရာကောင်းသော	အင်တာနက်လိုင်းနှေးကွေးခြင်းက စိတ်ပျက်စရာကောင်းသည်။
frustration	စိတ်ပျက်ခြင်း	အစည်းအဝေးအတွင်း စိတ်ပျက်မှုများ ကြီးထွားလာသည်။
functional	အသုံးဝင်သော	မီးဖိုချောင်အဟောင်းသည် အသုံးဝင်ဆဲဖြစ်သည်။
fundraising	ရန်ပုံငွေရှာဖွေခြင်း	ရန်ပုံငွေရှာဖွေခြင်းသည် နောက်အပတ်တွင် စတင်မည်။
funeral	ဈာပန	ဈာပနကို သောကြာနေ့တွင် ကျင်းပခဲ့သည်။
gallon	ဂါလန်	တိုင်ကီတွင် တစ်ဂါလန်ဆံ့သည်။
gambling	လောင်းကစားခြင်း	လောင်းကစားခြင်းကို ဥပဒေဖြင့် ကန့်သတ်ထားသည်။
gathering	လူစုလူဝေး	လူစုလူဝေးသည် ငြိမ်းချမ်းစွာ ပြီးဆုံးသွားသည်။
gaze	စိုက်ကြည့်ခြင်း	သူမက သူ့ကို ခဏတာ စိုက်ကြည့်နေခဲ့သည်။
gear	ကိရိယာ	တောင်မတက်မီ လုံခြုံရေးကိရိယာများကို ထည့်ပိုးပါ။
generic	ယေဘူယျ	ယေဘူယျဗားရှင်းသည် ဈေးပိုသက်သာသည်။
genocide	လူမျိုးတုံးသတ်ဖြတ်မှု	လူမျိုးတုံးသတ်ဖြတ်မှုက နက်ရှိုင်းသော အမျိုးသားရေးစိတ်ဒဏ်ရာကို ချန်ထားခဲ့သည်။
glance	လှမ်းကြည့်ခြင်း	သူသည် အမြန်တစ်ချက် လှမ်းကြည့်လိုက်သည်။
glimpse	အရိပ်အယောင်	ပင်လယ်၏ အရိပ်အယောင်ကို ကျွန်ုပ် မြင်လိုက်ရသည်။
glorious	ထွန်းလင်းတောက်ပသော	အသင်းသည် ထွန်းလင်းတောက်ပသော အောင်ပွဲကို ဆင်နွှဲခဲ့သည်။
glory	ဘုန်းအသရေ	သူမသည် အိုလံပစ် ဘုန်းအသရေအတွက် အိပ်မက်မက်ခဲ့သည်။
governance	အုပ်ချုပ်ရေး	ကောင်းမွန်သော အုပ်ချုပ်ရေးသည် ပွင့်လင်းမြင်သာမှု လိုအပ်သည်။
grace	သိက္ခာရှိရှိ	သူမသည် ရှုံးနိမ့်မှုကို သိက္ခာရှိရှိ လက်ခံခဲ့သည်။
grasp	သဘောပေါက်သည်	သူသည် အယူအဆကို သဘောမပေါက်ခဲ့ပါ။
grave (for dead person)	သင်္ချိုင်း	သင်္ချိုင်းကို ပန်းများဖြင့် ဖုံးအုပ်ထားသည်။
grave (serious)	ကြီးလေးသော	အခြေအနေက ကြီးလေးနေဆဲဖြစ်သည်။
gravity	ဆွဲငင်အား	ဆွဲငင်အားသည် အရာဝတ္ထုများကို ကမ္ဘာမြေဆီသို့ ဆွဲငင်သည်။
grid	ဇယားကွက်	မြေပုံသည် ရိုးရှင်းသော ဇယားကွက်ကို အသုံးပြုထားသည်။
grief	ဝမ်းနည်းပူဆွေးမှု	ဝမ်းနည်းပူဆွေးမှုက သူ၏မိသားစုတစ်စုလုံးကို ပြောင်းလဲစေခဲ့သည်။
grin	ပြုံးဖြီးဖြီးလုပ်သည်	ကောင်လေးက ပြုံးဖြီးဖြီးလုပ်ပြခဲ့သည်။
grind	ကြိတ်သည်	အလုပ်သမားများသည် နံနက်တိုင်း ပဲစေ့များကို ကြိတ်ကြသည်။
grip	ဆုပ်ကိုင်ထားမှု	ကြိုးကို ခိုင်ခိုင်မြဲမြဲ ဆုပ်ကိုင်ထားပါ။
gross	စုစုပေါင်း	စုစုပေါင်းဝင်ငွေ အလွန်တိုးလာသည်။
guerrilla	ပြောက်ကျား	ပြောက်ကျားတပ်ဖွဲ့ဝင်များသည် တောင်တန်းများတွင် ပုန်းအောင်းနေခဲ့ကြသည်။
guidance	လမ်းညွှန်မှု	လမ်းညွှန်ချက်သည် လက်တွေ့ကျသော လမ်းညွှန်မှုကို ပေးသည်။
guilt	အပြစ်ရှိသည်ဟုခံစားရခြင်း	လိမ်ပြောပြီးနောက် သူမသည် အပြစ်ရှိသည်ဟု ခံစားရသည်။
gut	အလိုလိုသိစိတ်	ခက်ခဲသော ရွေးချယ်မှုများတွင် သင်၏ အလိုလိုသိစိတ်ကို ယုံကြည်ပါ။
hail	ချီးကျူးသည်	ရွာသားများသည် ဆရာဝန်ကို သူရဲကောင်းအဖြစ် ချီးကျူးကြသည်။
halfway	လမ်းတစ်ဝက်	ကျွန်ုပ်တို့သည် တောင်တက်လမ်းတစ်ဝက်တွင် ရပ်လိုက်ကြသည်။
halt	ရပ်တန့်သည်	ရထားသည် ရုတ်တရက် ရပ်တန့်သွားသည်။
handful	လက်တစ်ဆုပ်စာ	လက်တစ်ဆုပ်စာ စေတနာ့ဝန်ထမ်းများသည် နောက်ကျသည်အထိ နေခဲ့ကြသည်။
handling	ကိုင်တွယ်မှု	မှန်ကန်စွာ ကိုင်တွယ်မှုသည် ပျက်စီးမှုကို ကာကွယ်ပေးသည်။
handy	အသုံးဝင်သော	ဤကိရိယာသည် ပြုပြင်မှုများအတွက် အသုံးဝင်သည်။
harassment	နှောင့်ယှက်ခြင်း	ကုမ္ပဏီသည် နှောင့်ယှက်မှု တိုင်ကြားချက်များကို စုံစမ်းစစ်ဆေးခဲ့သည်။
hardware	ဟာ့ဒ်ဝဲ	စတိုးဆိုင်သည် ကွန်ပျူတာ ဟာ့ဒ်ဝဲများကို ရောင်းချသည်။
harmony	သဟဇာတဖြစ်ခြင်း	သံပြိုင်တေးဆိုအဖွဲ့သည် ပြီးပြည့်စုံသော သဟဇာတဖြစ်မှုဖြင့် သီဆိုခဲ့ကြသည်။
harsh	ကြမ်းတမ်းသော	တရားသူကြီးက ပြင်းထန်သော ပြစ်ဒဏ်ကို ချမှတ်ခဲ့သည်။
harvest	ရိတ်သိမ်းချိန်	စက်တင်ဘာလတွင် ရိတ်သိမ်းချိန် စတင်သည်။
haunt	ခြောက်လှန့်သည်	မှတ်ဉာဏ်က သူ့ကို ဆက်လက် ခြောက်လှန့်နေခဲ့သည်။
hazard	အန္တရာယ်	ရေခဲသည် ကြီးမားသော လမ်းအန္တရာယ်ဖြစ်သည်။
heighten	မြင့်တက်စေသည်	မိန့်ခွန်းက တင်းမာမှုများကို မြင့်တက်စေနိုင်သည်။
heritage	အမွေအနှစ်	ရဲတိုက်သည် ဒေသဆိုင်ရာ အမွေအနှစ်များ၏ တစ်စိတ်တစ်ပိုင်းဖြစ်သည်။
hierarchy	ရာထူးအဆင့်ဆင့်	ရုံး၏ ရာထူးအဆင့်ဆင့်ကို ရှင်းလင်းစွာ သတ်မှတ်ထားသည်။
high-profile	လူသိများသော	လူသိများသော တရားခွင်သည် သတင်းထောက်များကို ဆွဲဆောင်နိုင်ခဲ့သည်။
hint	အရိပ်အမြွက်	သူမက ကျွန်ုပ်ကို အသုံးဝင်သော အရိပ်အမြွက်တစ်ခု ပေးခဲ့သည်။
homeland	မွေးရပ်မြေ	သူသည် သူ၏ မွေးရပ်မြေသို့ ပြန်သွားခဲ့သည်။
hopeful	မျှော်လင့်ချက်ရှိသော	ဆရာဝန်များသည် ပြန်လည်ကျန်းမာလာရေးအတွက် မျှော်လင့်ချက်ရှိကြသည်။
horizon	မိုးကုတ်စက်ဝိုင်း	နေသည် မိုးကုတ်စက်ဝိုင်းအောက်သို့ ပျောက်ကွယ်သွားသည်။
horn	ဟွန်း	ကားဟွန်းသံက လူတိုင်းကို နိုးစေခဲ့သည်။
hostage	ဓားစာခံ	ဓားစာခံသည် အိမ်သို့ ပြန်ရောက်လာသည်။
hostile	ရန်လိုသော	လူအုပ်ကြီးသည် ရန်လိုလာကြသည်။
hostility	ရန်လိုမှု	ပွင့်လင်းသော ရန်လိုမှုက ဆွေးနွေးပွဲများကို အဆုံးသတ်စေခဲ့သည်။
humanitarian	လူသားချင်းစာနာထောက်ထားမှုဆိုင်ရာ	လူသားချင်းစာနာထောက်ထားမှုဆိုင်ရာ မစ်ရှင်သည် အစားအစာများကို ပေးပို့ခဲ့သည်။
humanity	လူသားမျိုးနွယ်	လူသားမျိုးနွယ်သည် တူညီသောစိန်ခေါ်မှုများနှင့် ရင်ဆိုင်နေရသည်။
humble	နှိမ့်ချသော	အောင်မြင်ပြီးနောက်တွင်လည်း သူမသည် နှိမ့်ချနေခဲ့သည်။
hydrogen	ဟိုက်ဒရိုဂျင်	ဟိုက်ဒရိုဂျင်သည် အလွန်လွယ်ကူစွာ လောင်ကျွမ်းသည်။
identification	သက်သေခံကတ်ပြား	ဝင်ပေါက်တွင် သက်သေခံကတ်ပြား လိုအပ်သည်။
ideological	သဘောတရားရေးရာ	အငြင်းပွားမှုသည် သဘောတရားရေးရာ အခြေခံများရှိသည်။
ideology	သဘောတရား	သူ၏ သဘောတရားသည် မိန့်ခွန်းတိုင်းကို ပုံဖော်ပေးခဲ့သည်။
idiot	အရူး	မည်သူ့ကိုမျှ အရူးဟု မခေါ်ပါနှင့်。
ignorance	အဝိဇ္ဇာ	အသိပညာကင်းမဲ့မှုသည် အကြောက်တရားကို ပြန့်ပွားစေနိုင်သည်။
imagery	ပုံရိပ်များ	ကဗျာသည် ထင်ရှားသော ပုံရိပ်များကို အသုံးပြုထားသည်။
immense	ကြီးမားသော	စီမံကိန်းသည် ကြီးမားသော ကြိုးပမ်းအားထုတ်မှု လိုအပ်သည်။
imminent	မကြာမီဖြစ်လာမည့်	မုန်တိုင်းတစ်ခု မကြာမီကျရောက်လာမည့်ပုံပေါ်သည်။
implementation	အကောင်အထည်ဖော်မှု	ဥပဒေ အကောင်အထည်ဖော်မှုသည် နှေးကွေးခဲ့သည်။
imprison	ထောင်ချသည်	အစိုးရသည် ဝေဖန်သူများကို ကြိုးစားထောင်ချခဲ့သည်။
imprisonment	ထောင်ဒဏ်	သူ၏ ထောင်ဒဏ်သည် ငါးနှစ်ကြာမြင့်ခဲ့သည်။
inability	မစွမ်းဆောင်နိုင်မှု	သူမ၏ အာရုံစူးစိုက်နိုင်စွမ်းမရှိမှုက ဆရာများကို စိုးရိမ်စေခဲ့သည်။
inadequate	မလုံလောက်သော	ခိုလှုံရေးစခန်းတွင် အပူပေးစနစ် မလုံလောက်ခဲ့ပါ။
inappropriate	မသင့်လျော်သော	သူ၏ ဟာသသည် မသင့်လျော်ပါ။
incidence	ဖြစ်ပွားမှု	တုပ်ကွေး ဖြစ်ပွားမှု တိုးလာသည်။
inclined	လိုလားသော	သူမသည် သဘောတူရန် လိုလားနေသည်။
inclusion	ပါဝင်မှု	ကျောင်းသည် အားလုံးပါဝင်မှုကို မြှင့်တင်ပေးသည်။
