source_headword	ML	example_ML
suck	വലിച്ചെടുക്കുക	യന്ത്രത്തിന് പൊടി വലിച്ചെടുക്കാൻ കഴിയും.
sue	കേസുകൊടുക്കുക	കമ്പനിക്കെതിരെ കേസുകൊടുക്കാൻ അവൾ തീരുമാനിച്ചു.
suicide	ആത്മഹത്യ	ആത്മഹത്യാ പ്രതിരോധത്തിന് നിരന്തരമായ ധനസഹായം ആവശ്യമാണ്.
suite	സ്യൂട്ട്	ഹോട്ടൽ സ്യൂട്ടിൽ നിന്നും നോക്കിയാൽ നദി കാണാം.
summit	ഉച്ചകോടി	നേതാക്കൾ ഉച്ചകോടിയിൽ പങ്കെടുത്തു.
superb	ഗംഭീരമായ	പ്രകടനം ഗംഭീരമായിരുന്നു.
superior	മികച്ച	പുതിയ മോഡൽ മികച്ചതാണ്.
supervise	മേൽനോട്ടം വഹിക്കുക	അവൾ പരിശീലനാർത്ഥികളുടെ മേൽനോട്ടം വഹിക്കും.
supervision	മേൽനോട്ടം	കുട്ടികൾക്ക് മുതിർന്നവരുടെ മേൽനോട്ടം ആവശ്യമാണ്.
supervisor	മേൽനോട്ടക്കാരൻ	ആദ്യം നിങ്ങളുടെ മേൽനോട്ടക്കാരനോട് ചോദിക്കുക.
supplement	അനുബന്ധം	റിപ്പോർട്ടിൽ ഒരു അനുബന്ധം ഉൾപ്പെടുന്നു.
supportive	പിന്തുണയ്ക്കുന്ന	അവളുടെ കുടുംബം പിന്തുണയ്ക്കുന്നവരായിരുന്നു.
supposedly	കരുതപ്പെടുന്ന	ഫയൽ ഇല്ലാതാക്കിയെന്ന് കരുതപ്പെടുന്നു.
suppress	അടിച്ചമർത്തുക	ഭരണകൂടം പ്രതിഷേധങ്ങളെ അടിച്ചമർത്താൻ ശ്രമിച്ചു.
supreme	പരമോന്നത	പരമോന്നത കോടതി കേസ് പരിഗണിച്ചു.
surge	കുതിച്ചുചാട്ടം	പെട്ടെന്നുള്ള കുതിച്ചുചാട്ടം ഉപകരണത്തിന് കേടുപാടുകൾ വരുത്തി.
surgical	ശസ്ത്രക്രിയാപരമായ	രോഗിക്ക് ശസ്ത്രക്രിയാ ചികിത്സ ആവശ്യമാണ്.
surplus	മിച്ചം	ഗോഡൗണിൽ മിച്ചമുണ്ട്.
surrender	കീഴടങ്ങുക	സൈനികർ കീഴടങ്ങാൻ സമ്മതിച്ചു.
surveillance	നിരീക്ഷണം	നിരീക്ഷണ ക്യാമറകൾ പ്രവേശനം റെക്കോർഡ് ചെയ്തു.
suspension	സസ്പെൻഷൻ	സസ്പെൻഷൻ രണ്ടാഴ്ച നീണ്ടുനിന്നു.
suspicion	സംശയം	അവന്റെ പെരുമാറ്റം സംശയമുണ്ടാക്കി.
suspicious	സംശയാസ്പദമായ	പാക്കേജ് സംശയാസ്പദമായി തോന്നി.
sustain	നിലനിർത്തുക	പദ്ധതിക്ക് പ്രാദേശിക ജോലികൾ നിലനിർത്താൻ കഴിയും.
swing	ആടുക	വാതിൽ ആടാൻ തുടങ്ങി.
sword	വാൾ	വാൾ ചുമരിൽ തൂക്കിയിട്ടിരുന്നു.
symbolic	പ്രതീകാത്മകമായ	ആ പ്രവൃത്തി പ്രതീകാത്മകമായിരുന്നു.
syndrome	സിൻഡ്രോം	സിൻഡ്രോം ഓർമ്മയെ ബാധിക്കുന്നു.
synthesis	സംശ്ലേഷണം	അധ്യായം ഒരു സംശ്ലേഷണം നൽകുന്നു.
systematic	വ്യവസ്ഥാപിതമായ	അവലോകനം വ്യവസ്ഥാപിതമായിരുന്നു.
tactic	തന്ത്രം	ആ തന്ത്രം പെട്ടെന്ന് പരാജയപ്പെട്ടു.
tactical	തന്ത്രപരമായ	ടീം ഒരു തന്ത്രപരമായ മാറ്റം വരുത്തി.
taxpayer	നികുതിദായകൻ	നികുതിദായകരുടെ പണമാണ് പാലത്തിന് ഫണ്ട് നൽകിയത്.
tempt	പ്രലോഭിപ്പിക്കുക	ഓഫർ നിക്ഷേപകരെ പ്രലോഭിപ്പിച്ചേക്കാം.
tenant	വാടകക്കാരൻ	വാടകക്കാരൻ നേരത്തെ വാടക നൽകി.
tender	മൃദുവായ	അവൾ ഒരു മൃദുവായ പുഞ്ചിരി നൽകി.
tenure	കാലാവധി	അദ്ദേഹത്തിന്റെ കാലാവധി ആറ് വർഷം നീണ്ടുനിന്നു.
terminal	മാരകമായ	രോഗിക്ക് മാരകമായ ഒരു അസുഖം ഉണ്ടായിരുന്നു.
terminate	അവസാനിപ്പിക്കുക	കമ്പനി കരാർ അവസാനിപ്പിച്ചേക്കാം.
terrain	ഭൂപ്രദേശം	ഭൂപ്രദേശം ദുർഘടമായിരുന്നു.
terrific	അതിശയകരമായ	കാഴ്ച അതിശയകരമായിരുന്നു.
testify	സാക്ഷ്യപ്പെടുത്തുക	അവൾ സാക്ഷ്യപ്പെടുത്താൻ സമ്മതിച്ചു.
testimony	സാക്ഷ്യം	അദ്ദേഹത്തിന്റെ സാക്ഷ്യം വിശദമായിരുന്നു.
texture	ഘടന	തുണിക്ക് പരുക്കൻ പ്രതലമുണ്ട്.
thankfully	ഭാഗ്യവശാൽ	ഭാഗ്യവശാൽ ആർക്കും പരിക്കേറ്റില്ല.
theatrical	നാടകീയമായ	പ്രസംഗം നാടകീയമായി തോന്നി.
theology	ദൈവശാസ്ത്രം	അവൻ സർവകലാശാലയിൽ ദൈവശാസ്ത്രം പഠിച്ചു.
theoretical	സൈദ്ധാന്തികമായ	ആ മാതൃക പൂർണ്ണമായും സൈദ്ധാന്തികമാണ്.
thereafter	അതിനുശേഷം	അതിനുശേഷം നിയമങ്ങൾ മാറി.
thereby	അതുവഴി	മാറ്റം ചെലവുകൾ കുറച്ചു, അതുവഴി ജോലികൾ സംരക്ഷിക്കപ്പെട്ടു.
thoughtful	ചിന്തനീയമായ	അവളുടെ മറുപടി ചിന്തനീയമായിരുന്നു.
thought-provoking	ചിന്തിപ്പിക്കുന്ന	ലേഖനം ചിന്തിപ്പിക്കുന്നതായിരുന്നു.
thread	നൂൽ	നൂൽ എളുപ്പത്തിൽ പൊട്ടി.
threshold	പരിധി	വോട്ട് പരിധി കടന്നു.
thrilled	ആവേശഭരിതമായ	വാർത്ത കേട്ട് അവൾ ആവേശഭരിതയായി.
thrive	അഭിവൃദ്ധിപ്പെടുക	ചെറുകിട വ്യവസായങ്ങൾക്ക് ഇവിടെ അഭിവൃദ്ധിപ്പെടാൻ കഴിയും.
tide	വേലിയേറ്റം	വേലിയേറ്റം വേഗത്തിൽ ഉയർന്നു.
tighten	മുറുക്കുക	അടപ്പ് നന്നായി മുറുക്കുക.
timber	തടി	വീടിന് പ്രാദേശിക തടി ഉപയോഗിച്ചിരിക്കുന്നു.
timely	സമയബന്ധിതമായ	മുന്നറിയിപ്പ് സമയബന്ധിതമായിരുന്നു.
tobacco	പുകയില	പുകയില വിൽപ്പന കുറഞ്ഞു.
tolerance	സഹിഷ്ണുത	ആ നയം സഹിഷ്ണുതയെ പ്രോത്സാഹിപ്പിക്കുന്നു.
tolerate	സഹിക്കുക	ഞങ്ങൾക്ക് പീഡനം സഹിക്കാൻ കഴിയില്ല.
toll	നാശനഷ്ടം	കൊടുങ്കാറ്റ് വലിയ നാശനഷ്ടമുണ്ടാക്കി.
top	മറികടക്കുക	വിൽപ്പന കഴിഞ്ഞ വർഷത്തെ റെക്കോർഡ് മറികടന്നേക്കാം.
torture	പീഡനം	കരാർ പീഡനം കർശനമായി നിരോധിക്കുന്നു.
