hsk_key	source_word	simplified	SR	example_SR	SL	example_SL	LT	example_LT	LV	example_LV	ET	example_ET	IS	example_IS
693:季	季	季	godišnje doba	Godina ima četiri godišnja doba.	letni čas	Leto ima štiri letne čase.	sezonas	Metuose yra keturi sezonai.	gadalaiks	Gadā ir četri gadalaiki.	aastaaeg	Aastas on neli aastaaega.	árstíð	Árið hefur fjórar árstíðir.
695:加	加	加	dodati	Molim te, dodaj mi malo vode.	dodati	Prosim, dodaj mi malo vode.	pridėti	Pridėk man truputį vandens, prašau.	pievienot	Lūdzu, pievieno man mazliet ūdens.	lisama	Palun lisa mulle natuke vett.	bæta við	Vinsamlegast bættu við smá vatni fyrir mig.
696:假期	假期	假期	odmor; raspust	Za vreme odmora želim da se odmorim.	počitnice; dopust	Med počitnicami se želim spočiti.	atostogos	Per atostogas noriu pailsėti.	brīvdienas; atvaļinājums	Brīvdienās gribu atpūsties.	puhkus	Vaheajal tahan puhata.	frí; leyfi	Í fríinu vil ég hvíla mig.
700:检票	检票	检票	kontrolisati karte	Pre ulaska na stanicu treba proveriti karte.	preveriti vozovnice	Pred vstopom na postajo je treba preveriti vozovnice.	tikrinti bilietus	Prieš įeinant į stotį reikia patikrinti bilietus.	pārbaudīt biļetes	Pirms ieiešanas stacijā jāpārbauda biļetes.	pileteid kontrollima	Enne jaama sisenemist tuleb pileteid kontrollida.	athuga miða	Það þarf að athuga miðana áður en farið er inn á stöðina.
707:街	街	街	ulica	Ova ulica je veoma živahna.	ulica	Ta ulica je zelo živahna.	gatvė	Ši gatvė labai judri.	iela	Šī iela ir ļoti dzīvīga.	tänav	See tänav on väga elav.	gata	Þessi gata er mjög lífleg.
714:姐妹	姐妹	姐妹	sestre	One su dve sestre.	sestre	Oni sta sestri.	seserys	Jos yra seserys.	māsas	Viņas ir māsas.	õed	Nad on õed.	systur	Þær eru systur.
716:斤	斤	斤	đin; mera od pola kilograma	Kupio sam oko kilogram jabuka.	džin; enota za pol kilograma	Kupil sem približno kilogram jabolk.	dzinas; pusės kilogramo vienetas	Nupirkau apie kilogramą obuolių.	dziņs; puskilograma mērvienība	Nopirku apmēram kilogramu ābolu.	jin; poole kilo ühik	Ostsin umbes kilo õunu.	jin; hálfs kílós eining	Ég keypti um það bil kíló af eplum.
720:酒	酒	酒	alkohol; piće	Tata uveče ne pije alkohol.	alkohol; žganje	Oče zvečer ne pije alkohola.	alkoholis; svaigusis gėrimas	Tėtis vakare negeria alkoholio.	alkohols; dzēriens	Tētis vakarā nedzer alkoholu.	alkohol; jook	Isa ei joo õhtul alkoholi.	áfengi	Pabbi drekkur ekki áfengi á kvöldin.
722:句	句	句	rečenica; brojna reč za rečenice	Molim te, reci još jednu rečenicu.	stavek; števnik za stavke	Prosim, povej še en stavek.	sakinys; skaičiuojamasis žodis sakiniams	Prašau pasakyti dar vieną sakinį.	teikums; skaitītājvārds teikumiem	Lūdzu, pasaki vēl vienu teikumu.	lause; lausete loendussõna	Palun ütle veel üks lause.	setning; töluorð fyrir setningar	Vinsamlegast segðu eina setningu í viðbót.
725:卡	卡	卡	kartica	Moja kartica je u torbi.	kartica	Moja kartica je v torbi.	kortelė	Mano kortelė yra krepšyje.	karte	Mana karte ir somā.	kaart	Mu kaart on kotis.	kort	Kortið mitt er í töskunni.
726:开花	开花	开花	procvetati	U proleće sva stabla cvetaju.	cveteti	Spomladi vsa drevesa cvetijo.	žydėti	Pavasarį visi medžiai žydi.	ziedēt	Pavasarī visi koki zied.	õitsema	Kevadel õitsevad kõik puud.	blómstra	Á vorin blómstra öll trén.
727:开会	开会	开会	imati sastanak	Popodne u tri imam sastanak.	imeti sestanek	Ob treh popoldne imam sestanek.	turėti susirinkimą	Trečią po pietų turiu susirinkimą.	noturēt sapulci	Pulksten trijos pēcpusdienā man ir sapulce.	koosolekut pidama	Mul on kell kolm pärastlõunal koosolek.	halda fund	Ég er með fund klukkan þrjú síðdegis.
728:开机	开机	开机	uključiti; pokrenuti	Računar se veoma sporo uključuje.	vklopiti; zagnati	Računalnik se zelo počasi zažene.	įjungti; paleisti	Kompiuteris labai lėtai įsijungia.	ieslēgt; palaist	Dators ieslēdzas ļoti lēni.	sisse lülitama; käivitama	Arvuti käivitub väga aeglaselt.	kveikja á; ræsa	Tölvan ræsist mjög hægt.
730:看来	看来	看来	izgleda; čini se	Izgleda da će danas padati kiša.	videti je; očitno	Videti je, da bo danes deževalo.	atrodo; regis	Atrodo, šiandien lis.	izskatās; šķiet	Izskatās, ka šodien līs.	paistab; näib	Paistab, et täna hakkab sadama.	virðist; lítur út fyrir	Það virðist ætla að rigna í dag.
731:可	可	可	zaista; veoma	On je zaista srećan.	res; zelo	On je res vesel.	tikrai; labai	Jis tikrai labai laimingas.	tiešām; ļoti	Viņš ir tiešām ļoti priecīgs.	tõesti; väga	Ta on tõesti õnnelik.	virkilega; mjög	Hann er virkilega glaður.
736:课本	课本	课本	udžbenik	Molim te, otvori udžbenik.	učbenik	Prosim, odpri učbenik.	vadovėlis	Prašau atsiversti vadovėlį.	mācību grāmata	Lūdzu, atver mācību grāmatu.	õpik	Palun ava õpik.	kennslubók	Vinsamlegast opnaðu kennslubókina.
738:课文	课文	课文	tekst lekcije	Ovaj tekst lekcije nije težak.	besedilo lekcije	To besedilo lekcije ni težko.	pamokos tekstas	Šis pamokos tekstas nesunkus.	mācību teksts	Šis mācību teksts nav grūts.	õppetükk; tekst	See õppetüki tekst ei ole raske.	kennslutexti	Þessi kennslutexti er ekki erfiður.
746:老人	老人	老人	starija osoba	Ovoj starijoj osobi treba pomoć.	starejša oseba	Ta starejša oseba potrebuje pomoč.	pagyvenęs žmogus	Šiam pagyvenusiam žmogui reikia pagalbos.	vecāks cilvēks	Šim vecākajam cilvēkam vajadzīga palīdzība.	eakas inimene	See eakas inimene vajab abi.	aldraður maður	Þessi aldraði maður þarf hjálp.
751:练	练	练	vežbati	Svakog dana vežbam kineski.	vaditi	Vsak dan vadim kitajščino.	praktikuotis; lavintis	Kasdien praktikuoju kinų kalbą.	praktizēt; vingrināties	Es katru dienu vingrinos ķīniešu valodā.	harjutama	Harjutan iga päev hiina keelt.	æfa	Ég æfi kínversku á hverjum degi.
755:聊	聊	聊	ćaskati	Želim malo da porazgovaram s tobom.	klepetati	Rad bi malo poklepetal s tabo.	šnekučiuotis	Noriu su tavimi šiek tiek pasišnekučiuoti.	papļāpāt	Es gribu ar tevi mazliet papļāpāt.	vestlema	Tahan sinuga natuke vestelda.	spjalla	Mig langar að spjalla aðeins við þig.
756:聊天儿	聊天儿	聊天儿	ćaskati; razgovarati	Uveče zajedno ćaskamo.	klepetati	Zvečer skupaj klepetamo.	šnekučiuotis	Vakare kartu šnekučiuojamės.	pļāpāt	Vakarā mēs kopā pļāpājam.	juttu ajama	Õhtul ajame koos juttu.	spjalla	Við spjöllum saman á kvöldin.
760:留学生	留学生	留学生	strani student; međunarodni student	On je strani student iz Japana.	tuji študent; mednarodni študent	Je tuji študent iz Japonske.	tarptautinis studentas	Jis yra tarptautinis studentas iš Japonijos.	ārvalstu students	Viņš ir ārvalstu students no Japānas.	välisüliõpilane	Ta on Jaapanist pärit välisüliõpilane.	erlendur nemandi	Hann er erlendur nemandi frá Japan.
761:楼梯	楼梯	楼梯	stepenice	Molim te, idi stepenicama gore.	stopnice	Prosim, pojdi gor po stopnicah.	laiptai	Prašau lipti laiptais aukštyn.	kāpnes	Lūdzu, ej augšā pa kāpnēm.	trepp	Palun mine trepist üles.	stigi; tröppur	Vinsamlegast farðu upp stigann.
762:路边	路边	路边	kraj puta; ivica puta	Parkirao je auto pored puta.	ob cesti; rob ceste	Avto je parkiral ob cesti.	kelkraštis; kelio pakraštys	Jis pastatė automobilį kelkraštyje.	ceļmala	Viņš novietoja mašīnu ceļmalā.	teeäär	Ta parkis auto tee äärde.	vegkantur	Hann lagði bílnum við vegkantinn.
763:路口	路口	路口	raskrsnica	Čekam te na raskrsnici.	križišče	Čakam te na križišču.	sankryža	Laukiu tavęs sankryžoje.	krustojums	Es tevi gaidu krustojumā.	ristmik	Ootan sind ristmikul.	gatnamót	Ég bíð eftir þér á gatnamótunum.
765:马路	马路	马路	put; ulica	Budi pažljiv kada prelaziš ulicu.	cesta	Bodi previden pri prečkanju ceste.	kelias; gatvė	Būk atsargus eidamas per gatvę.	ceļš; iela	Esi uzmanīgs, šķērsojot ceļu.	sõidutee; tee	Ole teed ületades ettevaatlik.	vegur; gata	Vertu varkár þegar þú ferð yfir götuna.
770:面前	面前	面前	ispred	Nastavnik stoji ispred učenika.	pred	Učitelj stoji pred učenci.	priešais	Mokytojas stovi prieš mokinius.	priekšā	Skolotājs stāv skolēnu priekšā.	ees	Õpetaja seisab õpilaste ees.	fyrir framan	Kennarinn stendur fyrir framan nemendurna.
772:名单	名单	名单	spisak imena	Molim te, upiši svoje ime na spisak.	seznam imen	Prosim, napiši svoje ime na seznam.	vardų sąrašas	Prašau įrašyti savo vardą į sąrašą.	vārdu saraksts	Lūdzu, ieraksti savu vārdu sarakstā.	nimekiri	Palun kirjuta oma nimi nimekirja.	nafnalisti	Vinsamlegast skrifaðu nafnið þitt á listann.
773:名人	名人	名人	poznata osoba	U ovom gradu ima mnogo poznatih ljudi.	znana oseba	V tem mestu je veliko znanih ljudi.	žymus žmogus	Šiame mieste yra daug žymių žmonių.	slavenība; slavens cilvēks	Šajā pilsētā ir daudz slavenu cilvēku.	kuulus inimene	Selles linnas on palju kuulsaid inimesi.	fræg manneskja	Í þessari borg eru margir frægir einstaklingar.
776:南方	南方	南方	jug; južni kraj	Zima na jugu nije mnogo hladna.	jug; južna pokrajina	Zima na jugu ni zelo mrzla.	pietūs; pietinis kraštas	Žiema pietuose nėra labai šalta.	dienvidi; dienvidu reģions	Dienvidos ziema nav pārāk auksta.	lõuna; lõunapiirkond	Lõunas ei ole talv väga külm.	suður; suðurhluti	Veturinn á suðursvæðinu er ekki mjög kaldur.
778:难看	难看	难看	ružan; neprijatan za gledanje	Ovaj komad odeće je malo ružan.	grd; neprijeten na pogled	To oblačilo je malo grdo.	negražus; nemalonus žiūrėti	Šis drabužis šiek tiek negražus.	neglīts; nepatīkams skatam	Šis apģērbs ir mazliet neglīts.	kole; ebameeldiv vaadata	See riideese on natuke kole.	ljótur; ófallegur	Þessi flík er svolítið ljót.
780:男生	男生	男生	učenik; dečak	Onaj dečak igra košarku.	učenec; fant	Tisti fant igra košarko.	berniukas; mokinys	Tas berniukas žaidžia krepšinį.	zēns; skolēns	Tas zēns spēlē basketbolu.	poiss; meesõpilane	See poiss mängib korvpalli.	strákur; karlkyns nemandi	Þessi strákur spilar körfubolta.
781:难题	难题	难题	težak problem	Ne umem da rešim ovaj težak zadatak.	težka naloga; težava	Te težke naloge ne znam rešiti.	sunki problema	Šios sunkios problemos negaliu išspręsti.	grūta problēma	Es nevaru atrisināt šo grūto uzdevumu.	raske probleem	Ma ei oska seda rasket ülesannet lahendada.	erfitt vandamál	Ég get ekki leyst þetta erfiða verkefni.
782:难听	难听	难听	neprijatan za slušanje	Ovaj zvuk je veoma neprijatan.	neprijeten za poslušanje	Ta zvok je neprijeten.	nemalonus girdėti	Šis garsas nemalonus ausiai.	nepatīkams dzirdei	Šī skaņa ir nepatīkama.	ebameeldiv kuulata	See heli on ebameeldiv kuulata.	óþægilegur að heyra	Þetta hljóð er óþægilegt að heyra.
785:牛	牛	牛	krava; vo	Ova krava je veoma velika.	krava; vol	Ta krava je zelo velika.	karvė; jautis	Ši karvė labai didelė.	govs; vērsis	Šī govs ir ļoti liela.	lehm; härg	See lehm on väga suur.	kýr; naut	Þessi kýr er mjög stór.
788:女生	女生	女生	učenica; devojka	Ova devojka veoma lepo peva.	učenka; dekle	To dekle zelo lepo poje.	mergina; mokinė	Ši mergina labai gražiai dainuoja.	meitene; skolniece	Šī meitene ļoti skaisti dzied.	tüdruk; naisõpilane	See tüdruk laulab väga hästi.	stúlka; kvenkyns nemandi	Þessi stúlka syngur mjög vel.
789:爬	爬	爬	penjati se	Dete se penje uz stepenice.	plezati; vzpenjati se	Otrok se vzpenja po stopnicah.	lipti; ropoti	Vaikas lipa laiptais.	kāpt	Bērns kāpj pa kāpnēm.	ronima; üles ronima	Laps ronib trepist üles.	klifra; skríða	Barnið klifrar upp stigann.
790:怕	怕	怕	plašiti se	Bojim se mraka.	bati se	Bojim se teme.	bijoti	Bijau tamsos.	baidīties	Es baidos no tumsas.	kartma	Ma kardan pimedust.	óttast; vera hræddur	Ég er hræddur við myrkrið.
791:拍照	拍照	拍照	fotografisati	Oni se fotografišu u parku.	fotografirati	V parku se fotografirajo.	fotografuoti	Jie fotografuojasi parke.	fotografēt	Viņi fotografējas parkā.	pildistama	Nad teevad pargis pilte.	taka myndir	Þau eru að taka myndir í garðinum.
801:起	起	起	ustati; podići se	Molim te, ustani malo ranije.	vstati; dvigniti se	Prosim, vstani malo prej.	keltis; kilti	Prašau keltis šiek tiek anksčiau.	celties; pacelties	Lūdzu, celies mazliet agrāk.	tõusma; üles tõusma	Palun tõuse natuke varem.	fara á fætur; rísa	Vinsamlegast farðu aðeins fyrr á fætur.
803:汽车	汽车	汽车	auto; automobil	Ovaj auto je veoma nov.	avto; avtomobil	Ta avto je zelo nov.	automobilis	Šis automobilis labai naujas.	automašīna; auto	Šī automašīna ir ļoti jauna.	auto	See auto on väga uus.	bíll	Þessi bíll er mjög nýr.
804:铅笔	铅笔	铅笔	olovka	Pišem olovkom.	svinčnik	Pišem s svinčnikom.	pieštukas	Rašau pieštuku.	zīmulis	Es rakstu ar zīmuli.	harilik pliiats	Kirjutan hariliku pliiatsiga.	blýantur	Ég skrifa með blýanti.
805:前年	前年	前年	pretprošla godina	Pretprošle godine sam išao u Guangdžou.	predlani	Predlani sem bil v Guangzhouju.	užpernai	Užpernai buvau Guangdžou.	aizpērn	Aizpērn es biju Guandžou.	üle-eelmine aasta	Üle-eelmisel aastal käisin Guangzhous.	hitteðfyrra	Ég fór til Guangzhou hitteðfyrra.
806:前天	前天	前天	prekjuče	Prekjuče sam ga video.	predvčerajšnjim	Predvčerajšnjim sem ga videl.	užvakar	Užvakar jį mačiau.	aizvakar	Aizvakar es viņu satiku.	üleeile	Üleeile nägin teda.	í fyrradag	Ég sá hann í fyrradag.
809:请客	请客	请客	častiti; ugostiti	Danas ja častim.	pogostiti; plačati	Danes jaz častim.	vaišinti; apmokėti	Šiandien aš vaišinu.	cienāt; uzņemt viesus	Šodien es cienāju.	välja tegema; võõrustama	Täna teen mina välja.	bjóða; halda boð	Í dag býð ég.
810:秋天	秋天	秋天	jesen	Jesenje vreme je veoma prijatno.	jesen	Jesensko vreme je zelo prijetno.	ruduo	Rudens oras labai malonus.	rudens	Rudens laiks ir ļoti patīkams.	sügis	Sügisene ilm on väga meeldiv.	haust	Veðrið á haustin er þægilegt.
811:球场	球场	球场	igralište; sportski teren	Na terenu ima mnogo učenika.	igrišče; športno igrišče	Na igrišču je veliko učencev.	aikštė; sporto aikštelė	Sporto aikštėje yra daug mokinių.	sporta laukums	Laukumā ir daudz skolēnu.	spordiväljak	Väljakul on palju õpilasi.	íþróttavöllur	Á íþróttavellinum eru margir nemendur.
815:认得	认得	认得	prepoznati	Prepoznajem ovog nastavnika.	prepoznati	Tega učitelja prepoznam.	atpažinti	Atpažįstu šį mokytoją.	atpazīt	Es atpazīstu šo skolotāju.	ära tundma	Tunnen selle õpetaja ära.	þekkja aftur	Ég þekki þennan kennara.
821:扫	扫	扫	čistiti metlom; pomesti	Molim te, pometi pod.	pomesti	Prosim, pometi tla.	šluoti	Prašau iššluoti grindis.	slaucīt	Lūdzu, izslauki grīdu.	pühkima	Palun pühi põrand puhtaks.	sópa	Vinsamlegast sópaðu gólfið hreint.
823:山	山	山	planina	Ova planina je veoma visoka.	gora; hrib	Ta gora je zelo visoka.	kalnas	Šis kalnas labai aukštas.	kalns	Šis kalns ir ļoti augsts.	mägi	See mägi on väga kõrge.	fjall	Þetta fjall er mjög hátt.
824:上衣	上衣	上衣	gornji deo odeće	Ovaj gornji deo je nov.	zgornji del oblačila	Ta zgornji del je nov.	viršutinis drabužis	Šis viršutinis drabužis naujas.	augšdaļa; augšējais apģērbs	Šī augšdaļa ir jauna.	ülariie	See ülakeha riideese on uus.	efri flík	Þessi efri flík er ný.
826:身边	身边	身边	pored sebe; oko sebe	Imam mnogo prijatelja oko sebe.	ob sebi; okrog sebe	Okrog sebe imam veliko prijateljev.	šalia savęs; aplinkui save	Aplink mane yra daug draugų.	blakus; apkārt	Man apkārt ir daudz draugu.	kõrval; ümber	Mu ümber on palju sõpru.	við hlið sér; í kringum sig	Ég hef marga vini í kringum mig.
827:身高	身高	身高	visina	Njegova visina je metar i osamdeset.	telesna višina	Njegova višina je en meter osemdeset.	ūgis	Jo ūgis yra vienas metras aštuoniasdešimt.	augums	Viņa augums ir viens metrs astoņdesmit.	pikkus	Tema pikkus on üks meeter kaheksakümmend.	líkamshæð	Hæð hans er einn metri og áttatíu.
828:声	声	声	zvuk; brojna reč za zvukove	Čuo sam jedan zvuk telefona.	zvok; števnik za zvoke	Slišal sem en telefonski zvonec.	garsas; skaičiuojamasis žodis garsams	Išgirdau vieną telefono skambėjimą.	skaņa; skaitītājvārds skaņām	Es dzirdēju vienu telefona zvanu.	heli; häälte loendussõna	Kuulsin üht telefonikella.	hljóð; töluorð fyrir hljóð	Ég heyrði símahringingu einu sinni.
832:市	市	市	grad; opština	On živi u gradu Pekingu.	mesto; občina	Živi v mestu Peking.	miestas; savivaldybė	Jis gyvena Pekino mieste.	pilsēta; pašvaldība	Viņš dzīvo Pekinas pilsētā.	linn; omavalitsus	Ta elab Pekingi linnas.	borg; sveitarfélag	Hann býr í Pekingborg.
834:室	室	室	soba	Nastavnik je u kancelariji.	soba	Učitelj je v pisarni.	kambarys	Mokytojas yra kabinete.	telpa; istaba	Skolotājs ir kabinetā.	ruum	Õpetaja on kontoris.	herbergi	Kennarinn er á skrifstofunni.
837:收到	收到	收到	primiti	Primio sam tvoj mejl.	prejeti	Prejel sem tvojo e-pošto.	gauti	Gavau tavo el. laišką.	saņemt	Es saņēmu tavu e-pastu.	kätte saama; saama	Sain sinu e-kirja kätte.	fá; taka á móti	Ég fékk tölvupóstinn þinn.
838:受	受	受	pretrpeti; primiti	On je zadobio malu povredu.	trpeti; prejeti	Rahlo se je poškodoval.	patirti; gauti	Jis šiek tiek susižeidė.	ciest; saņemt	Viņš guva nelielu ievainojumu.	kannatama; saama	Ta sai veidi viga.	þola; fá	Hann meiddist lítillega.
844:刷	刷	刷	četkati	On ujutru pere zube.	krtačiti	Zjutraj si umiva zobe.	valyti šepetėliu	Ryte jis valosi dantis.	tīrīt ar birsti	No rīta viņš tīra zobus.	harjama	Ta peseb hommikul hambaid.	bursta	Hann burstar tennurnar á morgnana.
848:四季	四季	四季	četiri godišnja doba	Ovde su sva četiri godišnja doba lepa.	štirje letni časi	Tukaj so vsi štirje letni časi lepi.	keturi metų laikai	Čia visi keturi metų laikai gražūs.	četri gadalaiki	Šeit visi četri gadalaiki ir skaisti.	neli aastaaega	Siin on kõik neli aastaaega ilusad.	fjórar árstíðir	Allar fjórar árstíðirnar eru fallegar hér.
854:体育馆	体育馆	体育馆	sportska hala; gimnastička sala	Utakmica se održava u sportskoj hali.	športna dvorana	Tekma poteka v športni dvorani.	sporto salė; gimnazija	Rungtynės vyksta sporto salėje.	sporta zāle	Spēle notiek sporta zālē.	spordisaal	Mäng toimub spordisaalis.	íþróttahús	Leikurinn fer fram í íþróttahúsinu.
856:跳	跳	跳	skočiti	On skače veoma visoko.	skočiti	Skoči zelo visoko.	šokti	Jis šoka labai aukštai.	lēkt	Viņš lec ļoti augstu.	hüppama	Ta hüppab väga kõrgele.	stökkva	Hann stekkur mjög hátt.
857:听说	听说	听说	čuti; saznati	Čuo sam da se sutra vraća.	slišati; izvedeti	Slišal sem, da se jutri vrne.	girdėti; sužinoti	Girdėjau, kad jis rytoj grįš.	dzirdēt; uzzināt	Es dzirdēju, ka viņš rīt atgriezīsies.	kuulma; teada saama	Kuulsin, et ta tuleb homme tagasi.	heyra; frétta	Ég heyrði að hann kæmi aftur á morgun.
865:外地	外地	外地	drugo mesto; van grada	On je došao iz drugog mesta da radi u Pekingu.	drug kraj; zunaj mesta	Iz drugega kraja je prišel delat v Peking.	kita vieta; ne vietinis	Jis atvyko iš kito miesto dirbti į Pekiną.	cita vieta; ārpus pilsētas	Viņš atbrauca no citas vietas strādāt Pekinā.	muu koht; mujalt	Ta tuli mujalt Pekingisse tööle.	annar staður; utanbæjar	Hann kom annars staðar frá til að vinna í Peking.
866:外卖	外卖	外卖	hrana za poneti; dostava hrane	Danas u podne naručio sam dostavu hrane.	hrana za s seboj; dostava	Danes opoldne sem naročil dostavo hrane.	maistas išsinešti; pristatymas	Šiandien per pietus užsisakiau maisto pristatymą.	ēdiens līdzņemšanai; piegāde	Šodien pusdienlaikā pasūtīju ēdiena piegādi.	kaasavõetav toit; toidukuller	Täna lõunal tellisin toitu koju.	matur til að taka með; heimsendur matur	Í hádeginu í dag pantaði ég mat heim.
867:外语	外语	外语	strani jezik	Ona govori dva strana jezika.	tuji jezik	Govori dva tuja jezika.	užsienio kalba	Ji moka dvi užsienio kalbas.	svešvaloda	Viņa prot divas svešvalodas.	võõrkeel	Ta oskab kahte võõrkeelt.	erlent tungumál	Hún talar tvö erlend tungumál.
870:晚点	晚点	晚点	kasniti; biti odložen	Voz kasni deset minuta.	zamujati; biti z zamudo	Vlak zamuja deset minut.	vėluoti; būti atidėtam	Traukinys vėlavo dešimt minučių.	kavēties; būt aizkavētam	Vilciens kavējas desmit minūtes.	hiljaks jääma; viibima	Rong hilines kümme minutit.	seinka; tefjast	Lestin seinkaði um tíu mínútur.
871:晚会	晚会	晚会	večernja priredba	Večeras u školi ima priredba.	večerna prireditev	Zvečer je v šoli prireditev.	vakarinis renginys	Šį vakarą mokykloje yra renginys.	vakara pasākums	Šovakar skolā ir pasākums.	õhtune pidu	Täna õhtul on koolis pidu.	kvöldskemmtun	Það er kvöldskemmtun í skólanum í kvöld.
881:西北	西北	西北	severozapad	Moja kuća je na severozapadu grada.	severozahod	Moj dom je na severozahodu mesta.	šiaurės vakarai	Mano namai yra miesto šiaurės vakaruose.	ziemeļrietumi	Manas mājas ir pilsētas ziemeļrietumos.	loode	Mu kodu on linna loodeosas.	norðvestur	Heimili mitt er í norðvesturhluta borgarinnar.
882:西方	西方	西方	zapad; Zapad	Sunce zalazi na zapadu.	zahod; Zahod	Sonce zahaja na zahodu.	vakarai; Vakarai	Saulė leidžiasi vakaruose.	rietumi; Rietumi	Saule riet rietumos.	lääs; Läänemaailm	Päike loojub läänes.	vestur; Vesturlönd	Sólin sest í vestri.
884:西南	西南	西南	jugozapad	Park je jugozapadno od škole.	jugozahod	Park je jugozahodno od šole.	pietvakariai	Parkas yra į pietvakarius nuo mokyklos.	dienvidrietumi	Parks ir uz dienvidrietumiem no skolas.	edel	Park on koolist edela pool.	suðvestur	Garðurinn er suðvestur af skólanum.
886:喜爱	喜爱	喜爱	voleti; sviđati se	Deda veoma voli pekinšku operu.	imeti rad; ljubiti	Dedek ima zelo rad pekinško opero.	mėgti; mylėti	Senelis labai mėgsta Pekino operą.	patikt; mīlēt	Vectēvam ļoti patīk Pekinas opera.	meeldima; armastama	Vanaisale meeldib väga Pekingi ooper.	líka; elska	Afi hefur mjög gaman af Pekingóperu.
887:洗衣机	洗衣机	洗衣机	mašina za veš	Mašina za veš se pokvarila.	pralni stroj	Pralni stroj se je pokvaril.	skalbimo mašina	Skalbimo mašina sugedo.	veļas mašīna	Veļas mašīna salūza.	pesumasin	Pesumasin läks katki.	þvottavél	Þvottavélin bilaði.
889:夏天	夏天	夏天	leto	Leti volim da plivam.	poletje	Poleti rad plavam.	vasara	Vasarą mėgstu plaukti.	vasara	Vasarā man patīk peldēt.	suvi	Suvel meeldib mulle ujuda.	sumar	Á sumrin finnst mér gaman að synda.
893:箱子	箱子	箱子	kutija; kofer	U kutiji ima mnogo knjiga.	škatla; kovček	V škatli je veliko knjig.	dėžė; lagaminas	Dėžėje yra daug knygų.	kaste; čemodāns	Kastē ir daudz grāmatu.	kast; kohver	Kastis on palju raamatuid.	kassi; ferðataska	Í kassanum eru margar bækur.
896:相机	相机	相机	fotoaparat	Ovaj fotoaparat je veoma lagan.	fotoaparat	Ta fotoaparat je zelo lahek.	fotoaparatas	Šis fotoaparatas labai lengvas.	fotoaparāts	Šis fotoaparāts ir ļoti viegls.	kaamera	See kaamera on väga kerge.	myndavél	Þessi myndavél er mjög létt.
897:小区	小区	小区	stambeno naselje	Živim u ovom stambenom naselju.	stanovanjska soseska	Živim v tej stanovanjski soseski.	gyvenamasis kompleksas	Gyvenu šiame gyvenamajame komplekse.	dzīvojamais rajons	Es dzīvoju šajā dzīvojamajā rajonā.	elamurajoon	Elan selles elamurajoonis.	íbúðahverfi	Ég bý í þessu íbúðahverfi.
899:校园	校园	校园	kampus; školsko dvorište	Na kampusu ima mnogo drveća.	kampus; šolsko območje	Na kampusu je veliko dreves.	kampusas; mokyklos teritorija	Kampuse yra daug medžių.	kampuss; skolas teritorija	Kampusā ir daudz koku.	ülikoolilinnak; kooliala	Linnakus on palju puid.	skólasvæði; háskólasvæði	Á skólalóðinni eru mörg tré.
901:鞋	鞋	鞋	cipela	Ovaj par cipela je udoban.	čevelj	Ti čevlji so udobni.	batas	Ši batų pora patogi.	kurpe	Šis apavu pāris ir ērts.	king	See kingapaar on mugav.	skór	Þessir skór eru þægilegir.
902:心里	心里	心里	u srcu; u mislima	U sebi sam veoma srećan.	v srcu; v mislih	V sebi sem zelo vesel.	širdyje; mintyse	Viduje jaučiuosi labai laimingas.	sirdī; prātā	Sirdī es jūtos ļoti priecīgs.	südames; mõttes	Sisemiselt olen väga rõõmus.	í hjarta; í huga	Innst inni er ég mjög ánægður.
903:新年	新年	新年	Nova godina	Srećna Nova godina!	novo leto	Srečno novo leto!	Naujieji metai	Laimingų Naujųjų metų!	Jaunais gads	Laimīgu Jauno gadu!	uusaasta	Head uut aastat!	nýár	Gleðilegt nýtt ár!
906:信	信	信	pismo	Napisao sam pismo prijatelju.	pismo	Prijatelju sem napisal pismo.	laiškas	Parašiau laišką draugui.	vēstule	Es uzrakstīju vēstuli draugam.	kiri	Kirjutasin sõbrale kirja.	bréf	Ég skrifaði vini mínum bréf.
909:行李	行李	行李	prtljag	Moj prtljag je veoma težak.	prtljaga	Moja prtljaga je zelo težka.	bagažas	Mano bagažas labai sunkus.	bagāža	Mana bagāža ir ļoti smaga.	pagas	Mu pagas on väga raske.	farangur	Farangurinn minn er þungur.
910:兴趣	兴趣	兴趣	interesovanje	On se interesuje za muziku.	zanimanje; interes	Zanima ga glasba.	susidomėjimas	Jis domisi muzika.	interese	Viņam ir interese par mūziku.	huvi	Tal on huvi muusika vastu.	áhugi	Hann hefur áhuga á tónlist.
911:休假	休假	休假	uzeti odmor; biti na odmoru	Ona uzima odmor sledećeg meseca.	vzeti dopust	Naslednji mesec vzame dopust.	išeiti atostogų	Kitą mėnesį ji išeina atostogų.	ņemt atvaļinājumu	Nākamajā mēnesī viņa ņems atvaļinājumu.	puhkust võtma	Ta võtab järgmisel kuul puhkust.	taka frí	Hún tekur frí í næsta mánuði.
913:选	选	选	izabrati	Molim te, izaberi jedan odgovor.	izbrati	Prosim, izberi en odgovor.	pasirinkti	Prašau pasirinkti vieną atsakymą.	izvēlēties	Lūdzu, izvēlies vienu atbildi.	valima	Palun vali üks vastus.	velja	Vinsamlegast veldu eitt svar.
