hsk_key	source_word	simplified	MY	example_MY	KM	example_KM	LO	example_LO	NE	example_NE
1242:歌声	歌声	歌声	သီချင်းသံ	အဝေးကနေ လှပတဲ့သီချင်းသံတစ်ခု ကြားလာတယ်။	សំឡេងច្រៀង	មានសំឡេងច្រៀងដ៏ស្រស់ស្អាតមកពីឆ្ងាយ។	ສຽງຮ້ອງເພງ	ມີສຽງຮ້ອງເພງອັນງາມດັງມາຈາກທີ່ໄກ.	गायन आवाज	टाढाबाट सुन्दर गायन आवाज आयो।
1243:歌手	歌手	歌手	အဆိုတော်	ဒီအဆိုတော်က အလွန်လူကြိုက်များတယ်။	អ្នកចម្រៀង	អ្នកចម្រៀងរូបនេះពេញនិយមណាស់។	ນັກຮ້ອງ	ນັກຮ້ອງຄົນນີ້ໄດ້ຮັບຄວາມນິຍົມຫຼາຍ.	गायक; गायिका	यो गायक धेरै लोकप्रिय छ।
1245:各地	各地	各地	နေရာအသီးသီး	နေရာအသီးသီးက ခရီးသွားတွေ ဒီကို လာကြတယ်။	កន្លែងនានា	អ្នកទេសចរពីកន្លែងនានាមកទីនេះ។	ບ່ອນຕ່າງໆ	ນັກທ່ອງທ່ຽວຈາກບ່ອນຕ່າງໆມາທີ່ນີ້.	विभिन्न ठाउँ	विभिन्न ठाउँका पर्यटकहरू यहाँ आउँछन्।
1246:各个	各个	各个	တစ်ခုချင်းစီ; အသီးသီး	အတန်းအသီးသီးက လှုပ်ရှားမှုမှာ ပါဝင်ခဲ့ကြတယ်။	នីមួយៗ; រាល់	ថ្នាក់នីមួយៗបានចូលរួមសកម្មភាព។	ແຕ່ລະ; ທຸກ	ແຕ່ລະຫ້ອງໄດ້ເຂົ້າຮ່ວມກິດຈະກຳ.	प्रत्येक; हरेक	हरेक कक्षाले गतिविधिमा भाग लियो।
1247:各位	各位	各位	အားလုံး; လူကြီးမင်းတို့	ဆရာ၊ ဆရာမများအားလုံး ကျေးဇူးပြု၍ ခဏနားပါ။	អ្នកទាំងអស់គ្នា	លោកគ្រូអ្នកគ្រូទាំងអស់ សូមសម្រាកបន្តិចសិន។	ທຸກທ່ານ	ຄູທຸກທ່ານ ກະລຸນາພັກຜ່ອນກ່ອນໜ້ອຍໜຶ່ງ.	तपाईंहरू सबै	सबै शिक्षकहरू, कृपया पहिले अलि आराम गर्नुहोस्।
1248:各种	各种	各种	အမျိုးမျိုးသော	စူပါမားကက်မှာ အသီးအမျိုးမျိုးရှိတယ်။	ប្រភេទផ្សេងៗ	ផ្សារទំនើបមានផ្លែឈើប្រភេទផ្សេងៗ។	ຫຼາຍປະເພດ	ໃນຊູເປີມາເກັດມີໝາກໄມ້ຫຼາຍປະເພດ.	विभिन्न प्रकारका	सुपरमार्केटमा विभिन्न प्रकारका फलफूल छन्।
1249:更加	更加	更加	ပို၍	လေ့လာပြီးနောက် သူ ပို၍ယုံကြည်မှုရှိလာတယ်။	កាន់តែ	បន្ទាប់ពីរៀន គាត់កាន់តែមានទំនុកចិត្ត។	ຍິ່ງຂຶ້ນ	ຫຼັງຈາກຮຽນ ລາວຍິ່ງມີຄວາມໝັ້ນໃຈ.	अझ बढी	पढेपछि ऊ अझ बढी आत्मविश्वासी भयो।
1252:公共	公共	公共	အများပြည်သူဆိုင်ရာ	ဘတ်စ်ကားမှတ်တိုင်က ရှေ့မှာရှိတယ်။	សាធារណៈ	ចំណតរថយន្តក្រុងនៅខាងមុខ។	ສາທາລະນະ	ປ້າຍລົດເມຢູ່ຂ້າງໜ້າ.	सार्वजनिक	सार्वजनिक बस बिसौनी अगाडि छ।
1253:功课	功课	功课	အိမ်စာ; သင်ခန်းစာ	သူ ညနေ အိမ်မှာ အိမ်စာလုပ်တယ်။	កិច្ចការសាលា; មេរៀន	គាត់ធ្វើកិច្ចការសាលានៅផ្ទះពេលល្ងាច។	ວຽກບ້ານ; ບົດຮຽນ	ຕອນແລງລາວເຮັດວຽກບ້ານຢູ່ເຮືອນ.	गृहकार्य; पाठ	ऊ साँझ घरमा गृहकार्य गर्छ।
1255:公路	公路	公路	အဝေးပြေးလမ်း; လမ်းမ	ဒီလမ်းမက အလွန်ရှည်တယ်။	ផ្លូវ; ផ្លូវជាតិ	ផ្លូវនេះវែងណាស់។	ທາງຫຼວງ; ຖະໜົນ	ຖະໜົນສາຍນີ້ຍາວຫຼາຍ.	सडक; राजमार्ग	यो सडक धेरै लामो छ।
1258:共	共	共	စုစုပေါင်း	ကျွန်တော်တို့ စုစုပေါင်း လက်မှတ်သုံးစောင် ဝယ်ခဲ့တယ်။	សរុប	យើងបានទិញសំបុត្រសរុបបីសន្លឹក។	ລວມທັງໝົດ	ພວກເຮົາຊື້ປີ້ລວມທັງໝົດສາມໃບ.	जम्मा	हामीले जम्मा तीनवटा टिकट किन्यौँ।
1261:购买	购买	购买	ဝယ်ယူသည်	ကျေးဇူးပြု၍ လက်မှတ်တွေကို အင်တာနက်ပေါ်မှာ ဝယ်ယူပါ။	ទិញ	សូមទិញសំបុត្រតាមអ៊ីនធឺណិត។	ຊື້	ກະລຸນາຊື້ປີ້ຜ່ານອິນເຕີເນັດ.	किन्नु; खरिद गर्नु	कृपया टिकटहरू इन्टरनेटबाट किन्नुहोस्।
1270:观看	观看	观看	ကြည့်သည်	ကျောင်းသားတွေက ပြိုင်ပွဲကို ကြည့်နေကြတယ်။	មើល	សិស្សកំពុងមើលការប្រកួត។	ເບິ່ງ	ນັກຮຽນກຳລັງເບິ່ງການແຂ່ງຂັນ.	हेर्नु	विद्यार्थीहरू खेल हेर्दै छन्।
1272:管	管	管	စီမံသည်; တာဝန်ယူသည်	ဒီကိစ္စကို သူ တာဝန်ယူမယ်။	គ្រប់គ្រង; ទទួលខុសត្រូវ	រឿងនេះឱ្យគាត់ទទួលខុសត្រូវ។	ຄຸ້ມຄອງ; ຮັບຜິດຊອບ	ເລື່ອງນີ້ໃຫ້ລາວຮັບຜິດຊອບ.	व्यवस्थापन गर्नु; जिम्मा लिनु	यो कुरा उसैले जिम्मा लिनेछ।
1286:寒冷	寒冷	寒冷	အေးသော	အေးတဲ့ဆောင်းရာသီ မကြာခင် ရောက်လာတော့မယ်။	ត្រជាក់	រដូវរងាត្រជាក់ជិតមកដល់ហើយ។	ໜາວ	ລະດູໜາວທີ່ໜາວເຢັນກຳລັງຈະມາເຖິງ.	चिसो	चिसो जाडो चाँडै आउँदै छ।
1291:好好	好好	好好	ကောင်းကောင်း; သေချာ	မင်း ကောင်းကောင်းအနားယူသင့်တယ်။	ឱ្យបានល្អ; ប្រុងប្រយ័ត្ន	អ្នកគួរសម្រាកឱ្យបានល្អ។	ໃຫ້ດີ; ຢ່າງລະມັດລະວັງ	ເຈົ້າຄວນພັກຜ່ອນໃຫ້ດີ.	राम्ररी	तिमीले राम्ररी आराम गर्नुपर्छ।
1292:好笑	好笑	好笑	ရယ်စရာကောင်းသော	ဒီဇာတ်လမ်းက တကယ်ရယ်စရာကောင်းတယ်။	គួរឱ្យអស់សំណើច	រឿងនេះគួរឱ្យអស់សំណើចណាស់។	ຕະຫຼົກ	ເລື່ອງນີ້ຕະຫຼົກແທ້ໆ.	हास्यास्पद; रमाइलो	यो कथा साँच्चै रमाइलो छ।
1295:红包	红包	红包	အနီရောင်စာအိတ်	နွေဦးပွဲတော်မှာ ကလေးတွေ အနီရောင်စာအိတ် ရကြတယ်။	ស្រោមសំបុត្រក្រហម	ពេលបុណ្យចូលឆ្នាំចិន កុមារទទួលបានស្រោមសំបុត្រក្រហម។	ຊອງແດງ	ໃນເທດສະການປີໃໝ່ຈີນ ເດັກນ້ອຍຈະໄດ້ຮັບຊອງແດງ.	रातो खाम	वसन्त पर्वमा बालबालिकाले रातो खाम पाउँछन्।
1302:话剧	话剧	话剧	ဇာတ်ရုံပြဇာတ်	ဒီည ကျွန်တော်တို့ ဇာတ်ရုံပြဇာတ် သွားကြည့်မယ်။	ល្ខោនឆាក	យប់នេះយើងនឹងទៅមើលល្ខោនឆាក។	ລະຄອນເວທີ	ຄືນນີ້ພວກເຮົາຈະໄປເບິ່ງລະຄອນເວທີ.	रंगमञ्च नाटक	आज राति हामी रंगमञ्च नाटक हेर्न जान्छौँ।
1304:坏处	坏处	坏处	အားနည်းချက်; ထိခိုက်မှု	ဒီအကျင့်မှာ အားနည်းချက်များစွာရှိတယ်။	គុណវិបត្តិ; គ្រោះថ្នាក់	ទម្លាប់នេះមានគុណវិបត្តិជាច្រើន។	ຂໍ້ເສຍ; ຜົນຮ້າຍ	ນິໄສນີ້ມີຂໍ້ເສຍຫຼາຍ.	बेफाइदा; हानि	यो बानीका धेरै बेफाइदा छन्।
1305:环保	环保	环保	ပတ်ဝန်းကျင်ကာကွယ်ရေး	ပတ်ဝန်းကျင်ကာကွယ်ရေးကိစ္စတွေက ပိုပိုပြီး အရေးကြီးလာတယ်။	ការការពារបរិស្ថាន	បញ្ហាការពារបរិស្ថានកាន់តែសំខាន់ឡើង។	ການປົກປ້ອງສິ່ງແວດລ້ອມ	ບັນຫາການປົກປ້ອງສິ່ງແວດລ້ອມກຳລັງສຳຄັນຂຶ້ນເລື້ອຍໆ.	वातावरण संरक्षण	वातावरण संरक्षणका विषयहरू झन् महत्त्वपूर्ण हुँदै छन्।
1306:换乘	换乘	换乘	ပြောင်းစီးသည်	နောက်တစ်ဘူတာကို ရောက်ဖို့ မြေအောက်ရထား ပြောင်းစီးရမယ်။	ប្ដូរជិះ	ដើម្បីទៅដល់ស្ថានីយបន្ទាប់ ត្រូវប្ដូរជិះរថភ្លើងក្រោមដី។	ປ່ຽນຂຶ້ນ	ເພື່ອໄປຮອດສະຖານີຖັດໄປ ຕ້ອງປ່ຽນຂຶ້ນລົດໄຟໃຕ້ດິນ.	सवारी फेर्नु	अर्को स्टेशन पुग्न भूमिगत रेल फेर्नुपर्छ।
1307:回复	回复	回复	ပြန်ကြားသည်	ကျေးဇူးပြု၍ ကျွန်တော့်အီးမေးလ်ကို အမြန်ဆုံးပြန်ကြားပါ။	ឆ្លើយតប	សូមឆ្លើយតបអ៊ីមែលរបស់ខ្ញុំឱ្យបានឆាប់តាមដែលអាចធ្វើបាន។	ຕອບກັບ	ກະລຸນາຕອບອີເມວຂອງຂ້ອຍໃຫ້ໄວທີ່ສຸດ.	जवाफ फर्काउनु	कृपया मेरो इमेललाई सकेसम्म चाँडो जवाफ दिनुहोस्।
1308:回信	回信	回信	ပြန်စာရေးသည်; ပြန်စာ	သူ အခုထိ ပြန်စာမရေးသေးဘူး။	សរសេរតប; សំបុត្រឆ្លើយតប	គាត់នៅតែមិនទាន់សរសេរតប។	ຂຽນຕອບ; ຈົດໝາຍຕອບ	ລາວຍັງບໍ່ໄດ້ຂຽນຕອບ.	जवाफ पत्र लेख्नु; प्रत्युत्तर पत्र	उसले अहिलेसम्म जवाफ पत्र लेखेको छैन।
1310:会员	会员	会员	အဖွဲ့ဝင်	အဖွဲ့ဝင်တွေက ဈေးနိမ့်လက်မှတ် ဝယ်နိုင်တယ်။	សមាជិក	សមាជិកអាចទិញសំបុត្រតម្លៃទាបបាន។	ສະມາຊິກ	ສະມາຊິກສາມາດຊື້ປີ້ລາຄາຕ່ຳໄດ້.	सदस्य	सदस्यहरूले कम मूल्यका टिकट किन्न सक्छन्।
1311:活	活	活	အသက်ရှင်သော; နေထိုင်သည်	ဒီအပင်က အခုထိ အသက်ရှင်နေသေးတယ်။	នៅរស់; រស់នៅ	ដើមឈើនេះនៅរស់នៅឡើយ។	ມີຊີວິດ; ອາໄສ	ຕົ້ນໄມ້ນີ້ຍັງມີຊີວິດຢູ່.	जीवित; बाँच्नु	यो रूख अझै जीवित छ।
1315:货	货	货	ကုန်ပစ္စည်း	ဒီကုန်ပစ္စည်းအုပ်စုက ဒီနေ့ ရောက်လာတယ်။	ទំនិញ	ទំនិញកញ្ចប់នេះបានមកដល់ថ្ងៃនេះ។	ສິນຄ້າ	ສິນຄ້າຊຸດນີ້ມາຮອດມື້ນີ້.	सामान	यो सामानको खेप आज आइपुग्यो।
1317:获奖	获奖	获奖	ဆုရသည်	သူ ပြိုင်ပွဲမှာ ဆုရခဲ့တယ်။	ទទួលរង្វាន់	គាត់បានទទួលរង្វាន់ក្នុងការប្រកួត។	ໄດ້ຮັບລາງວັນ	ລາວໄດ້ຮັບລາງວັນໃນການແຂ່ງຂັນ.	पुरस्कार जित्नु	उसले प्रतियोगितामा पुरस्कार जित्यो।
1318:获取	获取	获取	ရယူသည်	ကျောင်းသားတွေက အဲဒီထဲက အချက်အလက်ရယူနိုင်တယ်။	ទទួលបាន	សិស្សអាចទទួលបានព័ត៌មានពីក្នុងនោះ។	ໄດ້ຮັບ	ນັກຮຽນສາມາດໄດ້ຮັບຂໍ້ມູນຈາກໃນນັ້ນ.	प्राप्त गर्नु	विद्यार्थीहरूले त्यसबाट जानकारी प्राप्त गर्न सक्छन्।
1320:基本上	基本上	基本上	အခြေခံအားဖြင့်	ဒီပြဿနာကို အခြေခံအားဖြင့် ဖြေရှင်းပြီးပြီ။	ជាទូទៅ	បញ្ហានេះត្រូវបានដោះស្រាយជាទូទៅហើយ។	ໂດຍພື້ນຖານ	ບັນຫານີ້ແກ້ໄຂແລ້ວໂດຍພື້ນຖານ.	मूलतः	यो समस्या मूलतः समाधान भइसकेको छ।
1327:既	既	既	နှစ်မျိုးလုံး; ကတည်းက	သူက တရုတ်လည်း ပြောတတ်ပြီး အင်္ဂလိပ်လည်း ပြောတတ်တယ်။	ទាំងពីរ; ចាប់តាំងពី	គាត់ចេះនិយាយទាំងភាសាចិន និងភាសាអង់គ្លេស។	ທັງ; ຕັ້ງແຕ່	ລາວເວົ້າໄດ້ທັງພາສາຈີນ ແລະພາສາອັງກິດ.	दुवै; किनकि	ऊ चिनियाँ पनि बोल्न सक्छ, अंग्रेजी पनि बोल्न सक्छ।
1336:加快	加快	加快	မြန်စေသည်	ကျေးဇူးပြု၍ အလုပ်အမြန်နှုန်းကို မြန်စေပါ။	បង្កើនល្បឿន	សូមបង្កើនល្បឿនការងារ។	ເລັ່ງ	ກະລຸນາເລັ່ງຄວາມໄວການເຮັດວຽກ.	गति बढाउनु	कृपया कामको गति बढाउनुहोस्।
1337:加强	加强	加强	အားကောင်းစေသည်	ကျောင်းက လုံခြုံရေးစီမံခန့်ခွဲမှုကို အားကောင်းစေရမယ်။	ពង្រឹង	សាលាត្រូវពង្រឹងការគ្រប់គ្រងសុវត្ថិភាព។	ເສີມສ້າງ	ໂຮງຮຽນຕ້ອງເສີມສ້າງການຄຸ້ມຄອງຄວາມປອດໄພ.	बलियो बनाउनु	विद्यालयले सुरक्षा व्यवस्थापन बलियो बनाउनुपर्छ।
1338:加入	加入	加入	ပါဝင်သည်	သူ ဘတ်စကက်ဘောအသင်းမှာ ပါဝင်ချင်တယ်။	ចូលរួម	គាត់ចង់ចូលរួមក្រុមបាល់បោះ។	ເຂົ້າຮ່ວມ	ລາວຢາກເຂົ້າຮ່ວມທີມບານບ້ວງ.	सामेल हुनु	ऊ बास्केटबल टोलीमा सामेल हुन चाहन्छ।
1339:加上	加上	加上	ပေါင်းထည့်သည်	ဝန်ဆောင်ခကို ပေါင်းထည့်ရင် စုစုပေါင်း ယွမ်နှစ်ရာပါ။	បូកបន្ថែម	បូកថ្លៃសេវា សរុបពីររយយ័ន។	ບວກເຂົ້າ	ບວກຄ່າບໍລິການແລ້ວ ລວມທັງໝົດສອງຮ້ອຍຢວນ.	थप्नु; जोड्नु	सेवा शुल्क जोड्दा जम्मा दुई सय युआन हुन्छ।
1342:加油	加油	加油	အားပေးသည်; ဆီထည့်သည်	အတန်းဖော်တွေက အသင်းဝင်တွေကို အတူတူအားပေးခဲ့ကြတယ်။	លើកទឹកចិត្ត; បន្ថែមប្រេង	មិត្តរួមថ្នាក់បានលើកទឹកចិត្តសមាជិកក្រុមជាមួយគ្នា។	ໃຫ້ກຳລັງໃຈ; ເຕີມນ້ຳມັນ	ໝູ່ຮ່ວມຫ້ອງໃຫ້ກຳລັງໃຈສະມາຊິກທີມນຳກັນ.	हौसला दिनु; इन्धन थप्नु	सहपाठीहरूले टोली सदस्यहरूलाई सँगै हौसला दिए।
1344:家长	家长	家长	မိဘ; အုပ်ထိန်းသူ	မနက်ဖြန် ကျောင်းမှာ မိဘအစည်းအဝေး ကျင်းပမယ်။	ឪពុកម្តាយ; អាណាព្យាបាល	សាលានឹងរៀបចំកិច្ចប្រជុំឪពុកម្តាយស្អែក។	ຜູ້ປົກຄອງ	ໂຮງຮຽນຈະຈັດປະຊຸມຜູ້ປົກຄອງມື້ອື່ນ.	अभिभावक	विद्यालयले भोलि अभिभावक बैठक गर्नेछ।
1347:价钱	价钱	价钱	ဈေးနှုန်း	ဒီအဝတ်အစားရဲ့ ဈေးနှုန်းက မမြင့်ဘူး။	តម្លៃ	តម្លៃសម្លៀកបំពាក់នេះមិនខ្ពស់ទេ។	ລາຄາ	ລາຄາເສື້ອຜ້າຊິ້ນນີ້ບໍ່ສູງ.	मूल्य	यो कपडाको मूल्य उच्च छैन।
1348:假日	假日	假日	အားလပ်ရက်	အားလပ်ရက်တွေမှာ ကုန်တိုက်မှာ လူများတယ်။	ថ្ងៃឈប់សម្រាក	ថ្ងៃឈប់សម្រាកក្នុងផ្សារទំនើបមានមនុស្សច្រើន។	ວັນພັກ	ໃນວັນພັກ ສູນການຄ້າມີຄົນຫຼາຍ.	बिदा	बिदाका दिन मलमा धेरै मानिस हुन्छन्।
1349:减	减	减	လျှော့သည်; နုတ်သည်	ကျေးဇူးပြု၍ သကြားကို တစ်ဝက်လျှော့ပါ။	កាត់បន្ថយ; ដក	សូមកាត់បន្ថយស្ករពាក់កណ្តាល។	ຫຼຸດ; ລົບ	ກະລຸນາຫຼຸດນ້ຳຕານລົງເຄິ່ງໜຶ່ງ.	घटाउनु; घटाउ गर्नु	कृपया चिनी आधा घटाउनुहोस्।
1350:减轻	减轻	减轻	လျှော့ချသည်; ပေါ့စေသည်	လေ့ကျင့်ခန်းက ဖိအားကို လျှော့ချနိုင်တယ်။	កាត់បន្ថយ; ស្រាលបន្ថយ	ការហាត់ប្រាណអាចកាត់បន្ថយសម្ពាធ។	ຫຼຸດຜ່ອນ; ເບົາລົງ	ການອອກກຳລັງກາຍສາມາດຫຼຸດຜ່ອນຄວາມກົດດັນ.	घटाउनु; हल्का पार्नु	व्यायामले तनाव घटाउन सक्छ।
1353:健身房	健身房	健身房	အားကစားခန်းမ	သူ အလုပ်ပြီးရင် အားကစားခန်းမကို သွားတယ်။	កន្លែងហាត់ប្រាណ	គាត់ទៅកន្លែងហាត់ប្រាណបន្ទាប់ពីចប់ការងារ។	ຫ້ອງອອກກຳລັງກາຍ	ຫຼັງເລີກວຽກ ລາວໄປຫ້ອງອອກກຳລັງກາຍ.	जिम; व्यायामशाला	ऊ कामपछि जिम जान्छ।
1355:江	江	江	မြစ်	ဒီမြစ်က မြို့အရှေ့ပိုင်းကို ဖြတ်စီးတယ်။	ទន្លេ	ទន្លេនេះហូរឆ្លងកាត់ផ្នែកខាងកើតនៃទីក្រុង។	ແມ່ນ້ຳ	ແມ່ນ້ຳສາຍນີ້ໄຫຼຜ່ານພາກຕາເວັນອອກຂອງເມືອງ.	नदी	यो नदी सहरको पूर्वी भाग हुँदै बग्छ।
1356:将	将	将	လိမ့်မည်; မကြာမီ	သူ ဘေဂျင်းကို သွားပြီး ပညာသင်လိမ့်မယ်။	នឹង; ជិត	គាត់នឹងទៅប៉េកាំងដើម្បីសិក្សា។	ຈະ; ກຳລັງຈະ	ລາວຈະໄປປັກກິ່ງເພື່ອຮຽນ.	गर्नेछ; हुन लागेको	ऊ पढ्न बेइजिङ जानेछ।
1358:将要	将要	将要	မကြာမီ ဖြစ်မည်	ရထားက မကြာမီ ဘူတာထဲ ဝင်တော့မယ်။	ជិតនឹង	រថភ្លើងជិតនឹងចូលស្ថានីយ។	ກຳລັງຈະ	ລົດໄຟກຳລັງຈະເຂົ້າສະຖານີ.	चाँडै हुनेछ	रेल चाँडै स्टेशनमा प्रवेश गर्नेछ।
1359:奖	奖	奖	ဆု	သူ ဆုကြီးတစ်ခု ရရှိခဲ့တယ်။	រង្វាន់	គាត់បានទទួលរង្វាន់ធំមួយ។	ລາງວັນ	ລາວໄດ້ຮັບລາງວັນໃຫຍ່ໜຶ່ງ.	पुरस्कार	उसले ठूलो पुरस्कार पायो।
1361:奖学金	奖学金	奖学金	ပညာသင်ဆု	သူမ ပညာသင်ဆု ရရှိခဲ့တယ်။	អាហារូបករណ៍	នាងបានទទួលអាហារូបករណ៍។	ທຶນການສຶກສາ	ນາງໄດ້ຮັບທຶນການສຶກສາ.	छात्रवृत्ति	उनले छात्रवृत्ति पाइन्।
1362:降	降	降	ကျသည်; လျှော့သည်	အပူချိန် ရုတ်တရက် အများကြီးကျသွားတယ်။	ធ្លាក់; បន្ថយ	សីតុណ្ហភាពបានធ្លាក់ចុះយ៉ាងច្រើនភ្លាមៗ។	ລົດລົງ; ຕ່ຳລົງ	ອຸນຫະພູມລົດລົງຫຼາຍຢ່າງກະທັນຫັນ.	खस्नु; घटाउनु	तापक्रम अचानक धेरै घट्यो।
1364:降价	降价	降价	ဈေးလျှော့သည်	ဒီမော်ဒယ်ဖုန်းက ဈေးလျှော့စပြီ။	បញ្ចុះតម្លៃ	ទូរស័ព្ទម៉ូដែលនេះបានចាប់ផ្តើមបញ្ចុះតម្លៃហើយ។	ຫຼຸດລາຄາ	ໂທລະສັບຮຸ່ນນີ້ເລີ່ມຫຼຸດລາຄາແລ້ວ.	मूल्य घटाउनु	यो मोडेलको मोबाइल फोनको मूल्य घट्न थालेको छ।
1366:降温	降温	降温	အပူချိန်ကျသည်; အေးသွားသည်	မနက်ဖြန် အပူချိန်ကျနိုင်တယ်။	សីតុណ្ហភាពធ្លាក់; ចុះត្រជាក់	ស្អែកសីតុណ្ហភាពអាចធ្លាក់ចុះ។	ອຸນຫະພູມຫຼຸດ; ເຢັນລົງ	ມື້ອື່ນອາດຈະອຸນຫະພູມຫຼຸດ.	तापक्रम घट्नु	भोलि तापक्रम घट्न सक्छ।
1369:交警	交警	交警	ယာဉ်ထိန်းရဲ	ယာဉ်ထိန်းရဲက လမ်းဆုံမှာ ယာဉ်ကြောကို ညွှန်ကြားနေတယ်။	នគរបាលចរាចរណ៍	នគរបាលចរាចរណ៍កំពុងបញ្ជាចរាចរណ៍នៅផ្លូវបំបែក។	ຕຳຫຼວດຈະລາຈອນ	ຕຳຫຼວດຈະລາຈອນກຳລັງຊີ້ນຳການຈະລາຈອນຢູ່ສີ່ແຍກ.	ट्राफिक प्रहरी	ट्राफिक प्रहरीले चोकमा यातायात निर्देश गर्दै छन्।
1374:教师	教师	教师	ဆရာ; ဆရာမ	ဒီဆရာက အတွေ့အကြုံအလွန်ရှိတယ်။	គ្រូបង្រៀន	គ្រូបង្រៀនរូបនេះមានបទពិសោធន៍ច្រើន។	ຄູ	ຄູຄົນນີ້ມີປະສົບການຫຼາຍ.	शिक्षक	यो शिक्षक धेरै अनुभवी हुनुहुन्छ।
1376:教学	教学	教学	သင်ကြားရေး	သင်ကြားရေးနည်းလမ်းအသစ်က အလွန်ထိရောက်တယ်။	ការបង្រៀន	វិធីបង្រៀនថ្មីមានប្រសិទ្ធភាពណាស់។	ການສອນ	ວິທີການສອນໃໝ່ມີປະສິດທິຜົນຫຼາຍ.	अध्यापन	नयाँ अध्यापन विधि धेरै प्रभावकारी छ।
1378:叫作	叫作	叫作	ဟုခေါ်သည်	ဒီနေရာကို အရှေ့ကန်လို့ ခေါ်တယ်။	ហៅថា	កន្លែងនេះហៅថាបឹងខាងកើត។	ເອີ້ນວ່າ	ບ່ອນນີ້ເອີ້ນວ່າທະເລສາບຕາເວັນອອກ.	भनिन्छ	यो ठाउँलाई पूर्व ताल भनिन्छ।
1383:节假日	节假日	节假日	အားလပ်ရက်များ	အားလပ်ရက်တွေမှာ ခရီးသွားမယ်ဆိုရင် လက်မှတ်ကို ကြိုတင်မှာသင့်တယ်။	ថ្ងៃឈប់សម្រាក	ពេលធ្វើដំណើរនៅថ្ងៃឈប់សម្រាក គួរកក់សំបុត្រជាមុន។	ວັນພັກ	ເມື່ອເດີນທາງໃນວັນພັກ ຄວນຈອງປີ້ລ່ວງໜ້າ.	बिदाका दिनहरू	बिदाका दिन यात्रा गर्दा टिकट पहिले नै बुक गर्नुपर्छ।
1387:今后	今后	今后	ယခုမှစ၍	ယခုမှစ၍ ကျွန်တော် ပိုကြိုးစားမယ်။	ចាប់ពីពេលនេះទៅ	ចាប់ពីពេលនេះទៅ ខ្ញុំនឹងខិតខំប្រឹងប្រែងកាន់តែខ្លាំង។	ຈາກນີ້ໄປ	ຈາກນີ້ໄປ ຂ້ອຍຈະພະຍາຍາມຫຼາຍຂຶ້ນ.	अबदेखि	अबदेखि म अझ मेहनत गर्नेछु।
1388:仅	仅	仅	သာ	ဒီလှုပ်ရှားမှုက အဖွဲ့ဝင်တွေသာ ပါဝင်ခွင့်ရှိတယ်။	តែប៉ុណ្ណោះ	សកម្មភាពនេះបើកឱ្យសមាជិកចូលរួមតែប៉ុណ្ណោះ។	ພຽງແຕ່	ກິດຈະກຳນີ້ເປີດໃຫ້ສະມາຊິກເຂົ້າຮ່ວມພຽງແຕ່.	मात्र	यो गतिविधि सदस्यहरूका लागि मात्र खुला छ।
1390:仅仅	仅仅	仅仅	သာလျှင်	သူက မိနစ်ဆယ်သာလျှင် သုံးခဲ့တယ်။	គ្រាន់តែ; តែប៉ុណ្ណោះ	គាត់ប្រើពេលគ្រាន់តែដប់នាទីប៉ុណ្ណោះ។	ພຽງແຕ່	ລາວໃຊ້ເວລາພຽງແຕ່ສິບນາທີ.	केवल; मात्र	उसले केवल दस मिनेट मात्र प्रयोग गर्‍यो।
1392:进入	进入	进入	ဝင်သည်	ကျေးဇူးပြု၍ တန်းစီပြီး ခန်းမထဲ ဝင်ပါ။	ចូល	សូមតម្រង់ជួរចូលសាលធំ។	ເຂົ້າ	ກະລຸນາຕໍ່ແຖວເຂົ້າຫ້ອງໂຖງ.	प्रवेश गर्नु	कृपया लाइन लागेर हलमा प्रवेश गर्नुहोस्।
1401:景点	景点	景点	ရှုခင်းနေရာ; လည်ပတ်စရာနေရာ	ဒီလည်ပတ်စရာနေရာက အလွန်လူကြိုက်များတယ်။	កន្លែងទេសចរណ៍	កន្លែងទេសចរណ៍នេះពេញនិយមណាស់។	ສະຖານທີ່ທ່ອງທ່ຽວ	ສະຖານທີ່ທ່ອງທ່ຽວນີ້ໄດ້ຮັບຄວາມນິຍົມຫຼາຍ.	पर्यटकीय स्थल	यो पर्यटकीय स्थल धेरै लोकप्रिय छ।
1402:景区	景区	景区	ရှုခင်းဒေသ; လည်ပတ်ဒေသ	လည်ပတ်ဒေသဝင်ပေါက်မှာ ခရီးသွားများစွာရှိတယ်။	តំបន់ទេសចរណ៍	មាត់ច្រកតំបន់ទេសចរណ៍មានអ្នកទេសចរជាច្រើន។	ເຂດທ່ອງທ່ຽວ	ຢູ່ປາກທາງເຂດທ່ອງທ່ຽວມີນັກທ່ອງທ່ຽວຫຼາຍ.	पर्यटकीय क्षेत्र	पर्यटकीय क्षेत्रको प्रवेशद्वारमा धेरै पर्यटक छन्।
1408:就是	就是	就是	ဒါပဲ; အတိအကျ	ဒါပဲ ကျွန်တော့်ကျောင်းပါ။	គឺ; ពិតជា	នេះគឺជាសាលារបស់ខ្ញុំពិតប្រាកដ។	ນີ້ແຫຼະ; ແມ່ນ	ນີ້ແຫຼະແມ່ນໂຮງຮຽນຂອງຂ້ອຍ.	यही; ठीक	यही मेरो विद्यालय हो।
