source_headword	KM	example_KM
fortunate	មានសំណាង	យើងមានសំណាងដែលបានមកដល់លឿន។
forum	វេទិកា	វេទិកានេះបានពិភាក្សាអំពីគោលនយោបាយអាកាសធាតុ។
fossil	ហ្វូស៊ីល	ហ្វូស៊ីលត្រូវបានរកឃើញនៅក្នុងថ្ម។
foundation	មូលដ្ឋានគ្រឹះ	ផ្ទះនេះមានគ្រឹះរឹងមាំ។
founder	ស្ថាបនិក	ស្ថាបនិកបានស្វាគមន៍ភ្ញៀវ។
fraction	ប្រភាគ	មានសិស្សតែមួយភាគតូចប៉ុណ្ណោះដែលបានមក។
fragment	បំណែក	បំណែកកញ្ចក់មួយនៅទើរលើកម្រាលឥដ្ឋ។
framework	ក្របខ័ណ្ឌ	ច្បាប់នេះបង្កើតឱ្យមានក្របខ័ណ្ឌច្បាស់លាស់មួយ។
fraud	ការក្លែងបន្លំ	ធនាគារបានរកឃើញការក្លែងបន្លំ។
freely	ដោយសេរី	ក្មេងៗលេងនៅខាងក្រៅដោយសេរី។
frequent	ញឹកញាប់	ការសម្រាកជាញឹកញាប់ជួយធ្វើឱ្យការផ្តោតអារម្មណ៍កាន់តែប្រសើរឡើង។
fulfil	បំពេញ	ខ្ញុំសង្ឃឹមថានឹងបំពេញការសន្យារបស់ខ្ញុំ។
full-time	ពេញម៉ោង	នាងមានការងារពេញម៉ោង។
fundamentally	ជាមូលដ្ឋាន	ផែនការនេះគឺខុសគ្នាជាមូលដ្ឋាន។
furious	ខឹងសម្បារ	គាត់ខឹងសម្បារយ៉ាងខ្លាំងចំពោះការយឺតយ៉ាវនេះ។
gaming	ការលេងហ្គេម	ការលេងហ្គេមអាចបង្កើនល្បឿននៃការឆ្លើយតប។
gay	អ្នកស្រឡាញ់ភេទដូចគ្នា	គាត់គាំទ្រសិទ្ធិអ្នកស្រឡាញ់ភេទដូចគ្នា។
gender	យេនឌ័រ	ការស្ទង់មតិនេះបានសួរអំពីយេនឌ័រ។
gene	ហ្សែន	សែនប៉ះពាល់ដល់ពណ៌ភ្នែក។
genetic	ពន្ធុវិទ្យា	ជំងឺនេះមានមូលហេតុទាក់ទងនឹងសែន។
genius	ទេពកោសល្យ	អ្នកលេងព្យាណូវ័យក្មេងនេះគឺជាអ្នកមានទេពកោសល្យ។
genuine	ពិតប្រាកដ	ស្នាមញញឹមរបស់នាងហាក់ដូចជាពិតប្រាកដ។
genuinely	យ៉ាងពិតប្រាកដ	គាត់ពិតជាចង់ជួយដោយស្មោះត្រង់។
gesture	កាយវិការ	នាងបានធ្វើកាយវិការរាក់ទាក់។
gig	ការប្រគុំតន្ត្រី	ក្រុមតន្ត្រីនេះបានលេងតន្ត្រីនៅទីក្រុង។
globalization	សកលភាវូបនីយកម្ម	សកលភាវូបនីយកម្មប៉ះពាល់ដល់អាជីវកម្មក្នុងស្រុក។
globe	ផែនដី	ផែនដីបង្ហាញពីទ្វីបនីមួយៗ។
golden	ពណ៌មាស	ថ្ងៃលិចប្រែទៅជាពណ៌មាស។
goodness	សេចក្តីល្អ	នាងជឿជាក់លើសេចក្តីល្អរបស់មនុស្ស។
gorgeous	ស្រស់ស្អាត	សួនច្បារមើលទៅស្រស់ស្អាតណាស់។
governor	អភិបាល	អភិបាលបានចុះហត្ថលេខាលើសេចក្តីព្រាងច្បាប់នេះ។
graphic	ក្រាហ្វិក	រូបភាពយ៉ាងច្បាស់ក្រឡែតនោះបានធ្វើឱ្យអ្នកទស្សនាភ្ញាក់ផ្អើល។
graphics	ក្រាហ្វិក	ហ្គេមនេះមានក្រាហ្វិកសាមញ្ញ។
greatly	យ៉ាងខ្លាំង	ដំបូន្មានរបស់អ្នកបានជួយយ៉ាងខ្លាំង។
greenhouse	ផ្ទះកញ្ចក់	ប៉េងប៉ោះដុះនៅខាងក្នុងផ្ទះកញ្ចក់។
grocery	គ្រឿងទេស	នាងបានទិញគ្រឿងទេសបន្ទាប់ពីធ្វើការ។
guideline	គោលការណ៍ណែនាំ	គោលការណ៍ណែនាំពន្យល់ពីការអនុវត្តប្រកបដោយសុវត្ថិភាព។
habitat	ជម្រក	ព្រៃគឺជាជម្រករបស់សត្វស្លាប។
harbour	កំពង់ផែ	ទូកបានចូលទៅក្នុងកំពង់ផែ។
headquarters	ទីស្នាក់ការកណ្តាល	ទីស្នាក់ការកណ្តាលរបស់ក្រុមហ៊ុនបានផ្លាស់ប្តូរទៅទីក្រុង។
