source_headword	MY	example_MY
species	မျိုးစိတ်	ဤမျိုးစိတ်သည် မြစ်များအနီးတွင် နေထိုင်သည်။
spiritual	ဝိညာဉ်ရေးရာ	သူမက ဝိညာဉ်ရေးရာ အတွေ့အကြုံတစ်ခုကို ဖော်ပြခဲ့သည်။
split	ခွဲဝေသည်	သူတို့က ကျသင့်ငွေကို အညီအမျှ ခွဲဝေခဲ့ကြသည်။
sponsor	ပံ့ပိုးကူညီသည်	ကုမ္ပဏီက ပွဲကို ပံ့ပိုးကူညီမည်ဖြစ်သည်။
stable	တည်ငြိမ်သော	လူနာသည် တည်ငြိမ်နေသည်။
stare	စိုက်ကြည့်သည်	သူစိမ်းများကို စိုက်မကြည့်ပါနှင့်။
status	အဆင့်အတန်း	သူ၏ အဆင့်အတန်းသည် ညတွင်းချင်း ပြောင်းလဲသွားသည်။
steady	ပုံမှန်	ပုံမှန်အမြန်နှုန်းကို ထိန်းထားပါ။
steel	သံမဏိ	တံတားကို သံမဏိဖြင့် ပြုလုပ်ထားသည်။
steep	မတ်စောက်သော	တောင်ကုန်းသည် မတ်စောက်သည်။
sticky	စေးကပ်သော	ကြမ်းပြင်သည် စေးကပ်နေသည်။
stiff	တောင့်တင်းသော	သူ၏ပခုံးသည် တောင့်တင်းနေသည်။
stock	ကုန်လက်ကျန်	ဆိုင်တွင် ကုန်လက်ကျန် မရှိတော့ပါ။
stream	ချောင်း	ချောင်းငယ်လေးတစ်ခုသည် လယ်ကွင်းကို ဖြတ်သန်းသွားသည်။
stretch	ဆန့်ထုတ်သည်	လေယာဉ်စီးပြီးနောက် သင့်ခြေထောက်များကို ဆန့်ထုတ်ပါ။
strict	တင်းကျပ်သော	ကျောင်းတွင် တင်းကျပ်သော စည်းကမ်းများရှိသည်။
strike	သပိတ်မှောက်သည်	အလုပ်သမားများသည် မနက်ဖြန်တွင် သပိတ်မှောက်နိုင်သည်။
struggle	ရုန်းကန်ရသည်	မိသားစုများစွာသည် အိမ်လခအတွက် ရုန်းကန်နေရသည်။
submit	တင်ပြသည်	သောကြာနေ့ နောက်ဆုံးထားပြီး ဖောင်ကို တင်ပြပါ။
sum	ပမာဏ	ပမာဏသည် မျှော်လင့်ထားသည်ထက် ပိုများသည်။
surgery	ခွဲစိတ်မှု	ခွဲစိတ်မှုသည် နှစ်နာရီကြာမြင့်ခဲ့သည်။
surround	ဝန်းရံထားသည်	မြင့်မားသော သစ်ပင်များက အိမ်ကို ဝန်းရံထားသည်။
surrounding	ပတ်ဝန်းကျင်	ပတ်ဝန်းကျင်ဒေသသည် တိတ်ဆိတ်နေသည်။
suspect	သံသယရှိသည်	ရဲတပ်ဖွဲ့က ဒေသခံအမျိုးသားတစ်ဦးကို သံသယရှိနေသည်။
swear	ဆဲဆိုသည်	အတန်းထဲတွင် မဆဲဆိုပါနှင့်။
sweep	တံမြက်စည်းလှည်းသည်	ဧည့်သည်များ မလာမီ ကြမ်းပြင်ကို တံမြက်စည်းလှည်းပါ။
sympathy	စာနာမှု	သူမက ထိခိုက်ခံရသူများအတွက် စာနာကြောင်း ဖော်ပြခဲ့သည်။
tale	ပုံပြင်	အဘွားက ထူးဆန်းသော ပုံပြင်တစ်ပုဒ်ကို ပြောပြခဲ့သည်။
tank	ရေတိုင်ကီ	ရေတိုင်ကီထဲတွင် ရေသန့်များ ရှိသည်။
tear1	ဆုတ်ဖြဲသည်	စာရွက်စာတမ်းကို မဆုတ်ဖြဲပါနှင့်။
tear2	မျက်ရည်	သူမ၏ ပါးပြင်ပေါ်သို့ မျက်ရည်တစ်ပေါက် ကျဆင်းလာသည်။
temporary	ယာယီ	ရုံးခန်းသည် ယာယီခိုလှုံရာနေရာ ဖြစ်သည်။
therapy	ကုထုံး	ရုပ်ပိုင်းဆိုင်ရာ ကုထုံးက သူ၏ပြန်လည်ကျန်းမာလာရေးကို ကူညီပေးခဲ့သည်။
threat	ခြိမ်းခြောက်မှု	မက်ဆေ့ချ်တွင် ခြိမ်းခြောက်မှုတစ်ခု ပါဝင်သည်။
threaten	ခြိမ်းခြောက်သည်	မုန်တိုင်းက သီးနှံများကို ခြိမ်းခြောက်နိုင်သည်။
thus	ထို့ကြောင့်	လမ်းပိတ်ထားသည်၊ ထို့ကြောင့် ကျွန်ုပ်တို့ စောင့်ခဲ့ကြသည်။
tone	လေသံ	သူ၏ လေသံက တည်ငြိမ်နေပုံရသည်။
tough	ခက်ခဲသော	အင်တာဗျူးက ခက်ခဲခဲ့သည်။
transfer	လွှဲပြောင်းသည်	သူတို့သည် ညတိုင်း ဒေတာများကို လွှဲပြောင်းကြသည်။
transform	ပြောင်းလဲသည်	မူဝါဒအသစ်သည် ဝန်ဆောင်မှုများကို ပြောင်းလဲစေမည်။
transition	အကူးအပြောင်း	အကူးအပြောင်းအတွက် လပေါင်းများစွာ ကြာခဲ့သည်။
trial	တရားခွင်	တရားခွင်ကို နောက်တစ်ပတ်တွင် စတင်မည်။
tropical	အပူပိုင်း	အပူပိုင်းမုန်တိုင်းများသည် ဤနေရာတွင် ဖြစ်ရိုးဖြစ်စဉ်ဖြစ်သည်။
truly	တကယ်ကို	သင့်အကူအညီကို ကျွန်ုပ် တကယ်ကို ကျေးဇူးတင်ပါသည်။
trust	ယုံကြည်မှု	ယုံကြည်မှုကို အချိန်ယူ၍ တည်ဆောက်သည်။
tune	သံစဉ်	တီးဝိုင်းသည် ရွှင်လန်းသော သံစဉ်တစ်ခုကို တီးခတ်ခဲ့သည်။
tunnel	ဥမင်လှိုဏ်ခေါင်း	ဥမင်လှိုဏ်ခေါင်းသည် မြစ်အောက်မှ ဖြတ်သွားသည်။
ultimately	နောက်ဆုံးတွင်	နောက်ဆုံးတွင် အစီအစဉ် အောင်မြင်ခဲ့သည်။
unconscious	သတိလစ်သော	လူနာသည် သတိလစ်နေဆဲဖြစ်သည်။
unexpected	မမျှော်လင့်ထားသော	နှောင့်နှေးမှုမှာ မမျှော်လင့်ထားသောအရာဖြစ်သည်။
unique	ထူးခြားသော	ဒီဇိုင်းတစ်ခုစီသည် ထူးခြားသည်။
universe	စကြာဝဠာ	စကြာဝဠာကြီးသည် ကျယ်ပြန့်လာနေသည်။
unknown	အမည်မသိ	နာမည်ကို မသိရသေးပါ။
upper	အထက်ပိုင်း	အပေါ်ထပ် စင်သည် အလွတ်ဖြစ်နေသည်။
upwards	အထက်သို့	မီးခိုးများသည် အထက်သို့ တက်သွားသည်။
urban	မြို့ပြ	မြို့ပြဒေသများသည် ပိုမိုကောင်းမွန်သော သယ်ယူပို့ဆောင်ရေး လိုအပ်သည်။
urge	တိုက်တွန်းသည်	ဆရာဝန်များက လူများကို လေ့ကျင့်ခန်းလုပ်ဖို့ တိုက်တွန်းသည်။
vary	ကွဲပြားသည်	စျေးနှုန်းများသည် ဒေသအလိုက် ကွဲပြားသည်။
vast	ကျယ်ဝန်းသော	သဲကန္တာရသည် ကျယ်ဝန်းသော ဧရိယာကို လွှမ်းခြုံထားသည်။
venue	နေရာ	ထိုနေရာသည် လူငါးရာ ဆံ့သည်။
via	မှတစ်ဆင့်	စာရွက်စာတမ်းကို အီးမေးလ်မှတစ်ဆင့် ပေးပို့ပါ။
victory	အောင်ပွဲ	အသင်းသည် ၎င်းတို့၏ အောင်ပွဲကို အောင်ပွဲခံခဲ့သည်။
violence	အကြမ်းဖက်မှု	မြို့သည် နိုင်ငံရေးအကြမ်းဖက်မှုကို ခံစားခဲ့ရသည်။
virtual	အွန်လိုင်းမှ	အစည်းအဝေးကို အွန်လိုင်းမှ ပြုလုပ်မည်ဖြစ်သည်။
vision	အမြင်	သူမ၏ အမြင်က ကုမ္ပဏီကို ပုံဖော်ပေးခဲ့သည်။
visual	အမြင်အာရုံဆိုင်ရာ	အစီရင်ခံစာတွင် အမြင်အာရုံဆိုင်ရာ ဥပမာများ ပါဝင်သည်။
vital	အရေးပါသော	ရေသည် အသက်ရှင်ရေးအတွက် အလွန်အရေးပါသည်။
vitamin	ဗီတာမင်	လိမ္မော်သီးများတွင် ဗီတာမင် စီ ပါဝင်သည်။
volume	အသံပမာဏ	အသံပမာဏကို လျှော့ပါ။
wage	လုပ်အားခ	အလုပ်သမားများသည် ပိုမိုများပြားသော လုပ်အားခကို တောင်းဆိုခဲ့ကြသည်။
weakness	အားနည်းချက်	အစီအစဉ်တွင် အားနည်းချက်တစ်ခု ရှိသည်။
wealth	စည်းစိမ်	သူ၏ စည်းစိမ်ဥစ္စာသည် ကုန်သွယ်ရေးမှ ရရှိလာခြင်းဖြစ်သည်။
wealthy	ချမ်းသာသော	ချမ်းသာသော မိသားစုက ပြတိုက်ကို ရန်ပုံငွေထောက်ပံ့ခဲ့သည်။
whereas	သော်လည်း	သူမက လက်ဖက်ရည်ကို ကြိုက်သော်လည်း ကျွန်ုပ်က ကော်ဖီကို ပိုကြိုက်သည်။
wherever	မည်သည့်နေရာတွင်မဆို	သင် သက်တောင့်သက်သာရှိသော မည်သည့်နေရာတွင်မဆို ထိုင်ပါ။
whisper	တီးတိုးပြောသည်	အခမ်းအနားအတွင်း ကျေးဇူးပြု၍ တီးတိုးပြောပါ။
whom	မည်သူ့ကို	သင် မည်သူ့ကို ဖိတ်ကြားခဲ့သနည်း။
widely	ကျယ်ကျယ်ပြန့်ပြန့်	ထိုစာအုပ်ကို ကျယ်ကျယ်ပြန့်ပြန့် ဖတ်ရှုကြသည်။
wildlife	တောရိုင်းတိရစ္ဆာန်	ပန်းခြံသည် ဒေသတွင်း တောရိုင်းတိရစ္ဆာန်များကို ကာကွယ်ပေးသည်။
willing	ဆန္ဒရှိသော	သူမသည် ကူညီရန် ဆန္ဒရှိသည်။
wind2	ရစ်ပတ်သည်	ကြိုးကို ဘီးလုံးတစ်ဝိုက်တွင် ရစ်ပတ်ပါ။
wire	ဝါယာကြိုး	ဝါယာကြိုးက စက်နှစ်ခုကို ဆက်သွယ်ပေးသည်။
wise	ပညာရှိသော	၎င်းသည် ပညာရှိသော ရွေးချယ်မှုတစ်ခု ဖြစ်ခဲ့သည်။
witness	မျက်မြင်သက်သေ	မျက်မြင်သက်သေတစ်ဦးက မတော်တဆမှုကို ဖော်ပြခဲ့သည်။
wound	ဒဏ်ရာ	ဒဏ်ရာကို ဂရုတစိုက် သန့်စင်ပါ။
wrap	ထုပ်ပိုးသည်	လက်ဆောင်ကို စက္ကူဖြင့် ထုပ်ပါ။
zone	ဇုန်	ဤဇုန်ကို ယာဉ်အသွားအလာအတွက် ပိတ်ထားသည်။
