hsk_key	source_word	simplified	MY	example_MY	KM	example_KM	LO	example_LO	NE	example_NE
651:刮	刮	刮	တိုက်သည်; ခြစ်သည်	အပြင်မှာ လေပြင်းတိုက်နေတယ်။	បក់; កោស	ខាងក្រៅខ្យល់ខ្លាំងកំពុងបក់។	ພັດ; ຂູດ	ຂ້າງນອກລົມແຮງກຳລັງພັດ.	बहनु; कोर्नु	बाहिर तेज हावा बहिरहेको छ।
653:关机	关机	关机	ပိတ်သည်; စက်ပိတ်သည်	အတန်းချိန်မှာ ဖုန်းပိတ်ထားပါ။	បិទម៉ាស៊ីន	សូមបិទទូរស័ព្ទក្នុងពេលរៀន។	ປິດເຄື່ອງ	ກະລຸນາປິດໂທລະສັບໃນເວລາຮຽນ.	बन्द गर्नु; अफ गर्नु	कक्षामा फोन बन्द गर।
657:关注	关注	关注	ဂရုစိုက်သည်; လိုက်ကြည့်သည်	ကလေးရဲ့ ပညာရေးကို အရမ်းဂရုစိုက်တယ်။	យកចិត្តទុកដាក់; តាមដាន	ខ្ញុំយកចិត្តទុកដាក់ខ្លាំងលើការរៀនរបស់កូន។	ໃສ່ໃຈ; ຕິດຕາມ	ຂ້ອຍໃສ່ໃຈການຮຽນຂອງລູກຫຼາຍ.	ध्यान दिनु; पछ्याउनु	म बच्चाको पढाइमा धेरै ध्यान दिन्छु।
659:过节	过节	过节	ပွဲတော်ကျင်းပသည်	ပွဲတော်ကျင်းပတဲ့အချိန် အိမ်မှာ အရမ်းစည်ကားတယ်။	អបអរបុណ្យ	ពេលអបអរបុណ្យ ផ្ទះមានភាពរីករាយណាស់។	ສະຫຼອງບຸນ	ເວລາສະຫຼອງບຸນ ເຮືອນຄຶກຄື້ນຫຼາຍ.	चाड मनाउनु	चाड मनाउँदा घरमा धेरै रमाइलो हुन्छ।
661:海	海	海	ပင်လယ်	ပင်လယ်ကမ်းခြေကို ခရီးသွားချင်တယ်။	សមុទ្រ	ខ្ញុំចង់ធ្វើដំណើរទៅមាត់សមុទ្រ។	ທະເລ	ຂ້ອຍຢາກໄປທ່ຽວແຄມທະເລ.	समुद्र	म समुद्र किनार घुम्न जान चाहन्छु।
663:好多	好多	好多	အများကြီး	ဆိုင်ထဲမှာ စာအုပ်အသစ် အများကြီးရှိတယ်။	ច្រើនណាស់	ក្នុងហាងមានសៀវភៅថ្មីច្រើនណាស់។	ຫຼາຍ; ຫຼາຍຢ່າງ	ໃນຮ້ານມີປຶ້ມໃໝ່ຫຼາຍ.	धेरै	पसलमा धेरै नयाँ किताब छन्।
664:好久	好久	好久	အချိန်ကြာ	ကျွန်တော်တို့ မတွေ့တာကြာပြီ။	យូរណាស់	យើងមិនបានជួបគ្នាយូរហើយ។	ດົນແລ້ວ	ພວກເຮົາບໍ່ໄດ້ພົບກັນດົນແລ້ວ.	धेरै समय	हामी धेरै समयदेखि भेटेका छैनौँ।
667:河	河	河	မြစ်	ဒီမြစ်က အရမ်းကျယ်တယ်။	ទន្លេ	ទន្លេនេះទូលាយណាស់។	ແມ່ນ້ຳ	ແມ່ນ້ຳນີ້ກວ້າງຫຼາຍ.	नदी	यो नदी धेरै फराकिलो छ।
670:红绿灯	红绿灯	红绿灯	မီးပွိုင့်	လမ်းဖြတ်တဲ့အခါ မီးပွိုင့်ကို ကြည့်ရမယ်။	ភ្លើងចរាចរណ៍	ពេលឆ្លងផ្លូវត្រូវមើលភ្លើងចរាចរណ៍។	ໄຟຈະລາຈອນ	ເວລາຂ້າມຖະໜົນຕ້ອງເບິ່ງໄຟຈະລາຈອນ.	ट्राफिक बत्ती	सडक काट्दा ट्राफिक बत्ती हेर्नुपर्छ।
672:后年	后年	后年	နောက်နှစ်ပြီးနောက်နှစ်	နောက်နှစ်ပြီးနောက်နှစ်မှာ တရုတ်ပြည်ကို သွားလေ့လာချင်တယ်။	ឆ្នាំក្រោយមួយទៀត	ឆ្នាំក្រោយមួយទៀតខ្ញុំចង់ទៅចិនដើម្បីរៀន។	ປີຖັດຈາກປີໜ້າ	ປີຖັດຈາກປີໜ້າຂ້ອຍຢາກໄປຮຽນຢູ່ຈີນ.	अर्को वर्षपछिको वर्ष	अर्को वर्षपछिको वर्ष म चीन पढ्न जान चाहन्छु।
673:后天	后天	后天	သန်ဘက်ခါ	သန်ဘက်ခါ ကျွန်တော်တို့ စာမေးပွဲရှိတယ်။	ថ្ងៃខានស្អែក	ថ្ងៃខានស្អែកយើងមានប្រឡង។	ມື້ຮື	ມື້ຮືພວກເຮົາມີສອບເສັງ.	पर्सि	पर्सि हाम्रो परीक्षा छ।
675:花园	花园	花园	ဥယျာဉ်	ဥယျာဉ်ထဲမှာ ပန်းအများကြီးရှိတယ်။	សួនច្បារ	ក្នុងសួនច្បារមានផ្កាច្រើន។	ສວນດອກໄມ້	ໃນສວນມີດອກໄມ້ຫຼາຍ.	बगैँचा	बगैँचामा धेरै फूल छन्।
676:画家	画家	画家	ပန်းချီဆရာ; အနုပညာရှင်	ဒီပန်းချီဆရာက အရမ်းနာမည်ကြီးတယ်။	វិចិត្រករ; សិល្បករ	វិចិត្រកររូបនេះល្បីណាស់។	ນັກແຕ້ມ; ສິລະປິນ	ນັກແຕ້ມຄົນນີ້ມີຊື່ສຽງຫຼາຍ.	चित्रकार; कलाकार	यो चित्रकार धेरै प्रसिद्ध छ।
681:黄色	黄色	黄色	အဝါရောင်	အဝါရောင်အင်္ကျီတစ်ထည် ဝယ်ခဲ့တယ်။	ពណ៌លឿង	ខ្ញុំបានទិញអាវលើពណ៌លឿងមួយ។	ສີເຫຼືອງ	ຂ້ອຍຊື້ເສື້ອທ່ອນເທິງສີເຫຼືອງໜຶ່ງຕົວ.	पहेंलो रङ	मैले पहेंलो माथिल्लो कपडा किनेँ।
685:或	或	或	သို့မဟုတ်	ကားစီးပြီးသွားလို့ရသလို လမ်းလျှောက်သွားလို့လည်းရတယ်။	ឬ	អ្នកអាចទៅដោយឡាន ឬដើរទៅបាន។	ຫຼື	ເຈົ້າສາມາດໄປໂດຍລົດ ຫຼືຍ່າງໄປ.	वा	तिमी गाडी चढेर वा हिँडेर जान सक्छौ।
687:鸡	鸡	鸡	ကြက်	အဘွားအိမ်မှာ ကြက်အနည်းငယ်မွေးထားတယ်။	មាន់	ផ្ទះយាយចិញ្ចឹមមាន់ពីរបីក្បាល។	ໄກ່	ບ້ານແມ່ຕູ້ລ້ຽງໄກ່ຫຼາຍຕົວ.	कुखुरा	हजुरआमाको घरमा केही कुखुरा पालिएका छन्।
691:急	急	急	စိုးရိမ်သော; အရေးတကြီး	မစိုးရိမ်နဲ့၊ ကားမလာသေးဘူး။	ប្រញាប់; បារម្ភ	កុំបារម្ភ ឡានមិនទាន់មកទេ។	ກັງວົນ; ດ່ວນ	ຢ່າກັງວົນ ລົດຍັງບໍ່ມາ.	आत्तिनु; जरुरी	नआत्त, गाडी अझै आएको छैन।
692:记	记	记	မှတ်မိသည်; မှတ်ထားသည်	ကျွန်တော့်ဖုန်းနံပါတ်ကို မှတ်ထားပါ။	ចងចាំ; កត់ទុក	សូមកត់លេខទូរស័ព្ទខ្ញុំទុក។	ຈື່; ຈົດໄວ້	ກະລຸນາຈົດເບີໂທຂອງຂ້ອຍໄວ້.	सम्झनु; टिप्नु	कृपया मेरो फोन नम्बर टिप।
693:季	季	季	ရာသီ	တစ်နှစ်မှာ ရာသီလေးခုရှိတယ်။	រដូវ	មួយឆ្នាំមានបួនរដូវ។	ລະດູ	ໜຶ່ງປີມີສີ່ລະດູ.	ऋतु	एक वर्षमा चार ऋतु हुन्छन्।
695:加	加	加	ထည့်သည်; ပေါင်းသည်	ကျွန်တော့်အတွက် ရေနည်းနည်း ထည့်ပေးပါ။	បន្ថែម	សូមបន្ថែមទឹកបន្តិចឱ្យខ្ញុំ។	ເພີ່ມ; ໃສ່ເພີ່ມ	ກະລຸນາເພີ່ມນ້ຳໃຫ້ຂ້ອຍນ້ອຍໜຶ່ງ.	थप्नु	कृपया मलाई अलिकति पानी थपिदेऊ।
696:假期	假期	假期	အားလပ်ရက်; ခွင့်ရက်	အားလပ်ရက်မှာ အနားယူချင်တယ်။	វិស្សមកាល; ថ្ងៃឈប់សម្រាក	ក្នុងវិស្សមកាលខ្ញុំចង់សម្រាក។	ວັນພັກ; ວັນຢຸດ	ໃນວັນພັກຂ້ອຍຢາກພັກຜ່ອນ.	बिदा; छुट्टी	बिदामा म आराम गर्न चाहन्छु।
700:检票	检票	检票	လက်မှတ်စစ်သည်	ဘူတာထဲမဝင်ခင် လက်မှတ်စစ်ရမယ်။	ពិនិត្យសំបុត្រ	មុនចូលស្ថានីយត្រូវពិនិត្យសំបុត្រ។	ກວດປີ້	ກ່ອນເຂົ້າສະຖານີຕ້ອງກວດປີ້.	टिकट जाँच्नु	स्टेशन छिर्नुअघि टिकट जाँच्नुपर्छ।
707:街	街	街	လမ်း	ဒီလမ်းက အရမ်းစည်ကားတယ်။	ផ្លូវ	ផ្លូវនេះមានភាពអ៊ូអរ។	ຖະໜົນ	ຖະໜົນນີ້ຄຶກຄື້ນຫຼາຍ.	सडक; गल्ली	यो सडक धेरै चहलपहल भएको छ।
714:姐妹	姐妹	姐妹	ညီအစ်မများ	သူတို့က ညီအစ်မနှစ်ယောက်ပါ။	បងប្អូនស្រី	ពួកគេជាបងប្អូនស្រី។	ເອື້ອຍນ້ອງຍິງ	ພວກນາງເປັນເອື້ອຍນ້ອງກັນ.	दिदीबहिनी	उनीहरू दिदीबहिनी हुन्।
716:斤	斤	斤	ဂျင်; ကီလိုဝက်အတိုင်းအတာ	ပန်းသီး တစ်ကီလိုလောက် ဝယ်ခဲ့တယ်။	ជីន; ឯកតាកន្លះគីឡូក្រាម	ខ្ញុំបានទិញផ្លែប៉ោមប្រហែលមួយគីឡូក្រាម។	ຈິນ; ໜ່ວຍເຄິ່ງກິໂລ	ຂ້ອຍຊື້ໝາກແອບເປີນປະມານໜຶ່ງກິໂລ.	जिन; आधा किलोको एकाइ	मैले करिब एक किलो स्याउ किनेँ।
720:酒	酒	酒	အရက်	အဖေ ညဘက် အရက်မသောက်ဘူး။	ស្រា	ឪពុកមិនផឹកស្រានៅពេលល្ងាចទេ។	ເຫຼົ້າ	ພໍ່ບໍ່ດື່ມເຫຼົ້າຕອນແລງ.	रक्सी; मदिरा	बुबा बेलुका रक्सी पिउनुहुन्न।
722:句	句	句	ဝါကျ; ဝါကျအတွက် ရေတွက်စကားလုံး	နောက်ထပ် ဝါကျတစ်ကြောင်း ပြောပါ။	ប្រយោគ; ពាក្យរាប់ប្រយោគ	សូមនិយាយប្រយោគមួយទៀត។	ປະໂຫຍກ; ຄຳລັກສະນະນາມສຳລັບປະໂຫຍກ	ກະລຸນາເວົ້າອີກປະໂຫຍກໜຶ່ງ.	वाक्य; वाक्यको गणनावाचक शब्द	कृपया अझै एउटा वाक्य भन।
725:卡	卡	卡	ကဒ်	ကျွန်တော့်ကဒ်က အိတ်ထဲမှာရှိတယ်။	កាត	កាតរបស់ខ្ញុំនៅក្នុងកាបូប។	ບັດ	ບັດຂອງຂ້ອຍຢູ່ໃນກະເປົາ.	कार्ड	मेरो कार्ड झोलामा छ।
726:开花	开花	开花	ပန်းပွင့်သည်	နွေဦးမှာ သစ်ပင်တွေ ပန်းပွင့်တယ်။	ចេញផ្កា	រដូវផ្ការីក ដើមឈើទាំងអស់ចេញផ្កា។	ອອກດອກ	ລະດູໃບໄມ້ປົ່ງ ຕົ້ນໄມ້ອອກດອກໝົດ.	फुल्नु	वसन्तमा रूखहरू फुल्छन्।
727:开会	开会	开会	အစည်းအဝေးလုပ်သည်	နေ့လယ်သုံးနာရီမှာ အစည်းအဝေးရှိတယ်။	ប្រជុំ	ខ្ញុំមានប្រជុំម៉ោងបីរសៀល។	ປະຊຸມ	ຂ້ອຍມີປະຊຸມຕອນບ່າຍສາມໂມງ.	बैठक गर्नु	दिउँसो तीन बजे मेरो बैठक छ।
728:开机	开机	开机	စက်ဖွင့်သည်	ကွန်ပျူတာ စတင်ဖွင့်တာ အရမ်းနှေးတယ်။	បើកម៉ាស៊ីន	កុំព្យូទ័របើកយឺតណាស់។	ເປີດເຄື່ອງ	ຄອມພິວເຕີເປີດເຄື່ອງຊ້າຫຼາຍ.	चालु गर्नु	कम्प्युटर धेरै ढिलो चालु हुन्छ।
730:看来	看来	看来	ကြည့်ရတာ; ထင်ရသည်	ဒီနေ့ မိုးရွာမယ့်ပုံပဲ။	មើលទៅ; ហាក់ដូចជា	មើលទៅថ្ងៃនេះនឹងភ្លៀង។	ເບິ່ງຄືວ່າ; ຄືຈະ	ເບິ່ງຄືວ່າມື້ນີ້ຈະຝົນຕົກ.	देखिँदा; लाग्छ	आज पानी पर्ने जस्तो लाग्छ।
731:可	可	可	တကယ်; အရမ်း	သူ တကယ်ပျော်နေတယ်။	ពិតជា; ខ្លាំងណាស់	គាត់ពិតជាសប្បាយណាស់។	ແທ້ໆ; ຫຼາຍ	ລາວດີໃຈແທ້ໆ.	साँच्चै; धेरै	ऊ साँच्चै खुसी छ।
736:课本	课本	课本	သင်ခန်းစာစာအုပ်	သင်ခန်းစာစာအုပ်ကို ဖွင့်ပါ။	សៀវភៅរៀន	សូមបើកសៀវភៅរៀន។	ປຶ້ມຮຽນ	ກະລຸນາເປີດປຶ້ມຮຽນ.	पाठ्यपुस्तक	कृपया पाठ्यपुस्तक खोल।
738:课文	课文	课文	သင်ခန်းစာစာသား	ဒီသင်ခန်းစာစာသားက မခက်ဘူး။	អត្ថបទមេរៀន	អត្ថបទមេរៀននេះមិនពិបាកទេ។	ບົດຮຽນ; ຂໍ້ຄວາມບົດຮຽນ	ບົດຮຽນນີ້ບໍ່ຍາກ.	पाठ; पाठ्यांश	यो पाठ गाह्रो छैन।
746:老人	老人	老人	သက်ကြီးရွယ်အို	ဒီသက်ကြီးရွယ်အိုက အကူအညီလိုတယ်။	មនុស្សចាស់	មនុស្សចាស់រូបនេះត្រូវការជំនួយ។	ຜູ້ສູງອາຍຸ	ຜູ້ສູງອາຍຸຄົນນີ້ຕ້ອງການຄວາມຊ່ວຍເຫຼືອ.	बृद्ध व्यक्ति	यी बृद्ध व्यक्तिलाई मद्दत चाहिन्छ।
751:练	练	练	လေ့ကျင့်သည်	နေ့တိုင်း တရုတ်စကား လေ့ကျင့်တယ်။	ហាត់; អនុវត្ត	ខ្ញុំហាត់ភាសាចិនរាល់ថ្ងៃ។	ຝຶກ	ຂ້ອຍຝຶກພາສາຈີນທຸກມື້.	अभ्यास गर्नु	म हरेक दिन चिनियाँ अभ्यास गर्छु।
755:聊	聊	聊	စကားပြောသည်; စကားစမြည်ပြောသည်	မင်းနဲ့ ခဏ စကားပြောချင်တယ်။	ជជែក	ខ្ញុំចង់ជជែកជាមួយអ្នកបន្តិច។	ລົມກັນ	ຂ້ອຍຢາກລົມກັບເຈົ້າຈັກໜ່ອຍ.	कुराकानी गर्नु	म तिमीसँग अलि कुराकानी गर्न चाहन्छु।
756:聊天儿	聊天儿	聊天儿	စကားစမြည်ပြောသည်	ညဘက်မှာ အတူတူ စကားစမြည်ပြောကြတယ်။	ជជែកគ្នា	ពេលល្ងាចយើងជជែកគ្នាជាមួយគ្នា។	ລົມກັນ	ຕອນແລງພວກເຮົາລົມກັນ.	गफ गर्नु; कुराकानी गर्नु	हामी बेलुका सँगै गफ गर्छौँ।
760:留学生	留学生	留学生	နိုင်ငံခြားကျောင်းသား	သူက ဂျပန်ကလာတဲ့ နိုင်ငံခြားကျောင်းသားပါ။	និស្សិតបរទេស	គាត់ជានិស្សិតបរទេសមកពីជប៉ុន។	ນັກຮຽນຕ່າງຊາດ	ລາວເປັນນັກຮຽນຕ່າງຊາດຈາກຍີ່ປຸ່ນ.	विदेशी विद्यार्थी	ऊ जापानबाट आएको विदेशी विद्यार्थी हो।
761:楼梯	楼梯	楼梯	လှေကား	ကျေးဇူးပြုပြီး လှေကားနဲ့ အပေါ်တက်ပါ။	ជណ្តើរ	សូមឡើងតាមជណ្តើរ។	ຂັ້ນໄດ	ກະລຸນາຂຶ້ນໄປທາງຂັ້ນໄດ.	सिँढी	कृपया सिँढीबाट माथि जानुहोस्।
762:路边	路边	路边	လမ်းဘေး	သူ ကားကို လမ်းဘေးမှာ ရပ်ထားတယ်။	ริมផ្លូវ; ជាយផ្លូវ	គាត់ចតឡាននៅริมផ្លូវ។	ແຄມທາງ	ລາວຈອດລົດໄວ້ແຄມທາງ.	सडक छेउ	उसले गाडी सडक छेउमा पार्क गर्‍यो।
763:路口	路口	路口	လမ်းဆုံ	လမ်းဆုံမှာ မင်းကို စောင့်နေတယ်။	ចំណុចប្រសព្វផ្លូវ	ខ្ញុំរង់ចាំអ្នកនៅចំណុចប្រសព្វផ្លូវ។	ສີ່ແຍກ; ທາງແຍກ	ຂ້ອຍລໍຖ້າເຈົ້າຢູ່ທາງແຍກ.	चोक; सडकको मोड	म तिमीलाई चोकमा पर्खिरहेको छु।
765:马路	马路	马路	ကားလမ်း; လမ်း	လမ်းဖြတ်တဲ့အခါ သတိထားပါ။	ផ្លូវថ្នល់	ឆ្លងផ្លូវត្រូវប្រុងប្រយ័ត្ន។	ຖະໜົນ	ເວລາຂ້າມຖະໜົນຕ້ອງລະວັງ.	सडक	सडक काट्दा सावधान रहनु।
770:面前	面前	面前	ရှေ့မှာ	ဆရာက ကျောင်းသားတွေရဲ့ ရှေ့မှာ ရပ်နေတယ်။	នៅមុខ	គ្រូឈរនៅមុខសិស្ស។	ຕໍ່ໜ້າ; ຂ້າງໜ້າ	ຄູຢືນຢູ່ຕໍ່ໜ້ານັກຮຽນ.	अगाडि	शिक्षक विद्यार्थीहरूको अगाडि उभिएका छन्।
772:名单	名单	名单	နာမည်စာရင်း	နာမည်ကို စာရင်းထဲမှာ ရေးပါ။	បញ្ជីឈ្មោះ	សូមសរសេរឈ្មោះរបស់អ្នកលើបញ្ជីឈ្មោះ។	ລາຍຊື່	ກະລຸນາຂຽນຊື່ຂອງເຈົ້າໃສ່ລາຍຊື່.	नामसूची	कृपया आफ्नो नाम सूचीमा लेख।
773:名人	名人	名人	နာမည်ကြီးသူ	ဒီမြို့မှာ နာမည်ကြီးသူတွေ အများကြီးရှိတယ်။	មនុស្សល្បី	ទីក្រុងនេះមានមនុស្សល្បីច្រើន។	ຄົນມີຊື່ສຽງ	ເມືອງນີ້ມີຄົນມີຊື່ສຽງຫຼາຍ.	प्रसिद्ध व्यक्ति	यो सहरमा धेरै प्रसिद्ध व्यक्ति छन्।
776:南方	南方	南方	တောင်ပိုင်း; တောင်ဘက်	တောင်ပိုင်းရဲ့ ဆောင်းရာသီက သိပ်မအေးဘူး။	ភាគខាងត្បូង	រដូវរងានៅភាគខាងត្បូងមិនត្រជាក់ខ្លាំងទេ។	ພາກໃຕ້; ທິດໃຕ້	ລະດູໜາວທາງພາກໃຕ້ບໍ່ໜາວຫຼາຍ.	दक्षिण; दक्षिणी क्षेत्र	दक्षिणको जाडो धेरै चिसो हुँदैन।
778:难看	难看	难看	ကြည့်မကောင်းသော; ရုပ်ဆိုးသော	ဒီအဝတ်က နည်းနည်းကြည့်မကောင်းဘူး။	មិនស្អាត; មើលមិនល្អ	សម្លៀកបំពាក់នេះមើលទៅមិនស្អាតបន្តិច។	ບໍ່ງາມ; ເບິ່ງບໍ່ດີ	ເສື້ອຜ້ານີ້ເບິ່ງບໍ່ງາມນ້ອຍໜຶ່ງ.	नराम्रो देखिने; कुरूप	यो कपडा अलि नराम्रो देखिन्छ।
780:男生	男生	男生	ယောက်ျားလေးကျောင်းသား	အဲဒီယောက်ျားလေးက ဘတ်စကက်ဘော ကစားနေတယ်။	សិស្សប្រុស; ក្មេងប្រុស	ក្មេងប្រុសនោះកំពុងលេងបាល់បោះ។	ນັກຮຽນຊາຍ; ເດັກຊາຍ	ເດັກຊາຍຄົນນັ້ນກຳລັງຫຼິ້ນບານບ້ວງ.	केटा विद्यार्थी; केटा	त्यो केटा बास्केटबल खेल्दै छ।
781:难题	难题	难题	ခက်ခဲသောပြဿနာ	ဒီခက်တဲ့မေးခွန်းကို မဖြေရှင်းနိုင်ဘူး။	បញ្ហាពិបាក	ខ្ញុំមិនអាចដោះស្រាយបញ្ហាពិបាកនេះបានទេ។	ບັນຫາຍາກ	ຂ້ອຍແກ້ບັນຫາຍາກນີ້ບໍ່ໄດ້.	कठिन समस्या	म यो कठिन समस्या समाधान गर्न सक्दिनँ।
782:难听	难听	难听	နားထောင်ရခက်သော	ဒီအသံက နားထောင်ရတာ မကောင်းဘူး။	ស្តាប់មិនល្អ	សម្លេងនេះស្តាប់ទៅមិនល្អ។	ຟັງບໍ່ດີ	ສຽງນີ້ຟັງແລ້ວບໍ່ດີ.	सुन्न नराम्रो	यो आवाज सुन्न नराम्रो छ।
785:牛	牛	牛	နွား	ဒီနွားက အရမ်းကြီးတယ်။	គោ	គោនេះធំណាស់។	ງົວ	ງົວຕົວນີ້ໃຫຍ່ຫຼາຍ.	गाई; गोरु	यो गाई धेरै ठूलो छ।
788:女生	女生	女生	မိန်းကလေးကျောင်းသူ	ဒီမိန်းကလေးက သီချင်းဆိုတာ အရမ်းကောင်းတယ်။	សិស្សស្រី; ក្មេងស្រី	ក្មេងស្រីនេះច្រៀងបានល្អណាស់។	ນັກຮຽນຍິງ; ເດັກຍິງ	ເດັກຍິງຄົນນີ້ຮ້ອງເພງໄດ້ດີຫຼາຍ.	केटी विद्यार्थी; केटी	यो केटी धेरै राम्रो गाउँछे।
789:爬	爬	爬	တက်သည်; ကုပ်တက်သည်	ကလေးက လှေကားတက်နေတယ်။	ឡើង; វារ	កុមារកំពុងឡើងជណ្តើរ។	ປີນ; ຂຶ້ນ	ເດັກນ້ອຍກຳລັງປີນຂັ້ນໄດ.	चढ्नु	बालक सिँढी चढ्दै छ।
790:怕	怕	怕	ကြောက်သည်	အမှောင်ကို ကြောက်တယ်။	ខ្លាច	ខ្ញុំខ្លាចងងឹត។	ຢ້ານ	ຂ້ອຍຢ້ານຄວາມມືດ.	डराउनु	म अँध्यारोसँग डराउँछु।
791:拍照	拍照	拍照	ဓာတ်ပုံရိုက်သည်	သူတို့ ပန်းခြံထဲမှာ ဓာတ်ပုံရိုက်နေကြတယ်။	ថតរូប	ពួកគេកំពុងថតរូបនៅសួនច្បារ។	ຖ່າຍຮູບ	ພວກເຂົາກຳລັງຖ່າຍຮູບຢູ່ສວນ.	फोटो खिच्नु	उनीहरू पार्कमा फोटो खिच्दै छन्।
801:起	起	起	ထသည်; မြင့်တက်သည်	ကျေးဇူးပြုပြီး နည်းနည်းစောစောထပါ။	ក្រោក; ឡើង	សូមក្រោកមុនបន្តិច។	ລຸກ; ຂຶ້ນ	ກະລຸນາລຸກເຊົ້າກວ່ານີ້ນ້ອຍໜຶ່ງ.	उठ्नु	कृपया अलि छिटो उठ।
803:汽车	汽车	汽车	မော်တော်ကား	ဒီကားက အရမ်းအသစ်ဖြစ်တယ်။	រថយន្ត	រថយន្តនេះថ្មីណាស់។	ລົດໃຫຍ່	ລົດຄັນນີ້ໃໝ່ຫຼາຍ.	कार; मोटरगाडी	यो कार धेरै नयाँ छ।
804:铅笔	铅笔	铅笔	ခဲတံ	ခဲတံနဲ့ စာရေးတယ်။	ខ្មៅដៃ	ខ្ញុំសរសេរដោយខ្មៅដៃ។	ດິນສໍ	ຂ້ອຍຂຽນດ້ວຍດິນສໍ.	पेन्सिल	म पेन्सिलले लेख्छु।
805:前年	前年	前年	မနှစ်ကမတိုင်ခင်နှစ်	မနှစ်ကမတိုင်ခင်နှစ်မှာ ကွမ်ကျိုးကို သွားခဲ့တယ်။	ឆ្នាំមុនមួយទៀត	ឆ្នាំមុនមួយទៀតខ្ញុំធ្លាប់ទៅក្វាងចូវ។	ປີກ່ອນປີກາຍ	ປີກ່ອນປີກາຍຂ້ອຍເຄີຍໄປກວາງໂຈວ.	गत वर्षभन्दा अघिल्लो वर्ष	गत वर्षभन्दा अघिल्लो वर्ष म ग्वाङझोउ गएको थिएँ।
806:前天	前天	前天	ဟိုတစ်နေ့က; မနေ့တစ်နေ့က	ဟိုတစ်နေ့က သူ့ကို တွေ့ခဲ့တယ်။	ម្សិលមិញមួយទៀត	ម្សិលមិញមួយទៀតខ្ញុំបានជួបគាត់។	ມື້ກ່ອນມື້ວານ	ມື້ກ່ອນມື້ວານຂ້ອຍເຫັນລາວ.	अस्ति	अस्ति मैले उसलाई भेटेँ।
809:请客	请客	请客	ဧည့်ခံသည်; ကျွေးမွေးသည်	ဒီနေ့ ကျွန်တော်ကျွေးမယ်။	អញ្ជើញបរិភោគ; ទទួលភ្ញៀវ	ថ្ងៃនេះខ្ញុំជាអ្នកបង់។	ເຊີນກິນ; ລ້ຽງແຂກ	ມື້ນີ້ຂ້ອຍລ້ຽງ.	खुवाउनु; मेजमान गर्नु	आज म खुवाउँछु।
810:秋天	秋天	秋天	ဆောင်းဦးရာသီ	ဆောင်းဦးရာသီရဲ့ ရာသီဥတုက အရမ်းသာယာတယ်။	រដូវស្លឹកឈើជ្រុះ	អាកាសធាតុនៅរដូវស្លឹកឈើជ្រុះស្រួលណាស់។	ລະດູໃບໄມ້ຫຼົ່ນ	ອາກາດລະດູໃບໄມ້ຫຼົ່ນສະບາຍຫຼາຍ.	शरद ऋतु	शरद ऋतुको मौसम धेरै रमाइलो हुन्छ।
811:球场	球场	球场	အားကစားကွင်း	ကွင်းပေါ်မှာ ကျောင်းသားအများကြီးရှိတယ်။	ទីលានកីឡា	នៅលើទីលានមានសិស្សច្រើន។	ສະໜາມກິລາ	ຢູ່ສະໜາມມີນັກຮຽນຫຼາຍ.	खेलमैदान	मैदानमा धेरै विद्यार्थी छन्।
815:认得	认得	认得	မှတ်မိသည်; သိသည်	ဒီဆရာကို ကျွန်တော် မှတ်မိတယ်။	ស្គាល់	ខ្ញុំស្គាល់គ្រូរូបនេះ។	ຈຳໄດ້; ຮູ້ຈັກ	ຂ້ອຍຈຳຄູຄົນນີ້ໄດ້.	चिन्नु	म यो शिक्षकलाई चिन्छु।
821:扫	扫	扫	လှည်းသည်; သန့်ရှင်းသည်	ကြမ်းပြင်ကို သန့်အောင် လှည်းပေးပါ။	បោស	សូមបោសជាន់ឱ្យស្អាត។	ກວາດ	ກະລຸນາກວາດພື້ນໃຫ້ສະອາດ.	बढार्नु	कृपया भुइँ सफा गरी बढार।
823:山	山	山	တောင်	ဒီတောင်က အရမ်းမြင့်တယ်။	ភ្នំ	ភ្នំនេះខ្ពស់ណាស់។	ພູ; ພູເຂົາ	ພູໜ່ວຍນີ້ສູງຫຼາຍ.	पहाड	यो पहाड धेरै अग्लो छ।
824:上衣	上衣	上衣	အပေါ်ပိုင်းအဝတ်	ဒီအပေါ်အင်္ကျီက အသစ်ပါ။	អាវលើ	អាវលើនេះថ្មី។	ເສື້ອທ່ອນເທິງ	ເສື້ອທ່ອນເທິງນີ້ໃໝ່.	माथिल्लो कपडा	यो माथिल्लो कपडा नयाँ हो।
826:身边	身边	身边	အနားမှာ; ပတ်ဝန်းကျင်မှာ	ကျွန်တော့်အနားမှာ သူငယ်ချင်းအများကြီးရှိတယ်။	នៅក្បែរ; ជុំវិញ	នៅជុំវិញខ្ញុំមានមិត្តភក្តិច្រើន។	ຂ້າງກາຍ; ອ້ອມຂ້າງ	ຢູ່ອ້ອມຂ້າງຂ້ອຍມີໝູ່ຫຼາຍ.	वरिपरि; छेउमा	मेरो वरिपरि धेरै साथी छन्।
