hsk_key	source_word	simplified	CS	example_CS	SK	example_SK	HU	example_HU	RO	example_RO	BG	example_BG	HR	example_HR
3812:创办	创办	创办	založit; zřídit	Po absolvování založil firmu.	založiť; zriadiť	Po skončení školy založil firmu.	alapítani; létrehozni	Diploma után céget alapított.	a fonda; a înființa	După absolvire, el a fondat o companie.	основавам; създавам	След дипломирането си той основа компания.	osnovati; pokrenuti	Nakon diplome osnovao je tvrtku.
3813:创建	创建	创建	vytvořit; založit	Tým vytváří novou databázi.	vytvoriť; založiť	Tím vytvára novú databázu.	létrehozni; megalkotni	A csapat új adatbázist hoz létre.	a crea; a înființa	Echipa creează o bază de date nouă.	създавам; учредявам	Екипът създава нова база данни.	stvoriti; osnovati	Tim stvara novu bazu podataka.
3815:创意	创意	创意	tvořivost; nápad	Tato reklama je velmi nápaditá.	tvorivosť; nápad	Táto reklama je veľmi tvorivá.	kreativitás; ötlet	Ez a reklám nagyon kreatív.	creativitate; idee creativă	Această reclamă este foarte creativă.	креативност; творческа идея	Тази реклама е много креативна.	kreativnost; ideja	Ova je reklama vrlo kreativna.
3817:纯	纯	纯	čistý; ryzí	Tato láhev džusu je čistá jablečná šťáva.	čistý; rýdzi	Táto fľaša džúsu je čistá jablková šťava.	tiszta; puszta	Ez az üveg lé tiszta almalé.	pur; curat	Această sticlă de suc este suc pur de mere.	чист; изцяло	Тази бутилка сок е чист ябълков сок.	čist; potpuno	Ova boca soka je čisti sok od jabuke.
3818:瓷器	瓷器	瓷器	porcelán	Muzeum vystavilo starověký porcelán.	porcelán	Múzeum vystavilo staroveký porcelán.	porcelán	A múzeum ősi porcelánokat állított ki.	porțelan	Muzeul a expus porțelanuri vechi.	порцелан	Музеят изложи древен порцелан.	porculan	Muzej je izložio drevni porculan.
3819:此刻	此刻	此刻	v tuto chvíli; nyní	V tuto chvíli chci jen tiše odpočívat.	v tejto chvíli; teraz	V tejto chvíli chcem len pokojne oddychovať.	ebben a pillanatban; most	Ebben a pillanatban csak csendben szeretnék pihenni.	în acest moment; acum	În acest moment vreau doar să mă odihnesc în liniște.	в този момент; сега	В този момент искам само тихо да си почина.	u ovom trenutku; sada	U ovom trenutku samo se želim mirno odmoriti.
3821:次数	次数	次数	počet opakování; počet případů	Zaznamenejte prosím počet denních cvičení.	počet opakovaní; počet prípadov	Prosím, zaznamenajte počet denných cvičení.	alkalmak száma; gyakoriság	Kérjük, jegyezd fel, hányszor gyakorolsz naponta.	număr de ori; frecvență	Vă rog să notați de câte ori exersați zilnic.	брой пъти; честота	Моля, записвайте броя на ежедневните упражнения.	broj puta; učestalost	Molim vas, zabilježite koliko puta dnevno vježbate.
3822:匆匆	匆匆	匆匆	spěšně; narychlo	Spěšně dojedl snídani a odešel.	náhlivo; narýchlo	Náhlivo dojedol raňajky a odišiel.	sietve; kapkodva	Sietve befejezte a reggelit, és elindult.	în grabă; pe fugă	A terminat micul dejun în grabă și a plecat.	набързо; припряно	Той набързо закуси и излезе.	žurno; na brzinu	Na brzinu je doručkovao i izašao.
3824:从未	从未	从未	nikdy; nikdy dosud	Nikdy se nevzdala svého snu.	nikdy; nikdy doteraz	Nikdy sa nevzdala svojho sna.	soha; mindeddig soha	Soha nem adta fel az álmát.	niciodată; nu a făcut vreodată	Ea nu și-a abandonat niciodată visul.	никога; досега никога	Тя никога не се е отказвала от мечтата си.	nikada; nikad dosad	Nikada nije odustala od svog sna.
3825:从业	从业	从业	pracovat v oboru	Už mnoho let pracuje ve finančním sektoru.	pracovať v odbore	Už mnoho rokov pracuje vo finančnom sektore.	szakmában dolgozni	Sok éve dolgozik a pénzügyi ágazatban.	a lucra într-un domeniu	El lucrează de mulți ani în domeniul financiar.	работя в професия; работя в бранш	Той работи във финансовия сектор от много години.	raditi u struci	Godinama radi u financijskoj industriji.
3827:脆	脆	脆	křupavý; křehký	Tyto sušenky jsou voňavé a křupavé.	chrumkavý; krehký	Tieto sušienky sú voňavé a chrumkavé.	ropogós; törékeny	Ez a keksz illatos és ropogós.	crocant; casant	Acest tip de biscuiți este aromat și crocant.	хрупкав; крехък	Тези бисквити са ароматни и хрупкави.	hrskav; lomljiv	Ovi su keksi mirisni i hrskavi.
3829:村庄	村庄	村庄	vesnice; obec	Na úpatí hory je tichá vesnice.	dedina; obec	Na úpätí hory je tichá dedina.	falu; község	A hegy lábánál van egy csendes falu.	sat; așezare rurală	La poalele muntelui se află un sat liniștit.	село; селце	В подножието на планината има тихо село.	selo; naselje	U podnožju planine nalazi se mirno selo.
3830:存储	存储	存储	ukládat; úložiště	Tyto fotografie lze uložit do cloudu.	ukladať; úložisko	Tieto fotografie možno uložiť do cloudu.	tárolni; tárhely	Ezeket a fényképeket a felhőben lehet tárolni.	a stoca; stocare	Aceste fotografii pot fi stocate în cloud.	съхранявам; хранилище	Тези снимки могат да се съхраняват в облака.	pohraniti; pohrana	Ove se fotografije mogu pohraniti u oblak.
3831:寸	寸	寸	cun; čínský palec	Tato fotografie má velikost dva cun.	cun; čínsky palec	Táto fotografia má veľkosť dva cun.	cun; kínai hüvelyk	Ez a fénykép két cun méretű.	cun; unitate chinezească asemănătoare cu un inch	Această fotografie are dimensiunea de doi cun.	цун; китайски инч	Тази снимка е с размер два цуна.	cun; kineski palac	Ova je fotografija veličine dva cuna.
3837:打动	打动	打动	dojmout; citově zasáhnout	Jeho upřímnost dojala všechny.	dojať; citovo zasiahnuť	Jeho úprimnosť dojala všetkých.	meghatni; megérinteni	Az őszintesége mindenkit meghatott.	a emoționa; a impresiona	Sinceritatea lui i-a emoționat pe toți.	трогвам; развълнувам	Неговата искреност трогна всички.	dirnuti; ganuti	Njegova iskrenost dirnula je sve.
3840:打卡	打卡	打卡	zaznamenat příchod; pípnout si	Zaměstnanci si každé ráno v devět zaznamenávají příchod.	zaznamenať príchod; odpípať sa	Zamestnanci si každé ráno o deviatej zaznamenávajú príchod.	blokkolni; becsekkolni	Az alkalmazottak minden reggel kilenckor blokkolnak.	a ponta; a face check-in	Angajații pontează în fiecare dimineață la ora nouă.	отчитам присъствие; чекирам се	Служителите се чекират всяка сутрин в девет.	evidentirati dolazak; prijaviti se	Zaposlenici evidentiraju dolazak svakog jutra u devet.
3841:打雷	打雷	打雷	hřmít; být bouřka	Venku začalo hřmít.	hrmieť; byť búrka	Vonku začalo hrmieť.	dörög az ég; mennydörög	Odakint elkezdett dörögni az ég.	a tuna	Afară a început să tune.	гърми; има гръмотевици	Навън започна да гърми.	grmjeti	Vani je počelo grmjeti.
3842:打造	打造	打造	vybudovat; vytvořit	Chtějí vytvořit novou značku.	vybudovať; vytvoriť	Chcú vytvoriť novú značku.	felépíteni; létrehozni	Egy új márkát akarnak létrehozni.	a construi; a crea	Ei vor să creeze un brand nou.	изграждам; създавам	Те искат да създадат нова марка.	izgraditi; stvoriti	Žele stvoriti novi brend.
3845:大吃一惊	大吃一惊	大吃一惊	být velmi překvapený	Když uslyšel cenu, velmi ho to překvapilo.	byť veľmi prekvapený	Keď počul cenu, veľmi ho to prekvapilo.	nagyon meglepődni	Amikor meghallotta az árat, nagyon meglepődött.	a fi foarte surprins	După ce a auzit prețul, a fost foarte surprins.	много се изненадвам	Когато чу цената, той много се изненада.	jako se iznenaditi	Kad je čuo cijenu, jako se iznenadio.
3846:大地	大地	大地	země; pevnina	Jarní déšť zavlažil zemi.	zem; pevnina	Jarný dážď zavlažil zem.	föld; szárazföld	A tavaszi eső táplálta a földet.	pământ; uscat	Ploaia de primăvară a hrănit pământul.	земя; суша	Пролетният дъжд напои земята.	zemlja; kopno	Proljetna kiša natopila je zemlju.
3847:大都	大都	大都	většinou; z velké části	Turisté zde většinou pocházejí z tuzemska.	väčšinou; z veľkej časti	Turisti tu väčšinou pochádzajú z domova.	többnyire; nagyrészt	Az itteni turisták többnyire belföldről érkeznek.	în mare parte; de obicei	Turiștii de aici vin în mare parte din țară.	предимно; в по-голямата си част	Туристите тук предимно са от страната.	uglavnom; većinom	Turisti ovdje uglavnom dolaze iz zemlje.
3849:大幅	大幅	大幅	výrazně; velkou měrou	Náklady letos výrazně klesly.	výrazne; veľkou mierou	Náklady tento rok výrazne klesli.	jelentősen; nagy mértékben	Az idei költségek jelentősen csökkentek.	substanțial; cu o marjă mare	Costurile au scăzut substanțial anul acesta.	значително; с голяма разлика	Разходите тази година спаднаха значително.	znatno; u velikoj mjeri	Troškovi su ove godine znatno pali.
3851:大使	大使	大使	velvyslanec	Velvyslanec se zúčastnil uvítací večeře.	veľvyslanec	Veľvyslanec sa zúčastnil uvítacej večere.	nagykövet	A nagykövet részt vett az üdvözlő vacsorán.	ambasador	Ambasadorul a participat la cina de bun venit.	посланик	Посланикът присъства на приветствената вечеря.	veleposlanik	Veleposlanik je prisustvovao svečanoj večeri dobrodošlice.
3852:大师	大师	大师	mistr; velký odborník	Tento mistr mě toho hodně naučil.	majster; veľký odborník	Tento majster ma veľa naučil.	mester; nagy szakértő	Ez a mester sokat tanított nekem.	maestru; mare expert	Acest maestru m-a învățat multe.	майстор; голям експерт	Този майстор ме научи на много неща.	majstor; veliki stručnjak	Ovaj me majstor mnogo toga naučio.
3853:大洋洲	大洋洲	大洋洲	Oceánie; světadíl	Austrálie leží v Oceánii.	Oceánia; svetadiel	Austrália leží v Oceánii.	Óceánia; földrész	Ausztrália Óceániában található.	Oceania; continent	Australia se află în Oceania.	Океания; континент	Австралия се намира в Океания.	Oceanija; kontinent	Australija se nalazi u Oceaniji.
3856:待	待	待	zůstat; setrvat	Prosím, zůstaňte na bezpečném místě.	zostať; zotrvať	Prosím, zostaňte na bezpečnom mieste.	maradni; tartózkodni	Kérjük, maradjon biztonságos helyen.	a sta; a rămâne	Vă rog să rămâneți într-un loc sigur.	оставам; стоя	Моля, останете на безопасно място.	ostati; zadržati se	Molim vas, ostanite na sigurnom mjestu.
3864:担忧	担忧	担忧	obávat se; dělat si starosti	Rodiče se obávají o bezpečí dítěte.	obávať sa; robiť si starosti	Rodičia sa obávajú o bezpečie dieťaťa.	aggódni; nyugtalankodni	A szülők aggódnak a gyermek biztonságáért.	a se îngrijora; a fi preocupat	Părinții sunt îngrijorați de siguranța copilului.	тревожа се; притеснявам се	Родителите се тревожат за безопасността на детето.	brinuti se; biti zabrinut	Roditelji brinu za sigurnost djeteta.
3870:当今	当今	当今	dnes; současná doba	Dnešní společnost se mění velmi rychle.	dnes; súčasná doba	Dnešná spoločnosť sa mení veľmi rýchlo.	ma; jelenkor	A mai társadalom nagyon gyorsan változik.	astăzi; epoca prezentă	Societatea de astăzi se schimbă foarte repede.	днес; съвременна епоха	Днешното общество се променя много бързо.	danas; suvremeno doba	Današnje se društvo vrlo brzo mijenja.
3872:当下	当下	当下	právě teď; v současnosti	Právě teď je nejdůležitější vyřešit problém.	práve teraz; v súčasnosti	Práve teraz je najdôležitejšie vyriešiť problém.	jelenleg; most	Jelenleg a legfontosabb a probléma megoldása.	în prezent; chiar acum	În prezent, cel mai important lucru este rezolvarea problemei.	в момента; сега	В момента най-важното е да се реши проблемът.	trenutno; sada	Trenutno je najvažnije riješiti problem.
3875:当天	当天	当天	tentýž den	Objednávka byla odeslána tentýž den.	v ten istý deň	Objednávka bola odoslaná v ten istý deň.	ugyanazon a napon	A rendelést ugyanazon a napon elküldték.	în aceeași zi	Comanda a fost trimisă în aceeași zi.	същия ден	Поръчката беше изпратена същия ден.	isti dan	Narudžba je poslana isti dan.
3876:岛	岛	岛	ostrov	Na tomto ostrově nejsou auta.	ostrov	Na tomto ostrove nie sú autá.	sziget	Ezen a szigeten nincsenek autók.	insulă	Pe această insulă nu sunt mașini.	остров	На този остров няма автомобили.	otok	Na ovom otoku nema automobila.
3878:倒车	倒车	倒车	couvat autem	Při couvání dávejte pozor za sebe.	cúvať autom	Pri cúvaní dávajte pozor dozadu.	tolatni	Tolatáskor figyelj arra, mi van mögötted.	a merge cu spatele	Când mergi cu spatele, fii atent în urmă.	карам назад; давам заден ход	Когато даваш назад, внимавай какво има отзад.	voziti unatrag	Pri vožnji unatrag pazi što je iza tebe.
3879:导师	导师	导师	školitel; mentor	Můj školitel mi dal mnoho rad.	školiteľ; mentor	Môj školiteľ mi dal veľa rád.	témavezető; mentor	A témavezetőm sok tanácsot adott.	coordonator; mentor	Coordonatorul meu mi-a dat multe sfaturi.	научен ръководител; ментор	Моят ръководител ми даде много съвети.	mentor; voditelj	Moj mentor dao mi je mnogo savjeta.
3881:倒是	倒是	倒是	vlastně; naopak	Ten obchod není velký, ale jídlo je vlastně velmi dobré.	vlastne; naopak	Ten obchod nie je veľký, ale chuť je vlastne veľmi dobrá.	valójában; ellenkezőleg	Ez a bolt nem nagy, de az íze valójában nagyon jó.	de fapt; dimpotrivă	Magazinul nu este mare, dar gustul este de fapt foarte bun.	всъщност; напротив	Магазинът не е голям, но вкусът всъщност е много добър.	zapravo; naprotiv	Ova trgovina nije velika, ali okus je zapravo vrlo dobar.
3882:得了	得了	得了	dostat; onemocnět	Dostal chřipku a potřebuje odpočívat.	dostať; ochorieť	Dostal chrípku a potrebuje oddychovať.	elkapni; megbetegedni	Elkapta az influenzát, és pihennie kell.	a face; a contracta o boală	A făcut gripă și trebuie să se odihnească.	хващам болест; разболявам се	Той хвана грип и трябва да си почива.	dobiti; oboljeti	Dobio je gripu i treba se odmoriti.
3883:得以	得以	得以	moci; být umožněno	Díky pomoci všech mohl být projekt dokončen.	môcť; byť umožnené	Vďaka pomoci všetkých mohol byť projekt dokončený.	lehetővé válni; képesnek lenni	Mindenki segítségével a projekt befejeződhetett.	a putea; a fi posibil	Cu ajutorul tuturor, proiectul a putut fi finalizat.	успявам; става възможно	С помощта на всички проектът успя да бъде завършен.	moći; biti omogućeno	Uz svačiju pomoć projekt je mogao biti dovršen.
3884:得知	得知	得知	dozvědět se; být informován	Právě jsem se dozvěděl, že se změnil čas schůzky.	dozvedieť sa; byť informovaný	Práve som sa dozvedel, že sa zmenil čas stretnutia.	megtudni; értesülni	Most tudtam meg, hogy megváltozott a megbeszélés időpontja.	a afla; a fi informat	Tocmai am aflat că ora ședinței s-a schimbat.	научавам; бивам уведомен	Току-що научих, че часът на срещата е променен.	saznati; biti obaviješten	Upravo sam saznao da je vrijeme sastanka promijenjeno.
3888:低碳	低碳	低碳	nízkouhlíkový	Nízkouhlíkový způsob života je stále oblíbenější.	nízkouhlíkový	Nízkouhlíkový spôsob života je čoraz obľúbenejší.	alacsony szén-dioxid-kibocsátású	Az alacsony szén-dioxid-kibocsátású életmód egyre népszerűbb.	cu emisii reduse de carbon	Traiul cu emisii reduse de carbon devine tot mai popular.	нисковъглероден	Нисковъглеродният начин на живот става все по-популярен.	niskougljični	Niskougljični način života postaje sve popularniji.
3893:地形	地形	地形	terén; reliéf	Terén je zde složitý a nehodí se pro noční cestu.	terén; reliéf	Terén je tu zložitý a nehodí sa na nočnú cestu.	terep; domborzat	Itt bonyolult a terep, ezért nem alkalmas éjszakai útra.	teren; relief	Terenul de aici este complex și nu este potrivit pentru deplasări noaptea.	терен; релеф	Теренът тук е сложен и не е подходящ за нощно придвижване.	teren; reljef	Teren je ovdje složen i nije prikladan za noćno kretanje.
3894:地域	地域	地域	region; oblast	Různé regiony mají různé stravovací zvyky.	región; oblasť	Rôzne regióny majú rôzne stravovacie zvyky.	régió; térség	Különböző régiókban eltérő étkezési szokások vannak.	regiune; zonă	Regiunile diferite au obiceiuri alimentare diferite.	регион; област	Различните региони имат различни хранителни навици.	regija; područje	Različite regije imaju različite prehrambene navike.
3896:点击	点击	点击	kliknout	Klikněte prosím na tlačítko v pravém horním rohu.	kliknúť	Kliknite prosím na tlačidlo v pravom hornom rohu.	kattintani	Kérjük, kattintson a jobb felső sarokban lévő gombra.	a face clic	Vă rog să faceți clic pe butonul din colțul din dreapta sus.	кликвам; натискам	Моля, кликнете върху бутона в горния десен ъгъл.	kliknuti	Molim vas, kliknite gumb u gornjem desnom kutu.
3898:点燃	点燃	点燃	zapálit; zažehnout	Zapálil narozeninové svíčky.	zapáliť; zažať	Zapálil narodeninové sviečky.	meggyújtani	Meggyújtotta a születésnapi gyertyákat.	a aprinde	El a aprins lumânările de ziua de naștere.	запалвам	Той запали свещичките за рождения ден.	zapaliti	Zapalio je rođendanske svjećice.
3900:电饭锅	电饭锅	电饭锅	rýžovar	V rýžovaru je ještě rýže.	ryžovar	V ryžovare je ešte ryža.	rizsfőző	A rizsfőzőben még van rizs.	aparat de gătit orez	În aparatul de gătit orez mai este orez.	уред за варене на ориз	В оризоварката още има ориз.	kuhalo za rižu	U kuhalu za rižu još ima riže.
3901:电力	电力	电力	elektrická energie	Dodávka elektřiny je v této oblasti stabilní.	elektrická energia	Dodávka elektriny je v tejto oblasti stabilná.	villamos energia; áramellátás	Ezen a területen stabil az áramellátás.	energie electrică	Alimentarea cu energie electrică în această zonă este stabilă.	електроенергия	Електрозахранването в този район е стабилно.	električna energija	Opskrba električnom energijom u ovom području je stabilna.
3902:店铺	店铺	店铺	obchod; prodejna	Na této ulici je mnoho malých obchodů.	obchod; predajňa	Na tejto ulici je veľa malých obchodov.	üzlet; bolt	Ezen az utcán sok kis üzlet van.	magazin; prăvălie	Pe această stradă sunt multe magazine mici.	магазин; търговски обект	На тази улица има много малки магазини.	trgovina; dućan	U ovoj ulici ima mnogo malih trgovina.
3906:钓鱼	钓鱼	钓鱼	rybařit; chytat ryby	O víkendech rád chodí rybařit k řece.	rybárčiť; chytať ryby	Cez víkendy rád chodí chytať ryby k rieke.	horgászni	Hétvégén szeret a folyópartra menni horgászni.	a pescui	În weekend îi place să meargă la pescuit pe malul râului.	ловя риба	През уикендите той обича да ходи на реката да лови риба.	pecati	Vikendom voli ići pecati uz rijeku.
3909:订单	订单	订单	objednávka	Zákazník už objednávku potvrdil.	objednávka	Zákazník už objednávku potvrdil.	rendelés	Az ügyfél már megerősítette a rendelést.	comandă	Clientul a confirmat deja comanda.	поръчка	Клиентът вече потвърди поръчката.	narudžba	Kupac je već potvrdio narudžbu.
3910:订婚	订婚	订婚	zasnoubit se	Plánují se příští rok zasnoubit.	zasnúbiť sa	Plánujú sa budúci rok zasnúbiť.	eljegyezni egymást	Jövőre tervezik az eljegyzést.	a se logodi	Ei plănuiesc să se logodească anul viitor.	сгодявам се	Те планират да се сгодят догодина.	zaručiti se	Planiraju se zaručiti sljedeće godine.
3911:定价	定价	定价	stanovit cenu; cenotvorba	Nový produkt ještě nemá stanovenou cenu.	stanoviť cenu; cenotvorba	Nový produkt ešte nemá stanovenú cenu.	árazni; árképzés	Az új termék árát még nem határozták meg.	a stabili prețul; stabilire de preț	Noul produs nu a fost încă evaluat.	определям цена; ценообразуване	Новият продукт още няма определена цена.	odrediti cijenu; formiranje cijene	Novi proizvod još nema određenu cijenu.
3912:定时	定时	定时	časovat; naplánovaný	Tento software umí vypnout počítač podle plánu.	časovať; naplánovaný	Tento softvér vie vypnúť počítač podľa plánu.	időzíteni; ütemezett	Ez a szoftver időzítve le tudja állítani a gépet.	a programa; temporizat	Acest software poate opri computerul după un program.	настройвам време; по график	Този софтуер може да изключва компютъра по график.	vremenski podesiti; zakazan	Ovaj softver može isključiti računalo prema rasporedu.
3913:定位	定位	定位	lokalizovat; určování polohy	Telefon může rychle určit polohu vozidla.	lokalizovať; určovanie polohy	Telefón môže rýchlo určiť polohu vozidla.	helymeghatározás; lokalizálni	A telefon gyorsan meg tudja határozni a jármű helyét.	a localiza; poziționare	Telefonul poate localiza rapid poziția vehiculului.	локализирам; позициониране	Телефонът може бързо да локализира местоположението на автомобила.	locirati; pozicioniranje	Mobitel može brzo locirati položaj vozila.
3915:定制	定制	定制	přizpůsobit na míru; zakázkový	Zákazník si objednal nábytek na míru.	prispôsobiť na mieru; zákazkový	Zákazník si objednal nábytok na mieru.	testre szabni; egyedi készítésű	Az ügyfél egyedi bútorokat rendelt.	a personaliza; făcut la comandă	Clientul a comandat un set de mobilă făcută la comandă.	персонализирам; по поръчка	Клиентът поръча комплект мебели по поръчка.	prilagoditi; izrađen po mjeri	Kupac je naručio set namještaja po mjeri.
3919:动漫	动漫	动漫	animace a komiksy	O víkendech rád sleduje animace a čte komiksy.	animácia a komiksy	Cez víkendy rád sleduje animáciu a komiksy.	animáció és képregény	Hétvégén szeret animációkat és képregényeket nézni.	animație și benzi desenate	În weekend îi place să urmărească animații și benzi desenate.	анимация и комикси	През уикенда той обича да гледа анимация и комикси.	animacija i stripovi	Vikendom voli gledati animaciju i stripove.
3921:动听	动听	动听	příjemný na poslech	Její zpěv je velmi příjemný na poslech.	príjemný na počúvanie	Jej spev je veľmi príjemný na počúvanie.	kellemes hallani; dallamos	Az énekhangja nagyon kellemes.	plăcut la auz	Vocea ei cântată este foarte plăcută.	приятен за слушане	Пеенето ѝ е много приятно за слушане.	ugodan za slušanje	Njezin je glas vrlo ugodan za slušanje.
3924:都市	都市	都市	velkoměsto; metropole	Šanghaj je moderní velkoměsto.	veľkomesto; metropola	Šanghaj je moderné veľkomesto.	nagyváros; metropolisz	Sanghaj modern nagyváros.	metropolă; oraș mare	Shanghai este o metropolă modernă.	голям град; метрополис	Шанхай е съвременен мегаполис.	velegrad; metropola	Šangaj je moderna metropola.
3925:毒	毒	毒	jed; jedovatý	Tento druh hada je jedovatý.	jed; jedovatý	Tento druh hada je jedovatý.	méreg; mérgező	Ez a kígyófaj mérgező.	otravă; otrăvitor	Acest tip de șarpe este veninos.	отрова; отровен	Този вид змия е отровна.	otrov; otrovan	Ova vrsta zmije je otrovna.
3926:渡	渡	渡	přeplavit se; překročit vodu	Přeplavili jsme se přes řeku lodí.	preplaviť sa; prekročiť vodu	Preplavili sme sa cez rieku loďou.	átkelni; komppal átkelni	Hajóval keltünk át ezen a folyón.	a traversa cu barca	Am traversat râul cu barca.	прекосявам с лодка	Пресякохме реката с лодка.	prijeći vodu; prevesti se	Prešli smo rijeku brodom.
3928:短缺	短缺	短缺	nedostatek; být nedostatkový	V tomto městě je v zimě nedostatek vody.	nedostatok; byť nedostatkový	V tomto meste je v zime nedostatok vody.	hiány; szűkösség	Ebben a városban télen vízhiány van.	lipsă; deficit	Acest oraș are deficit de apă iarna.	недостиг; липса	В този град през зимата има недостиг на вода.	nestašica; nedostatak	Ovaj grad zimi ima nestašicu vode.
3930:对接	对接	对接	propojit; koordinovat	Dva systémy se právě propojují.	prepojiť; koordinovať	Dva systémy sa práve prepájajú.	összekapcsolni; összehangolni	A két rendszer éppen összekapcsolódik.	a conecta; a coordona	Cele două sisteme sunt conectate acum.	свързвам; координирам	Двете системи в момента се свързват.	povezati; koordinirati	Dva se sustava upravo povezuju.
3936:多才多艺	多才多艺	多才多艺	všestranně nadaný; multitalentovaný	Je všestranně nadaná, umí malovat i hrát na klavír.	všestranne nadaný; multitalentovaný	Je všestranne nadaná, vie maľovať aj hrať na klavíri.	sokoldalú tehetség; több művészetben jártas	Sokoldalú tehetség: festeni is tud, és zongorázni is.	multitalentat; cu multe aptitudini	Ea este multitalentată: știe să picteze și să cânte la pian.	многостранно талантлив; с много умения	Тя е много талантлива: може да рисува и да свири на пиано.	svestrano nadaren; multitalentiran	Ona je svestrano nadarena, zna slikati i svirati klavir.
3938:多媒体	多媒体	多媒体	multimediální obsah; multimédia	Ve třídě je multimediální vybavení.	multimediálny obsah; multimédiá	V triede je multimediálne vybavenie.	multimédia; többcsatornás tartalom	Az osztályteremben multimédiás berendezés van.	conținut multimedia; echipament multimedia	În clasă există echipamente multimedia.	мултимедия; мултимедийно оборудване	В класната стая има мултимедийно оборудване.	multimedija; multimedijska oprema	U učionici se nalazi multimedijska oprema.
3940:多元	多元	多元	rozmanitý; pluralitní	Škola podporuje rozmanitou kulturní výměnu.	rozmanitý; pluralitný	Škola podporuje rozmanitú kultúrnu výmenu.	sokszínű; pluralista	Az iskola ösztönzi a sokszínű kulturális cserét.	divers; pluralist	Școala încurajează schimburile culturale diverse.	многообразен; плуралистичен	Училището насърчава многообразния културен обмен.	raznolik; pluralistički	Škola potiče raznoliku kulturnu razmjenu.
3941:夺	夺	夺	zmocnit se; vzít silou	V poslední vteřině se zmocnil míče.	zmocniť sa; vziať silou	V poslednej sekunde sa zmocnil lopty.	megszerezni; erővel elvenni	Az utolsó másodpercben megszerezte a labdát.	a smulge; a lua cu forța	În ultima secundă, a luat mingea.	грабвам; вземам със сила	В последната секунда той грабна топката.	osvojiti; oteti	U posljednjoj sekundi osvojio je loptu.
3942:夺取	夺取	夺取	získat; vybojovat	Sportovec tvrdě pracoval, aby získal titul mistra.	získať; vybojovať	Športovec tvrdo pracoval, aby získal titul majstra.	megszerezni; megnyerni	A sportoló keményen dolgozott, hogy bajnoki címet nyerjen.	a cuceri; a câștiga	Sportivul a muncit din greu pentru a câștiga campionatul.	завоювам; печеля	Спортистът се труди усилено, за да спечели шампионата.	osvojiti; izboriti	Sportaš se trudio osvojiti prvenstvo.
3943:躲避	躲避	躲避	vyhnout se; uhnout	Chodci se schovali před náhlým prudkým deštěm.	vyhnúť sa; uhnúť	Chodci sa schovali pred náhlym silným dažďom.	elkerülni; kitérni	A gyalogosok elkerülték a hirtelen jött nagy esőt.	a evita; a se feri	Pietonii s-au ferit de ploaia puternică venită brusc.	избягвам; отклонявам се	Пешеходците се скриха от внезапния силен дъжд.	izbjeći; skloniti se	Pješaci su se sklonili od iznenadne jake kiše.
3946:儿科	儿科	儿科	pediatrie; dětské oddělení	Pediatrie v této nemocnici je známá.	pediatria; detské oddelenie	Pediatria v tejto nemocnici je známa.	gyermekgyógyászat	A kórház gyermekosztálya híres.	pediatrie; secție de copii	Secția de pediatrie a acestui spital este cunoscută.	педиатрия; детско отделение	Педиатрията на тази болница е известна.	pedijatrija; dječji odjel	Pedijatrija ove bolnice dobro je poznata.
3949:发病	发病	发病	propuknout nemoc; onemocnět	Tato nemoc obvykle propuká na jaře.	prepuknúť choroba; ochorieť	Táto choroba zvyčajne prepuká na jar.	megbetegedni; betegség kialakul	Ez a betegség általában tavasszal jelentkezik.	a dezvolta o boală	Această boală apare de obicei primăvara.	разболявам се; развива се болест	Тази болест обикновено се проявява през пролетта.	razviti bolest; oboljeti	Ova se bolest obično razvija u proljeće.
3951:发电	发电	发电	vyrábět elektřinu	Větrné turbíny lze použít k výrobě elektřiny.	vyrábať elektrinu	Veterné turbíny možno použiť na výrobu elektriny.	áramot termelni	A szélturbinákat áramtermelésre lehet használni.	a genera electricitate	Turbinele eoliene pot fi folosite pentru a genera electricitate.	произвеждам електричество	Вятърните турбини могат да се използват за производство на електричество.	proizvoditi električnu energiju	Vjetroturbine se mogu koristiti za proizvodnju električne energije.
3953:发放	发放	发放	rozdávat; vydat	Škola zítra rozdá nové učebnice.	rozdávať; vydať	Škola zajtra rozdá nové učebnice.	kiosztani; kiadni	Az iskola holnap kiosztja az új tankönyveket.	a distribui; a emite	Școala va distribui mâine noile manuale.	раздавам; издавам	Училището утре ще раздаде новите учебници.	podijeliti; izdati	Škola će sutra podijeliti nove udžbenike.
3954:发光	发光	发光	svítit; vydávat světlo	Tento drobný hmyz v noci svítí.	svietiť; vydávať svetlo	Tento drobný hmyz v noci svieti.	fényleni; világítani	Ezek a kis rovarok éjjel fényt bocsátanak ki.	a lumina; a emite lumină	Aceste insecte mici luminează noaptea.	светя; излъчвам светлина	Тези малки насекоми светят през нощта.	svijetliti; isijavati svjetlost	Ovi mali kukci noću svijetle.
