simplified	ID	example_ID
讲座	ceramah; kuliah	Malam ini ada ceramah bahasa Mandarin.
酱油	kecap asin	Tambahkan sedikit kecap asin ke dalam masakan.
交换	bertukar	Kami bertukar nomor telepon.
交际	pergaulan; komunikasi	Saat belajar bahasa, kamu juga perlu berlatih komunikasi.
交往	berhubungan; berpacaran	Mereka sudah berpacaran selama dua tahun.
浇	menyiram	Tolong siram bunga setiap hari.
胶水	lem	Saya menggunakan lem untuk menempelkan foto.
狡猾	licik	Rubah itu sangat licik.
角度	sudut; sudut pandang	Mari kita lihat masalah dari sudut lain.
教材	bahan ajar; buku pelajaran	Buku pelajaran ini sangat praktis.
教练	pelatih	Pelatih meminta kami datang tepat waktu.
教训	pelajaran	Kegagalan ini adalah pelajaran.
接触	kontak; bersentuhan	Ini pertama kalinya saya bersentuhan dengan budaya Tionghoa.
接待	menerima tamu	Perusahaan mengatur seseorang untuk menerima tamu.
接近	mendekati	Festival Musim Semi semakin dekat.
结实	kokoh; kuat	Koper ini sangat kokoh.
阶段	tahap	Studi ini dibagi menjadi tiga tahap.
结构	struktur	Artikel ini memiliki struktur yang jelas.
结合	menggabungkan	Belajar harus digabungkan dengan praktik.
结论	kesimpulan	Kesimpulannya sangat meyakinkan.
结账	membayar tagihan	Setelah makan, kami pergi membayar tagihan.
节省	menghemat	Naik kereta bawah tanah dapat menghemat waktu.
借口	alasan; dalih	Berhentilah mencari alasan.
届	periode; penyelenggaraan	Ini adalah kompetisi ketiga.
戒	berhenti; memperingatkan	Dokter menyarankannya berhenti merokok.
戒指	cincin	Dia memakai cincin.
金属	logam	Besi adalah sejenis logam.
尽快	secepat mungkin	Tolong balas surel secepat mungkin.
紧急	darurat	Ini keadaan darurat.
谨慎	hati-hati; bijaksana	Bersikaplah hati-hati sebelum berinvestasi.
尽力	berusaha sekuat tenaga	Saya akan berusaha sekuat tenaga membantu Anda.
尽量	sebisanya; sedapat mungkin	Tolong usahakan datang sedini mungkin.
近代	zaman modern	Tiongkok modern mengalami banyak perubahan.
进步	kemajuan; maju	Bahasa Mandarinnya maju dengan cepat.
进口	impor; diimpor	Mobil ini diimpor.
精力	energi	Anak-anak memiliki banyak energi.
精神	semangat	Hari ini semangatnya baik.
经典	klasik	Ini film klasik.
经商	berbisnis	Ayahnya berbisnis di luar negeri.
经营	menjalankan; mengelola	Dia mengelola toko kecil.
酒吧	bar	Malam hari mereka pergi ke bar.
救	menyelamatkan	Dokter menyelamatkan nyawanya.
救护车	ambulans	Ambulans datang dengan cepat.
舅舅	paman dari pihak ibu	Paman dari pihak ibu saya tinggal di Nanjing.
居然	ternyata; tak disangka	Dia ternyata lupa ulang tahunnya sendiri.
桔子	jeruk mandarin	Ada beberapa jeruk mandarin di atas meja.
俱乐部	klub	Dia bergabung dengan klub renang.
具备	memiliki; dilengkapi dengan	Dia memiliki pengalaman manajemen.
具体	spesifik; konkret	Tolong lebih spesifik sedikit.
巨大	besar sekali	Proyek ini membutuhkan investasi yang sangat besar.
据说	katanya	Katanya dia sudah kembali ke negaranya.
捐	menyumbang	Semua orang bersedia menyumbangkan uang.
决赛	final	Besok adalah final sepak bola.
决心	tekad	Dia bertekad belajar bahasa Mandarin dengan baik.
绝对	mutlak; benar-benar	Hal ini benar-benar tidak boleh dilupakan.
角色	peran	Dia memainkan peran penting dalam film.
军事	militer	Dia sangat tertarik pada sejarah militer.
均匀	merata	Tolong oleskan warna secara merata.
卡车	truk	Sebuah truk diparkir di pintu masuk.
开发	mengembangkan	Perusahaan sedang mengembangkan produk baru.
开放	buka; terbuka	Taman dibuka pukul enam setiap pagi.
开幕式	upacara pembukaan	Upacara pembukaan akan diadakan besok malam.
开水	air matang; air mendidih	Tolong beri saya secangkir air matang.
砍	memotong	Pekerja itu sedang memotong cabang.
看不起	meremehkan	Jangan meremehkan siapa pun.
看望	menjenguk; mengunjungi	Akhir pekan ini saya akan menjenguk kakek dan nenek.
靠	bersandar	Dia bersandar di dinding untuk beristirahat.
颗	butir; buah	Ada sebuah bintang di langit malam.
可见	jelas terlihat	Jelas terlihat bahwa metode ini efektif.
可靠	dapat diandalkan	Dia teman yang dapat diandalkan.
可怕	menakutkan	Mimpi ini terlalu menakutkan.
克	gram	Tolong tambahkan dua gram garam.
克服	mengatasi	Kita perlu mengatasi kesulitan.
刻苦	tekun	Dia belajar dengan sangat tekun.
客观	objektif	Tolong analisis masalah secara objektif.
课程	kursus; mata pelajaran	Kursus ini sangat berguna.
空间	ruang	Kamar ini memiliki banyak ruang.
控制	mengendalikan	Pengemudi mengendalikan kecepatan mobil.
空闲	waktu luang	Apakah kamu punya waktu luang besok sore?
口味	selera; rasa	Seleranya relatif ringan.
夸	memuji; membanggakan	Guru memujinya karena membuat kemajuan besar.
夸张	berlebihan	Ekspresinya agak berlebihan.
会计	akuntan	Dia bekerja sebagai akuntan di perusahaan.
宽	lebar	Jalan ini sangat lebar.
昆虫	serangga	Anak-anak sedang mengamati serangga.
扩大	memperluas	Sekolah berencana memperluas perpustakaan.
辣椒	cabai	Banyak cabai ditambahkan ke dalam masakan.
拦	menghentikan; menghalangi	Polisi menghentikan sebuah mobil.
烂	busuk	Apel ini sudah busuk.
朗读	membaca nyaring	Tolong baca teks dengan nyaring.
劳动	kerja; tenaga kerja	Bekerja membuat orang merasa berarti.
劳驾	permisi	Permisi, stasiun kereta bawah tanah di mana?
姥姥	nenek dari pihak ibu	Nenek dari pihak ibu saya pandai memasak.
老百姓	rakyat biasa	Rakyat biasa peduli pada biaya hidup.
老板	bos	Hari ini bos tidak ada di kantor.
老婆	istri	Dia membeli bunga untuk istrinya.
老实	jujur	Dia orang yang jujur.
老鼠	tikus	Ada tikus di dapur.
乐观	optimis	Dia optimis tentang masa depan.
雷	guntur	Guntur tadi malam sangat keras.
类型	jenis	Film jenis ini termasuk kategori apa?
冷淡	dingin; acuh tak acuh	Sikapnya agak dingin.
厘米	sentimeter	Pena ini panjangnya lima belas sentimeter.
梨	pir	Saya membeli beberapa buah pir.
离婚	bercerai	Mereka bercerai tahun lalu.
理论	teori	Teori ini sangat rumit.
理由	alasan	Apa alasanmu terlambat?
利润	laba	Laba perusahaan meningkat tahun ini.
利息	bunga	Bunga bank tidak tinggi.
利益	kepentingan; manfaat	Kita perlu melindungi kepentingan semua orang.
利用	memanfaatkan	Dia memanfaatkan akhir pekan untuk belajar bahasa Mandarin.
力量	kekuatan	Persatuan adalah kekuatan.
立即	segera	Tolong segera tinggalkan tempat ini.
立刻	segera	Setelah mendengar berita itu, dia segera berangkat.
联合	gabungan; bersama	Dua perusahaan bersama-sama mengembangkan produk.
连忙	segera; buru-buru	Mendengar telepon berdering, dia segera mengangkatnya.
连续	berturut-turut	Dia bekerja sepuluh jam berturut-turut.
恋爱	berpacaran; cinta	Mereka sedang berpacaran.
粮食	bahan pangan; hasil panen	Produksi pangan tahun ini meningkat.
良好	baik	Dia memiliki kebiasaan belajar yang baik.
亮	terang	Lampu di kamar sangat terang.
了不起	luar biasa	Dia mencapai hasil yang luar biasa.
列车	kereta	Kereta akan segera berangkat.
临时	sementara	Ini keputusan sementara.
灵活	fleksibel	Metode belajar harus fleksibel.
铃	bel	Bel masuk kelas berbunyi.
零件	suku cadang; komponen	Mesin itu kekurangan satu komponen.
零食	camilan	Anak-anak suka makan camilan.
领导	pemimpin	Pemimpin sedang rapat.
领域	bidang	Dia bekerja di bidang pendidikan.
流传	beredar; diwariskan	Cerita ini sudah diwariskan sejak lama.
流泪	meneteskan air mata	Setelah mendengar berita ini, dia meneteskan air mata.
浏览	menelusuri; melihat sekilas	Saya akan menelusuri halaman web terlebih dahulu.
龙	naga	Dalam budaya Tionghoa ada naga.
漏	bocor	Atapnya bocor saat hujan.
录取	diterima; menerima masuk	Dia diterima oleh universitas.
录音	merekam suara	Tolong mulai merekam.
陆地	daratan	Penyu laut naik ke daratan.
陆续	berturut-turut; satu demi satu	Para tamu tiba satu demi satu.
轮流	bergiliran	Kami bergiliran membersihkan kelas.
论文	skripsi; makalah	Dia sedang menulis skripsi kelulusan.
逻辑	logika	Logikanya sangat jelas.
落后	tertinggal	Kita tidak boleh tertinggal dari orang lain.
骂	memarahi	Tolong jangan memarahi anak itu.
麦克风	mikrofon	Tolong berikan mikrofon kepadanya.
馒头	mantou; roti kukus	Saya makan roti kukus untuk sarapan.
满足	memenuhi; puas	Jawaban ini tidak memenuhi persyaratan.
毛病	masalah; kerusakan	Komputer ini punya sedikit masalah.
矛盾	konflik; kontradiksi	Ada beberapa konflik di antara mereka.
冒险	mengambil risiko	Pergi ke sana sendirian terlalu berisiko.
贸易	perdagangan	Perdagangan internasional berkembang cepat.
媒体	media	Media memberitakan hal ini.
煤炭	batu bara	Wilayah ini menghasilkan batu bara.
眉毛	alis	Alisnya tebal.
美术	seni rupa	Adik perempuan saya suka seni rupa.
魅力	daya tarik	Kota ini memiliki banyak daya tarik.
梦想	impian	Impiannya adalah menjadi dokter.
密切	erat	Kami menjaga hubungan yang erat.
秘密	rahasia	Ini rahasia kita.
秘书	sekretaris	Sekretaris mengatur waktu rapat.
蜜蜂	lebah	Ada banyak lebah di antara bunga-bunga.
面对	menghadapi	Kita harus berani menghadapi kesulitan.
面积	luas	Luas kamar ini tidak besar.
面临	menghadapi	Perusahaan menghadapi tantangan baru.
描写	menggambarkan	Penulis menggambarkan kehidupan pedesaan.
苗条	langsing	Tubuhnya langsing.
敏感	sensitif	Topik ini relatif sensitif.
名牌	merek terkenal	Dia membeli jam tangan bermerek terkenal.
名片	kartu nama	Tolong berikan saya kartu nama.
名胜古迹	tempat bersejarah dan pemandangan terkenal	Beijing memiliki banyak tempat bersejarah dan pemandangan terkenal.
明确	jelas; memperjelas	Guru menjelaskan persyaratan dengan jelas.
明显	jelas; nyata	Kemajuannya jelas.
明星	bintang; selebritas	Dia ingin menjadi bintang film.
命令	perintah	Prajurit harus mematuhi perintah.
命运	nasib	Dia percaya nasib bisa diubah.
摸	menyentuh	Tolong jangan menyentuh lukisan ini.
摩托车	sepeda motor	Dia naik sepeda motor ke kantor.
模仿	meniru	Anak-anak suka meniru ucapan orang dewasa.
模糊	kabur	Foto ini agak kabur.
模特	model	Dia adalah model mode.
陌生	asing; tidak dikenal	Kota ini sangat asing bagi saya.
某	tertentu	Seorang guru tertentu menelepon saya.
木头	kayu	Meja ini terbuat dari kayu.
目标	tujuan	Target saya adalah lulus ujian.
目录	daftar isi	Tolong lihat daftar isi di bagian depan buku terlebih dahulu.
目前	saat ini	Situasi saat ini relatif stabil.
哪怕	bahkan jika	Bahkan jika sibuk, dia tetap belajar.
难怪	pantas saja	Pantas saja kamu begitu senang hari ini.
难免	sulit dihindari	Pertama kali melakukannya, kesalahan sulit dihindari.
脑袋	kepala	Kepalanya agak sakit.
内部	internal	Ini adalah bahan internal perusahaan.
内科	penyakit dalam	Hari ini dia akan berobat ke bagian penyakit dalam.
嫩	empuk; lembut	Daging ini sangat empuk.
能干	cakap; mampu	Dia orang yang sangat cakap.
能源	energi	Energi matahari adalah energi bersih.
嗯	mm; ya	Mm, saya mengerti.
年代	dekade; era	Foto ini diambil pada tahun 1980-an.
年纪	usia	Usianya tidak terlalu tua, tetapi pengalamannya banyak.
念	membaca; merindukan	Tolong baca teks itu keras-keras sekali.
宁可	lebih memilih	Saya lebih memilih berjalan kaki daripada menunggu bus.
牛仔裤	celana jin	Dia memakai sepasang celana jin.
农村	pedesaan	Dia tumbuh besar di pedesaan.
农民	petani	Para petani sedang bekerja di ladang.
农业	pertanian	Pertanian sangat penting bagi wilayah ini.
浓	kental; pekat	Kopi ini terlalu pekat.
女士	nyonya; wanita	Wanita itu sedang menunggu bus.
欧洲	Eropa	Bulan depan dia akan bepergian ke Eropa.
偶然	kebetulan	Saya kebetulan bertemu teman lama sekelas.
拍	memotret	Tolong bantu saya memotret.
派	mengirim	Perusahaan mengirimnya ke Shanghai untuk perjalanan dinas.
盼望	menantikan	Saya menantikan segera bertemu denganmu.
培训	pelatihan	Karyawan baru perlu mengikuti pelatihan.
培养	membina; mengembangkan	Sekolah menghargai pengembangan kemampuan siswa.
赔偿	mengganti rugi	Perusahaan setuju mengganti kerugian.
佩服	kagum	Saya sangat kagum pada keberaniannya.
配合	bekerja sama	Tolong bekerja sama dengan pengaturan guru.
盆	pot; baskom	Ada sepot bunga di balkon.
碰	menyentuh; menabrak	Hati-hati, jangan menyentuh air panas.
批	batch; rombongan	Batch barang ini tiba hari ini.
批准	menyetujui	Manajer menyetujui rencana ini.
披	mengenakan di bahu	Dia mengenakan mantel di bahunya.
疲劳	lelah; kelelahan	Bekerja lama dapat membuat orang merasa lelah.
匹	ekor; helai	Ada seekor kuda di rumput.
片	iris; lembar	Tolong beri saya seiris roti.
片面	sepihak; tidak menyeluruh	Pandangan ini terlalu sepihak.
飘	melayang	Kepingan salju melayang di udara.
拼音	pinyin	Tolong tulis pinyin di samping aksara Mandarin.
频道	saluran	Tolong pindah ke saluran berita.
凭	berdasarkan; dengan	Kamu bisa masuk dengan tiket.
平均	rata-rata	Rata-rata setiap orang menghabiskan sepuluh yuan.
平	datar	Jalan ini sangat datar.
平安	selamat	Semoga perjalananmu selamat.
平常	biasanya; biasa	Biasanya dia jarang terlambat.
平等	setara	Setiap orang harus diperlakukan setara.
平方	persegi	Kamar ini dua puluh meter persegi.
平衡	keseimbangan	Pekerjaan dan kehidupan membutuhkan keseimbangan.
平静	tenang	Permukaan danau sangat tenang.
评价	menilai; penilaian	Guru memberikan penilaian yang sangat tinggi.
破产	bangkrut	Perusahaan itu bangkrut tahun lalu.
破坏	merusak; kerusakan	Tolong jangan merusak fasilitas umum.
迫切	mendesak	Kami sangat membutuhkan lebih banyak dokter.
期待	menantikan	Saya menantikan perjalanan ini.
期间	selama; periode	Selama rapat, tolong matikan ponsel.
其余	sisanya	Masalah sisanya akan dibahas besok.
奇迹	keajaiban	Dokter berkata bahwa ini adalah keajaiban.
企业	perusahaan	Perusahaan ini berkembang cepat.
启发	inspirasi; menginspirasi	Buku ini memberi saya banyak inspirasi.
气氛	suasana	Suasana di kelas sangat santai.
汽油	bensin	Mobil itu membutuhkan bensin.
签	menandatangani	Tolong tanda tangani nama Anda di sini.
谦虚	rendah hati	Dia hebat dan juga sangat rendah hati.
前途	prospek; masa depan	Jurusan ini memiliki prospek yang baik.
浅	dangkal	Sungai ini sangat dangkal.
欠	berutang	Dia masih berutang dua puluh yuan kepada saya.
枪	senjata api	Polisi itu memegang senjata api.
墙	dinding	Ada lukisan tergantung di dinding.
强调	menekankan	Guru menekankan masalah keselamatan.
强烈	kuat	Dia memiliki rasa tanggung jawab yang kuat.
抢	berebut	Jangan berebut kursi dengan orang lain.
悄悄	diam-diam	Dia diam-diam masuk ke kamar.
瞧	melihat	Lihat, di luar sedang turun salju.
巧妙	cerdik; pintar	Metode ini sangat cerdik.
切	memotong	Tolong potong buah menjadi potongan kecil.
亲爱	terkasih	Teman terkasih, terima kasih.
亲切	ramah; hangat	Guru berbicara dengan sangat ramah.
亲自	secara pribadi	Manajer secara pribadi menerima tamu.
勤奋	rajin	Orang yang rajin lebih mudah berhasil.
清淡	ringan; tidak berminyak	Saya suka makan hidangan yang ringan.
轻视	meremehkan	Jangan meremehkan masalah kecil ini.
轻易	dengan mudah	Dia tidak akan menyerah dengan mudah.
青	hijau kebiruan	Pakaian ini berwarna hijau kebiruan.
青春	masa muda	Masa muda sangat berharga.
青少年	remaja	Remaja membutuhkan tidur yang cukup.
情景	adegan; situasi	Adegan dalam film itu sangat mengharukan.
情绪	emosi	Emosinya tidak terlalu stabil.
请求	permintaan; meminta	Dia mengajukan permintaan.
庆祝	merayakan	Kami merayakan ulang tahunnya.
球迷	penggemar bola	Banyak penggemar datang menonton pertandingan.
趋势	tren	Tren ini menjadi semakin jelas.
取消	membatalkan	Acara dibatalkan karena hujan.
娶	menikahi; mengambil istri	Dia berencana menikahinya tahun depan.
去世	meninggal	Kakeknya meninggal tahun lalu.
圈	lingkaran; melingkari	Tolong lingkari jawaban yang benar.
全面	menyeluruh	Kita perlu memahami situasi secara menyeluruh.
权利	hak	Setiap orang memiliki hak untuk menerima pendidikan.
权力	kekuasaan	Kekuasaan harus diawasi.
劝	menasihati	Teman saya menasihati saya untuk istirahat lebih awal.
缺乏	kekurangan	Daerah ini kekurangan air bersih.
确定	menentukan; pasti	Saya masih belum bisa menentukan waktunya.
确认	mengonfirmasi	Tolong konfirmasi alamat Anda.
群	sekelompok; kelompok	Sekelompok anak sedang bermain di lapangan.
燃烧	terbakar	Kayu itu sedang terbakar.
绕	mengelilingi	Kami berjalan mengelilingi danau sekali.
热爱	sangat mencintai	Dia sangat mencintai pekerjaannya.
热烈	hangat	Semua orang menyambut tamu dengan hangat.
热心	antusias; baik hati	Para tetangga semuanya sangat baik hati.
人才	talenta; orang berbakat	Perusahaan membutuhkan lebih banyak talenta.
人口	populasi	Kota ini memiliki populasi besar.
人类	umat manusia	Umat manusia perlu melindungi Bumi.
人民币	renminbi; yuan Tiongkok	Saya menukar sedikit renminbi.
人生	kehidupan manusia	Hidup memiliki banyak pilihan.
人事	sumber daya manusia	Dia bekerja di departemen sumber daya manusia.
人物	tokoh; karakter	Tokoh-tokoh dalam novel terasa sangat nyata.
人员	personel; staf	Semua staf sudah tiba.
忍不住	tidak tahan; tidak bisa menahan diri	Setelah mendengar lelucon itu, dia tidak bisa menahan tawa.
日常	sehari-hari	Ini pekerjaan saya sehari-hari.
日程	jadwal	Jadwal hari ini sangat padat.
日历	kalender	Ada kalender tergantung di dinding.
日期	tanggal	Tolong tulis tanggal dengan jelas.
日用品	kebutuhan sehari-hari	Supermarket menjual banyak kebutuhan sehari-hari.
日子	hari-hari; masa	Belakangan ini dia sangat sibuk.
如何	bagaimana	Bagaimana kita harus menyelesaikan masalah ini?
如今	sekarang	Sekarang transportasi jauh lebih nyaman.
软	lembut; lunak	Tempat tidur ini sangat lembut.
软件	perangkat lunak	Perangkat lunak ini mudah digunakan.
弱	lemah	Tubuhnya relatif lemah.
洒	menumpahkan; memercikkan	Dia tidak sengaja menumpahkan air.
嗓子	tenggorokan; suara	Tenggorokan saya agak sakit.
色彩	warna	Warna lukisan ini sangat kaya.
杀	membunuh	Film ini tidak memiliki adegan pembunuhan.
沙漠	gurun	Air di gurun sangat berharga.
沙滩	pantai berpasir	Anak-anak sedang bermain di pantai.
傻	bodoh; konyol	Jangan melakukan hal bodoh.
晒	menjemur; berjemur	Pakaian sedang dijemur di balkon.
删除	menghapus	Tolong hapus surel ini.
闪电	kilat	Kilat muncul pada malam hari.
善良	baik hati	Dia adalah orang yang baik hati.
善于	pandai; ahli	Dia pandai memecahkan masalah.
扇子	kipas	Saya sering menggunakan kipas pada musim panas.
伤害	menyakiti; melukai	Jangan menyakiti perasaan orang lain.
商品	barang dagangan	Toko ini memiliki banyak barang.
商务	urusan bisnis	Besok dia akan menghadiri rapat bisnis.
商业	perdagangan; bisnis	Perdagangan di daerah ini sangat berkembang.
上当	tertipu	Dia hampir tertipu.
蛇	ular	Ada ular di rumput.
舍不得	berat hati meninggalkan	Saya berat hati meninggalkan tempat ini.
射击	menembak; olahraga menembak	Dia sedang berlatih menembak.
摄影	fotografi; memotret	Dia sangat tertarik pada fotografi.
设备	peralatan	Fasilitas peralatan di laboratorium sangat maju.
设计	desain; merancang	Desain ini sangat kreatif.
设施	fasilitas	Fasilitas olahraga sekolah ini baik.
伸	mengulurkan; merentangkan	Tolong ulurkan tangan Anda.
深刻	mendalam	Pengalaman ini meninggalkan kesan yang mendalam pada saya.
身材	bentuk tubuh	Dia memiliki bentuk tubuh yang sehat.
身份	identitas; status	Tolong tunjukkan bukti identitas.
神话	mitos	Anak-anak suka mendengarkan mitos.
神秘	misterius	Kota kuno ini sangat misterius.
升	naik; menaikkan	Harga minyak naik sedikit per liter.
声调	nada	Bahasa Mandarin memiliki empat nada dasar.
生产	memproduksi	Pabrik ini memproduksi ponsel.
生动	hidup; menarik	Guru menjelaskan dengan sangat hidup.
生长	tumbuh	Jenis tanaman ini tumbuh dengan cepat.
绳子	tali	Tolong ikat kotak itu dengan tali.
省略	menghilangkan; melewatkan	Satu aksara dapat dihilangkan di sini.
胜利	kemenangan	Akhirnya mereka meraih kemenangan.
失眠	insomnia; sulit tidur	Belakangan ini dia sering sulit tidur.
失去	kehilangan	Jangan kehilangan kepercayaan diri.
失业	pengangguran; kehilangan pekerjaan	Setelah kehilangan pekerjaan, dia mulai mempelajari keterampilan baru.
湿润	lembap	Udara setelah hujan sangat lembap.
狮子	singa	Ada dua singa di kebun binatang.
诗	puisi	Dia menulis sebuah puisi.
实话	kebenaran	Tolong katakan yang sebenarnya.
实践	praktik; mempraktikkan	Teori perlu diuji melalui praktik.
实习	magang	Dia akan magang di rumah sakit selama liburan musim panas.
实现	mewujudkan; mencapai	Akhirnya dia mewujudkan impiannya.
实验	eksperimen	Para siswa sedang melakukan eksperimen.
实用	praktis	Alat ini sangat praktis.
时差	perbedaan waktu	Dia belum menyesuaikan diri dengan perbedaan waktu.
时代	zaman; era	Kita hidup di era informasi.
时刻	saat; momen	Tolong ingat momen penting ini.
时髦	modis; trendi	Pakaian ini sangat modis.
时期	masa; periode	Masa kuliahnya memberi pengaruh besar padanya.
时尚	fesyen	Dia sangat tertarik pada fesyen.
石头	batu	Ada batu di pinggir jalan.
食物	makanan	Tolong masukkan makanan ke dalam kulkas.
使劲儿	mengerahkan tenaga	Anda perlu mengerahkan sedikit tenaga untuk membuka botol ini.
始终	selalu; dari awal hingga akhir	Dia selalu percaya bahwa dia bisa berhasil.
事实	fakta	Fakta membuktikan bahwa dia benar.
事物	benda; hal	Anak-anak sangat ingin tahu tentang hal-hal baru.
事先	sebelumnya	Tolong beri tahu saya waktunya sebelumnya.
似的	seperti; seolah-olah	Dia tampak sangat lelah, seolah-olah tidak ingin berkata sepatah kata pun.
士兵	prajurit	Para prajurit sedang berlatih.
市场	pasar	Pasar ini sangat ramai.
试卷	kertas ujian	Guru sedang memeriksa kertas ujian.
收获	hasil; perolehan	Saya memperoleh banyak hal dari perjalanan ini.
收据	kuitansi	Tolong simpan kuitansi setelah membayar.
手工	buatan tangan	Hadiah ini dibuat dengan tangan.
手术	operasi	Dokter akan mengoperasinya besok.
手套	sarung tangan	Pakai sarung tangan saat keluar pada musim dingin.
手续	prosedur; urusan administratif	Anda perlu kartu identitas untuk mengurus prosedur ini.
手指	jari	Jarinya terluka.
首	kata bantu bilangan untuk lagu	Dia menyanyikan sebuah lagu.
受伤	terluka	Dia terluka saat pertandingan.
寿命	masa pakai; umur pakai	Mesin jenis ini memiliki masa pakai yang panjang.
书架	rak buku	Rak buku itu penuh dengan buku.
梳子	sisir	Dia menyisir rambut dengan sisir.
舒适	nyaman	Kamar ini sangat nyaman.
蔬菜	sayuran	Makan lebih banyak sayuran baik untuk kesehatan.
输入	memasukkan; input	Tolong masukkan kata sandi ke komputer.
熟练	mahir	Dia dapat menggunakan komputer dengan mahir.
属于	milik; termasuk	Buku ini milik perpustakaan.
数	menghitung	Tolong hitung ada berapa orang.
鼠标	mouse; tetikus	Mouse komputer saya rusak.
数据	data	Data ini sangat penting.
数码	digital	Dia membeli kamera digital.
摔倒	jatuh	Dia jatuh di jalan.
甩	mengibaskan	Dia mengibaskan air dari tangannya.
双方	kedua belah pihak	Kedua belah pihak menyetujui rencana ini.
税	pajak	Anda perlu membayar pajak saat membeli barang.
说不定	mungkin; belum tentu	Mungkin besok akan turun salju.
说服	meyakinkan; membujuk	Akhirnya dia berhasil meyakinkan orang tuanya.
丝绸	sutra	Syal ini terbuat dari sutra.
丝毫	sedikit pun	Dia sama sekali tidak mengubah pikirannya.
思考	berpikir; merenungkan	Tolong pikirkan masalah ini dengan saksama.
思想	pemikiran	Pemikirannya sangat terbuka.
撕	merobek	Tolong jangan robek kertas ini.
私人	pribadi	Ini ruang pribadi saya.
似乎	sepertinya	Sepertinya dia tidak begitu senang.
搜索	mencari; melakukan pencarian	Saya mencari bahan di internet.
宿舍	asrama	Para siswa tinggal di asrama sekolah.
随身	dibawa bersama	Tolong bawa paspor Anda bersama Anda.
随时	kapan saja	Anda bisa menelepon saya kapan saja.
随手	sekaligus; sambil lalu	Tolong tutup pintu saat keluar.
碎	pecah	Cangkir itu jatuh ke lantai dan pecah.
损失	kerugian	Kecelakaan ini menyebabkan kerugian besar.
缩短	memperpendek	Rute baru itu memperpendek perjalanan.
所	kata bantu bilangan untuk institusi	Sekolah ini sangat terkenal.
锁	mengunci	Tolong kunci pintu sebelum keluar.
台阶	anak tangga	Orang tua itu perlahan-lahan menaiki anak tangga.
太极拳	taici; tai chi	Beberapa orang sedang berlatih tai chi di taman.
太太	nyonya; istri	Nyonya Wang sedang memasak.
谈判	bernegosiasi; negosiasi	Kedua belah pihak sedang bernegosiasi.
坦率	terus terang	Dia menyampaikan pikirannya dengan terus terang.
烫	panas; melepuh	Teh ini sangat panas.
桃	persik	Banyak buah persik tumbuh di pohon itu.
淘气	nakal	Anak ini agak nakal.
逃	melarikan diri	Anak anjing itu melarikan diri dari halaman.
逃避	menghindari	Jangan menghindari tanggung jawab.
讨价还价	tawar-menawar	Dia suka tawar-menawar saat berbelanja.
套	set; pasang	Dia membeli satu set pakaian baru.
特色	ciri khas	Restoran ini memiliki ciri khas lokal.
特殊	istimewa; khusus	Hari ini hari yang istimewa.
特征	ciri; karakteristik	Hewan jenis ini memiliki ciri yang jelas.
疼爱	sangat menyayangi	Kakek dan nenek sangat menyayangi anak itu.
提倡	menganjurkan; mendorong	Sekolah menganjurkan penghematan air.
提纲	kerangka	Buat kerangka sebelum menulis artikel.
提问	bertanya; mengajukan pertanyaan	Siswa dapat bertanya kapan saja.
题目	soal; judul	Soal ini tidak terlalu sulit.
体会	pemahaman dari pengalaman	Melalui perjalanan, saya memperoleh pemahaman baru.
体贴	perhatian; pengertian	Dia sangat perhatian terhadap keluarganya.
体现	mencerminkan	Hal ini mencerminkan semangat tim.
体验	mengalami sendiri	Saya ingin mengalami kehidupan lokal.
天空	langit	Langit hari ini sangat biru.
天真	polos; naif	Gagasan anak itu sangat polos.
调皮	nakal	Kucing itu sangat nakal.
调整	menyesuaikan	Kita perlu menyesuaikan rencana.
挑战	tantangan	Ini tantangan besar.
通常	biasanya	Dia biasanya bangun pukul tujuh.
统一	menyatukan; menyelaraskan	Pendapat semua orang perlu diselaraskan.
痛苦	penderitaan; sakit	Kehilangan temannya membuat dia sangat sedih.
痛快	senang sekali; puas	Hari ini kami sangat senang.
偷	mencuri	Jangan mencuri barang orang lain.
投入	fokus; menanamkan modal	Dia bekerja dengan sangat fokus.
投资	berinvestasi; investasi	Mereka berinvestasi dalam proyek baru.
透明	transparan	Gelas ini transparan.
突出	menonjol	Kelebihannya sangat menonjol.
土地	tanah	Tanah ini sangat subur.
土豆	kentang	Saya membeli beberapa kentang.
兔子	kelinci	Anak itu memelihara seekor kelinci.
吐	muntah	Dia merasa tidak enak badan dan ingin muntah.
团	rombongan; kelompok	Kami ikut rombongan wisata.
推辞	menolak dengan sopan	Dia menolak undangan temannya dengan sopan.
推广	mempromosikan; memperluas	Perusahaan sedang mempromosikan produk baru.
推荐	merekomendasikan	Guru merekomendasikan buku ini.
退	mundur	Tolong mundur satu langkah.
退步	mundur; menurun	Jika tidak berlatih, kemampuanmu akan menurun.
退休	pensiun	Dia akan pensiun tahun depan.
歪	miring	Lukisan ini tergantung miring.
外公	kakek dari pihak ibu	Tahun ini kakek dari pihak ibu saya berusia delapan puluh tahun.
外交	diplomasi	Dia mempelajari hubungan internasional dan diplomasi.
完美	sempurna	Rencana ini belum sempurna.
完善	menyempurnakan; memperbaiki	Kita perlu memperbaiki proses layanan.
完整	lengkap	Tolong berikan laporan yang lengkap kepada saya.
