hsk_key	source_word	simplified	TE	example_TE	KN	example_KN
728:开机	开机	开机	ఆన్ చేయడం; ప్రారంభించడం	కంప్యూటర్ చాలా నెమ్మదిగా ప్రారంభమవుతుంది.	ಆನ್ ಮಾಡುವುದು; ಪ್ರಾರಂಭಿಸುವುದು	ಕಂಪ್ಯೂಟರ್ ತುಂಬ ನಿಧಾನವಾಗಿ ಪ್ರಾರಂಭವಾಗುತ್ತದೆ.
730:看来	看来	看来	చూస్తే; అనిపిస్తోంది	ఈ రోజు వర్షం పడేలా ఉంది.	ನೋಡಿದರೆ; ತೋರುತ್ತದೆ	ಇಂದು ಮಳೆ ಬೀಳುವಂತೆ ತೋರುತ್ತಿದೆ.
731:可	可	可	నిజంగా; చాలా	అతను నిజంగా చాలా సంతోషంగా ఉన్నాడు.	ನಿಜಕ್ಕೂ; ಬಹಳ	ಅವನು ನಿಜಕ್ಕೂ ಬಹಳ ಸಂತೋಷದಲ್ಲಿದ್ದಾನೆ.
736:课本	课本	课本	పాఠ్యపుస్తకం	దయచేసి పాఠ్యపుస్తకం తెరవండి.	ಪಾಠಪುಸ್ತಕ	ದಯವಿಟ್ಟು ಪಾಠಪುಸ್ತಕ ತೆರೆಿರಿ.
738:课文	课文	课文	పాఠం; పాఠ్య భాగం	ఈ పాఠం కష్టం కాదు.	ಪಾಠದ ಪಠ್ಯ	ಈ ಪಾಠದ ಪಠ್ಯ ಕಷ್ಟವಲ್ಲ.
746:老人	老人	老人	వృద్ధుడు	ఈ వృద్ధుడికి సహాయం అవసరం.	ವೃದ್ಧ ವ್ಯಕ್ತಿ	ಈ ವೃದ್ಧ ವ್ಯಕ್ತಿಗೆ ಸಹಾಯ ಬೇಕಾಗಿದೆ.
751:练	练	练	అభ్యాసం చేయడం	నేను ప్రతిరోజూ చైనీస్ అభ్యాసం చేస్తాను.	ಅಭ್ಯಾಸ ಮಾಡುವುದು	ನಾನು ಪ್ರತಿದಿನ ಚೀನೀ ಭಾಷೆ ಅಭ್ಯಾಸ ಮಾಡುತ್ತೇನೆ.
755:聊	聊	聊	మాట్లాడటం; చిట్‌చాట్ చేయడం	నాకు మీతో మాట్లాడాలని ఉంది.	ಮಾತನಾಡುವುದು; ಮಾತುಕತೆ ಮಾಡುವುದು	ನಾನು ನಿನ್ನ ಜೊತೆ ಮಾತನಾಡಲು ಬಯಸುತ್ತೇನೆ.
756:聊天儿	聊天儿	聊天儿	మాట్లాడుకోవడం	మేము సాయంత్రం కలిసి మాట్లాడుకుంటాము.	ಮಾತುಕತೆ ಮಾಡುವುದು	ನಾವು ಸಂಜೆ ಒಟ್ಟಿಗೆ ಮಾತುಕತೆ ಮಾಡುತ್ತೇವೆ.
760:留学生	留学生	留学生	విదేశీ విద్యార్థి	అతను జపాన్ నుండి వచ్చిన విదేశీ విద్యార్థి.	ವಿದೇಶಿ ವಿದ್ಯಾರ್ಥಿ	ಅವನು ಜಪಾನ್‌ನಿಂದ ಬಂದ ವಿದೇಶಿ ವಿದ್ಯಾರ್ಥಿ.
761:楼梯	楼梯	楼梯	మెట్లు	దయచేసి మెట్లపైకి వెళ్లండి.	ಮೆಟ್ಟಿಲುಗಳು	ದಯವಿಟ್ಟು ಮೆಟ್ಟಿಲುಗಳಿಂದ ಮೇಲಕ್ಕೆ ಹೋಗಿ.
762:路边	路边	路边	రోడ్డుపక్క	అతను కారును రోడ్డుపక్కన ఆపాడు.	ರಸ್ತೆ ಬದಿ	ಅವನು ಕಾರನ್ನು ರಸ್ತೆ ಬದಿಯಲ್ಲಿ ನಿಲ್ಲಿಸಿದ.
763:路口	路口	路口	చౌరస్తా	నేను చౌరస్తా వద్ద నీ కోసం ఎదురుచూస్తున్నాను.	ಸಂಚಾರಿ ಮೂಲೆ; ಚೌಕ	ನಾನು ಚೌಕದಲ್ಲಿ ನಿನ್ನನ್ನು ಕಾಯುತ್ತಿದ್ದೇನೆ.
765:马路	马路	马路	రోడ్డు	రోడ్డు దాటేటప్పుడు జాగ్రత్తగా ఉండండి.	ರಸ್ತೆ	ರಸ್ತೆ ದಾಟುವಾಗ ಜಾಗರೂಕರಾಗಿರಿ.
770:面前	面前	面前	ముందు	గురువు విద్యార్థుల ముందు నిలబడ్డారు.	ಮುಂದೆ	ಶಿಕ್ಷಕರು ವಿದ್ಯಾರ್ಥಿಗಳ ಮುಂದೆ ನಿಂತಿದ್ದಾರೆ.
772:名单	名单	名单	పేర్ల జాబితా	దయచేసి జాబితాలో మీ పేరు రాయండి.	ಹೆಸರುಪಟ್ಟಿ	ದಯವಿಟ್ಟು ಪಟ್ಟಿಯಲ್ಲಿ ನಿಮ್ಮ ಹೆಸರನ್ನು ಬರೆಯಿರಿ.
773:名人	名人	名人	ప్రసిద్ధ వ్యక్తి	ఈ నగరంలో చాలా ప్రసిద్ధ వ్యక్తులు ఉన్నారు.	ಪ್ರಸಿದ್ಧ ವ್ಯಕ್ತಿ	ಈ ನಗರದಲ್ಲಿ ಅನೇಕ ಪ್ರಸಿದ್ಧ ವ್ಯಕ್ತಿಗಳು ಇದ್ದಾರೆ.
776:南方	南方	南方	దక్షిణ ప్రాంతం	దక్షిణ ప్రాంతంలో శీతాకాలం చాలా చల్లగా ఉండదు.	ದಕ್ಷಿಣ ಭಾಗ	ದಕ್ಷಿಣದಲ್ಲಿ ಚಳಿಗಾಲ ತುಂಬ ಚಳಿಯಾಗಿರುವುದಿಲ್ಲ.
778:难看	难看	难看	అందంగా లేని; చూడటానికి చెడ్డ	ఈ దుస్తి కొంచెం అందంగా లేదు.	ಅಂದವಿಲ್ಲದ; ನೋಡಲು ಕೆಟ್ಟ	ಈ ಬಟ್ಟೆ ಸ್ವಲ್ಪ ಅಂದವಿಲ್ಲ.
780:男生	男生	男生	అబ్బాయి; పురుష విద్యార్థి	ఆ అబ్బాయి బాస్కెట్‌బాల్ ఆడుతున్నాడు.	ಗಂಡು ವಿದ್ಯಾರ್ಥಿ; ಹುಡುಗ	ಆ ಹುಡುಗ ಬಾಸ್ಕೆಟ್‌ಬಾಲ್ ಆಡುತ್ತಿದ್ದಾನೆ.
781:难题	难题	难题	కష్టమైన సమస్య	ఈ కష్టమైన సమస్యను నేను పరిష్కరించలేను.	ಕಷ್ಟದ ಸಮಸ್ಯೆ	ಈ ಕಷ್ಟದ ಸಮಸ್ಯೆಯನ್ನು ನಾನು ಪರಿಹರಿಸಲಾಗುವುದಿಲ್ಲ.
782:难听	难听	难听	వినటానికి అసహ్యమైన	ఈ శబ్దం వినటానికి అసహ్యంగా ఉంది.	ಕೆಳಲು ಅಪ್ರಿಯವಾದ	ಈ ಶಬ್ದ ಕೇಳಲು ಅಪ್ರಿಯವಾಗಿದೆ.
785:牛	牛	牛	ఆవు; ఎద్దు	ఈ ఆవు చాలా పెద్దది.	ಹಸು; ಎತ್ತು	ಈ ಹಸು ತುಂಬ ದೊಡ್ಡದು.
788:女生	女生	女生	అమ్మాయి; మహిళా విద్యార్థి	ఈ అమ్మాయి చాలా బాగా పాడుతుంది.	ಹೆಣ್ಣು ವಿದ್ಯಾರ್ಥಿನಿ; ಹುಡುಗಿ	ಈ ಹುಡುಗಿ ತುಂಬ ಚೆನ್ನಾಗಿ ಹಾಡುತ್ತಾಳೆ.
789:爬	爬	爬	ఎక్కడం	పిల్లాడు మెట్లు ఎక్కుతున్నాడు.	ಏರುವುದು	ಮಗು ಮೆಟ್ಟಿಲುಗಳನ್ನು ಏರುತ್ತಿದೆ.
790:怕	怕	怕	భయపడటం	నాకు చీకటికి భయం.	ಭಯಪಡುವುದು	ನನಗೆ ಕತ್ತಲೆಗೆ ಭಯ.
791:拍照	拍照	拍照	ఫోటోలు తీయడం	వారు పార్కులో ఫోటోలు తీస్తున్నారు.	ಫೋಟೋ ತೆಗೆಯುವುದು	ಅವರು ಉದ್ಯಾನದಲ್ಲಿ ಫೋಟೋಗಳನ್ನು ತೆಗೆಯುತ್ತಿದ್ದಾರೆ.
801:起	起	起	లేవడం; పైకి రావడం	దయచేసి కొంచెం ముందే లేవండి.	ಏಳುವುದು; ಎದ್ದು ಬರುವುದು	ದಯವಿಟ್ಟು ಸ್ವಲ್ಪ ಮುಂಚೆ ಎದ್ದೇಳಿ.
803:汽车	汽车	汽车	కారు; మోటారు వాహనం	ఈ కారు చాలా కొత్తది.	ಕಾರ್; ಮೋಟಾರು ವಾಹನ	ಈ ಕಾರು ತುಂಬ ಹೊಸದು.
804:铅笔	铅笔	铅笔	పెన్సిల్	నేను పెన్సిల్‌తో రాస్తాను.	ಪೆನ್ಸಿಲ್	ನಾನು ಪೆನ್ಸಿಲ್‌ನಿಂದ ಬರೆಯುತ್ತೇನೆ.
805:前年	前年	前年	మొన్నటి సంవత్సరం	మొన్నటి సంవత్సరం నేను గ్వాంగ్‌జౌకు వెళ్లాను.	ಮೊನ್ನೆ ವರ್ಷ	ಮೊನ್ನೆ ವರ್ಷ ನಾನು ಗುವಾಂಗ್‌ಜೌಗೆ ಹೋಗಿದ್ದೆ.
806:前天	前天	前天	మొన్న	మొన్న నేను అతన్ని చూశాను.	ಮೊನ್ನೆ	ಮೊನ್ನೆ ನಾನು ಅವನನ್ನು ನೋಡಿದೆ.
809:请客	请客	请客	విందు పెట్టడం	ఈ రోజు నా విందు.	ಆತಿಥ್ಯ ಕೊಡುವುದು	ಇಂದು ನನ್ನ ಆತಿಥ್ಯ.
810:秋天	秋天	秋天	శరదృతువు	శరదృతువులో వాతావరణం సౌకర్యంగా ఉంటుంది.	ಶರತ್ಕಾಲ	ಶರತ್ಕಾಲದಲ್ಲಿ ಹವಾಮಾನ ಆರಾಮದಾಯಕವಾಗಿರುತ್ತದೆ.
811:球场	球场	球场	క్రీడా మైదానం	క్రీడా మైదానంలో చాలా మంది విద్యార్థులు ఉన్నారు.	ಕ್ರೀಡಾಂಗಣ; ಮೈದಾನ	ಕ್ರೀಡಾಂಗಣದಲ್ಲಿ ಅನೇಕ ವಿದ್ಯಾರ್ಥಿಗಳು ಇದ್ದಾರೆ.
815:认得	认得	认得	గుర్తుపట్టడం	నేను ఈ గురువును గుర్తుపడతాను.	ಗುರುತಿಸುವುದು	ನಾನು ಈ ಶಿಕ್ಷಕರನ್ನು ಗುರುತಿಸುತ್ತೇನೆ.
821:扫	扫	扫	ఊడవడం	దయచేసి నేలను శుభ్రంగా ఊడవండి.	ಒರೆಸುವುದು; ಸ್ವಚ್ಛಗೊಳಿಸುವುದು	ದಯವಿಟ್ಟು ನೆಲವನ್ನು ಸ್ವಚ್ಛವಾಗಿ ಒರೆಸಿ.
823:山	山	山	పర్వతం	ఈ పర్వతం చాలా ఎత్తుగా ఉంది.	ಪರ್ವತ	ಈ ಪರ್ವತ ತುಂಬ ಎತ್ತರವಾಗಿದೆ.
824:上衣	上衣	上衣	పైదుస్తి	ఈ పైదుస్తి కొత్తది.	ಮೇಲಂಗಿ	ಈ ಮೇಲಂಗಿ ಹೊಸದು.
826:身边	身边	身边	పక్కన; చుట్టూ	నా చుట్టూ చాలా మంది స్నేహితులు ఉన్నారు.	ಪಕ್ಕದಲ್ಲಿ; ಸುತ್ತಮುತ್ತ	ನನ್ನ ಸುತ್ತಮುತ್ತ ಅನೇಕ ಸ್ನೇಹಿತರು ಇದ್ದಾರೆ.
827:身高	身高	身高	ఎత్తు	అతని ఎత్తు ఒక పాయింట్ ఎనిమిది మీటర్లు.	ಎತ್ತರ	ಅವನ ಎತ್ತರ ಒಂದು ಪಾಯಿಂಟ್ ಎಂಟು ಮೀಟರ್.
828:声	声	声	శబ్దం; శబ్దాలకు గణక పదం	ఫోన్ ఒకసారి మోగిన శబ్దం నేను విన్నాను.	ಧ್ವನಿ; ಧ್ವನಿಗಳಿಗೆ ಎಣಿಕೆಪದ	ಫೋನ್ ಒಮ್ಮೆ ಮೊಳಗಿದ ಧ್ವನಿಯನ್ನು ನಾನು ಕೇಳಿದೆ.
832:市	市	市	నగరం; మహానగరం	అతను బీజింగ్ నగరంలో నివసిస్తాడు.	ನಗರ; ಮಹಾನಗರ	ಅವರು ಬೀಜಿಂಗ್ ನಗರದಲ್ಲಿ ವಾಸಿಸುತ್ತಾರೆ.
834:室	室	室	గది	గురువు కార్యాలయ గదిలో ఉన్నారు.	ಕೊಠಡಿ	ಶಿಕ್ಷಕರು ಕಚೇರಿ ಕೊಠಡಿಯಲ್ಲಿ ಇದ್ದಾರೆ.
837:收到	收到	收到	అందుకోవడం	నాకు మీ ఇమెయిల్ వచ్చింది.	ಸ್ವೀಕರಿಸುವುದು	ನನಗೆ ನಿಮ್ಮ ಇಮೇಲ್ ಬಂದಿದೆ.
838:受	受	受	అనుభవించడం; పొందడం	అతనికి స్వల్ప గాయం అయింది.	ಅನುಭವಿಸುವುದು; ಪಡೆಯುವುದು	ಅವರಿಗೆ ಸ್ವಲ್ಪ ಗಾಯವಾಯಿತು.
844:刷	刷	刷	తోమడం	అతను ఉదయం పళ్లు తోముతాడు.	ಬ್ರಷ್ ಮಾಡುವುದು	ಅವನು ಬೆಳಿಗ್ಗೆ ಹಲ್ಲುಗಳನ್ನು ಬ್ರಷ್ ಮಾಡುತ್ತಾನೆ.
848:四季	四季	四季	నాలుగు ఋతువులు	ఇక్కడ నాలుగు ఋతువులూ అందంగా ఉంటాయి.	ನಾಲ್ಕು ಋತುಗಳು	ಇಲ್ಲಿ ನಾಲ್ಕೂ ಋತುಗಳು ಸುಂದರವಾಗಿವೆ.
854:体育馆	体育馆	体育馆	క్రీడా హాల్	ఆట క్రీడా హాల్‌లో జరుగుతుంది.	ಕ್ರೀಡಾ ಭವನ	ಆಟ ಕ್ರೀಡಾ ಭವನದಲ್ಲಿ ನಡೆಯುತ್ತದೆ.
856:跳	跳	跳	దూకడం	అతను చాలా ఎత్తుగా దూకుతాడు.	ಜಿಗಿಯುವುದು	ಅವನು ತುಂಬ ಎತ್ತರಕ್ಕೆ ಜಿಗಿಯುತ್ತಾನೆ.
857:听说	听说	听说	వినిపించడం; విన్నట్లు ఉండడం	అతను రేపు తిరిగి వస్తాడని విన్నాను.	ಕೇಳಿರುವುದು	ಅವರು ನಾಳೆ ಮರಳಿ ಬರುತ್ತಾರೆ ಎಂದು ನಾನು ಕೇಳಿದ್ದೇನೆ.
865:外地	外地	外地	బయటి ఊరు; వేరే ప్రదేశం	అతను బయటి ఊరునుంచి బీజింగ్‌కు పని చేయడానికి వచ్చాడు.	ಹೊರ ಊರು; ಬೇರೆ ಸ್ಥಳ	ಅವರು ಹೊರ ಊರಿನಿಂದ ಬೀಜಿಂಗ್‌ಗೆ ಕೆಲಸಕ್ಕೆ ಬಂದರು.
866:外卖	外卖	外卖	బయటి ఆహార ఆర్డర్	ఈ మధ్యాహ్నం నేను బయట నుంచి ఆహారం ఆర్డర్ చేశాను.	ಹೊರ ಊಟ; ಆಹಾರ ವಿತರಣೆ	ಇಂದು ಮಧ್ಯಾಹ್ನ ನಾನು ಹೊರಗಿನಿಂದ ಊಟ ಆರ್ಡರ್ ಮಾಡಿದೆ.
867:外语	外语	外语	విదేశీ భాష	ఆమెకు రెండు విదేశీ భాషలు మాట్లాడటం వస్తుంది.	ವಿದೇಶಿ ಭಾಷೆ	ಅವಳಿಗೆ ಎರಡು ವಿದೇಶಿ ಭಾಷೆಗಳು ಮಾತನಾಡಲು ಬರುತ್ತವೆ.
870:晚点	晚点	晚点	ఆలస్యం కావడం	రైలు పది నిమిషాలు ఆలస్యమైంది.	ತಡವಾಗುವುದು	ರೈಲು ಹತ್ತು ನಿಮಿಷ ತಡವಾಯಿತು.
871:晚会	晚会	晚会	సాయంత్రపు వేడుక	ఈ రాత్రి పాఠశాలలో సాయంత్రపు వేడుక ఉంది.	ಸಂಜೆ ಸಮಾರಂಭ	ಇಂದು ರಾತ್ರಿ ಶಾಲೆಯಲ್ಲಿ ಸಂಜೆ ಸಮಾರಂಭ ಇದೆ.
881:西北	西北	西北	వాయువ్యం	నా ఇల్లు నగర వాయువ్య భాగంలో ఉంది.	ವಾಯುವ್ಯ	ನನ್ನ ಮನೆ ನಗರದ ವಾಯುವ್ಯ ಭಾಗದಲ್ಲಿದೆ.
882:西方	西方	西方	పడమర; పాశ్చాత్యం	సూర్యుడు పడమరలో అస్తమిస్తాడు.	ಪಶ್ಚಿಮ; ಪಾಶ್ಚಾತ್ಯ	ಸೂರ್ಯ ಪಶ್ಚಿಮದಲ್ಲಿ ಅಸ್ತಮಿಸುತ್ತಾನೆ.
884:西南	西南	西南	నైరుతి	పార్కు పాఠశాల నైరుతి వైపున ఉంది.	ನೈಋತ್ಯ	ಉದ್ಯಾನ ಶಾಲೆಯ ನೈಋತ್ಯ ಭಾಗದಲ್ಲಿದೆ.
886:喜爱	喜爱	喜爱	చాలా ఇష్టపడటం	తాతయ్యకు బీజింగ్ ఒపెరా చాలా ఇష్టం.	ಬಹಳ ಇಷ್ಟಪಡುವುದು	ತಾತನಿಗೆ ಬೀಜಿಂಗ್ ನಾಟಕ ಬಹಳ ಇಷ್ಟ.
887:洗衣机	洗衣机	洗衣机	బట్టలు ఉతికే యంత్రం	బట్టలు ఉతికే యంత్రం పాడైంది.	ಬಟ್ಟೆ ತೊಳೆಯುವ ಯಂತ್ರ	ಬಟ್ಟೆ ತೊಳೆಯುವ ಯಂತ್ರ ಹಾಳಾಗಿದೆ.
889:夏天	夏天	夏天	వేసవి	వేసవిలో ఈత కొట్టడం నాకు ఇష్టం.	ಬೇಸಿಗೆ	ಬೇಸಿಗೆಯಲ್ಲಿ ಈಜುವುದು ನನಗೆ ಇಷ್ಟ.
893:箱子	箱子	箱子	పెట్టె; సూట్‌కేస్	పెట్టెలో చాలా పుస్తకాలు ఉన్నాయి.	ಪೆಟ್ಟಿಗೆ; ಸೂಟ್‌ಕೇಸ್	ಪೆಟ್ಟಿಗೆಯಲ್ಲಿ ಬಹಳಷ್ಟು ಪುಸ್ತಕಗಳಿವೆ.
896:相机	相机	相机	కెమెరా	ఈ కెమెరా చాలా తేలికగా ఉంది.	ಕ್ಯಾಮೆರಾ	ಈ ಕ್ಯಾಮೆರಾ ತುಂಬ ಹಗುರವಾಗಿದೆ.
897:小区	小区	小区	నివాస సముదాయం	నేను ఈ నివాస సముదాయంలో ఉంటాను.	ವಸತಿ ಸಮುಚ್ಚಯ	ನಾನು ಈ ವಸತಿ ಸಮುಚ್ಚಯದಲ್ಲಿ ವಾಸಿಸುತ್ತೇನೆ.
899:校园	校园	校园	క్యాంపస్; పాఠశాల ప్రాంగణం	క్యాంపస్‌లో చాలా చెట్లు ఉన్నాయి.	ಕ್ಯಾಂಪಸ್; ಶಾಲಾ ಆವರಣ	ಕ್ಯಾಂಪಸ್‌ನಲ್ಲಿ ಅನೇಕ ಮರಗಳಿವೆ.
901:鞋	鞋	鞋	చెప్పు; షూ	ఈ చెప్పుల జత సౌకర్యంగా ఉంది.	ಪಾದರಕ್ಷೆ	ಈ ಪಾದರಕ್ಷೆಗಳ ಜೋಡಿ ಆರಾಮದಾಯಕವಾಗಿದೆ.
902:心里	心里	心里	మనసులో	నా మనసులో చాలా ఆనందంగా ఉంది.	ಮನಸ್ಸಿನಲ್ಲಿ	ನನ್ನ ಮನಸ್ಸಿನಲ್ಲಿ ತುಂಬ ಸಂತೋಷವಾಗುತ್ತಿದೆ.
903:新年	新年	新年	కొత్త సంవత్సరం	కొత్త సంవత్సరం శుభాకాంక్షలు!	ಹೊಸ ವರ್ಷ	ಹೊಸ ವರ್ಷದ ಶುಭಾಶಯಗಳು!
906:信	信	信	లేఖ	నేను ఒక స్నేహితునికి లేఖ రాశాను.	ಪತ್ರ	ನಾನು ಒಬ್ಬ ಸ್ನೇಹಿತನಿಗೆ ಪತ್ರ ಬರೆದಿದ್ದೇನೆ.
909:行李	行李	行李	సామాను	నా సామాను బరువుగా ఉంది.	ಸಾಮಾನು	ನನ್ನ ಸಾಮಾನು ಭಾರವಾಗಿದೆ.
910:兴趣	兴趣	兴趣	ఆసక్తి	అతనికి సంగీతంపై ఆసక్తి ఉంది.	ಆಸಕ್ತಿ	ಅವನಿಗೆ ಸಂಗೀತದಲ್ಲಿ ಆಸಕ್ತಿ ಇದೆ.
911:休假	休假	休假	సెలవు తీసుకోవడం	ఆమె వచ్చే నెలలో సెలవు తీసుకుంటుంది.	ರಜೆ ತೆಗೆದುಕೊಳ್ಳುವುದು	ಅವಳು ಮುಂದಿನ ತಿಂಗಳು ರಜೆ ತೆಗೆದುಕೊಳ್ಳುತ್ತಾಳೆ.
913:选	选	选	ఎంచుకోవడం	దయచేసి ఒక సమాధానం ఎంచుకోండి.	ಆಯ್ಕೆ ಮಾಡುವುದು	ದಯವಿಟ್ಟು ಒಂದು ಉತ್ತರ ಆಯ್ಕೆ ಮಾಡಿ.
916:牙	牙	牙	పంటి	నా పంటి కొంచెం నొప్పిగా ఉంది.	ಹಲ್ಲು	ನನ್ನ ಹಲ್ಲು ಸ್ವಲ್ಪ ನೋಯುತ್ತಿದೆ.
917:牙刷	牙刷	牙刷	టూత్‌బ్రష్	నేను కొత్త టూత్‌బ్రష్ కొన్నాను.	ಹಲ್ಲು ಬ್ರಷ್	ನಾನು ಹೊಸ ಹಲ್ಲು ಬ್ರಷ್ ಖರೀದಿಸಿದೆ.
918:羊	羊	羊	గొర్రె; మేక	పర్వతంపై కొన్ని గొర్రెలు ఉన్నాయి.	ಕುರಿ; ಮೇಕೆ	ಪರ್ವತದ ಮೇಲೆ ಕೆಲವು ಕುರಿಗಳು ಇವೆ.
919:养	养	养	పెంచడం; పోషించడం	అతని కుటుంబం ఒక పిల్లిని పెంచుతుంది.	ಸಾಕುವುದು; ಬೆಳೆಸುವುದು	ಅವನ ಕುಟುಂಬ ಒಂದು ಬೆಕ್ಕನ್ನು ಸಾಕುತ್ತದೆ.
924:一块儿	一块儿	一块儿	కలిసి	మనం కలిసి తినడానికి వెళ్లుదాం.	ಒಟ್ಟಿಗೆ	ನಾವು ಒಟ್ಟಿಗೆ ಊಟಕ್ಕೆ ಹೋಗೋಣ.
926:以后	以后	以后	తర్వాత; ఆపై	తరగతి తర్వాత నేను ఇంటికి వెళ్తాను.	ನಂತರ	ತರಗತಿಯ ನಂತರ ನಾನು ಮನೆಗೆ ಹೋಗುತ್ತೇನೆ.
928:以上	以上	以上	కంటే ఎక్కువ; పైగా	పద్దెనిమిదికి పైబడిన వారు టికెట్లు కొనవచ్చు.	ಮೇಲಿನ; ಹೆಚ್ಚು	ಹದಿನೆಂಟಕ್ಕಿಂತ ಹೆಚ್ಚು ವಯಸ್ಸಿನವರು ಟಿಕೆಟ್ ಖರೀದಿಸಬಹುದು.
929:以外	以外	以外	బయట; తప్ప	తరగతి గది బయట చాలా నిశ్శబ్దంగా ఉంది.	ಹೊರಗೆ; ಹೊರತುಪಡಿಸಿ	ತರಗತಿ ಕೊಠಡಿಯ ಹೊರಗೆ ತುಂಬ ಶಾಂತವಾಗಿದೆ.
931:以下	以下	以下	కింద; క్రింది	దయచేసి క్రింది విషయాన్ని జాగ్రత్తగా చదవండి.	ಕೆಳಗಿನ; ಕೆಳಗೆ	ದಯವಿಟ್ಟು ಕೆಳಗಿನ ವಿಷಯವನ್ನು ಗಮನದಿಂದ ಓದಿ.
937:银行卡	银行卡	银行卡	బ్యాంకు కార్డు	నా బ్యాంకు కార్డు నాకు కనిపించడం లేదు.	ಬ್ಯಾಂಕ್ ಕಾರ್ಡ್	ನನ್ನ ಬ್ಯಾಂಕ್ ಕಾರ್ಡ್ ನನಗೆ ಸಿಗುತ್ತಿಲ್ಲ.
942:邮件	邮件	邮件	ఇమెయిల్; మెయిల్	నేను ఒక ఇమెయిల్ పంపాను.	ಇಮೇಲ್; ಅಂಚೆ	ನಾನು ಒಂದು ಇಮೇಲ್ ಕಳುಹಿಸಿದೆ.
943:游客	游客	游客	పర్యాటకుడు; సందర్శకుడు	ఇక్కడ ప్రతి రోజు చాలా మంది పర్యాటకులు ఉంటారు.	ಪ್ರವಾಸಿಗ; ಭೇಟಿದಾರ	ಇಲ್ಲಿ ಪ್ರತಿದಿನ ಅನೇಕ ಪ್ರವಾಸಿಗರು ಇರುತ್ತಾರೆ.
945:邮箱	邮箱	邮箱	ఇమెయిల్ పెట్టె	దయచేసి ఫైలును నా ఇమెయిల్ పెట్టెకు పంపండి.	ಇಮೇಲ್ ಪೆಟ್ಟಿಗೆ	ದಯವಿಟ್ಟು ಕಡತವನ್ನು ನನ್ನ ಇಮೇಲ್ ಪೆಟ್ಟಿಗೆಗೆ ಕಳುಹಿಸಿ.
946:有关	有关	有关	సంబంధిత	ఈ పుస్తకం చైనా సంస్కృతికి సంబంధించినది.	ಸಂಬಂಧಿತ	ಈ ಪುಸ್ತಕ ಚೀನೀ ಸಂಸ್ಕೃತಿಗೆ ಸಂಬಂಧಿಸಿದೆ.
948:有用	有用	有用	ఉపయోగకరమైన	ఈ పద్ధతి చాలా ఉపయోగకరంగా ఉంది.	ಉಪಯುಕ್ತ	ಈ ವಿಧಾನ ತುಂಬ ಉಪಯುಕ್ತವಾಗಿದೆ.
952:雨衣	雨衣	雨衣	వర్షపు కోటు	వర్షం పడేప్పుడు దయచేసి వర్షపు కోటు ధరించండి.	ಮಳೆಕೋಟು	ಮಳೆ ಬಂದಾಗ ದಯವಿಟ್ಟು ಮಳೆಕೋಟು ಧರಿಸಿ.
954:遇见	遇见	遇见	కలవడం; ఎదురుపడడం	రోడ్డు మీద నాకు నా గురువు ఎదురుపడ్డారు.	ಭೇಟಿಯಾಗುವುದು; ಎದುರಾಗುವುದು	ರಸ್ತೆಯಲ್ಲಿ ನನಗೆ ನನ್ನ ಶಿಕ್ಷಕರು ಎದುರಾದರು.
955:园	园	园	తోట; పార్కు	ఈ తోటలో చాలా పూలు ఉన్నాయి.	ತೋಟ; ಉದ್ಯಾನ	ಈ ತೋಟದಲ್ಲಿ ಬಹಳಷ್ಟು ಹೂಗಳು ಇವೆ.
956:员	员	员	పాత్రలో ఉన్న వ్యక్తిని సూచించే ప్రత్యయం	నా అన్న వేటర్.	ಪಾತ್ರದಲ್ಲಿರುವ ವ್ಯಕ್ತಿಯನ್ನು ಸೂಚಿಸುವ ಪ್ರತ್ಯಯ	ನನ್ನ ಅಣ್ಣ ಸೇವಕನಾಗಿದ್ದಾನೆ.
960:运动会	运动会	运动会	క్రీడా సమావేశం	పాఠశాల వచ్చే వారం క్రీడా సమావేశం నిర్వహిస్తుంది.	ಕ್ರೀಡಾಕೂಟ	ಶಾಲೆ ಮುಂದಿನ ವಾರ ಕ್ರೀಡಾಕೂಟ ನಡೆಸುತ್ತದೆ.
961:运动员	运动员	运动员	క్రీడాకారుడు	ఈ క్రీడాకారుడు చాలా వేగంగా పరుగెడతాడు.	ಕ್ರೀಡಾಪಟು	ಈ ಕ್ರೀಡಾಪಟು ತುಂಬ ವೇಗವಾಗಿ ಓಡುತ್ತಾನೆ.
964:怎么办	怎么办	怎么办	ఏం చేయాలి; ఎలా నిర్వహించాలి	ఏం చేయాలో నాకు తెలియదు.	ಏನು ಮಾಡುವುದು	ಏನು ಮಾಡಬೇಕು ಎಂದು ನನಗೆ ಗೊತ್ತಿಲ್ಲ.
965:怎样	怎样	怎样	ఎలా; ఏ రకమైన	ఈ పద్ధతి గురించి నీకు ఎలా అనిపిస్తోంది?	ಹೇಗೆ; ಯಾವ ರೀತಿಯ	ಈ ವಿಧಾನದ ಬಗ್ಗೆ ನಿನಗೆ ಏನು ಅನಿಸುತ್ತದೆ?
