source_headword	KM	example_KM
patent	ប៉ាតង់	ក្រុមហ៊ុនបានចុះបញ្ជីប៉ាតង់មួយ។
pathway	ផ្លូវ	ផ្លូវនេះឈានទៅរកការទទួលវិញ្ញាបនបត្រ។
patrol	ល្បាត	ប៉ូលីសល្បាតតំបន់នេះនៅពេលយប់។
patron	ភ្ញៀវប្រចាំ	សារមន្ទីរបានថ្លែងអំណរគុណដល់អ្នកគាំទ្ររបស់ខ្លួន។
peak	កំពូល	តម្រូវការបានឈានដល់ចំណុចកំពូលនៅរដូវរងា។
peasant	កសិករ	កសិករមានដីតិចតួចប៉ុណ្ណោះ។
peculiar	ចម្លែក	បន្ទប់នេះមានក្លិនចម្លែក។
persist	នៅតែបន្ត	រោគសញ្ញាអាចនៅតែបន្តជាច្រើនថ្ងៃ។
persistent	រ៉ាំរ៉ៃ	ការក្អករ៉ាំរ៉ៃត្រូវការការយកចិត្តទុកដាក់។
personnel	បុគ្គលិក	កំណត់ត្រាបុគ្គលិកគឺជារឿងសម្ងាត់។
petition	ញត្តិ	ញត្តិនេះប្រមូលបានហត្ថលេខារាប់ពាន់។
philosopher	ទស្សនវិទូ	ទស្សនវិទូបានចោទសួរអំពីការសន្មត់ទូទៅ។
philosophical	ទាក់ទងនឹងទស្សនវិជ្ជា	ការពិភាក្សានេះបានក្លាយជាទស្សនវិជ្ជា។
physician	គ្រូពេទ្យ	គ្រូពេទ្យបានបញ្ជាឲ្យធ្វើតេស្តឈាម។
pioneer	អ្នកត្រួសត្រាយ	នាងបានក្លាយជាអ្នកត្រួសត្រាយផ្នែកវេជ្ជសាស្ត្រ។
pipeline	បំពង់បង្ហូរ	បំពង់បង្ហូរនេះដឹកជញ្ជូនឧស្ម័ននៅក្រោមដី។
pirate	ចោរសមុទ្រ	កប៉ាល់ចោរសមុទ្របានលេចចេញនៅឯនាយសមុទ្រ។
pit	រណ្តៅ	កម្មករបានជីករណ្តៅជ្រៅមួយ។
plea	ការអង្វរ	ការអង្វរសុំជំនួយរបស់គាត់ត្រូវបានគេមិនអើពើ។
plead	សារភាព	ជនសង្ស័យនឹងសារភាពកំហុស។
pledge	សន្យា	ពួកគេសន្យាគាំទ្រដល់កំណែទម្រង់។
plug	ដោត	ដោតខ្សែនេះទៅក្នុងរន្ធដោត។
plunge	ធ្លាក់ចុះយ៉ាងខ្លាំង	តម្លៃអាចធ្លាក់ចុះយ៉ាងខ្លាំងបន្ទាប់ពីរឿងអាស្រូវនេះ។
pole	បង្គោល	ទង់ជាតិព្យួរនៅលើបង្គោល។
poll	ការស្ទង់មតិ	ការស្ទង់មតិបានបង្ហាញពីការផ្លាស់ប្តូរមតិ។
pond	ស្រះ	សត្វទាបានដើរឆ្លងកាត់ស្រះដែលកក។
pop	ផ្ទុះ	ប៉េងប៉ោងផ្ទុះនៅជិតវត្ថុស្រួច។
portfolio	សំណុំឯកសារស្នាដៃ	សំណុំការវិនិយោគរបស់នាងរួមមានក្រុមហ៊ុនថ្មីៗជាច្រើន។
portray	ពណ៌នា	ភាពយន្តនេះនឹងពណ៌នាពីជីវិតនៅជនបទ។
postpone	ពន្យារពេល	ពួកគេបានសម្រេចចិត្តពន្យារពេលសវនាការ។
post-war	ក្រោយសង្គ្រាម	លំនៅដ្ឋានក្រោយសង្គ្រាមត្រូវបានគេត្រូវការយ៉ាងបន្ទាន់។
practitioner	អ្នកអនុវត្ត	អ្នកអនុវត្តបានពន្យល់ពីការព្យាបាល។
preach	អធិប្បាយ	គ្រូគង្វាលនឹងអធិប្បាយនៅថ្ងៃអាទិត្យ។
precedent	គំរូ	សេចក្តីសម្រេចនេះបានបង្កើតគំរូដ៏សំខាន់មួយ។
precision	ភាពជាក់លាក់	ម៉ាស៊ីននេះកាត់ដោយភាពជាក់លាក់។
predator	សត្វរំពា	សត្វរំពាបានរង់ចាំនៅក្បែរទន្លេ។
predecessor	អ្នកមុន	អ្នកមុនរបស់នាងបានបន្សល់ទុកនូវកំណត់ត្រាលម្អិត។
predominantly	ភាគច្រើន	តំបន់នេះភាគច្រើនជាលំនៅដ្ឋាន។
pregnancy	ការមានផ្ទៃពោះ	ការមានផ្ទៃពោះទាមទារការថែទាំសុខភាពជាប្រចាំ។
prejudice	ការរើសអើង	យុទ្ធនាការនេះបានប្រឆាំងនឹងការរើសអើងពូជសាសន៍។
preliminary	បឋម	លទ្ធផលបឋមមើលទៅល្អ។
premier	នាយករដ្ឋមន្ត្រី	នាយករដ្ឋមន្ត្រីបានថ្លែងសុន្ទរកថាទៅកាន់សភាថ្ងៃនេះ។
premise	សេចក្តីសន្និដ្ឋានជាមូលដ្ឋាន	អំណះអំណាងនេះពឹងផ្អែកលើមូលដ្ឋានមិនពិត។
premium	ប្រាក់បន្ថែម	អតិថិជនបានបង់ប្រាក់បន្ថែមសម្រាប់ល្បឿនលឿន។
prescribe	ចេញវេជ្ជបញ្ជា	វេជ្ជបណ្ឌិតចេញវេជ្ជបញ្ជាថ្នាំអង់ទីប៊ីយោទិចដោយប្រុងប្រយ័ត្ន។
prescription	វេជ្ជបញ្ជា	វេជ្ជបញ្ជានេះនឹងផុតកំណត់នៅខែក្រោយ។
presently	បច្ចុប្បន្ននេះ	បច្ចុប្បន្ននេះនាងមិនទំនេរទេ។
preservation	ការអភិរក្ស	ការអភិរក្សការពារអគារប្រវត្តិសាស្ត្រ។
preside	ធ្វើជាអធិបតី	ចៅក្រមនឹងធ្វើជាអធិបតីក្នុងការកាត់ក្តី។
presidency	អាណត្តិប្រធានាធិបតី	អាណត្តិប្រធានាធិបតីរបស់គាត់មានរយៈពេលប្រាំបីឆ្នាំ។
presidential	នៃប្រធានាធិបតី	ការបោះឆ្នោតជ្រើសរើសប្រធានាធិបតីបានទាក់ទាញចំណាប់អារម្មណ៍។
prestigious	ដែលមានកិត្យានុភាព	នាងទទួលបានអាហារូបករណ៍ដ៏មានកិត្យានុភាព។
presumably	ប្រហែលជា	ការិយាល័យប្រហែលជាបិទទ្វារនៅថ្ងៃនេះ។
presume	សន្មត	យើងសន្មតថាឯកសារទាំងនោះជាឯកសារពិត។
prevail	យកឈ្នះ	គំនិតសមហេតុផលគួរតែយកឈ្នះ។
prevalence	ភាពរីករាលដាល	ភាពរីករាលដាលនៃជំងឺហឺតបានកើនឡើង។
prevention	ការការពារ	ការការពារគឺថោកជាងការជួសជុល។
