"assignmentKey","videoType","supportLang","targetOrBundle","contentScope","file","sha256","CJK text","technical status","visual review","approval"
"ordinary|home_kitchen_cooking_actions_a1_a2|TR|LT","ordinary","TR","LT","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-18-4a95b4a6c5c0-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-TR-LT.jpg","8b11bbd8635c7bcc9ede115c9708d5aaaface56aba016079b91e52923d545793","no","passed-render","PENDING","NOT APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|TR|LV","ordinary","TR","LV","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-18-4a95b4a6c5c0-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-TR-LV.jpg","fad2ef1771584adca3830394579a3086f39f84cad91ab785e51b9f79de61a15d","no","passed-render","PENDING","NOT APPROVED"
"polyglot|home_kitchen_cooking_actions_a1_a2|TR|slavic_core|93d499d62441|full","polyglot","TR","slavic_core:RU,PL,CS,SK","full","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-18-4a95b4a6c5c0-precommit-ready/by-assignment/polyglot-home_kitchen_cooking_actions_a1_a2-TR-slavic_core-93d499d62441-full.jpg","d2f709691072a6fbd3ab88c687b0d1aced5f391f8418986dab3e3d562c170c18","no","passed-render","PENDING","NOT APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|VI|SR","ordinary","VI","SR","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-18-4a95b4a6c5c0-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-VI-SR.jpg","7acbf5c8b71de364fbc845e44d8fb82b864a4308da4076b00e7330d1c0972cbd","no","passed-render","PENDING","NOT APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|VI|SV","ordinary","VI","SV","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-18-4a95b4a6c5c0-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-VI-SV.jpg","c5d4d83c470d51b5f3cdd3fe6e17b219329d4c2d4ae40f3ee58aa46ac5c99df0","no","passed-render","PENDING","NOT APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|VI|SW","ordinary","VI","SW","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-18-4a95b4a6c5c0-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-VI-SW.jpg","b25f4b7547093b53e730dbb47df3cb19cf57ba3aceb9d0080b1d61259a798ea0","no","passed-render","PENDING","NOT APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|VI|TA","ordinary","VI","TA","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-18-4a95b4a6c5c0-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-VI-TA.jpg","3dc37d4caacc7528fb4aa9f34d371a1d1aefbcde6b3ddb589abc0c41ff6ff056","no","passed-render","PENDING","NOT APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|VI|TE","ordinary","VI","TE","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-18-4a95b4a6c5c0-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-VI-TE.jpg","3b557da29036b761ebf655566ff8fc378b652ada0e28f48b440a6542b732468d","no","passed-render","PENDING","NOT APPROVED"
"polyglot|home_kitchen_cooking_actions_a1_a2|VI|slavic_core|93d499d62441|full","polyglot","VI","slavic_core:RU,PL,CS,SK","full","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-18-4a95b4a6c5c0-precommit-ready/by-assignment/polyglot-home_kitchen_cooking_actions_a1_a2-VI-slavic_core-93d499d62441-full.jpg","8056a61801c5abc8ac780cc6ef7c68a5d334258225e112c6833e2387b3926e3a","no","passed-render","PENDING","NOT APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|ZH|KM","ordinary","ZH","KM","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-18-4a95b4a6c5c0-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-ZH-KM.jpg","dff85c1a99488dafa19128ec39dca228247fbb5b632d03a35369bd8993384dca","yes","passed-render","PENDING","NOT APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|ZH|KN","ordinary","ZH","KN","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-18-4a95b4a6c5c0-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-ZH-KN.jpg","fe513587970bc20533c2ef5359170e92fdd7a41a344423022c4aaacd8be25a9e","yes","passed-render","PENDING","NOT APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|ZH|KO","ordinary","ZH","KO","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-18-4a95b4a6c5c0-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-ZH-KO.jpg","51e82cf4d2ebbdffb76621463a3d4d5240c6d4b502bf1839d42a464cf6271bc2","yes","passed-render","PENDING","NOT APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|ZH|LO","ordinary","ZH","LO","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-18-4a95b4a6c5c0-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-ZH-LO.jpg","9fdc0eb3e82f2b626b9004a227b9401878c36a3287c217e387d2a149b885b120","yes","passed-render","PENDING","NOT APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|ZH|LT","ordinary","ZH","LT","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-18-4a95b4a6c5c0-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-ZH-LT.jpg","6eb1c99a0d5da1a5349d1f215b3877909bb14c08b266c8902c93275337d6a173","yes","passed-render","PENDING","NOT APPROVED"
"polyglot|home_kitchen_cooking_actions_a1_a2|ZH|slavic_core|93d499d62441|full","polyglot","ZH","slavic_core:RU,PL,CS,SK","full","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-18-4a95b4a6c5c0-precommit-ready/by-assignment/polyglot-home_kitchen_cooking_actions_a1_a2-ZH-slavic_core-93d499d62441-full.jpg","923ff0c5127866117dea8c9c3b9dd54bfa745d5ce6cb7042c4460bb233c7b9d2","yes","passed-render","PENDING","NOT APPROVED"
